task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream,arm,iv,seed
101,1,3.1604881460654233,2.9332901543834664,0.22719799168195687,0.0859375,0.095703125,0.010657513050003776,0.03505189582029135,0.01968639774127298,0.1317261629255333,0.03007602214485547,SNA,l2,1
101,5,3.1604881460654233,2.111953907427175,1.0485342386382484,0.0859375,0.236328125,0.08216343722765487,0.19423932011134495,0.06989482548413807,0.5773101528513367,0.1249265029637737,SNA,l2,1
101,10,3.1604881460654233,1.547835254440902,1.6126528916245213,0.0859375,0.46484375,0.13246291004606953,0.20976667601589216,0.08657730632356375,1.0359335313548754,0.1479124678841204,SNA,l2,1
101,20,3.1604881460654233,0.9682012693762975,2.192286876689126,0.0859375,0.69921875,0.27055136879668673,0.3243742654462656,0.1255380730083817,1.2765382013593665,0.19528496807842555,SNA,l2,1
101,30,3.1604881460654233,0.7748905001556098,2.3855976459098134,0.0859375,0.701171875,0.3351728900829545,0.3945915099778314,0.14144008888370388,1.2778697732567048,0.23652338370861897,SNA,l2,1
101,50,3.1604881460654233,0.5222312232245316,2.638256922840892,0.0859375,0.833984375,0.42283835104880574,0.4225731553806111,0.16849505844139998,1.3882122907700114,0.23613806720006386,SNA,l2,1
101,100,3.1604881460654233,0.3923431407756663,2.768145005289757,0.0859375,0.890625,0.4935949857091402,0.44262567225945626,0.14984772763243895,1.4754483367164206,0.20662828297230088,SNA,l2,1
102,1,2.8872992583775186,2.7527690864444145,0.13453017193310401,0.099609375,0.10546875,0.004175223593654002,0.025997097983565125,0.00022805177802731616,0.09318717420991735,0.010942624367940247,SNA,l2,1
102,5,2.8872992583775186,2.059073128010945,0.8282261303665734,0.099609375,0.2578125,0.06551730766640582,0.16770891818576858,0.015108388290722809,0.5009195807024013,0.07897193552127506,SNA,l2,1
102,10,2.8872992583775186,1.4577290249163215,1.429570233461197,0.099609375,0.4765625,0.1465423843487623,0.24356404622265487,0.038044809692704434,0.8662453347471424,0.13517365844993307,SNA,l2,1
102,20,2.8872992583775186,1.0456354395026597,1.8416638188748589,0.099609375,0.6328125,0.23963015328669943,0.32929815532774903,0.05632079526116611,1.096999318933796,0.11941539606544814,SNA,l2,1
102,30,2.8872992583775186,0.677858581130448,2.2094406772470707,0.099609375,0.771484375,0.35199589177217094,0.3954179160815293,0.06518575358863121,1.217830569721163,0.179010546083576,SNA,l2,1
102,50,2.8872992583775186,0.5000017043598527,2.3872975540176657,0.099609375,0.83984375,0.48581344373983987,0.41390428837074345,0.07207721507683892,1.2604384127570292,0.1550641940732149,SNA,l2,1
102,100,2.8872992583775186,0.39422306569208454,2.493076192685434,0.099609375,0.8828125,0.40650929673779257,0.5039619376564763,0.0969159366377862,1.3241863664254083,0.16150265522797103,SNA,l2,1
103,1,2.789337333973172,2.6633327288805337,0.12600460509263822,0.107421875,0.125,0.009077461718114601,0.025133401413076673,0.0010443444601104506,0.07007245074782173,0.02067694675351477,SNA,l2,1
103,5,2.789337333973172,1.9411108458966542,0.8482264880765178,0.107421875,0.345703125,0.07588971760669544,0.14136681480668223,0.02685795452588292,0.5037484381022926,0.10036356303496465,SNA,l2,1
103,10,2.789337333973172,1.440381532073714,1.3489558018994579,0.107421875,0.513671875,0.13284780030821958,0.2239824500449477,0.06541986959304603,0.7897680821214093,0.13693759983183565,SNA,l2,1
103,20,2.789337333973172,0.9178965179558916,1.8714408160172804,0.107421875,0.716796875,0.1469762846227783,0.3094239035961901,0.08001656966723202,1.1622071634502074,0.1728168946808726,SNA,l2,1
103,30,2.789337333973172,0.5949379701485183,2.1943993638246537,0.107421875,0.8203125,0.18160863655608392,0.38067212313075466,0.1324417169700865,1.297685250698521,0.20199163646920762,SNA,l2,1
103,50,2.789337333973172,0.5236326022491653,2.2657047317240067,0.107421875,0.822265625,0.23105604205252106,0.36961338032069024,0.15402022701561402,1.3328633206585112,0.1781517616766703,SNA,l2,1
103,100,2.789337333973172,0.37512283942842695,2.414214494544745,0.107421875,0.884765625,0.30473562356611456,0.45201552204024803,0.16061103497527834,1.3215387486546095,0.17531356530849482,SNA,l2,1
104,1,3.5644266754851306,3.455648854176652,0.10877782130847846,0.08203125,0.087890625,0.006358426573594867,0.025967472006208824,0.0015122704825026498,0.06480476121912154,0.010134891027050563,SNA,l2,1
104,5,3.5644266754851306,2.3912058260390103,1.1732208494461203,0.08203125,0.1640625,0.15448622173558432,0.17347209133447508,0.06725685794166719,0.6625020513220609,0.11550362711233261,SNA,l2,1
104,10,3.5644266754851306,1.5986684147375572,1.9657582607475734,0.08203125,0.478515625,0.20877569686065384,0.33200818828688533,0.10983591738491022,1.1247413800477348,0.19039707816738916,SNA,l2,1
104,20,3.5644266754851306,0.9957500110879948,2.568676664397136,0.08203125,0.69921875,0.28111962323102424,0.4315434312050797,0.1434505338089747,1.4722954947859743,0.24026758136608306,SNA,l2,1
104,30,3.5644266754851306,0.749504526524757,2.8149221489603735,0.08203125,0.740234375,0.3518430495595349,0.5132750092226467,0.15959957134253355,1.5522796006852613,0.2379249181503975,SNA,l2,1
104,50,3.5644266754851306,0.6155991225077054,2.9488275529774253,0.08203125,0.81640625,0.4864587358244833,0.6003919246577922,0.20041893573528877,1.4820363032668054,0.1795216534930553,SNA,l2,1
104,100,3.5644266754851306,0.4167526697535556,3.147674005731575,0.08203125,0.880859375,0.4996267511713615,0.6395646526554357,0.2155899175296879,1.6341796797765709,0.1587130045985194,SNA,l2,1
105,1,3.400779199168665,3.2342558843319402,0.1665233148367249,0.06640625,0.0703125,0.018140931081544256,0.02220650780401095,0.023092462805873307,0.07920320607278018,0.023880207072516202,SNA,l2,1
105,5,3.400779199168665,2.30857371962031,1.0922054795483551,0.06640625,0.23046875,0.14682673940014104,0.10533540873747413,0.08705336007559963,0.6146929520024945,0.13829701933264577,SNA,l2,1
105,10,3.400779199168665,1.708282225583094,1.692496973585571,0.06640625,0.40625,0.21578785004354595,0.13197481176984832,0.11552266407589525,1.0521186326314564,0.17709301506482492,SNA,l2,1
