arm,iv,seed,group,step,n_units,actual,W,b,star,alignment,history,data,l2,positive,negative,history_W,history_b,data_W,data_b,l2_W,l2_b,sgd_data,sgd_l2,sgd_mean,sgd_cov,pre_history,pre_history_W,pre_history_b,within_history,rounding,gate_mean,gate_rms,upstream_rms,local_delta_rms,positive_fraction,gW_norm,gb
SNA,none,2,N_only,16,23.894736842105264,-0.47539289662175765,-0.47183837940520634,-0.0035545172165513477,-0.18110958764622773,-0.29428330897552996,-0.40093637047493796,-0.07445650643076934,0.0,-0.09611135737702625,0.0216548509056167,-0.3979196550014545,-0.0030167154734834383,-0.07391870401408053,-0.0005378024166888043,0.0,0.0,-0.0037239007085136206,0.0,-0.003283902879755602,-0.000439997648922748,-0.0014056408340137304,-0.001374711983035697,-3.0928850978033075e-05,-0.3995307296409242,-1.9716050454012577e-08,0.8435196993531355,1.035381085940269,0.08119491146202021,0.08480144063057182,0.3839216030441717,0.19236703513622716,0.001665148085521706
SNA,none,2,N_only,17,23.894736842105264,-0.4976559336005587,-0.49392964729995004,-0.0037262863006085325,-0.1892383523557185,-0.3084175812448402,-0.4240844576775018,-0.07357145638758811,0.0,-0.09601256161425253,0.022441105187933793,-0.42088583598495255,-0.003198621692549235,-0.07304379086266291,-0.0005276655249252059,0.0,0.0,-0.003684970595865043,0.0,-0.0032261290427062802,-0.00045884137592126903,-0.0014364215814533388,-0.0014047985567406563,-3.1623024712681986e-05,-0.42264803609604845,-1.9535468818482987e-08,0.827483505554945,1.02630818447618,0.07769443229877224,0.07773902933931194,0.3747428879758685,0.18409622376987334,-0.0015296900114120102
SNA,none,2,N_only,18,23.894736842105264,-0.5186998782754432,-0.5148150337240913,-0.0038848445513518506,-0.19682864394703503,-0.3218712343284082,-0.444104322326808,-0.07459553215600245,0.0,-0.09751865663826431,0.02292312443207903,-0.44075102487578244,-0.0033532974510255436,-0.0740639841835424,-0.0005315479724600452,0.0,0.0,-0.0037381746272504247,0.0,-0.0032518580916775395,-0.0004863163584293204,-0.0014640611242202359,-0.0014318174284457864,-3.224369577444813e-05,-0.44264026120258776,-2.3792632726082593e-08,0.8311339741620812,1.0284543382135314,0.0753225716934663,0.07582726474765866,0.3763695738853062,0.18739046324465794,0.0006812332747246436
SNA,none,2,N_only,19,23.894736842105264,-0.5377560336479315,-0.5337263113928018,-0.00402972225512967,-0.20365573963507108,-0.3341002940128605,-0.46299933082376243,-0.07475667760465003,0.0,-0.09840846383644533,0.023651786182881742,-0.459503358928248,-0.0034959718955143737,-0.07422292621961653,-0.0005337513850335371,0.0,0.0,-0.00375125758812212,0.0,-0.003263961800659671,-0.0004872956058271716,-0.0014886463813627052,-0.0014558478115231134,-3.279856983959206e-05,-0.4615106844423996,-2.5219519066655513e-08,0.8311452823957931,1.027105498353252,0.07698853095186525,0.07908085710095032,0.37558018688024414,0.18747026285486354,0.0003204726887429383
SNA,none,2,N_only,20,23.894736842105264,-0.5574156786132699,-0.5532336117015882,-0.004182066911681796,-0.21065905330622525,-0.3467566253070447,-0.4801310825669695,-0.0772845678716096,0.0,-0.10077654072250683,0.02349197279716578,-0.476504538193309,-0.0036265443736603503,-0.07672904442119127,-0.0005555234504183712,0.0,0.0,-0.003878173783931492,0.0,-0.0033850409262546656,-0.0004931326684321538,-0.0015107530725541856,-0.0014774518505787562,-3.330122197542922e-05,-0.4786203294944153,-2.8174690921388232e-08,0.8188319925583729,1.0174455025652211,0.08074031236990754,0.08155618529388871,0.3617211011719021,0.19892276875123463,0.0032058372483702107
SNA,none,2,N_only,21,23.894736842105264,-0.5761101119961293,-0.5717859867668005,-0.00432412522932867,-0.2173192627177358,-0.3587908492783934,-0.49783570097219243,-0.07827437972183693,0.0,-0.10163880840437764,0.02336442863036517,-0.4940720256820673,-0.0037636752901250175,-0.07771392905759834,-0.0005604506642385874,0.0,0.0,-0.003922630915679461,0.0,-0.003408280076750246,-0.0005143506469505428,-0.001530653445819627,-0.001496900271920052,-3.3753173899574374e-05,-0.4963050475263728,-3.130209985163271e-08,0.8048810054852326,1.0026100005267622,0.07721559224615776,0.07621882079862108,0.35488807554954577,0.1816246258472654,0.0006153079184496418
SNA,none,2,N_only,22,23.894736842105264,-0.5929482838191132,-0.5884988597906872,-0.004449424028426083,-0.2232798441762441,-0.36966843964286916,-0.5146405559663302,-0.07830769598985751,0.0,-0.10183202058077807,0.0235243245419058,-0.5107490315517493,-0.003891524414580672,-0.07774979551052262,-0.0005579004793348748,0.0,0.0,-0.0039235309731291525,0.0,-0.003385310362016512,-0.0005382204186704281,-0.0015487085695850712,-0.001514546299549639,-3.416227003543154e-05,-0.513091847396745,-3.1862925769283004e-08,0.7995227956841289,1.0002363771572578,0.07332242954534514,0.07263847091882257,0.35533934886623675,0.16625794272930014,-0.0006081739913745315
SNA,none,2,N_only,23,23.894736842105264,-0.609095873104267,-0.6045272766120264,-0.004568596492240462,-0.22908080625967778,-0.3800150668445892,-0.5297876548623023,-0.07930818195089007,0.0,-0.1021052038550355,0.022797021849756852,-0.5257833358223722,-0.004004319039929971,-0.07874390344557432,-0.0005642785053157428,0.0,0.0,-0.003975154142218651,0.0,-0.0034238664376182856,-0.0005512875090970757,-0.0015648905870557517,-0.0015303610013291241,-3.452958572662648e-05,-0.5282227642752465,-3.629107476844442e-08,0.796270905240681,0.9928417081808416,0.06657998272784252,0.06484208544934393,0.3499050429928577,0.14809655987706366,0.0010208572277648907
SNA,none,2,N_only,24,23.894736842105264,-0.6221962163203795,-0.617536636479822,-0.00465957984055729,-0.23370823294982337,-0.38848798337055596,-0.5443051665010823,-0.07789101352800393,0.0,-0.10093520470533413,0.023044191120676308,-0.5401936026977524,-0.0041115638033300235,-0.07734299650064007,-0.0005480170273638722,0.0,0.0,-0.003897114489294671,0.0,-0.003322950772812871,-0.0005741635247353215,-0.0015793988338428224,-0.00154453912275949,-3.485971108333102e-05,-0.5427257676672393,-3.629129314115725e-08,0.8004727646540889,0.9983500053882433,0.06734367677610102,0.06657178520027951,0.35089234016365023,0.15204550598077873,-0.0026719650395227988
SNA,none,2,N_only,25,23.894736842105264,-0.6337076123364732,-0.6289712261777164,-0.004736386158756778,-0.2377865603844886,-0.3959210519519844,-0.5560859176407768,-0.07762165853775645,0.0,-0.10056533991387613,0.022943681310874806,-0.5518924472675434,-0.004193470373233441,-0.07707874162663343,-0.0005429169111229967,0.0,0.0,-0.003879554931269863,0.0,-0.0032884010621607477,-0.0005911536793197761,-0.0015924024894413927,-0.0015572473218999222,-3.5155167541469045e-05,-0.5544935151513354,-3.615793986519353e-08,0.7905605444304037,0.9863286067255574,0.06765358209585186,0.06589083007606898,0.34284188423132933,0.15399545062242156,-0.0009147799509341668
SNA,none,2,N_only,26,23.894736842105264,-0.6428148999951678,-0.6380205850414984,-0.0047943149536695704,-0.24100986273213368,-0.401805037263034,-0.5664526841189028,-0.07636218060249528,0.0,-0.09914509387327668,0.02278291320677689,-0.5621900186851265,-0.004262665433776272,-0.07583053001511411,-0.000531650587381169,0.0,0.0,-0.0038204510251897985,0.0,-0.0032274033120306364,-0.0005930475234408373,-0.0016040634268709901,-0.0015686428704493264,-3.542055642166266e-05,-0.5648486206920319,-3.527376962230358e-08,0.7921262690796285,0.9943525840488671,0.07318260414951196,0.07290100396869831,0.34443166649330836,0.17189505098183652,-0.001615049860901109
SNA,none,2,N_only,27,23.894736842105264,-0.6504417614491952,-0.6456023952517229,-0.004839366197472344,-0.24369112790621217,-0.4067506335429831,-0.5746583314011788,-0.07578339757251347,0.0,-0.09805385989187376,0.02227046224728968,-0.5703434784698508,-0.004314852931328091,-0.07525888330394565,-0.0005245142685678224,0.0,0.0,-0.0037971126975237714,0.0,-0.003206031874128528,-0.0005910806340420718,-0.0016145418789059182,-0.001578883319785979,-3.565855911993746e-05,-0.573043789522273,-3.2475502932843293e-08,0.7942982325611098,0.9951021476638737,0.06978793634888733,0.06894723770824437,0.3441672517509188,0.15475636483239005,-0.0005658560385678923
SNA,none,2,N_only,28,23.894736842105264,-0.6565446139873208,-0.6516688954302396,-0.00487571855708099,-0.24574099119501205,-0.41080362279230853,-0.5815262234363684,-0.07501835785639982,0.0,-0.09702692327435751,0.022008565351814672,-0.5771707955989295,-0.004355427837438966,-0.07449806626790711,-0.0005202915884926951,0.0,0.0,-0.0037565947303658588,0.0,-0.003174878808013285,-0.0005817157329222572,-0.0016239516950599302,-0.0015880801559158913,-3.587153914403707e-05,-0.5799022717413084,-3.2694552510755804e-08,0.7936962125780974,0.9966259956154858,0.06794755998699999,0.06534950996925346,0.34221905121004087,0.15196340915019482,-0.0008248461136912411
SNA,none,2,N_only,29,23.894736842105264,-0.659667862450851,-0.6547808938392576,-0.004886968611593114,-0.24668694716526032,-0.4129809152855907,-0.5870186545782805,-0.0726491743433573,0.0,-0.09518362625080581,0.02253445182934765,-0.5826305282708917,-0.004388126307388818,-0.07215033141371992,-0.0004988429296373738,0.0,0.0,-0.003640367101438216,0.0,-0.0030560579283688883,-0.000584308984650603,-0.001632404433042492,-0.0015963415246947842,-3.606290834770496e-05,-0.5853862501452379,-3.352921313385026e-08,0.7930232857517079,0.9927255274662403,0.0648766829211374,0.06314967556057126,0.34169984311074125,0.14903758135047587,-0.003146045090676244
SNA,none,2,N_only,30,23.894736842105264,-0.6611284176605503,-0.6562480305223941,-0.004880387138156192,-0.24694955576330954,-0.4141788618972408,-0.5898563865080533,-0.07127199827610727,0.0,-0.09402596018071502,0.022753961836269834,-0.5854580631367335,-0.004398323371319746,-0.07078993398876611,-0.00048206428734116566,0.0,0.0,-0.003563528960516857,0.0,-0.0029567901288181805,-0.0006067386461456563,-0.001639956900593131,-0.0016037224075754837,-3.6234493017644754e-05,-0.5882164296074602,-3.2876389785711756e-08,0.7971336123718649,0.9994230709038895,0.0696039522921739,0.06778863618500512,0.3383366054711878,0.1602936981944616,-0.002628334244177746
SNA,none,2,N_only,31,23.894736842105264,-0.6617915431171276,-0.656926479012252,-0.00486506410487566,-0.2469670894380411,-0.41482445367908655,-0.5911842673984136,-0.07060724292248663,0.0,-0.0933131580927311,0.022705915100255825,-0.5867918380176466,-0.004392429380766893,-0.0701346076804168,-0.00047263524206983933,0.0,0.0,-0.0035362603690139364,0.0,-0.0029112661886120873,-0.0006249939943513104,-0.0016467438975163655,-0.001610354558907343,-3.638933860902057e-05,-0.5895375235008969,-3.2796227543116554e-08,0.795699469967297,0.9988122181799483,0.06495887400459857,0.06414869474113157,0.341805700020803,0.1445607569777976,-0.0012053466754260971
SNA,none,2,N_only,32,23.894736842105264,-0.662118693265213,-0.6572705116775953,-0.004848181587617621,-0.24678391930516916,-0.4153347739600439,-0.5917925306878841,-0.07032612708315873,0.0,-0.0933172333215654,0.022991106178011467,-0.5874138580364017,-0.004378672651482263,-0.06985661777192438,-0.0004695093112343147,0.0,0.0,-0.003525540039965832,0.0,-0.002891684544043014,-0.0006338553080823427,-0.001652830848020004,-0.0016163024933602734,-3.652835465972957e-05,-0.590139699839864,-3.5494170309531125e-08,0.788787601150675,0.9927960100697049,0.06342514523544918,0.06317816989736462,0.33747755010054786,0.14093214697294232,-0.0005184672734116395
SNA,none,2,N_only,33,23.894736842105264,-0.6617074033296141,-0.656884325672264,-0.004823077657350269,-0.24625527416699025,-0.415452129162624,-0.5920991687817783,-0.06960819992083958,0.0,-0.09337094034154214,0.023762740362333334,-0.5877356521331815,-0.00436351664859687,-0.06914863865075069,-0.0004595612700888968,0.0,0.0,-0.0034974017105080897,0.0,-0.0028423406193034133,-0.0006550609041105381,-0.0016582718033567871,-0.0016216188211506046,-3.665298220618084e-05,-0.5904408969784213,-3.462699631596132e-08,0.8034859010103746,1.0066658518706355,0.06647377285181288,0.0668100865270301,0.3464071926357396,0.15853982362210872,-0.0013064892336559053
SNA,none,2,N_only,34,23.894736842105264,-0.6614379300670885,-0.6566397506039395,-0.004798179463148888,-0.24575912314223872,-0.4156788069248498,-0.5917434748445345,-0.06969441957823662,0.0,-0.09345029760005968,0.02375587796866489,-0.5874025025147396,-0.004340972329794924,-0.0692372123044641,-0.000457207273772507,0.0,0.0,-0.003501739939185169,0.0,-0.002826237020201885,-0.0006755027334425124,-0.001663172844701677,-0.0016264076109480333,-3.676523375364131e-05,-0.5900803019998329,-3.564431740101367e-08,0.786191207210413,0.9909811722790017,0.06868900662705653,0.06448835216611923,0.3377708073295888,0.14688802133700313,-0.00042637836901181296
SNA,none,2,N_only,35,23.894736842105264,-0.6623287984956152,-0.6575461683097295,-0.004782630185885629,-0.24564977736724308,-0.416679021128372,-0.5915068603867016,-0.07082190539584772,0.0,-0.0943742941530616,0.023552388710533112,-0.5871882570229222,-0.004318603363779372,-0.0703578784881068,-0.0004640269077409005,0.0,0.0,-0.0035543137743634275,0.0,-0.0028595977400547824,-0.0006947158449646372,-0.0016675719607412666,-0.0016307056096017403,-3.6866351139524476e-05,-0.5898392884259603,-3.271306582602585e-08,0.7984762179134839,1.0017622331537657,0.0626011739692413,0.06247067432452006,0.3405371506830317,0.13931725136012463,0.0008832986541812151
SNA,none,2,N_only,36,23.894736842105264,-0.6636739151380702,-0.6588980014323278,-0.004775913705742265,-0.24572924330128074,-0.41794467183678935,-0.5923196429312488,-0.07135424010563271,0.0,-0.09546193403464122,0.024107693884499636,-0.5880150031867486,-0.004304639744500396,-0.0708829657788423,-0.0004712743267903954,0.0,0.0,-0.0035844979089783837,0.0,-0.00290090217350929,-0.0006835955462242485,-0.001671514926602842,-0.0016345578147890024,-3.695711181383806e-05,-0.590648128004646,-3.210118852969455e-08,0.8045597195332677,1.0072922915187608,0.06501893773884725,0.06549847901716832,0.34463180864711185,0.14605470311954988,0.001093625990728406
SNA,none,2,N_only,37,23.894736842105264,-0.6654359376926952,-0.6606608511413828,-0.0047750865513122125,-0.2460570079518726,-0.41937892974082247,-0.5935327960482727,-0.07190310665293236,0.0,-0.09642356801659631,0.024520461324826395,-0.589234199145986,-0.004298596902286727,-0.07142661676892455,-0.00047648988400781706,0.0,0.0,-0.0036090464432747774,0.0,-0.002923695120615846,-0.0006853511361419759,-0.0016750516470272984,-0.0016380130597495137,-3.703858727778392e-05,-0.5918577444012453,-3.499148999888629e-08,0.8001932250265522,1.0019567712306747,0.06137433431757925,0.060323018071415206,0.3549303966437833,0.13512553394696356,0.0006034936565110431
SNA,none,2,N_only,38,23.894736842105264,-0.6652998660110505,-0.6605385753123219,-0.004761290698728674,-0.24556326213843196,-0.41973660387261846,-0.5951280273878307,-0.07017180365237381,0.0,-0.09504492103137104,0.024873117344360107,-0.5908301348375385,-0.004297892550292187,-0.06970840531283981,-0.00046339833953403404,0.0,0.0,-0.003524181351455222,0.0,-0.0028529209436166402,-0.000671260222459113,-0.0016782348374066974,-0.0016411229228606213,-3.7111914546074665e-05,-0.5934497925504241,-3.497084582226845e-08,0.8065507857454491,1.0096559841415769,0.06391039195590441,0.0639886056556838,0.34408683517093125,0.15217255728071682,-0.0018739025115878452
SNA,none,2,N_only,39,23.894736842105264,-0.664301090941596,-0.6595608509040165,-0.0047402400375794,-0.24473868888123598,-0.4195624020603599,-0.5950116363563045,-0.06928942063247417,0.0,-0.09406018453025947,0.024770763863563836,-0.5907261629005714,-0.004285473455733077,-0.06883465406068867,-0.00045476657178551315,0.0,0.0,-0.0034808262430653506,0.0,-0.0028088221915462883,-0.0006720038674440128,-0.001681099109862492,-0.0016439212006175246,-3.717790924496619e-05,-0.593330537246442,-3.3952817271284474e-08,0.8101569228333992,1.016479352800668,0.0563113931102682,0.056835577077189746,0.35113987414187636,0.12777650120205264,-0.0011676118369386345
SNA,none,2,N_only,40,23.894736842105264,-0.6637382295475778,-0.6590129315572413,-0.0047252979903364785,-0.2440380122970948,-0.419700217250483,-0.5941127755445968,-0.06962542037756746,0.0,-0.09431923290805902,0.024693812492958447,-0.5898462549779415,-0.0042665205666550625,-0.06916664270425615,-0.00045877767331130347,0.0,0.0,-0.0035086350278030532,0.0,-0.002835866461890787,-0.0006727683831737373,-0.0016836754366881988,-0.0016464382810194684,-3.723715566872963e-05,-0.5924291001079084,-3.362541365475075e-08,0.8097153124654849,1.0129591994255494,0.05502912253350129,0.0541037924504133,0.35131154219540944,0.1262946551882372,0.0007160566937386066
SNA,none,2,N_only,41,23.894736842105264,-0.6637258500090238,-0.6590100614482083,-0.004715788560815545,-0.2435594729807564,-0.4201663770282675,-0.5936103907296663,-0.07011542557949894,0.0,-0.09458738495023308,0.024471959336763313,-0.5893573022011799,-0.004253088528486507,-0.0696527256690178,-0.00046269991048116367,0.0,0.0,-0.0035413112820693988,0.0,-0.002863832737709991,-0.0006774783576336686,-0.0016859943995293203,-0.0016487038004423659,-3.7290599086953145e-05,-0.5919243963301369,-3.3699858535789505e-08,0.8032894122035962,1.0116598089064848,0.06114461219209084,0.057888552023736065,0.3415095390402885,0.13647140460126433,0.000740468839240152
SNA,none,2,N_only,42,23.894736842105264,-0.662815274728041,-0.6581157687327779,-0.004699505995263016,-0.24277750104640933,-0.4200377736816316,-0.5936011019215154,-0.06921413986006425,0.0,-0.09390642936343892,0.02469228947108261,-0.589356584280277,-0.004244517641238302,-0.06875915160353628,-0.00045498825652798324,0.0,0.0,-0.003496698365388611,0.0,-0.0028204620068719654,-0.0006762361702363303,-0.0016880815941173477,-0.0016507429405867302,-3.733865353061571e-05,-0.5919130203273979,-3.2946461389937064e-08,0.7952165247793708,0.9970956228655788,0.05477716774717628,0.052004338315072035,0.34469445600166426,0.11224490681267275,-0.0011483358920337879
SNA,none,2,N_only,43,23.894736842105264,-0.6615787808421674,-0.6569002757599358,-0.004678505082231771,-0.24189232731232863,-0.4196864535298389,-0.5927966627092265,-0.06878208480937065,0.0,-0.0935983137863417,0.02481622894647516,-0.5885667880872951,-0.004229874621931358,-0.0683334544796119,-0.0004486303297587639,0.0,0.0,-0.003467152822380544,0.0,-0.0027750445732421134,-0.0006921080605986447,-0.0016899478059012698,-0.0016525659732374335,-3.738183266383391e-05,-0.5911067149033251,-3.332357036379464e-08,0.8045678364510561,1.0068317326652254,0.057476849541007125,0.05592476363337807,0.3465064185909437,0.12397748945688672,-0.001202526770061142
SNA,none,2,N_only,44,23.894736842105264,-0.659985076453727,-0.655330143354368,-0.004654933099358914,-0.24086459469510735,-0.4191204817586196,-0.5916864732751028,-0.06829857229387172,0.0,-0.0934737489935373,0.02517517666655818,-0.5874754950174866,-0.004210978257616421,-0.06785461759768739,-0.0004439546961843328,0.0,0.0,-0.003437785200193371,0.0,-0.002739047847474402,-0.0006987371685700584,-0.0016916226323576995,-0.0016542019424693206,-3.74206898883777e-05,-0.5899948506427454,-3.0884752315887844e-08,0.8178117692292823,1.018277045282277,0.059793539406972865,0.05964930487717748,0.3581109146383746,0.13677139153643209,-0.0009530927615150323
SNA,none,2,N_only,45,23.894736842105264,-0.6588906927887697,-0.6542543338266394,-0.004636358962130166,-0.2400808685342663,-0.41880982425450314,-0.5902553172240146,-0.06863534441249583,0.0,-0.09365602508054324,0.025020680639050066,-0.5860655482959917,-0.0041897689280229,-0.06818875488029306,-0.0004465895322027673,0.0,0.0,-0.003457001161716658,0.0,-0.002758395536716864,-0.0006986054374233658,-0.0016931230919080915,-0.0016556677016148626,-3.745539029322766e-05,-0.5885621941321064,-3.115225913300609e-08,0.7961475294660194,1.0020935981292332,0.06666703839460282,0.06536734951124401,0.3471385046113307,0.1476561102534157,0.0005122728081137587
SNA,none,2,N_only,46,23.894736842105264,-0.6578440244164854,-0.6532265951343421,-0.004617429282143477,-0.23937086545165998,-0.41847315896482545,-0.5892813548126327,-0.0685626375194644,0.0,-0.09414044989834651,0.02557781234521684,-0.5851083061653504,-0.004173048647282323,-0.06811825725581731,-0.00044438026364711507,0.0,0.0,-0.003471095025384544,0.0,-0.0027537164305738776,-0.0007173784076768291,-0.0016944629421380437,-0.0016569764890560785,-3.748645308196423e-05,-0.5875868918704948,-3.208438831379134e-08,0.8050349376836653,1.0099180358349473,0.06539195860798651,0.06440475255728315,0.34743295367866306,0.15089770980197392,-0.00012388967318971433
SNA,none,2,N_only,47,23.894736842105264,-0.655763952631774,-0.6511733442138837,-0.004590608417889999,-0.2382429391965421,-0.4175210134352318,-0.5883495231162856,-0.06741439434967805,0.0,-0.0937500769471504,0.026335682564458406,-0.58419347130156,-0.004156051814725688,-0.06697983851895906,-0.00043455583071899445,0.0,0.0,-0.0034169116318553323,0.0,-0.0026996031053184073,-0.0007173083420065926,-0.0016956720574904563,-0.0016581574874005931,-3.7514570089861325e-05,-0.5866538510587952,-3.516581023752975e-08,0.8021732667146992,1.007449129481693,0.06345334205173783,0.06278695664725897,0.34714647909298935,0.1446636556120853,-0.0014327697051476813
SNA,none,2,N_only,48,23.894736842105264,-0.6525978533093708,-0.6480444545015093,-0.004553398807861647,-0.2367623638957573,-0.41583548941361353,-0.5864886049561059,-0.0661092147782139,0.0,-0.09334434979889032,0.027235134988667843,-0.5823566663431424,-0.0041319386129632305,-0.0656877551301743,-0.000421459648039609,0.0,0.0,-0.0033571656828045617,0.0,-0.0026314739603742724,-0.0007256915456833801,-0.0016967564424418152,-0.0016592165276044385,-3.753991483737416e-05,-0.5847918485136642,-3.357505093427295e-08,0.7975782377367235,1.0031248839130829,0.06045656912153302,0.05933267899123668,0.34213178697732477,0.13986326413266695,-0.0018038695949626326
SNA,none,2,N_only,49,23.894736842105264,-0.6508936539712472,-0.6463631474220715,-0.004530506549176035,-0.235886927279977,-0.4150067266912703,-0.5836397409243755,-0.06725387968702343,0.0,-0.09410755067003233,0.02685367094837894,-0.5795413081934844,-0.004098432730891007,-0.06682180627520072,-0.0004320734118227223,0.0,0.0,-0.0034188549374125164,0.0,-0.00269727400412958,-0.0007215807558907788,-0.0016977310167124316,-0.001660168321755404,-3.7562694957026486e-05,-0.5819420099076631,-3.335984843423999e-08,0.7983529775693705,1.0060135075923813,0.05624762222585181,0.05700980779415162,0.34608641477706115,0.12457452838459389,0.0017422014188171121
SNA,none,2,N_only,50,23.894736842105264,-0.6492395012362896,-0.6447300455467538,-0.004509455689535777,-0.23504251541260884,-0.41419698582368075,-0.5821149801780662,-0.06712449135640965,0.0,-0.09406017676373576,0.0269356853718893,-0.5780371389833757,-0.004077841194690445,-0.06669287722039045,-0.0004316141360192061,0.0,0.0,-0.003423176025120998,0.0,-0.0027073589433508185,-0.0007158169080511501,-0.0016986046329904817,-0.0016610214979636763,-3.758313502680322e-05,-0.5804163755450757,-2.97018138324025e-08,0.7987205581342322,1.0064289780587596,0.05961369836659416,0.05844205316967545,0.3462688093752167,0.13599419612889813,0.00026702096681892307
SNA,none,2,N_only,51,23.894736842105264,-0.6484019576345189,-0.643908842998769,-0.004493114635749796,-0.23459106903487537,-0.41381088859964366,-0.5806403386004678,-0.06776159040468027,0.0,-0.09458199993223937,0.026820409490037587,-0.576581371264837,-0.004058967335630885,-0.06732744328502628,-0.0004341471196539971,0.0,0.0,-0.00344554536456569,0.0,-0.0027113556655463562,-0.0007341895253010364,-0.0016993908614572311,-0.0016617893442994267,-3.760151715780185e-05,-0.5789409477390105,-2.8629370901366243e-08,0.7964962809291347,1.0013445813245343,0.05262647705607668,0.05126413809437666,0.3525156455862978,0.11739159176104295,0.00010582206376381558
SNA,none,2,N_only,52,23.894736842105264,-0.6484163483769988,-0.6439312399569664,-0.0044851084200321365,-0.2345512471838752,-0.4138651011931235,-0.5798918097903272,-0.06852451008935434,0.0,-0.09570672785954265,0.027182217722178343,-0.5758475301466176,-0.004044279643709484,-0.06808368146832468,-0.00044082862102968025,0.0,0.0,-0.003494532291595755,0.0,-0.0027545899521173554,-0.0007399421567470199,-0.0017000943629544162,-0.0016624763713721207,-3.761799158229262e-05,-0.5781917154273726,-2.8497317290237605e-08,0.8039928935382743,1.0101105807675839,0.05648251155522436,0.05596151233887045,0.3452448035850496,0.1328031103479227,0.00114472312070729
SNA,none,2,N_only,53,23.894736842105264,-0.6490119587597724,-0.64452877166173,-0.004483187098042412,-0.2346272452494897,-0.4143847135102826,-0.5799083942957033,-0.06910353626825814,0.0,-0.09638424221331678,0.027280705902906613,-0.5758713248535386,-0.004037069442164725,-0.06865741852703511,-0.0004461177412230353,0.0,0.0,-0.0035233428120802616,0.0,-0.0027836583634360283,-0.0007396842625717544,-0.0017007283597033046,-0.001663095574485121,-3.7632785218180375e-05,-0.578207665936,-2.8195810921082548e-08,0.8136712707787757,1.0222009860354138,0.05950831470364845,0.059344472086001396,0.3577568086471119,0.1387702809052348,0.0007696503341665793
SNA,none,2,N_only,54,23.894736842105264,-0.6491182999443174,-0.6446421358150614,-0.0044761641292561,-0.23446854998742594,-0.4146497499568915,-0.5804411694523156,-0.06867710117369122,0.0,-0.09616052514698986,0.02748342392528579,-0.57640583755407,-0.004035331898245637,-0.06823626893825441,-0.00044083223543680904,0.0,0.0,-0.0035064554960515908,0.0,-0.0027562351411276444,-0.0007502201673465789,-0.0017012961813816063,-0.0016636501572174901,-3.764602416411311e-05,-0.5787398732709339,-2.9318310750399922e-08,0.8038053959982132,1.0067592349990497,0.05726840120394015,0.05720836919237378,0.3528399772900631,0.13557500788754825,-0.0007260902895637423
SNA,none,2,N_only,55,23.894736842105264,-0.6492285826228085,-0.6447607832776905,-0.004467799345117675,-0.2343055418495842,-0.4149230407732239,-0.5805345874786415,-0.06869396612918129,0.0,-0.09615023508366323,0.027456268909321454,-0.5765055793052455,-0.004029008173395908,-0.0682551750563452,-0.00043879107283608943,0.0,0.0,-0.003502322643064104,0.0,-0.002742815666485911,-0.000759506789907245,-0.0017018058953344418,-0.0016641479818354703,-3.765791349896981e-05,-0.5788327815833071,-2.9014985423516444e-08,0.7997626511576635,1.0046707528276138,0.05858250877323779,0.05801769535310986,0.3410600643159281,0.13539105722410866,-0.00035531031873935296
SNA,none,2,N_only,56,23.894736842105264,-0.6497125027762047,-0.6452479068922128,-0.0044645958839918745,-0.23430823161940192,-0.4154042711568029,-0.5806422223507777,-0.06907025160588474,0.0,-0.09633861922030425,0.027268367570520015,-0.576620723982613,-0.004021498368164786,-0.06862715433782669,-0.00044309726805806955,0.0,0.0,-0.003517809992180069,0.0,-0.00276463068100031,-0.0007531791239898271,-0.001702265342875605,-0.0016645967169594332,-3.7668625916169635e-05,-0.5789399570079022,-2.8819542268781215e-08,0.7968034091533762,1.0081636989616782,0.05471278242504917,0.054932753137180365,0.33749094202898544,0.12723498223038043,0.0005776006286315038
SNA,none,2,N_only,57,23.894736842105264,-0.6496238280031218,-0.6451676891396531,-0.004456138863468792,-0.2341459005505087,-0.41547792745261314,-0.5810799795608508,-0.06854382138831529,0.0,-0.09546691655574216,0.026923095124046028,-0.5770613655276209,-0.004018614033229835,-0.06810629698785928,-0.0004375244004560268,0.0,0.0,-0.003484291507480601,0.0,-0.002729291861269083,-0.0007549994610692242,-0.001702678282582107,-0.0016650000140620842,-3.7678268520020374e-05,-0.5793773012782686,-2.7053955894137784e-08,0.8105151534313616,1.0189296687461906,0.05650866448953639,0.057241516060293825,0.3493778820816864,0.13653207309971352,-0.0009356731677440933
SNA,none,2,N_only,58,23.894736842105264,-0.6503820513923153,-0.6459258653123571,-0.0044561860799584045,-0.2343022575702111,-0.4160797938221044,-0.5810042462188622,-0.0693777790938116,0.0,-0.09584828628492006,0.026470507149190525,-0.5769932191351745,-0.004011027083687634,-0.06893262049231366,-0.00044515860149792853,0.0,0.0,-0.003515245362987264,0.0,-0.0027584011182703446,-0.0007568440592666783,-0.0017030494670221708,-0.0016653625066486977,-3.768696037347063e-05,-0.57930119675184,-2.607964171190245e-08,0.801875535890767,1.0085697190671132,0.054963532311085084,0.054885750783439574,0.3543192219679634,0.12512877863121877,0.0007707317818357773
