arm,iv,seed,group,step,n_units,actual,W,b,star,alignment,history,data,l2,positive,negative,history_W,history_b,data_W,data_b,l2_W,l2_b,sgd_data,sgd_l2,sgd_mean,sgd_cov,pre_history,pre_history_W,pre_history_b,within_history,rounding,gate_mean,gate_rms,upstream_rms,local_delta_rms,positive_fraction,gW_norm,gb
SNA,none,0,ALL,15,100.0,-0.08988124380813314,-0.08929431394174082,-0.0005869298663923186,-0.03420271759865337,-0.05567852620947975,-0.07267227755733258,-0.01720896759525618,0.0,-0.04788490282975232,0.030675935235462876,-0.07219877845785323,-0.00047349909947936035,-0.017095536812500933,-0.00011343078275524666,0.0,0.0,-0.0010721791188624183,0.0,-0.0008112797754628679,-0.0002608992924580363,0.001754759867225174,0.0017066905716595733,4.8069295565600596e-05,-0.07442703742455775,1.3444556157971264e-09,0.7333249102140729,0.9319783582185442,0.08735167327680084,0.08159458411367317,0.2900986842105263,0.1933684810839201,0.001496897250609962
SNA,none,0,ALL,16,100.0,-0.09893389122724985,-0.0982845716031719,-0.0006493196240779452,-0.03733736749591154,-0.061596523731338296,-0.08028303326560648,-0.018650859042421912,0.0,-0.05013978261360802,0.03148892356639319,-0.07976188793048593,-0.0005211453351205783,-0.018522684669765033,-0.00012817437265687557,0.0,0.0,-0.0011444759503368865,0.0,-0.0008897767530500067,-0.0002546991439739133,0.001797545541651223,0.001748258789510055,4.9286752141168536e-05,-0.08208057880725772,1.0807785593062817e-09,0.7265577456825658,0.9242279895983244,0.08328361285360235,0.0758791547072561,0.2842763157894737,0.18525002579939995,0.002056043557822704
SNA,none,0,ALL,17,100.0,-0.10760601579958563,-0.10689692549515642,-0.0007090903044292262,-0.0402580808693078,-0.06734793493027785,-0.08840054596729517,-0.019205470811450007,0.0,-0.051937955494011846,0.032732484680397356,-0.08782327985103876,-0.0005772661162564242,-0.019073646285273863,-0.00013182452617613752,0.0,0.0,-0.0011820196504315652,0.0,-0.000918294736933186,-0.00026372485727678934,0.0018357310380089792,0.001785353262922306,5.037777508667462e-05,-0.09023627700530418,9.791595193130791e-10,0.7312963666413959,0.9308640771163139,0.08231683806369178,0.0757721858275564,0.28338815789473687,0.18823991173192073,0.0007469615271609077
SNA,none,0,ALL,18,100.0,-0.11727570915205594,-0.11649923382742046,-0.0007764753246355165,-0.043481603658590606,-0.07379410549346532,-0.09619950042100343,-0.021076209702014088,0.0,-0.05360214712907582,0.03252593742521929,-0.09556838162224172,-0.0006311187987617232,-0.020930852591190412,-0.00014535711082368108,0.0,0.0,-0.0012715739527699747,0.0,-0.0009961899016578124,-0.0002753839923355128,0.0018698403776369027,0.0018184848647386685,5.135551289823324e-05,-0.09806934079864037,9.709615808780025e-10,0.7191779046309622,0.9181546944066097,0.08072353739487496,0.07453772720537688,0.2819078947368421,0.1751031735068873,0.0020402803272008894
SNA,none,0,ALL,19,100.0,-0.1272233703784826,-0.1263748497447701,-0.0008485206337124845,-0.04672334832172478,-0.08050002205675784,-0.10486477851946803,-0.02235859099251797,0.0,-0.05533016237550591,0.032971571376703084,-0.10417301615280197,-0.0006917623666660748,-0.022201832237221022,-0.00015675875529694937,0.0,0.0,-0.0013413876320283592,0.0,-0.0010626290180777327,-0.00027875855389079785,0.001900617644742721,0.0018483820036744587,5.223564106826256e-05,-0.10676539616421073,-8.66496591880644e-10,0.7182085338391754,0.9198282824064555,0.07900057165246262,0.07323284224459999,0.2760526315789473,0.17613870620727545,0.0017402161755844163
SNA,none,0,ALL,20,100.0,-0.13530400921686433,-0.1343973032194947,-0.0009067059973695952,-0.04933545955964794,-0.08596854965721637,-0.11381211192770006,-0.021491896170412212,0.0,-0.0549669716381951,0.0334750754594137,-0.11305549140968274,-0.0007566205180173023,-0.021341810374153992,-0.0001500857962582204,0.0,0.0,-0.0012933203624244556,0.0,-0.0010181843681455415,-0.00027513593434151635,0.0019282165013178917,0.0018751895794610603,5.3026921856831665e-05,-0.11574032842901796,-1.1187520356371755e-09,0.7281921386718749,0.9275839956183183,0.070081349924991,0.06440407702797336,0.2832236842105264,0.15160480750234503,-0.0011641229424429566
SNA,none,0,ALL,21,100.0,-0.14237532159415842,-0.14141874625351805,-0.0009565753406403878,-0.05158493341594815,-0.09079038817821028,-0.12107387429021979,-0.02130144576306811,0.0,-0.054953413146599336,0.03365196737707207,-0.12026490045080158,-0.000808973839418221,-0.021153843949393705,-0.00014760181367442018,0.0,0.0,-0.001288529327386567,0.0,-0.0010065841721429818,-0.0002819450966258698,0.001953056159401248,0.0018993169156713793,5.373924372986838e-05,-0.12302693044962104,-1.5408705014888048e-09,0.7239951806319386,0.9253364362214741,0.0703815231825176,0.06522150340833162,0.27756578947368427,0.15433324512682464,-0.0003038397901936581
SNA,none,0,ALL,22,100.0,-0.14960277336528102,-0.14859269180192547,-0.001010081563355542,-0.053897792041041434,-0.0957049813242396,-0.1274353084680357,-0.022167462931322744,0.0,-0.05630560070834209,0.034138137770075405,-0.12658143159373872,-0.0008538768742970025,-0.02201125797906813,-0.00015620495225462317,0.0,0.0,-0.0013316999835445533,0.0,-0.0010550352006591676,-0.00027666472261924486,0.0019753787094237306,0.0019209982420753998,5.4380467348330816e-05,-0.1294106871774595,-1.965922571788113e-09,0.7164345911929483,0.9194921232524674,0.0754056067215769,0.06791779442837365,0.27411184210526324,0.16098826057032536,0.0012690606027057297
SNA,none,0,ALL,23,100.0,-0.15521384388005077,-0.15416466402935014,-0.0010491798507006789,-0.05565818891010956,-0.09955565496994126,-0.13392958231480218,-0.02128425893334713,0.0,-0.055881416632138414,0.034597157687308325,-0.13302760506457745,-0.0009019772502246803,-0.021137056161732615,-0.0001472027716145153,0.0,0.0,-0.001297778198372958,0.0,-0.0010128803033498444,-0.00028489783816207994,0.001995462216745753,0.0019405047847315328,5.4957432014218747e-05,-0.13592504453154788,-2.6319015414740956e-09,0.7147294295461554,0.9143372786672493,0.06681690441934686,0.06002828598022462,0.2783223684210527,0.14269737845972966,-0.0011041483420290445
SNA,none,0,ALL,24,100.0,-0.16034207689615618,-0.1592600910026133,-0.0010819858935428785,-0.05727983844671465,-0.10306223844944155,-0.1389876829321263,-0.02135439170873806,0.0,-0.05605382514305945,0.034699433427522366,-0.13805049105285438,-0.0009371918792719106,-0.021209597783815804,-0.00014479392492225822,0.0,0.0,-0.0013007562378060534,0.0,-0.0010016170419375676,-0.0002991391389828237,0.0020135499686258604,0.001958073469075455,5.547649955040445e-05,-0.14100123290075214,-2.2552918543543674e-09,0.7096535813181023,0.9101919154116983,0.06890827153858387,0.06189070927469354,0.2720723684210526,0.1468067565717195,-0.0002950146510020682
SNA,none,0,ALL,25,100.0,-0.16436017132954905,-0.16325713629591757,-0.0011030350336314818,-0.05848700316516355,-0.10587316816438551,-0.14361046354390414,-0.020749704466734332,0.0,-0.05563609768006916,0.03488639320583761,-0.14264370741861987,-0.0009667561252842853,-0.02061342559080996,-0.00013627887592437588,0.0,0.0,-0.0012674130835876726,0.0,-0.0009507929082791444,-0.0003166201198733323,0.002029846451825613,0.0019739024198943828,5.594403193122921e-05,-0.14564030999572977,-3.3189105760589097e-09,0.7136101893374794,0.9147234545255962,0.06807660755358243,0.06119222289637514,0.2716118421052631,0.13948096626683285,-0.0013312185281201413
SNA,none,0,ALL,26,100.0,-0.16714789427828283,-0.16603557244156825,-0.0011123218367145838,-0.05923881056413423,-0.10790908371414859,-0.1472309764292438,-0.019916912921703632,0.0,-0.05497473786728783,0.03505782493697968,-0.1462452580011766,-0.000985718428067201,-0.019790309617816734,-0.00012660330388689943,0.0,0.0,-0.0012252367761852057,0.0,-0.000893515823785994,-0.0003317208981339799,0.002044507197292069,0.0019881424518474245,5.6364745444645266e-05,-0.14927548362653584,-4.927335406972331e-09,0.711064164011102,0.9105458109002366,0.0630824849480077,0.05625223435853656,0.2788486842105263,0.12993914052059774,-0.001500238393874545
SNA,none,0,ALL,27,100.0,-0.168230678835049,-0.1671232390541348,-0.001107439780914176,-0.05937799723660698,-0.10885268159844197,-0.1497496481168953,-0.018481027164004165,0.0,-0.05392298355116613,0.03544195637712016,-0.14875552807200712,-0.0009941200448881787,-0.018367707599548654,-0.00011331956445550812,0.0,0.0,-0.0011570940082245985,0.0,-0.0008206358040353087,-0.0003364581538082571,0.0020576697825288653,0.0020009264988996374,5.6743283629228884e-05,-0.15180731789942414,-3.5541494827166604e-09,0.7083323548969471,0.9086174452932257,0.06789460006513093,0.06208244499407317,0.2731578947368421,0.14279905971727871,-0.0019089205425820855
SNA,none,0,ALL,28,100.0,-0.1693603778650995,-0.1682586980853694,-0.0011016797797300999,-0.05952479941565989,-0.10983557844943963,-0.1507360801531004,-0.018624295417174915,0.0,-0.053974574325214034,0.03535027889644326,-0.14974631392555204,-0.0009897662275483074,-0.018512382037895198,-0.00011191337927971805,0.0,0.0,-0.0011632663198621969,0.0,-0.0008125274369382791,-0.000350738832702563,0.002069511142067203,0.0020124274775012185,5.7083664565984764e-05,-0.15280559129516758,-2.2948242085716784e-09,0.716479821456106,0.9172874611302427,0.06842045156579268,0.06160460170946623,0.2738815789473684,0.14186827509026778,-0.00021237960869544426
SNA,none,0,ALL,29,100.0,-0.16943116097214647,-0.16834327178130973,-0.0010878891908367605,-0.05930011781358505,-0.11013104315856141,-0.15176454136613485,-0.01766661779221514,0.0,-0.05352679899046377,0.03586018118805026,-0.1507799209641954,-0.0009846204019394549,-0.017563349144548508,-0.00010326864766663772,0.0,0.0,-0.0011163583752971994,0.0,-0.0007630762157966584,-0.00035328211250004374,0.0020801458119693293,0.002022756242240363,5.738956972896537e-05,-0.1538446871781042,-1.813796477255545e-09,0.7087008385909231,0.912465964869449,0.06220516505994296,0.05578139606275057,0.27036184210526315,0.1342173134653192,-0.00129525831949554
SNA,none,0,ALL,30,100.0,-0.16805409683867917,-0.16699467800977863,-0.0010594188289006093,-0.05858263260043132,-0.1094714642382479,-0.15184134030419116,-0.01621275338867832,0.0,-0.052814912411883144,0.0366021590107427,-0.1508690814593973,-0.0009722588447938755,-0.016125593624932755,-8.715976374556013e-05,0.0,0.0,-0.0010526888001983,0.0,-0.0006804390759213727,-0.00037224968123592705,0.002089615174807432,0.0020319511104878707,5.766406431956125e-05,-0.15393095547899863,-3.145809752628076e-09,0.7122980378803454,0.9138605780350533,0.06429226649434944,0.058496960840727155,0.27046052631578954,0.1427134905363384,-0.002164485322213487
SNA,none,0,ALL,31,100.0,-0.16636592578959566,-0.16533848598666306,-0.0010274398029325408,-0.057749261983282535,-0.10861666380631312,-0.15061764531081315,-0.015748276769902637,0.0,-0.05297280033259796,0.03722452355720879,-0.1496709589035628,-0.0009466864072503995,-0.015667523511948122,-8.075325795451668e-05,0.0,0.0,-0.0010310429986172735,0.0,-0.0006437277988717501,-0.0003873151564590996,0.0020981113922766232,0.0020402006724458176,5.79107198308061e-05,-0.15271575670308984,-3.7088798231565106e-09,0.7163678259598583,0.9222724352384869,0.06574887401179262,0.05993214795463964,0.2724671052631579,0.14384508283514727,-0.0009615655115952617
SNA,none,0,ALL,32,100.0,-0.16525455813367265,-0.16425339159852342,-0.0010011665351492797,-0.05717484245393284,-0.10807971567973985,-0.14912689679027716,-0.0161276565782908,0.0,-0.05338595701939776,0.03725830043419686,-0.14820891418751023,-0.0009179826027669783,-0.0160444728413583,-8.31837369325036e-05,0.0,0.0,-0.001050038782467191,0.0,-0.0006588358376518108,-0.0003912029002994197,0.002105729573647394,0.002047597166057363,5.813240759003014e-05,-0.1512326263639246,-4.7651046934893725e-09,0.7121854762027137,0.9166170903256063,0.06562370275196276,0.05863292192157947,0.2742105263157894,0.13790709144190738,0.0003957195472168294
SNA,none,0,ALL,33,100.0,-0.16325787425954644,-0.16228928007817056,-0.0009685941813758721,-0.0562577445343232,-0.10700012972522321,-0.14813579762494755,-0.015122072433440322,0.0,-0.05312132536391021,0.0379992529233252,-0.14724142225631892,-0.0008943753686286353,-0.015047853820418327,-7.4218613022002e-05,0.0,0.0,-0.0010012970839749023,0.0,-0.0006086067992707294,-0.00039269024358442564,0.002112575676113866,0.0020542437513635372,5.8331924750329454e-05,-0.1502483733010614,-4.201158564018175e-09,0.719954376220703,0.9247869712428042,0.06629951978984631,0.06098452015926964,0.2740131578947368,0.14252044978894687,-0.0013156313949117535
SNA,none,0,ALL,34,100.0,-0.16125374595715852,-0.1603201055290689,-0.000933640428089635,-0.05537492496669525,-0.10587882099046328,-0.14635330902554147,-0.014900433327551579,0.0,-0.053347963567522506,0.03844753023262428,-0.14548821405670526,-0.0008650949688362484,-0.014831888046563461,-6.854528098811631e-05,0.0,0.0,-0.0009922833709189005,0.0,-0.0005766815269280856,-0.00041560180235732824,0.0021187188014497632,0.002060207588915963,5.851121253380104e-05,-0.1484720278269912,-3.6040654812903456e-09,0.7149629291735199,0.919010507684005,0.062497581431740216,0.05755799218227989,0.27240131578947374,0.13663666223224838,-0.0008362073725775669
SNA,none,0,ALL,35,100.0,-0.15915917240444366,-0.15826377261527896,-0.000895399789164673,-0.0544338941375509,-0.10472527826689276,-0.14456227706758185,-0.014596889883841403,0.0,-0.05355050747633008,0.03895361758099641,-0.143728609625802,-0.0008336674417798725,-0.014535157546785278,-6.173233705612188e-05,0.0,0.0,-0.000982714643121446,0.0,-0.0005439301381899881,-0.00043878446413200703,0.0021242367141125983,0.0020655642184411534,5.867249567144514e-05,-0.14668651378169448,-5.4530203927163546e-09,0.7242338883249384,0.9301070524516858,0.06436626108069168,0.05881491460298237,0.27427631578947365,0.1395770569851524,-0.0008578455232475932
SNA,none,0,ALL,36,100.0,-0.1568832476440119,-0.1560274954989934,-0.0008557521450185097,-0.05346797093502272,-0.10341527670898917,-0.14269499381468406,-0.014188248276680459,0.0,-0.05332937803269813,0.03914112974545843,-0.1418957036534556,-0.0007992901612284375,-0.014131786355656557,-5.64619210239046e-05,0.0,0.0,-0.0009660313855475359,0.0,-0.0005172828040140407,-0.00044874854103767875,0.0021291975317173943,0.0020703800343177857,5.8817497399607914e-05,-0.1448241913464014,-5.5526473863008214e-09,0.7219115729081003,0.9266709980211759,0.06492447125284297,0.05860068936096995,0.2782894736842106,0.13953468398043986,-0.0006979643053522235
SNA,none,0,ALL,37,100.0,-0.15547836961599923,-0.1546537120583904,-0.0008246575576087805,-0.05280482275877071,-0.10267354685722851,-0.1406598045327966,-0.014818559796431806,0.0,-0.05410532107127698,0.03928676126716448,-0.13989617373696828,-0.0007636307958283469,-0.01475753310718092,-6.10266892508853e-05,0.0,0.0,-0.0010013582507465387,0.0,-0.0005486600733829141,-0.00045269813527290737,0.0021336617541551847,0.002074713768471308,5.894798568387652e-05,-0.14279346628695186,-5.286770749103915e-09,0.721685542056435,0.9259426879882813,0.06020081369500412,0.05486903341192949,0.2720065789473684,0.13062368392944335,0.0008218536878886975
SNA,none,0,ALL,38,100.0,-0.15455723125624687,-0.15375784766107467,-0.0007993835951722422,-0.052331743165742725,-0.10222548809050411,-0.13940235518180805,-0.015154869378343684,0.0,-0.05429943546772287,0.03914456607951061,-0.13866668963904139,-0.0007356655427666544,-0.015091151573520964,-6.371780482272383e-05,0.0,0.0,-0.0010175757265598153,0.0,-0.0005651041503285481,-0.00045247153508946885,0.0021376728867098867,0.002078607632476807,5.906525423308009e-05,-0.14154002806851787,-6.696095168150815e-09,0.7214222556666323,0.9256949013157895,0.05423966257195724,0.04874773941541973,0.2794407894736842,0.10908442698026961,0.000430713907668465
SNA,none,0,ALL,39,100.0,-0.1544894404113267,-0.1537074237893276,-0.0007820166219990872,-0.05225913180040052,-0.1022303086109262,-0.13857389383468563,-0.01591554132284914,0.0,-0.054570701053982755,0.038655159722670876,-0.13786098030834762,-0.0007129135263380145,-0.015846438564143337,-6.91027587058118e-05,0.0,0.0,-0.0010485541201028586,0.0,-0.0005929785375644207,-0.00045557553996451164,0.00214128291735844,0.002082112159176615,5.917075818182353e-05,-0.1407151767520441,-5.253791943881689e-09,0.7235878472579153,0.9271803524619654,0.056864336917274876,0.05184205193268626,0.27269736842105263,0.11840785026550293,0.00073010397094645
SNA,none,0,ALL,40,100.0,-0.15453365611409792,-0.15376690017481737,-0.0007667559392805409,-0.05225035215629953,-0.10228330395779842,-0.13852421144595284,-0.016009439472922795,0.0,-0.05444309961700609,0.03843366013319849,-0.13782689198483342,-0.0006973194611194098,-0.015940003389731533,-6.943608319125992e-05,0.0,0.0,-0.0010562065435322896,0.0,-0.000597166644929325,-0.00045903985601328674,0.0021445352123874847,0.0020852694871647225,5.926572522276016e-05,-0.14066874665834034,-5.195222324776141e-09,0.7299985383686267,0.9343850868626645,0.05864061857524671,0.05446833321922704,0.2815460526315789,0.126180947956286,0.00010969757249480772
SNA,none,0,ALL,41,100.0,-0.1547586976100759,-0.1540036971174882,-0.000755000492587753,-0.05228278776880284,-0.1024759098412731,-0.1385690315440795,-0.016189661127171174,0.0,-0.054787074436103186,0.03859741330076409,-0.13788541738262805,-0.0006836141614514292,-0.016118275015985426,-7.138611118574746e-05,0.0,0.0,-0.0010692616422784524,0.0,-0.000611728064850377,-0.0004575335348637077,0.0021474614688065147,0.0020881101763695854,5.9351292436931016e-05,-0.14071649301288597,-4.938825287220323e-09,0.7273843825490851,0.9318875684236227,0.059450004351766485,0.05475493443639654,0.2798026315789473,0.12897637542925383,0.0003814020713693218
SNA,none,0,ALL,42,100.0,-0.15554530394826105,-0.15479610387976686,-0.0007492000684942466,-0.05249921483305024,-0.10304608911521085,-0.1387732842694497,-0.01677201436291777,0.0,-0.05535876411332685,0.03858674974075154,-0.13810024040808394,-0.0006730438613657925,-0.01669585823286883,-7.615613004894228e-05,0.0,0.0,-0.0010946290140279485,0.0,-0.0006348109384254507,-0.0004598180332499115,0.002150090534725359,0.0020906622970628067,5.9428237662552386e-05,-0.14092337480417508,-5.315893616025775e-09,0.7153255462646485,0.922155866120991,0.05959021681233456,0.05331215218493813,0.27555921052631577,0.12342307341726202,0.00060460152006463
SNA,none,0,ALL,43,100.0,-0.1562884727679267,-0.15554652294687024,-0.000741949821056455,-0.052709096186272,-0.1035793765816547,-0.13948495733195435,-0.016803510291195943,0.0,-0.05560700377009989,0.038803493464092335,-0.13881713654817665,-0.0006678207837777389,-0.01672938138798404,-7.412890321189703e-05,0.0,0.0,-0.0010971622434009151,0.0,-0.0006246902293966713,-0.00047247197150506267,0.002152457379200546,0.0020929598976608594,5.9497481539686716e-05,-0.1416374147111549,-5.144776430834568e-09,0.7264245966861121,0.9312085764031661,0.06191958050978811,0.0552565880825645,0.2786184210526315,0.13398616088064094,-0.0002650880970452961
