arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,raw,0,0,0.0001,1,1,5,0.5755608974,0.6800000072,0.6640000343,0.6800000072,0.4799999893,0.4799999893,1.064525843,1.280372143,-1.443928719,0.8079999685,3.477562274,0.3700000048,0.3700000048,1.115435362,1.323230267,-7.134163857,0.8887999654,3.218339183,0.7040384412,0.5890814662,0.5894724131
R,raw,0,0,0.0001,2,0,1,0.9784855769,1,1,1,0.5099999905,0.5099999905,-0.9222189188,0.6034652591,-5.862698555,0,2.62198731,0.4299999774,0.4299999774,-1.053745508,0.7837062478,-8.123106956,0.00800000038,1.886648605,0.6309350729,0.5880553126,0.6081502438
R,raw,0,0,0.0001,3,1,5,0.4881009615,0.6247999668,0.5680000186,0.6247999668,0.6100000143,0.6100000143,-1.243075967,1.313748837,-8.208622932,0,3.210467342,0.3400000036,0.3400000036,1.00515306,1.247161508,-7.968337536,0.9223999977,3.093591633,0.6570463181,0.5966901779,0.6757088304
R,raw,0,0,0.0001,4,0,1,0.9548477564,1,1,1,0.8399999738,0.8399999738,-1.321080089,1.203609586,-7.541460037,0,1.997612422,0.3599999845,0.3599999845,-0.2018733025,0.7794860005,-7.768929482,0.3380000293,1.943798586,0.6570463181,0.5964100957,0.7446208
R,raw,0,0,0.0001,5,1,5,0.6282451923,0.7207999825,0.6640000343,0.7207999825,0.5999999642,0.5999999642,-1.481003284,1.446421504,-10.80523682,0,3.70620906,0.1999999881,0.1999999881,0.9838874936,1.559288383,-8.992875099,0.8823999763,4.817025394,0.6765993237,0.6066017747,0.822881043
R,raw,0,0,0.0001,6,0,1,0.9566907051,1,1,1,0.7099999785,0.7099999785,-2.565572977,1.497631311,-9.51888752,0,2.78733018,0.2800000012,0.2800000012,-0.5860527158,1.05011344,-7.594725609,0.09800000489,2.863665242,0.6765993237,0.6061397791,0.8805402517
R,raw,0,0,0.0001,7,1,5,0.5057291667,0.6463999748,0.6340000033,0.6463999748,0.5,0.5,-3.573684216,2.081474304,-12.24784184,0,3.778144433,0.2800000012,0.2800000012,-2.052285194,1.880141854,-14.29876041,0.03079999983,4.049227163,0.7070626616,0.6092854142,0.9724766016
R,raw,0,0,0.0001,8,0,1,0.946474359,1,1,1,0.7599999905,0.7599999905,-4.41858387,1.395775795,-15.39947891,0,2.346079617,0.4299999774,0.4299999774,-1.248715162,1.135681033,-11.6531229,0.01400000043,2.359654649,0.7070626616,0.6149900556,1.026128769
R,raw,0,0,0.0001,9,1,5,0.3308092949,0.4052000046,0.4180000126,0.4052000046,0.719999969,0.719999969,-4.194877148,1.79689014,-12.86628532,0,2.631448242,0.3700000048,0.3700000048,-1.420312405,1.255367994,-8.956630707,0.007599999662,2.857877523,0.7084671259,0.6144661307,1.131587029
R,raw,0,0,0.0001,10,0,1,0.943349359,1,1,1,0.7799999714,0.7799999714,-4.319399834,1.780259252,-15.09451866,0,2.373358453,0.3999999762,0.3999999762,-1.352169037,1.114729285,-11.17240334,0.00800000038,2.440013434,0.7084671259,0.6164103746,1.16573894
R,raw,0,0,0.0001,11,1,5,0.4175480769,0.5543999672,0.5360000134,0.5543999672,0.6399999857,0.6399999857,-3.078374624,2.016791582,-15.66313744,0,3.917397852,0.1899999976,0.1899999976,0.1241016239,1.409828186,-10.45604324,0.5483999848,4.480474252,0.7204850912,0.6186768413,1.296206713
R,raw,0,0,0.0001,12,0,1,0.9562099359,1,1,1,0.719999969,0.719999969,-3.76769042,1.687948346,-15.99811745,0,2.699884818,0.4099999964,0.4099999964,-0.7545456886,1.035016179,-10.16995716,0.07800000161,2.403122837,0.7204850912,0.6200518012,1.32621479
