seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm
0,2,30000,0.46426921817875894,0.36801666666666666,44162,120000,0,704,0.005866666666666667,0.0,565.3393209886158,0.47111610082384653,-3.6424291433157867,33.56497271588586,0.0,5.975736493047223,-0.1026694198383484,0.05813681672410233,0.8544583333333333,102535,120000,0,12413,0.10344166666666667,0.0,72.709500926723,0.060591250772269165,-51.633956638672885,38.36297560215593,0.0,1.450491342786149,-0.00876943568699062,116.68466464089514,0.8508333563804626,0.4313218295574188,0.96505625,0.135750732421875,0.11083333333333334,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
1,2,30000,0.4463908032290488,0.3766,45192,120000,0,529,0.0044083333333333335,0.0,544.4663848917944,0.4537219874098287,-5.17545627192274,31.7115816257494,0.0,5.972898445918522,-0.11310213888064027,0.11572089173702853,0.7432583333333334,89191,120000,0,6477,0.053975,0.0,144.28136216071695,0.12023446846726414,-37.720367942057116,33.84635609635381,0.0,1.4268341168634888,-0.005298277371330187,100.20603082810952,1.0,0.0006043234607204795,0.9726916666666666,0.11433965657552084,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
2,2,30000,0.45812688849794586,0.3446,41352,120000,0,163,0.0013583333333333334,0.0,559.6626064081595,0.46638550534013296,-3.72890713312381,28.236029312820197,0.0,5.409351889358313,-0.07159776348620653,0.12930371616191266,0.7023916666666666,84287,120000,0,3466,0.028883333333333334,0.0,161.66531278797007,0.13472109398997506,-31.463079534626512,28.691176075870427,0.0,1.3721585644852548,-0.0042326039155886975,92.60711076007593,1.0,0.00016437738668173552,0.97158125,0.11378658040364584,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
3,2,30000,0.4556298669220097,0.35975833333333335,43171,120000,0,291,0.002425,0.0,555.7225283385611,0.46310210694880094,-3.980731904566708,30.48775075657809,0.0,5.815017420613254,-0.10388184187235311,0.11595948123109556,0.7387,88644,120000,0,5013,0.041775,0.0,144.56801633992507,0.12047334694993757,-35.82766695839192,32.22041915586128,0.0,1.413810105392859,-0.013640053555136547,99.68284596057275,1.0,0.0002872934564948082,0.9665416666666666,0.130399169921875,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
4,2,30000,0.48290695272470424,0.32145833333333335,38575,120000,0,160,0.0013333333333333335,0.0,589.405228514836,0.4911710237623634,-1.9716059470297558,28.06624720662906,0.0,5.645410632928755,-0.10331049917673227,0.10709387840202267,0.7586666666666667,91040,120000,0,3809,0.03174166666666667,0.0,133.33859874376193,0.11111549895313495,-35.80527603924548,29.771347633803888,0.0,1.3924428723121576,-0.006509278346929932,98.59903467174132,1.0,0.0004857892927248031,0.9713875,0.11544215494791667,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
5,2,30000,0.4495385618493783,0.3829166666666667,45950,120000,0,655,0.005458333333333333,0.0,547.5616048013576,0.4563013373344647,-4.667301844446642,33.94197000502833,0.0,6.277377668630398,-0.14891105356626214,0.11875590280813254,0.75455,90546,120000,0,9000,0.075,0.0,147.72247661827268,0.12310206384856058,-41.43538191069044,38.5830190702753,0.0,1.4618590018551418,0.02095501312054694,112.11925114218349,1.0,2.4714103346923366e-05,0.9667520833333333,0.124379931640625,0.11,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
6,2,30000,0.4722672838015881,0.33434166666666665,40121,120000,0,333,0.002775,0.0,576.4318341088531,0.4803598617573776,-2.72373576559377,29.027180023926135,0.0,5.504490862212149,-0.07519144184188918,0.11130459119374118,0.750225,90027,120000,0,4365,0.036375000000000005,0.0,138.8775509693497,0.11573129247445808,-35.93474424597652,30.887098039241184,0.0,1.3865769580070617,-0.006124353501945734,101.54503646318948,1.0,0.0005574202514253557,0.9729104166666667,0.108641455078125,0.1175,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
7,2,30000,0.4747366537155797,0.3354416666666667,40253,120000,0,211,0.0017583333333333333,0.0,579.3423935795075,0.48278532798292295,-2.914104359020572,28.95188761705876,0.0,5.488835884155425,-0.0801373424299527,0.11183759058187152,0.7459833333333333,89518,120000,0,3956,0.032966666666666665,0.0,139.682381453534,0.11640198454461166,-34.964338338601884,30.118247545269536,0.0,1.3996191024460476,-0.010833653958979995,99.39989105996646,1.0,0.00024351460160687566,0.97284375,0.111327783203125,0.11833333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
8,2,30000,0.4605404271779455,0.35813333333333336,42976,120000,0,427,0.0035583333333333335,0.0,561.7073650166776,0.46808947084723135,-3.7977103778114856,31.140052071421508,0.0,5.69542960216553,-0.10760569952544756,0.11701134578560743,0.738125,88575,120000,0,6128,0.05106666666666667,0.0,145.9650875136912,0.121637572928076,-36.69189373035327,33.51642326305828,0.0,1.4063740790718402,-0.013532420214614831,102.61650711483101,1.0,0.0002516036620363593,0.9738354166666666,0.10849249674479167,0.11416666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
9,2,30000,0.472160125400154,0.331925,39831,120000,0,228,0.0019,0.0,576.6611113976691,0.4805509261647242,-2.71175321139162,28.39000453229224,0.0,5.342676998169407,-0.0805612848198507,0.1417028368691303,0.703775,84453,120000,0,3177,0.026475000000000002,0.0,176.1345558766522,0.14677879656387685,-31.01727555042324,28.94302078098329,0.0,1.3677130686205323,0.005844541855040007,97.16267652752055,1.0,0.00010770401422632858,0.9753416666666667,0.10774716796875,0.10583333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r
