arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2,pool
SNA_avg,3,0.001,1,none,0.9710958333,1,1,0,0,0.06598878652,0.256693393,-0.2464352548,1.155257225,1.284485459,10.517956,0,0,-0.4160479903,1.104239941,-0.8322523236,0.7535312176,1.136036158,14.66660847,0,0,-1.217876434,4.586503029,-4.955739975,0.847422421,83.52577256,0,0,-0.06742423773,6.137610912,-3.863732576,0.9737892151,71.31332673,0.7817678452,1.574245691,2.803517818,1.083771825,1.128608346,2.231260061,1.268630862,3,0.3125,1.200000048,0.5443488955,0.3860038817,0.8848858476,0,1.200000048,0.1354483217,0.1008634716,0.1839556247,0,1.200000048,0.1010921374,0.06795787066,0.1530413777,0,1.200000048,avg
SNA_avg,3,0.001,2,none,0.9704395833,1,1,0,0,-0.09905030578,0.3717437685,-0.7516460419,0.916995883,1.0677526,11.38746159,0,0,-0.6238860488,1.303414583,-1.114809155,0.7365068197,1.10649395,14.6194673,0,0,-4.442862034,6.510848045,-18.79880142,0.6438139081,82.74469004,0,0,-4.523932457,9.31145668,-22.56231308,0.7023990154,75.67645603,0.9250560403,2.096859932,3.752266645,1.34008491,1.259421587,1.509065032,0.9167616963,3,0.1875,1.200000048,0.4156465232,0.2867014706,0.6418273449,0,1.200000048,0.09485280514,0.07137630135,0.1264880896,0,1.200000048,0.06596952677,0.04156805947,0.09393428266,0,1.200000048,avg
SNA_avg,3,0.001,3,none,0.9723395833,1,1,0,0,0.01537613291,0.3106919527,-0.5473980308,1.013041019,1.236843109,11.73499593,0,0,-0.608103931,1.312298179,-0.8553426266,0.7315158248,1.163328886,14.09312146,0,0,-5.885935783,7.195259571,-19.35734367,0.6268780231,78.91138427,0,0,-12.06881332,11.52614594,-33.04158401,0.6320061684,73.95699873,0.9531614184,2.292440176,4.398518562,1.516869783,1.265661716,1.913389802,1.068016768,3,0.3125,1.200000048,0.447104305,0.2504039407,0.6630746126,0,1.200000048,0.08592617512,0.06068931893,0.1191347912,0,1.200000048,0.05367925763,0.03741982952,0.07326187193,0,1.200000048,avg
SNA_avg,3,0.001,4,none,0.9670291667,1,1,0,0,0.0007417464512,0.2530794144,-0.4741391242,0.9689991474,1.177022934,11.7721302,0,0,-0.4763423204,1.234309077,-0.8851844668,0.7607201338,1.207419634,14.97085079,0,0,-4.525017738,5.714052677,-12.03064251,0.6456068754,81.7421098,0,0,-8.311974525,10.19839096,-35.05733871,0.6124055982,76.25420151,0.896147728,2.468431473,4.928371429,1.694100618,1.391329527,2.202804327,0.8374512196,3,0.25,1.200000048,0.4846328497,0.3248544931,0.738669157,0,1.200000048,0.1083204076,0.08042372763,0.1281407326,0,1.200000048,0.06098137051,0.04120040685,0.08243057132,0,1.200000048,avg
SNA_avg,3,0.001,5,none,0.9685979167,1,1,0,0,-0.03320594132,0.2407922596,-0.3541866541,0.947337687,1.194675565,12.13083296,0,0,-0.4640389085,1.103861809,-0.8926326632,0.7591899633,1.211258054,15.26272581,0,0,-3.131995201,5.614996433,-15.50620842,0.6886934638,80.0175022,0,0,-10.74872398,11.29261112,-28.69925117,0.5916338563,77.30990448,0.9986678362,2.692349434,5.495832443,1.858659387,1.427241325,2.136688948,1.033527136,3,0.4375,1.200000048,0.4945363104,0.419483155,0.6371708512,0,1.200000048,0.1091835499,0.07895455509,0.1412861198,0,1.200000048,0.05439871922,0.03875502199,0.07900972664,0,1.200000048,avg
SNA_avg,3,0.001,6,none,0.9672458333,1,1,0,0,-0.01732880063,0.1802201569,-0.1948794723,0.9607166052,1.214184165,11.45947809,0,0,-0.3398213387,0.9521214366,-0.6176815033,0.7770745754,1.253070712,14.97214016,0,0,-3.469969273,5.013958931,-13.24675179,0.6372455955,81.20320021,0,0,-8.544094086,10.0848999,-29.42400551,0.6315808892,77.1345942,0.9220074415,2.824425459,5.975673199,1.98603332,1.501716852,2.697334528,1.517275214,3,0.5,1.076820731,0.6171119213,0.4743363559,0.857041657,0,1.200000048,0.1231425032,0.08884255588,0.1555037796,0,1.200000048,0.06135978177,0.0443312712,0.08515746891,0,1.200000048,avg
SNA_avg,3,0.001,7,none,0.9667229167,1,1,0,0,-0.02847978659,0.1815482229,-0.2356246263,0.946782887,1.13772428,11.29015332,0,0,-0.4310970008,0.9238823056,-0.7761899829,0.6824310422,1.181741118,15.29456229,0,0,-2.952178955,4.662321091,-12.1036005,0.6926100254,82.35387407,0,0,-6.573236465,9.875667572,-25.92347336,0.6814803481,79.19509569,0.8606652617,2.886439562,6.396819115,2.102358341,1.595963955,3,1.84147656,3,0.625,1.085889339,0.6412454844,0.5456663966,0.7814671397,0,1.200000048,0.1326459199,0.09998843074,0.1634659171,0,1.200000048,0.06304831058,0.0460061729,0.08764111996,0,1.200000048,avg
SNA_avg,3,0.001,8,none,0.9684458333,1,1,0,0,-0.04043860734,0.1936228424,-0.2742506266,0.8430809975,1.090188146,12.5027781,0,0,-0.4920841157,0.8950516582,-0.8896523118,0.644764185,1.100068808,15.21652657,0,0,-3.54757905,4.452079296,-13.55143547,0.6837210655,80.42310126,0,0,-9.434295654,9.870347023,-29.3142128,0.5917174816,78.42105707,0.8929199576,3.073003292,6.809412956,2.198534012,1.648525596,2.814986229,1.597364306,3,0.5,1.15307045,0.6683383584,0.512268126,0.845159471,0,1.200000048,0.1396285295,0.1038764268,0.1846643537,0,1.200000048,0.06240585819,0.04652549699,0.08247992396,0,1.200000048,avg
SNA_avg,3,0.001,9,none,0.96485,1,1,0,0,-0.07387816906,0.1863519102,-0.4549983442,0.785189867,1.029830813,10.48414965,0,0,-0.5128419399,0.9466671944,-0.8296278119,0.7059704065,1.143917322,15.30606732,0,0,-4.636157036,4.766736984,-14.01387119,0.6903572083,79.94083412,0,0,-13.5112648,10.72729206,-29.52016258,0.551312983,78.13315342,0.9271755815,3.096204281,7.168649197,2.279366016,1.685677767,3,1.274358749,3,0.5625,1.115406752,0.6288832426,0.5306559205,0.737575829,0,1.200000048,0.1300766766,0.101146698,0.158792451,0,1.200000048,0.05791415647,0.04280675575,0.07951595634,0,1.200000048,avg
SNA_avg,3,0.001,10,none,0.9700270833,1,1,0,0,-0.0585296154,0.1851988882,-0.3543543518,0.7688369751,0.9675217867,12.9436243,0,0,-0.2662717104,0.868516326,-0.932302475,0.7947341204,1.31011796,15.16019596,0,0,-3.315848827,4.63395071,-11.90629387,0.6566539407,82.23908545,0,0,-11.06517315,10.83113098,-27.88822746,0.5797925591,80.2284799,0.8947771788,3.13330555,7.493728638,2.410206795,1.770000458,3,1.39010191,3,0.5625,1.10948801,0.69140625,0.5687573552,0.9241203666,0,1.200000048,0.1333740503,0.1065342948,0.1627974808,0,1.200000048,0.05746311322,0.04116843641,0.08040192723,0,1.200000048,avg
SNA_avg,3,0.001,11,none,0.965775,1,1,0,0,-0.06163669005,0.2053132951,-0.1925525516,0.8499367237,1.151898623,12.85811472,0,0,-0.4425036311,0.7527908087,-0.7207534909,0.6600550413,1.120608211,15.41413962,0,0,-3.600415468,4.122502804,-13.90266609,0.6262627244,80.9307415,0,0,-12.59452534,9.845855713,-25.3809185,0.6021159291,78.22143868,0.9293434024,3.241047859,7.798961639,2.478888273,1.802388072,2.741090298,1.725014091,3,0.4375,1.199999928,0.7616698742,0.5875788927,1.046124339,0,1.200000048,0.1499586552,0.1129803061,0.1807862967,0,1.200000048,0.06245511025,0.04755602404,0.08653151989,0,1.200000048,avg
SNA_avg,3,0.001,12,none,0.9633979167,1,1,0,0,-0.07978413999,0.1848244071,-0.1842505932,0.7916670442,1.039158106,12.88984617,0,0,-0.3128750622,0.6210053563,-0.5462070704,0.6798573136,1.107559204,15.26679354,0,0,-2.823972225,3.438843012,-10.93856812,0.7498928905,79.90335257,0,0,-10.01972485,9.03461647,-23.68645477,0.6827516556,78.6785827,0.9408008456,3.230684042,8.081739426,2.557003021,1.881474972,3,2.260839462,3,0.6875,1.106270075,0.9625838995,0.7440267205,1.30305779,0,1.200000048,0.1805714369,0.1413239986,0.2193344533,0,1.200000048,0.06881560385,0.04767649248,0.08533136547,0,1.200000048,avg
SNA_avg,3,0.001,13,none,0.9682708333,1,1,0,0,-0.06300697476,0.1738099456,-0.2153744102,0.7369604707,0.9958559275,12.76351102,0,0,-0.3493209779,0.6722469926,-0.5280403495,0.7032176852,1.167888165,15.20735256,0,0,-3.162165165,3.895978212,-11.62770557,0.6692989469,80.45362725,0,0,-8.453051567,9.734433174,-25.02172279,0.6234496236,80.1791395,0.9178962708,3.423509359,8.355559349,2.619652271,1.917855382,2.943459511,1.841320276,3,0.5,1.042977691,0.8916136622,0.7249245048,1.124326468,0,1.200000048,0.1590998322,0.132255882,0.1949292123,0,1.200000048,0.06370096654,0.0471492447,0.08163904399,0,1.200000048,avg
SNA_avg,3,0.001,14,none,0.9666479167,1,1,0,0,-0.09641620517,0.1747917682,-0.3327892125,0.7585014105,1.011462331,13.03542009,0,0,-0.2839654982,0.597334981,-0.8864744306,0.7016513944,1.16517365,15.34682335,0,0,-2.186117649,3.407339573,-12.35009098,0.7554758787,81.04841341,0,0,-8.378976822,9.639576912,-26.20795059,0.6114064455,79.77174853,0.9275770783,3.390253782,8.541435242,2.722875834,1.988765001,3,1.821898341,3,0.5625,1.036515594,0.9929035306,0.8180683255,1.217095375,0,1.200000048,0.1819143295,0.1360068023,0.2148039341,0,1.200000048,0.06411356479,0.04682298377,0.09055801481,0,1.200000048,avg
SNA_avg,3,0.001,15,none,0.9646333333,1,1,0,0,-0.0826331079,0.1706943065,-0.4744276106,0.7715757489,1.032032728,13.12880677,0,0,-0.3224670887,0.6171728969,-0.61357373,0.6768811345,1.117653728,15.57373746,0,0,-2.507555485,3.534783602,-10.99388313,0.7459042668,81.52320968,0,0,-9.550395966,9.406468391,-24.97385788,0.5963926315,80.6796757,0.9677755237,3.545241594,8.816300392,2.747952938,2.022200346,3,1.431298256,3,0.625,1.019955158,0.9566665292,0.8087390661,1.138939142,0,1.200000048,0.1745113879,0.1284415573,0.2240859121,0,1.200000048,0.06582060456,0.04896903038,0.08981505781,0,1.200000048,avg
SNA_avg,3,0.001,16,none,0.9609916667,1,1,0,0,-0.1089663729,0.1629330069,-0.2578320503,0.6597493291,0.9444939494,12.54340939,0,0,-0.3498428762,0.6129574776,-0.5145335197,0.6697180271,1.141773343,15.46883337,0,0,-3.16540432,3.547397614,-11.07121086,0.7232353091,81.56687739,0,0,-11.17459106,9.729790688,-27.36535263,0.5712220073,80.24433144,0.9516752958,3.632311583,9.131056786,2.844152927,2.012425423,3,1.371287584,3,0.625,0.968875289,0.9685419202,0.749925077,1.136694312,0,1.200000048,0.1737367809,0.1395590007,0.2244754434,0,1.200000048,0.06386517733,0.04447314516,0.08352079242,0,1.200000048,avg
SNA_avg,3,0.001,17,none,0.95994375,1,1,0,0,-0.0703907758,0.1690130383,-0.6021779776,0.739661634,1.002314687,12.77979618,0,0,-0.4309198558,0.6451223493,-0.7834983468,0.5946005583,1.084347606,15.30003679,0,0,-3.501578808,3.399577141,-9.121375084,0.6975679398,80.15366934,0,0,-10.99487019,9.618564606,-26.0008831,0.5834960341,78.91180489,0.948379457,3.72787118,9.335150719,2.896964788,2.049564838,3,1.001144886,3,0.625,1.006618381,0.9292038083,0.717269063,1.123701572,0,1.200000048,0.1822121441,0.137572661,0.2215120345,0,1.200000048,0.06450594217,0.04481633753,0.0881768465,0,1.200000048,avg
SNA_avg,3,0.001,18,none,0.9614104167,1,1,0,0,-0.09710155427,0.16378811,-0.3531737626,0.6902255416,0.9893679023,12.6077225,0,0,-0.4179371595,0.7493652105,-0.937595427,0.6337718964,1.101920843,15.3381091,0,0,-3.149175167,4.079167843,-11.23073387,0.6678884029,83.37052289,0,0,-11.85983467,11.43448162,-24.89043236,0.543682158,80.60347654,0.9875788093,3.815892696,9.608117104,2.984192848,2.056648493,3,0.9931106567,3,0.6875,0.9771893024,0.7668119669,0.6334657669,0.9402150512,0,1.200000048,0.1518883407,0.1254419386,0.1806194484,0,1.200000048,0.05399087444,0.04094918817,0.07166924328,0,1.200000048,avg
SNA_avg,3,0.001,19,none,0.9550354167,1,1,0,0,-0.0889569521,0.1318698227,-0.6692772508,0.6546144485,0.955730617,11.99607731,0,0,-0.4352537096,0.6188231707,-0.7297480702,0.5921570063,1.030823827,15.37714198,0,0,-2.715292454,3.353804827,-11.18160343,0.7449473143,81.47012021,0,0,-13.79286194,10.22539806,-26.93095207,0.5898635983,78.18952683,0.9304974079,3.842257261,9.771993637,3.036694288,2.065039873,3,0.8521392941,3,0.6875,0.7883647084,0.9512344003,0.7035618424,1.133607388,0,1.200000048,0.1849973053,0.1310195029,0.2182725966,0,1.200000048,0.0605998449,0.04335200042,0.07963493466,0,1.200000048,avg
SNA_avg,3,0.001,20,none,0.9587208333,1,1,0,0,-0.09696736932,0.1322548389,-0.5707157254,0.6450903416,0.9076151848,12.04731633,0,0,-0.3909401596,0.5951032043,-0.7534677386,0.5936322212,1.052306294,15.51795047,0,0,-2.244775057,3.170995951,-10.32799625,0.7727338076,81.7314111,0,0,-14.24053955,10.0908041,-27.40138435,0.5734883547,78.47597182,0.9054035544,3.890340328,9.917808533,3.07186389,2.037136316,3,0.8716105819,3,0.75,0.7911517024,0.991563201,0.765296638,1.100016594,0,1.200000048,0.1955421269,0.1488092244,0.2230038494,0,1.200000048,0.06162139773,0.04611410201,0.07918139547,0,1.200000048,avg
SNA_avg,3,0.001,21,none,0.9624270833,1,1,0,0,-0.105993785,0.146322608,-0.5228759646,0.6301232576,0.909977138,11.81434341,0,0,-0.4444801509,0.6279183626,-0.7202094793,0.6328254342,1.128912568,15.338222,0,0,-2.755008936,3.338607073,-10.04723167,0.7068390846,82.33021937,0,0,-12.39093494,10.57906818,-24.68010139,0.5814881325,80.19507307,0.8973532319,3.917614222,10.11798668,3.117689848,2.05551672,3,0.8395625949,3,0.75,0.8754993081,0.9531624317,0.7325934172,1.157490611,0,1.200000048,0.1850545406,0.1426929981,0.2293113917,0,1.200000048,0.0585652329,0.04314402491,0.07555512339,0,1.200000048,avg
SNA_avg,3,0.001,22,none,0.9516604167,1,1,0,0,-0.05199743435,0.1423650235,-0.5895693898,0.8158534765,1.08062315,11.92360207,0,0,-0.5013354421,0.6963934302,-0.9145160913,0.5743771195,1.045951009,15.37239647,0,0,-3.425823689,3.64362216,-12.51949692,0.6775215268,80.48733263,0,0,-14.68135738,11.37719536,-30.20939445,0.5803111792,78.59968167,0.9124906659,4.031457424,10.31944942,3.188324451,2.056087017,3,0.7983646393,3,0.75,0.8533939123,0.8362907171,0.7128631473,1.201319456,0,1.200000048,0.169501245,0.1382418275,0.2101493031,0,1.200000048,0.05424896628,0.0393194966,0.07626509666,0,1.200000048,avg
SNA_avg,3,0.001,23,none,0.9538708333,1,1,0,0,-0.0750284642,0.138692528,-0.7152605057,0.7270656824,1.016625166,10.76702964,0,0,-0.5441858768,0.7122430801,-0.8406704664,0.5663340092,1.042985916,15.40809317,0,0,-2.891465187,3.501512527,-10.90221119,0.7037029266,81.81789191,0,0,-13.51259232,11.11367321,-26.23550606,0.5534215569,79.76355288,0.9535747766,3.972616911,10.51996422,3.184093475,2.084204435,3,0.832112968,3,0.6875,0.8302714825,0.8338249326,0.6617209911,1.129834414,0,1.200000048,0.1769702137,0.1411913335,0.2043886334,0,1.200000048,0.05540186167,0.04155087844,0.07369998097,0,1.200000048,avg
SNA_avg,3,0.001,24,none,0.9536145833,1,1,0,0,-0.09124859422,0.1242017671,-0.5371205211,0.5940481424,0.8913104534,11.66977428,0,0,-0.3433717489,0.5558384061,-0.6014553308,0.6229748726,1.151790857,15.46937326,0,0,-3.824579239,3.020089388,-8.896865845,0.7758162022,81.01377155,0,0,-13.13316822,9.748323441,-26.45787621,0.5887349844,79.25613184,0.9316512942,3.994393826,10.73366737,3.238502026,2.066060066,3,0.9836537242,3,0.75,0.74412781,1.079721451,0.8077183366,1.40509057,0,1.200000048,0.2046715617,0.1645947844,0.2381450683,0,1.200000048,0.0633809343,0.04976382107,0.08241971582,0,1.200000048,avg
SNA_avg,3,0.001,25,none,0.95068125,1,1,0,0,-0.09969843924,0.11936979,-0.5879787207,0.5602045059,0.8104837537,11.79722999,0,0,-0.4048216641,0.5758626461,-0.6450407505,0.6007456779,1.048411369,15.31513039,0,0,-3.695810556,3.130057573,-10.75895309,0.6974688768,80.70816981,0,0,-12.38115406,10.27575684,-28.97026443,0.6039993763,78.6410454,1.005057812,4.145299435,10.93352127,3.299691439,2.110655069,3,0.9346881509,3,0.8125,0.7163311839,1.031454444,0.7900233269,1.364586711,0,1.200000048,0.197326377,0.1519365311,0.2349904627,0,1.200000048,0.0603072159,0.04358237982,0.07252515852,0,1.200000048,avg
SNA_avg,3,0.001,26,none,0.9554770833,1,1,0,0,-0.086194776,0.1175475046,-0.544936657,0.5759341717,0.8078624606,11.38649192,0,0,-0.4350918829,0.6370122433,-0.7101267576,0.5980398655,1.048004746,15.23196244,0,0,-3.160599947,3.559901714,-10.42894745,0.7190022469,82.14781202,0,0,-13.36898518,11.56143665,-30.79603577,0.6135188937,80.16536973,0.9750622511,4.178190708,11.08417702,3.314347267,2.086140633,3,0.9284178019,3,0.6875,0.7051158547,0.9330382943,0.6537642479,1.277998924,0,1.200000048,0.1736347377,0.137128219,0.2105880678,0,1.200000048,0.05336403847,0.04314788431,0.07121898979,0,1.200000048,avg
SNA_avg,3,0.001,27,none,0.9513479167,1,1,0,0,-0.1171011105,0.1388363391,-0.6909483075,0.5902644992,0.8950083852,11.24801829,0,0,-0.4301342964,0.6169220805,-0.8707102537,0.6104655862,1.09526217,15.33603826,0,0,-3.40846014,3.531146765,-9.026845932,0.7087883949,83.41389824,0,0,-12.76789665,12.00417233,-28.07870483,0.569634974,80.33334425,0.9915673733,4.277879715,11.25944614,3.350770712,2.065776825,3,0.8290148377,3,0.6875,0.8308104873,0.9636762738,0.672873795,1.394172072,0,1.200000048,0.1751038879,0.1298662573,0.2055238038,0,1.200000048,0.05172327906,0.03888176754,0.06707938015,0,1.200000048,avg
SNA_avg,3,0.001,28,none,0.9529020833,1,1,0,0,-0.196597293,0.1403743178,-0.5878141522,0.5386484265,0.7997921109,10.85101662,0,0,-0.4172075689,0.6614327431,-0.8291724324,0.6054205298,1.088378787,15.38177678,0,0,-3.140750647,3.641257524,-11.25923157,0.6797916889,81.33626692,0,0,-15.76105785,12.29541683,-32.06344986,0.5577185154,79.57019421,0.9934926629,4.410942078,11.47160053,3.39168644,2.071045876,3,0.8552460074,3,0.6875,0.8398448825,0.8876112103,0.7051691413,1.381672025,0,1.200000048,0.1701647937,0.135614574,0.1981159598,0,1.200000048,0.05067025125,0.03715028986,0.06514801085,0,1.200000048,avg
