arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,1,0,0.001,27,none,0.9238888889,1,1,0,0,-4.646830082,25.64360428,-14.12565136,0.4795000851,78.54901456,0,0,-26.14132881,23.81023598,-48.41469574,0.2072499692,80.31440628,7.735161781,1.389380455,0.6845003963,900,900,28400,300,400,1200,1200
LR,std,1,0,0.001,28,none,0.91890625,1,1,0,0,-4.382956505,26.76695061,-13.41932774,0.4802500606,78.06337545,0,0,-27.58113289,25.54198456,-40.40706635,0.2064999938,80.76637191,7.85797739,1.400074601,0.6633773446,800,800,29200,300,300,1200,1200
LR,std,1,0,0.001,29,none,0.921015625,1,1,0,0,-4.928715706,25.47854614,-15.74125004,0.4750001132,78.86184381,0,0,-26.35831451,24.0084362,-42.93589783,0.2042499781,81.91266398,7.927569866,1.40468061,0.6563600898,800,800,30000,300,300,1200,1200
LR,std,1,0,0.001,30,none,0.921796875,1,1,0,0,-4.798281193,27.33791542,-13.71632671,0.4817501009,78.20908561,0,0,-27.92146492,25.92056656,-41.07949066,0.2072499692,81.54392747,8.043778419,1.402477384,0.6403586864,800,800,30800,300,300,1200,1200
LR,std,1,0,0.001,31,none,0.915390625,1,1,0,0,-4.991221905,25.61948395,-17.28424072,0.4735001326,79.60387974,0,0,-25.93943405,24.11907005,-43.25561523,0.2042499781,83.34649784,8.154964447,1.416932583,0.6471663713,800,800,31600,300,300,1200,1200
LR,std,1,0,0.001,32,none,0.921171875,1,1,0,0,-4.984494209,27.46642494,-14.00220871,0.4855000973,78.49344358,0,0,-27.5058403,26.24641037,-40.8360939,0.2064999789,82.40393674,8.205523491,1.412461996,0.6422048211,800,800,32400,300,300,1200,1200
LR,std,1,0,0.001,33,none,0.9275,1,1,0,0,-5.083454609,26.28789139,-16.72862244,0.4750001132,79.27363719,0,0,-28.4188652,25.76314354,-44.18719482,0.2049999833,81.63265211,8.304351807,1.42233789,0.6398841739,800,800,33200,200,300,1200,1200
LR,std,1,0,0.001,34,none,0.92671875,1,1,0,0,-5.072278976,28.17764282,-15.23807144,0.4825001061,78.5475296,0,0,-27.88673592,26.14614677,-44.50645447,0.1974999756,81.73332215,8.36890316,1.42933929,0.6265769601,800,800,34000,200,300,1200,1200
LR,std,1,0,0.001,35,none,0.92390625,1,1,0,0,-4.669358253,25.94337654,-17.65566063,0.4742501378,79.68362898,0,0,-26.7980423,25.16297531,-45.22121048,0.2019999772,82.73185372,8.480163574,1.431098342,0.6378310919,800,800,34800,200,300,1200,1200
LR,std,1,0,0.001,36,none,0.9215625,1,1,0,0,-5.165833473,28.41256332,-14.71711922,0.4847501218,78.6943247,0,0,-29.40799522,27.43610382,-42.68060684,0.2087499648,81.36198173,8.549934387,1.441263199,0.6244757771,800,800,35600,200,300,1200,1200
LR,std,1,0,0.001,37,none,0.92359375,1,1,0,0,-5.130899906,26.35012245,-17.86790657,0.4750001132,79.37350231,0,0,-27.93041801,25.85247803,-43.02354431,0.2064999789,82.73397762,8.665233612,1.443585634,0.6342741847,800,800,36400,300,300,1200,1200
LR,std,1,0,0.001,38,none,0.9253125,1,1,0,0,-5.058433533,28.82801628,-14.0956955,0.4825001061,78.75178124,0,0,-29.52228546,27.1121006,-43.48114014,0.1989999563,81.05789345,8.742136955,1.460910201,0.6211121082,800,800,37200,300,300,1200,1200
LR,std,1,0,0.001,39,none,0.920859375,1,1,0,0,-4.980073929,27.05430794,-18.08090591,0.4757501483,79.4935872,0,0,-28.45141602,26.20882034,-46.95280457,0.2049999833,82.44934443,8.847860336,1.457790613,0.6214371324,800,800,38000,300,300,1200,1200
LR,std,1,0,0.001,40,none,0.925703125,1,1,0,0,-5.140574932,28.69919586,-16.00643921,0.4840001166,78.92874064,0,0,-29.54317474,27.42908096,-49.78078842,0.2079999745,82.81443429,8.920454979,1.466155171,0.6175203919,800,800,38800,300,300,1200,1200
LR,std,1,0,0.001,41,none,0.9342361111,1,1,0,0,-5.256089211,27.13057899,-18.18225288,0.4720001221,79.60275948,0,0,-28.85642624,26.95855331,-44.38682938,0.1997499764,82.41655331,9.041618347,1.474449515,0.6113600135,900,900,39700,200,400,1200,1200
LR,std,1,0,0.001,42,none,0.922109375,1,1,0,0,-4.666779041,28.65272331,-16.37857056,0.4855000973,79.07622994,0,0,-29.87794304,28.06407166,-48.4506073,0.2034999728,81.7023791,9.06463623,1.474990368,0.5995052457,800,800,40500,300,300,1200,1200
LR,std,1,0,0.001,43,none,0.92203125,1,1,0,0,-5.663805485,28.19076347,-18.44264603,0.4727500975,79.42776835,0,0,-29.90149117,27.316782,-51.85905838,0.2049999535,82.60241704,9.19635582,1.485018253,0.599797368,800,800,41300,300,300,1200,1200
LR,std,1,0,0.001,44,none,0.92453125,1,1,0,0,-4.898808002,28.7932148,-15.67220879,0.4825001061,79.58111888,0,0,-29.40061951,27.7079277,-51.34457397,0.2057499737,81.6814324,9.241256714,1.483816266,0.5990851521,800,800,42100,300,300,1200,1200
LR,std,1,0,0.001,45,none,0.923046875,1,1,0,0,-5.6513834,27.56900597,-18.52507019,0.4727500975,79.86475328,0,0,-30.09103203,27.25996399,-48.21224213,0.2012499869,81.34645594,9.345627785,1.488622308,0.5909439325,800,800,42900,200,300,1200,1200
LR,std,1,0,0.001,46,none,0.9275,1,1,0,0,-4.849562168,29.4548893,-15.79756355,0.4832501411,79.28731877,0,0,-31.43099594,28.78929329,-47.47425842,0.1982499808,81.46236396,9.389260292,1.492452502,0.5979309678,800,800,43700,200,300,1200,1200
LR,std,1,0,0.001,47,none,0.925,1,1,0,0,-5.638514042,28.49695778,-18.43349266,0.4667500854,80.2178768,0,0,-29.28749466,27.55917549,-48.34399796,0.2124999911,82.9473349,9.488111496,1.494960189,0.5904159546,800,800,44500,200,300,1200,1200
LR,std,1,0,0.001,48,none,0.92796875,1,1,0,0,-5.696037292,29.69242668,-15.32123089,0.4787501097,79.20313293,0,0,-30.41184235,28.86162186,-53.23154449,0.2117499709,81.79386887,9.52675724,1.501294971,0.5828851461,800,800,45300,200,300,1200,1200
LR,std,1,0,0.001,49,none,0.922734375,1,1,0,0,-6.134982109,28.48261642,-18.71597672,0.4682501256,80.10989857,0,0,-29.05986404,28.00865746,-53.09615326,0.2072499841,82.40910324,9.647326469,1.500815511,0.5945971608,800,800,46100,200,300,1200,1200
LR,std,1,0,0.001,50,none,0.925859375,1,1,0,0,-5.485971928,29.41288948,-15.21597672,0.4720001221,79.58958699,0,0,-31.59711075,29.46657562,-47.57410431,0.2012499869,82.48249062,9.690241814,1.500622153,0.5856893659,800,800,46900,200,300,1200,1200
