B1_LR,B1_ELU1,B1_SNA,B2_LR,B2_ELU1,B2_SNA,B3_Gbar,B3_Cov,B3_S2,B3_rho,B3_kap2,B3_graw2,B3_P,B3_Gini,B3_w2col,B3_hard_dead
GATE_SETS_STEP,GATE_SETS_STEP,GATE_SETS_STEP,NO_CORE,CORE_INERT,NO_CORE,Gbar_STATIC,Cov_STATIC,S2_STATIC,rho_DOWN,kap2_STATIC,graw2_UP,P_STATIC,Gini_STATIC,w2col_STATIC,hard_dead_STATIC
