arm,seed,g1,g1_n,g3,g4,rho_max,ref_rho_S,ref_rho_g,ref_rho_k,ref_rho_D,ref_n_core,ref_core_ratio,ref_Gbar,ref_Cov,ref_S2,ref_rho,ref_kap2,ref_graw2,ref_P,ref_Gini,ref_dce_med,ref_w2col,ref_hard_dead,ref_acc,ref_cnorm,ref_g6,ref_n_frozen,ref_corr_dacc_dce,ref_corr_r_dce,wclamp_rho_S,wclamp_rho_g,wclamp_rho_k,wclamp_rho_D,wclamp_n_core,wclamp_core_ratio,wclamp_Gbar,wclamp_Cov,wclamp_S2,wclamp_rho,wclamp_kap2,wclamp_graw2,wclamp_P,wclamp_Gini,wclamp_dce_med,wclamp_w2col,wclamp_hard_dead,wclamp_acc,wclamp_cnorm,wclamp_g6,wclamp_n_frozen,wclamp_corr_dacc_dce,wclamp_corr_r_dce,L61,rho_w
LR,0,0.0,1080,5.0813656712892545e-05,1.1657341758564144e-15,93.7914690531614,0.6307181239040724,0.895888763631433,0.6327143242752771,0.5774692256550545,0,nan,0.23922754032209922,0.845302734375,0.026299283528541724,47.02537435807776,0.06098852201095257,0.01357945400084801,41.16123388209009,0.6856383788842315,0.0013923943042755127,2.3781074387807393,0.0,0.9058000147342682,6.959000478037057,1.0,0.0,0.6952571615659936,0.7246504650465047,0.6523810657542572,0.8590217393474373,0.6449389192717065,0.5991726034697081,0,nan,0.2292431653386302,0.856396484375,0.025435783716721016,38.62296568653751,0.05901418541042586,0.02393791474893013,35.85009276716483,0.7200898404690845,0.0010505057871341705,2.3997152533123023,0.0,0.91839998960495,3.715067173875684,1.0,0.0,0.6798363122205223,0.7075787578757876,1.9699960947036743,0.6395939009501967
LR,1,0.0,1080,5.284232431685957e-05,9.992007221626409e-16,97.02970734328386,0.6311412738587248,0.8873764038443647,0.6294817807955109,0.5646974024102005,0,nan,0.24190820438016092,0.84232421875,0.02637227491498123,47.64298976905707,0.06126689640400393,0.013024260469012838,43.411207443898036,0.6689602894712965,0.0016795024275779724,2.3442134430162023,0.0,0.906000018119812,6.945213853806974,1.0,0.0,0.6473731867824478,0.7156015601560156,0.6573179582344205,0.8604864632367417,0.6574997748027038,0.6325899300731438,0,nan,0.2358437512652017,0.8490625,0.02503408183337057,36.97546971346416,0.05896249643181843,0.02485783156522117,39.042055805331515,0.6952337722064974,0.001300513744354248,2.3811796860145007,0.0,0.9193499982357025,3.7163948252876313,1.0,0.0,0.676413606199297,0.7150435043504351,1.819998025894165,0.7335161866085903
LR,2,0.0,1080,4.693132423047872e-05,1.2212453270876722e-15,92.14375354531131,0.6343258812274951,0.8796256646945657,0.6340300489155632,0.5534317412948633,0,nan,0.2310185559606907,0.8544238281250001,0.026977978325208894,49.180238069843966,0.06258909981142492,0.01253352848988128,42.99753067214192,0.6668523584424824,0.0016108304262161255,2.3851672234217847,0.0,0.9033499956130981,7.0039129607924,1.0,0.0,0.5189250501945816,0.6905130513051305,0.6169722605172678,0.8363559474116741,0.6159779143654771,0.5447786340821377,0,nan,0.21702636848385737,0.869970703125,0.02551574017714709,37.81260955226975,0.05955747791089712,0.023310021830595676,36.607577782247915,0.7108238593536726,0.0012860186398029327,2.462932376260372,0.0,0.9196499884128571,3.728033626012156,1.0,0.0,0.637195257301459,0.6985898589858985,1.5950024127960205,1.0219415763255941
ELU1,0,0.0,1080,6.060993753659013e-05,1.1102230246251565e-15,130.07619981820164,0.8582778277827783,0.9438463846384638,0.8606540654065407,0.873933393339334,9,0.0,0.27284356401513765,0.699755859375,0.02324927497864083,43.98191785570067,0.054138907583666726,0.012148622269079949,39.3976960836612,0.7057524671707801,0.0011802613735198975,2.3453013298733234,0.0,0.910999983549118,6.942654350893584,1.0,0.0,0.6756934878993441,0.8961999329013004,0.8323732373237324,0.9437263726372638,0.835997599759976,0.8431023102310231,10,0.0,0.2858783456176436,0.6696875,0.021758978243304954,37.45020068809379,0.05042422357741791,0.02096014296598292,39.64060462311795,0.7023590481412496,0.000993434339761734,2.3718856035649365,0.0,0.921750009059906,3.6984966038898652,1.0,0.0,0.6729754716735177,0.8915089519341279,1.0800033807754517,0.9953696166274363
ELU1,1,0.0,1080,5.179061589890397e-05,9.992007221626409e-16,119.11345734817834,0.845034503450345,0.9425742574257425,0.8455445544554455,0.8598199819981998,7,0.0,0.27505131003265004,0.6970898437499999,0.023594090282673404,43.972162033467036,0.05522102995400799,0.012403464795632448,40.39772076206094,0.6987076480966783,0.0011896789073944092,2.344725832326727,0.0,0.912200003862381,7.075708343849206,1.0,0.0,0.7293007619454845,0.8909433991615965,0.8416381638163817,0.9499069906990698,0.8447104710471047,0.8591479147914791,9,0.0,0.2724264318822379,0.6883300781249999,0.02234964110347904,36.584747909616254,0.05185544530367771,0.02047681087973938,39.58947076701296,0.705129881313638,0.0010465942323207855,2.349372016142561,0.0,0.9227499961853027,3.7372920433458945,1.0,0.0,0.6985403665825901,0.9010928796713434,1.1299997568130493,0.9336278401223742
ELU1,2,0.0,1080,5.252541756928717e-05,9.43689570931383e-16,136.0435749152205,0.8546412192239632,0.9430025055945528,0.8547608701539204,0.8727932793279327,9,0.0,0.2640115381746433,0.707998046875,0.023238142840217475,43.50079651674456,0.05419149834756421,0.012742020467090883,38.16286212949095,0.713096877752727,0.0010966509580612183,2.3226155871439547,0.0,0.909850001335144,6.94680603474748,1.0,0.0,0.7177369768486516,0.8851587211879297,0.8308070807080707,0.95012901290129,0.8328112811281128,0.8394059405940594,10,0.0,0.2869447507555455,0.671572265625,0.022102711004285985,36.30695285643476,0.05124341759844499,0.021671146433561432,39.61977427084626,0.7037272579864083,0.0010088011622428894,2.376990173207745,0.0,0.9227999746799469,3.6984961498605022,1.0,0.0,0.6423954476382601,0.8759541357184739,1.5550017356872559,0.8327947839286125
SNA,0,0.0,1080,3.604636028894663e-05,6.661338147750939e-16,58.25685182264382,0.5672787278727873,0.5413681368136813,0.5375697569756976,0.5362136213621362,0,nan,0.7580886349244975,0.33257812499999995,0.0233165149729443,28.657305534456363,0.055571757483449745,0.021875120577798182,59.997468605248486,0.5392241939643657,0.0023573972284793854,1.320499041947218,0.0,0.9187000095844269,5.328313481151477,1.0,0.0,0.649591113067192,0.5630903090309031,0.5124272427242724,0.5034683468346834,0.5026402640264027,0.5354215421542154,0,nan,0.7461789091432002,0.338662109375,0.022764319118001863,24.401170587322166,0.054338024312917656,0.03536907853265894,57.37559873522857,0.556582762175845,0.0021271631121635437,1.366879596869489,0.0,0.9234000146389008,3.1212668098301095,1.0,0.0,0.6106105343991459,0.5667626762676268,0.3800004720687866,1.23684189887614
SNA,1,0.0,1080,3.681722093742317e-05,6.800116025829084e-16,55.321544928612695,0.5615301530153015,0.5627062706270627,0.5495769576957696,0.5716951695169517,0,nan,0.7540032285748748,0.334501953125,0.023556425882479446,28.964352595800023,0.05654760584444043,0.020371895124052734,56.25732365128585,0.5561777958085459,0.0023930147290229797,1.2769511104236555,0.0,0.9165500104427338,5.286297374786795,1.0,0.0,0.5809468823170604,0.5346594659465946,0.5165196519651964,0.48043804380438043,0.509012901290129,0.5321992199219923,0,nan,0.7509059665084351,0.338134765625,0.02293980915927534,24.675236169840886,0.05500096075205155,0.033400300375773156,51.756968302154874,0.5754833025593218,0.0022732578217983246,1.364959760004433,0.0,0.9244499802589417,3.1256405192610597,1.0,0.0,0.6816098048741631,0.5848784878487849,0.6549984216690063,1.2061051683266524
SNA,2,0.0,1080,3.68814991676404e-05,6.106226635438361e-16,58.070090316892,0.5445544554455446,0.5307230723072307,0.5252025202520252,0.5421182118211821,0,nan,0.7387337030301568,0.341826171875,0.023622185275963898,28.93058802998945,0.05663463217731213,0.020706024904816628,52.301611463247866,0.5759018802819529,0.0025133639574050903,1.2921744164387632,0.0,0.9177500009536743,5.321673838713425,1.0,0.0,0.5579283568277688,0.5181458145814581,0.5158715871587158,0.47221722172217223,0.5057425742574257,0.5242004200420042,0,nan,0.7425410901801661,0.33976562499999996,0.022959560553408115,24.614582537836537,0.0546270678484341,0.03448387237094733,50.00372555246814,0.5888831769503435,0.0022347569465637207,1.3496187837672253,0.0,0.9243499934673309,3.1298708188570465,1.0,0.0,0.3982783134486922,0.5437203720372037,1.0850012302398682,0.6082935511692935
