arm,seed,block,task_lo,task_hi,n_task_ends,mean_log10_unfit,log10_mean_unfit,floor,floor_frac,unfit,eval_loss_exact,L1_strict_dead_frac,L2_strict_dead_frac,L1_M_median_alive,L2_M_median_alive,L1_B_median_alive,L2_B_median_alive,L1_beta_median_alive,L2_beta_median_alive,L1_eff_rank,L2_eff_rank,L1_p_hat_thin_frac,L2_p_hat_thin_frac,L1_p_hat_sat_frac,L2_p_hat_sat_frac
S_main,0,1,1,50,50,-7.801794207377498,-7.598784068058818,1e-23,0.0,2.5189290321774123e-08,4.418340753318599e-08,0.47179999999999994,0.213,-0.4864232627454643,-0.7417595143883767,-0.06275526588606527,-0.05391976782309557,-0.5564247918157644,-0.7882333801194514,15.568182984229333,19.16391187450233,0.4917142114821659,0.5829384209971993,0.04198060952605873,0.00845568292519283
S_main,0,2,51,100,50,-6.649435482309738,-2.9044162871115855,1e-23,0.0,0.00124618842447819,0.003245063520552519,0.6582000000000001,0.3236,-1.0051021534751128,-1.0027700954669507,-0.0061417157549791546,-0.021710189322705378,-1.0135483041768905,-1.0262702965705601,13.658338682399389,17.31628304011303,0.6580807400120591,0.7085269801081678,0.01685058109237791,0.0057464819548191225
S_main,0,3,101,150,50,-6.923356263860627,-5.895867074516424,1e-23,0.0,1.2709630521870463e-06,4.403684022867106e-06,0.6178,0.3006,-1.0553008947135207,-1.0718473764260945,-0.004547246383517837,-0.003986020366235168,-1.0687441158348794,-1.0828342432688314,15.346660568787375,17.79963316531891,0.6753314285077334,0.7580303771140144,0.006692231370001348,0.00340887860989546
S_main,0,4,151,200,50,-6.52812253180453,-2.8320266251844117,1e-23,0.0,0.001472222242500998,0.0031581204519700325,0.6356,0.39199999999999996,-1.0588482740109184,-1.0996055797209694,0.0028585961254138175,0.005782099252748963,-1.0688669607345331,-1.0952301601696768,14.805373913158151,16.997529582377577,0.6732584497007101,0.8071300606065709,0.010277669575555235,0.00398519876004913
S_main,0,5,201,250,50,-6.5599771406967715,-2.748761568539012,1e-23,0.0,0.0017833575776106906,0.003277021886926293,0.659,0.4078,-1.0259340138746063,-1.097131897930679,0.00042334004673750744,0.0026407694296370038,-1.0378642008537682,-1.1027880244456625,13.987720090156278,14.482944410500615,0.6386637148320855,0.8381506721910416,0.007033138038328254,0.0047194636100025165
S_main,0,6,251,300,50,-3.6389327449659343,-1.3198826314375158,1e-23,0.0,0.047875946011281874,0.05081635602237654,0.7173999999999999,0.49019999999999997,-0.9782514670747332,-1.204014729946345,0.005424969101938488,0.013988252490276472,-0.9779108243931747,-1.1839802134162105,11.125946759554045,10.935832568598007,0.6217765502516186,0.8962343099243469,0.00808168360009792,0.0016215265354800217
S_main,0,7,301,350,50,-3.838571833568936,-1.6237806095136453,1e-23,0.0,0.02378041287100709,0.039666081071630915,0.735,0.5074000000000001,-1.0037471921897554,-1.2048640686963916,0.005600180209052364,0.007278933706637077,-1.0116359594508066,-1.1985287738805104,11.75439930098888,10.637202127527582,0.635958076403678,0.9040762028968895,0.010705564697353625,0.0012859421280473878
S_main,0,8,351,400,50,-3.595607635870631,-1.5341183895762343,1e-23,0.0,0.029233553564819624,0.03265479188802871,0.7482000000000001,0.5147999999999999,-1.0232699015001432,-1.100804042725158,0.005294069393459147,0.00828486184338446,-1.028772072157645,-1.0942730950072177,11.010213577195127,11.21985019134633,0.6528766572307104,0.8364456939842014,0.013384295212619603,0.0016895064023309458
S_main,0,9,401,450,50,-2.8151354661222197,-1.5407363237414713,1e-23,0.0,0.028791459202750357,0.060618511244161864,0.7641999999999999,0.5619999999999999,-1.1848256045726822,-1.0623425190820779,0.0021426982678607077,3.1032158924665444e-05,-1.187180709167509,-1.0625260595974992,11.419600257607815,11.602751893122655,0.7145928764100208,0.836549006945095,0.0037275723040735243,0.002285314523589268
S_main,0,10,451,500,50,-1.2294849740684315,-0.744424111390982,1e-23,0.0,0.18012578587056052,0.20893917334702689,0.7916,0.6733999999999999,-1.1194951917407772,-1.1193301501512998,0.004950871756142373,0.004578236601205455,-1.1155345817691273,-1.1038944034781035,10.018728492345838,7.952664306495889,0.7052945856254575,0.82924070401847,0.013196504472180869,0.0012281813689152441
S_main,1,1,1,50,50,-7.539931645708725,-7.035664455252966,1e-23,0.0,9.211610046057514e-08,2.938246357789834e-07,0.43979999999999997,0.3144,-0.5120743767245776,-0.8881034616737601,-0.07310131341130484,-0.05073036754324918,-0.5943950597857881,-0.9397086480978996,15.326283091951204,18.12535324044524,0.49602097355415564,0.6757855925358294,0.04574198966106966,0.0066897245420836585
S_main,1,2,51,100,50,-6.953553590746212,-6.027535057353225,1e-23,0.0,9.385662701618577e-07,1.2829289940578595e-06,0.6378,0.39740000000000003,-0.9717733481020667,-1.1142122759977087,-0.014607608588781115,-0.006813601221740139,-0.9858956916488634,-1.1243508238501716,14.378482540086006,15.506307744884989,0.6413882640899997,0.7702003058051199,0.01209222244372374,0.00765797717488087
S_main,1,3,101,150,50,-7.4048119793149,-5.153855790577888,1e-23,0.0,7.016882584598182e-06,1.6536639461078956e-05,0.5187999999999999,0.4134,-1.093731628400106,-1.1148619221833826,-0.004016822170579,-0.013169156776224843,-1.111875936891915,-1.1358916538635095,17.329216716474182,17.921306476129356,0.6917327311156524,0.7918177002256502,0.010840356258473264,0.000758865248226948
S_main,1,4,151,200,50,-6.200139824671353,-2.368935522359315,1e-23,0.0,0.004276263690965857,0.005117799817088759,0.7272,0.4424,-0.9950094047283515,-1.0698827922296963,0.0138515231381816,-0.0017513621235777592,-0.99485450191392,-1.0626134290104305,12.458441718356696,15.891093123596674,0.6206386298896776,0.7794640927766074,0.009340181597105472,0.003667126603778526
S_main,1,5,201,250,50,-6.25706656778118,-2.8685069677363284,1e-23,0.0,0.0013536083734673667,0.0020534488631124112,0.6412,0.41080000000000005,-1.139257898124515,-1.1085025832000013,0.0058550667682990085,0.008574785324132115,-1.1406804233461436,-1.0995200649275818,14.779930957537132,15.058336451809069,0.6908201176574985,0.816957430687242,0.004159413464307052,0.0034911071622274357
S_main,1,6,251,300,50,-5.0571737055915635,-2.1049879984604645,1e-23,0.0,0.007852573345558967,0.01166270116790567,0.7126,0.3754,-1.1867508290096136,-0.914395280835145,0.008000228082589012,0.0027892274822169105,-1.1847346784178607,-0.9127295561536987,12.967975243147077,15.915423549783391,0.7115130439136711,0.7263320953782929,0.0017061956955573942,0.0020597014836619882
S_main,1,7,301,350,50,-5.6960559102403865,-1.8978920329440343,1e-23,0.0,0.012650508042291389,0.019553141103700256,0.5518,0.43660000000000004,-1.1103494547292307,-1.0025287057531147,0.004799184420244473,-0.00035541115816580817,-1.1167604012000885,-1.0011988946149049,16.703717093623297,15.831876177581172,0.7092247933439393,0.815720765259955,0.000918472652218782,0.00336331002816076
S_main,1,8,351,400,50,-5.808255414779045,-2.8361941262391874,1e-23,0.0,0.0014581623274176523,0.002356565157438824,0.7116,0.39480000000000004,-1.1728278454785357,-1.0218326149471744,0.016084595530018925,0.017567012342092,-1.160727583128963,-0.9955584141034817,13.276145845866907,15.567687212236075,0.6953146697381608,0.7961178324215106,0.005163213478339904,0.003210355257697034
S_main,1,9,401,450,50,-4.521774077308339,-1.8842021728128948,1e-23,0.0,0.013055629808301286,0.018416516951301854,0.6953999999999999,0.44659999999999994,-1.2070184741025407,-1.0733624429179736,0.0034036776088795014,0.0020209938584731797,-1.2159176878531692,-1.0555140657033664,13.869282374483104,15.20725968832039,0.7542846241926914,0.8220790090470144,0.005735897435897432,0.002570204523659698
S_main,1,10,451,500,50,-5.188852303551104,-1.9660503744735365,1e-23,0.0,0.010813085214135217,0.016631649416389546,0.7114000000000001,0.3934,-1.3296265621331222,-1.106528422351782,0.006980410094539279,0.0019055636676007578,-1.340060992909516,-1.0924751137592155,13.75614030628458,16.377210994910744,0.7771872284176715,0.8094739476012103,0.002863492063492062,0.004740353427425706
S_main,2,1,1,50,50,-7.999570418702984,-7.373611294888691,1e-23,0.0,4.230470832608309e-08,8.366444870499019e-08,0.4,0.2808,-0.23685672380577952,-0.7292623377171655,-0.05587624512254575,-0.043596354395717886,-0.2962228297505353,-0.7659876446207947,14.517674337501944,18.449405559423287,0.40729050460133176,0.5718433197542252,0.07717164998004436,0.011203843029865152
S_main,2,2,51,100,50,-7.549838905358896,-7.315435119713623,1e-23,0.0,4.8368751813445e-08,7.352644708803902e-08,0.5024000000000001,0.4204,-0.9262770005502068,-1.054052168889656,-0.027537486105624075,-0.021195373205870335,-0.966989246027886,-1.070489396055964,15.731038720059626,16.825482833751927,0.6186443632621644,0.7031080901547305,0.015331603852899396,0.005995375668936518
S_main,2,3,101,150,50,-6.579802557245618,-2.2523762679142005,1e-23,0.0,0.005592728437526479,0.006461328605945488,0.6799999999999998,0.376,-0.9449592499097436,-1.0310161114206402,0.002058476191046718,-0.035058176871800656,-0.9467516085924114,-1.05666992486847,12.47637657780802,15.991887344635938,0.6025073999554613,0.7339724224017581,0.008588655985226514,0.001571147054942832
S_main,2,4,151,200,50,-5.2705179532559905,-1.8678977789806517,1e-23,0.0,0.013555084243420683,0.026391022997429448,0.7670000000000001,0.3238,-1.159389993113792,-0.831414801269167,0.005501011873100779,-0.07143758704689451,-1.1568209626523485,-0.9042691829869566,11.731884492358311,15.772296095507514,0.7167231773598788,0.6928880555068726,0.004166666666666666,0.0041317649059483
S_main,2,5,201,250,50,-5.951128946777066,-2.686795679600723,1e-23,0.0,0.002056858048328863,0.0017327842348851274,0.7160000000000001,0.3545999999999999,-1.204628521029825,-1.0369076686059955,0.0074835704917464415,-0.006671211332125535,-1.2021303954077909,-1.0449349705824549,12.560100187884869,15.552716778662202,0.7022240227802591,0.802063519542504,0.006848259088581666,0.000783373757132642
S_main,2,6,251,300,50,-6.053319272106806,-2.90579002807847,1e-23,0.0,0.0012422527645777925,0.002141972104192143,0.7155999999999999,0.4640000000000001,-1.2283091399580095,-1.1598331276114526,0.012031415114074738,-0.00029969488732593005,-1.2143316671900077,-1.1591779193397715,13.043377552881239,13.155507888144685,0.729304665120286,0.8353270879677297,0.006300010430517732,0.007599312980050974
S_main,2,7,301,350,50,-5.15479863908435,-1.9812715773123843,1e-23,0.0,0.010440671286805814,0.012258172449437723,0.6582000000000001,0.45899999999999996,-1.2387286282171217,-1.2781684938025537,0.0016803855274844038,0.007175594057850287,-1.242484668460796,-1.2696933087321733,14.806619291556324,13.46396473501413,0.737401646359896,0.8804384465020385,0.005849042176662009,0.0
S_main,2,8,351,400,50,-5.698028007489659,-1.6889194366222628,1e-23,0.0,0.020468242956703617,0.022742459840620236,0.5444,0.5052,-1.274288361621987,-1.3010969268220467,0.004439791561112149,0.0060641858269730245,-1.2783564493259731,-1.2836881164905307,16.710490501752737,13.371382854187225,0.7557721475156916,0.8948493522092886,0.0009267728093947602,0.002957696787312144
S_main,2,9,401,450,50,-5.043741397710356,-1.3319262131162959,1e-23,0.0,0.04656652035898115,0.03260631371894643,0.4626000000000001,0.482,-1.2466784928927277,-1.2699349701601645,0.002665994568795278,-0.004744823190222062,-1.2490427745298394,-1.2763928930339536,18.778029046725592,14.576545495667744,0.7703759285850096,0.890876357708149,0.0015034690799396661,0.0
S_main,2,10,451,500,50,-6.159544228226285,-4.434985695143454,1e-23,0.0,3.6729439829662356e-05,2.8125684471160675e-05,0.6381999999999999,0.4512,-1.2061884270883791,-1.1772942224890068,0.010031088382992224,0.007142261415270424,-1.1931993704111488,-1.1549920464910932,14.643233286406906,15.858591554284512,0.729357080693249,0.8341609210117424,0.0008333333333333321,0.000338983050847456
S_main,3,1,1,50,50,-7.621001900710192,-3.676033909072215,1e-23,0.0,0.0002108463517786457,0.0003127981008522321,0.445,0.3486,-0.3737571448519922,-0.9137394889649799,-0.06403398074443217,-0.042165760564570706,-0.43732385951468017,-0.9681366846419581,14.867882988622261,17.872170255252396,0.4524746437719234,0.6704263006276067,0.058160177424054764,0.007100903803090828
S_main,3,2,51,100,50,-6.732648325705009,-3.053768550707312,1e-23,0.0,0.0008835506471100671,0.0018939533492916085,0.6718000000000001,0.3632,-0.9046382297776993,-0.9846258163326014,-0.0115525347849078,-0.017722058221421578,-0.9203580973065384,-1.0001051337770301,13.394620295428993,16.656946542607606,0.6089336855158523,0.7351124745961723,0.011358567804703979,0.004226658235646946
S_main,3,3,101,150,50,-6.017392899595773,-2.047882959037538,1e-23,0.0,0.008956060959841737,0.013115181069218716,0.6629999999999999,0.49,-0.9307973765388182,-1.1094856314093267,0.004167607815211494,-0.00015012833413653015,-0.9325628809563216,-1.1168569855629242,13.363517161312158,14.346857014371633,0.6067583181770055,0.8393927104246353,0.018370773041793444,0.0014389799635701258
S_main,3,4,151,200,50,-6.159212187538294,-2.207947728180522,1e-23,0.0,0.006195156356850168,0.005978870661381352,0.6406000000000001,0.4154,-1.1735544514878895,-1.0818040620990468,-0.000766884499503962,-0.005944938694546122,-1.1740477032074021,-1.0860254020894415,14.836399433734472,16.22269045026132,0.7283716940898229,0.7960018097619291,0.005845584698525867,0.003140032156755626
S_main,3,5,201,250,50,-5.786917470026669,-1.7935547711235575,1e-23,0.0,0.01608589497553747,0.023502293958831882,0.6461999999999999,0.3645999999999999,-1.1985222595525258,-1.0720692659495004,0.0024983888996319837,-0.00973965828322221,-1.1999802579048477,-1.0662578718432252,14.899519937885437,14.9659020748229,0.7440461443781701,0.8085341834204489,0.009510991564795838,0.005243017613829324
S_main,3,6,251,300,50,-5.175360006338475,-1.8821558057163075,1e-23,0.0,0.013117292239712829,0.020202760451092105,0.6816000000000001,0.4078000000000001,-1.1207816892020122,-1.0554870354292654,0.012208408510891174,-0.010138900756142521,-1.1134271180344364,-1.0665954264917128,13.779993800449933,16.345518223012668,0.6756137464850024,0.7633692141736996,0.0025287239165888236,0.006567237594489556
S_main,3,7,301,350,50,-4.760063779020978,-1.864836123226836,1e-23,0.0,0.013650981458437772,0.013931301413742093,0.7115999999999998,0.586,-1.0923987160264306,-1.188543537051195,0.006355964985651699,0.005606287004293719,-1.0828577340168453,-1.1832366276985424,13.089879371664416,13.088751228247725,0.6768768531579945,0.8466497506806179,0.001879826254826254,0.003174034932403764
S_main,3,8,351,400,50,-3.3557207718952093,-1.253775576679356,1e-23,0.0,0.05574737511876127,0.07611565302209339,0.7235999999999998,0.46559999999999996,-1.2656380744088247,-1.1421857074463653,0.0019697371274886317,0.0014927286856814019,-1.267913079830862,-1.12219276938505,11.910612479719152,12.579603531603187,0.7536364815219331,0.8736698308930291,0.0,0.002493921630142454
S_main,3,9,401,450,50,-2.0225983445598015,-0.6895280695301453,1e-23,0.0,0.20439578256663954,0.14416301250774818,0.6634,0.69,-1.1468655056995642,-1.3719667992980724,0.011143854571227295,0.00334180121801559,-1.1461795061860378,-1.3528255677245795,11.578291012079662,7.893578668155658,0.6798662142771578,0.8985805866758524,0.025169733133593337,0.0
S_main,3,10,451,500,50,-3.132799652297596,-0.7510632433008886,1e-23,0.0,0.17739311367610494,0.21771111757084383,0.7322,0.7210000000000001,-1.084207385261171,-1.29926366540783,-0.0004253560508607299,0.013631067231380703,-1.0811113145683278,-1.284748807983417,11.462176631708829,7.895255912802815,0.6721548985258862,0.8852260849217264,0.023412455305812437,0.004686800268696816
S_main,4,1,1,50,50,-7.508692969193349,-6.928417922798395,1e-23,0.0,1.1791853561214738e-07,2.855223018718806e-07,0.5117999999999999,0.34940000000000004,-0.46504185838840606,-0.8104429103338591,-0.055029615400474435,-0.029128985909047566,-0.5258071797576721,-0.8562890541573605,14.550206388934155,17.666800918866855,0.46668505145017086,0.6186449364438443,0.044716326297467066,0.006267195830339006
S_main,4,2,51,100,50,-6.861678203713826,-3.040021397537672,1e-23,0.0,0.0009119659060068347,0.000817106247058235,0.644,0.503,-0.8894715363234075,-1.1239578754892097,0.0024793362856362,0.01128754611355612,-0.8838690691580962,-1.116781893297223,14.00853705353275,14.730362565800705,0.5979082237824622,0.8129229928556885,0.016138713196783797,0.001940316477468178
S_main,4,3,101,150,50,-6.142483310845502,-2.477305881896702,1e-23,0.0,0.003331916568549997,0.004364574464258749,0.6274,0.4158,-1.1744994268399722,-1.0585116213061863,-0.004279148231507959,-0.007682306432656074,-1.1848769576326612,-1.0654689797984016,15.338640074425975,14.517012122375256,0.7289785680935388,0.8076025438646748,0.013050792682160292,0.00537679736481828
S_main,4,4,151,200,50,-6.127506165627938,-2.506094862764677,1e-23,0.0,0.0031182084007256193,0.006136307832585489,0.5878,0.39699999999999996,-1.1664946281488138,-1.087085003701341,0.006421718862893729,0.005051962172824613,-1.1794126443500514,-1.0741319473363833,17.023685485196694,16.322724487772962,0.7264006983927203,0.7949914228823021,0.004321815000457056,0.004277134250387362
S_main,4,5,201,250,50,-5.920733159667982,-2.0024313758130905,1e-23,0.0,0.00994417192412703,0.018069905576139425,0.6072,0.4981999999999999,-1.1961494838311248,-1.1539445298983582,0.004193021517422344,0.014511809269108566,-1.1950716351809372,-1.148449946174049,15.454943817756833,14.391039623517832,0.7299031711700574,0.8053295844039486,0.006508186431523092,0.006372940835122634
S_main,4,6,251,300,50,-4.353596369409383,-1.7026746928715388,1e-23,0.0,0.019830118393905218,0.02882158737020248,0.7032,0.4458,-1.1297574161172732,-1.106060310061744,0.00950122613547707,-0.0007806972172040067,-1.1290563962295705,-1.1070549533493785,13.012409627522889,14.016271774380753,0.6962645810337922,0.8701766815897396,0.001522988505747124,0.000408163265306122
S_main,4,7,301,350,50,-5.241569440275041,-1.7511866461702814,1e-23,0.0,0.017734271536262256,0.033859395965766835,0.6174000000000001,0.4598,-1.1026116827097743,-1.1559909585498391,0.008165577073297948,0.0044866984858991585,-1.096327690540904,-1.1497543855424428,14.565255787443984,12.409428190104347,0.6570789045607078,0.8952526751045801,0.005740563992572594,0.0037010335794850236
S_main,4,8,351,400,50,-6.5962976262901,-3.3316820766380286,1e-23,0.0,0.00046592704855343307,0.0007361479488055912,0.6762,0.3602000000000001,-1.1598016976321817,-1.0212919660468263,0.011538994869849762,-0.0003623174794333203,-1.15887135636137,-1.0166048127515097,15.443346477007909,17.464311704516323,0.7072754344152979,0.8427063909223995,0.0025270443841872397,0.00032258064516128994
S_main,4,9,401,450,50,-5.402081924592458,-2.1965001837742872,1e-23,0.0,0.006360625356835665,0.013970501663549639,0.6322000000000001,0.4892000000000001,-1.2145596355812038,-1.1084867384330208,-0.005209556474794327,0.0030786092736036492,-1.2251443482499424,-1.0935739261088306,15.97295461179478,15.163555840966653,0.7673978554065723,0.8349757072801394,0.0028851837340801655,0.0038095210918825577
S_main,4,10,451,500,50,-5.25692717276639,-1.7238296742380483,1e-23,0.0,0.018887319448110385,0.030763722113883448,0.5324,0.45520000000000005,-1.3102843178500314,-1.1674586706635814,0.0008958607117318998,0.006010229690477851,-1.3182968586525257,-1.1553937624945796,18.368388057875364,16.715852221452764,0.807920179232897,0.8531329247200743,0.004279076582790498,0.00207624629605425
