task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
20,KKT1,0,0.8187680244445801,0.49442555702018737,0.9064,0.25049863529205324,0.776,0.7132628173828125,62500,500,0.8181920051574707,0.9064,0.776,31.87605906202225,33.58659048797563,"[0.7036799788475037, 0.8092799782752991, 0.8365599513053894, 0.8654399514198303, 0.878879964351654]"
21,KKT1,0,0.8464319705963135,0.40784797311019894,0.9528,0.14766836004257203,0.844,0.48828953552246096,62500,500,0.8460800051689148,0.9528,0.844,31.876561573008075,33.59634668799117,"[0.7261599898338318, 0.8444799780845642, 0.8714399933815002, 0.8827199935913086, 0.9073599576950073]"
22,KKT1,0,0.8421599864959717,0.44199612605094907,0.9488,0.15688614711761475,0.86,0.48023974609375,62500,500,0.8418239951133728,0.9488,0.86,31.87837902904721,33.78886147896992,"[0.6976799964904785, 0.8335199952125549, 0.8757599592208862, 0.8909599781036377, 0.912880003452301]"
23,KKT1,0,0.8821600079536438,0.3472030179862976,0.966,0.10458403053283691,0.884,0.36257301330566405,62500,500,0.8817600011825562,0.966,0.884,31.872222215984948,33.61379803001182,"[0.7773599624633789, 0.8818399906158447, 0.9016000032424927, 0.9180799722671509, 0.9319199919700623]"
24,KKT1,0,0.7984799742698669,0.5355595118255615,0.8744,0.3405527145385742,0.792,0.6104706420898437,62500,500,0.7980800271034241,0.8744,0.792,31.882509014976677,33.60035163001157,"[0.6901599764823914, 0.7841599583625793, 0.8198399543762207, 0.8411200046539307, 0.8571199774742126]"
25,KKT1,0,0.8495519757270813,0.421191782084465,0.934,0.19028892059326172,0.816,0.6185243530273438,62500,500,0.8491039872169495,0.934,0.816,31.86579576600343,33.58868769998662,"[0.7351999878883362, 0.8441599607467651, 0.8662399649620056, 0.895039975643158, 0.9071199893951416]"
26,KKT1,0,0.7833600044250488,0.5732934252443314,0.8988,0.279980704498291,0.772,0.7567975769042968,62500,500,0.7830560207366943,0.8988,0.772,31.875562986999284,33.60782015998848,"[0.6720799803733826, 0.7687199711799622, 0.8011199831962585, 0.8235200047492981, 0.8513599634170532]"
27,KKT1,0,0.8824160099029541,0.33269639571237564,0.97,0.09892222366333007,0.892,0.38887159729003906,62500,500,0.8819999694824219,0.97,0.892,31.87079757201718,33.592879189993255,"[0.7757599949836731, 0.8779199719429016, 0.9063199758529663, 0.9190399646759033, 0.9330399632453918]"
28,KKT1,0,0.8423839807510376,0.4327875166177749,0.9484,0.15727405681610107,0.86,0.4436560974121094,62500,500,0.8419679999351501,0.9484,0.86,31.877006272028666,33.60094628302613,"[0.7219199538230896, 0.8320800065994263, 0.8611999750137329, 0.8897599577903748, 0.9069599509239197]"
29,KKT1,0,0.8141440153121948,0.4961828923511505,0.9236,0.21594919023513795,0.732,0.748154296875,62500,500,0.8137919902801514,0.9236,0.732,31.875503199989907,33.600021229998674,"[0.6884799599647522, 0.7950399518013, 0.8391199707984924, 0.8636800050735474, 0.884399950504303]"
30,KKT1,0,0.8046559691429138,0.4953048903865814,0.892,0.25518027477264404,0.724,0.77767724609375,62500,500,0.8042879700660706,0.892,0.724,31.87417878198903,33.61106729396852,"[0.6786400079727173, 0.783519983291626, 0.8283999562263489, 0.8626399636268616, 0.8700799942016602]"
31,KKT1,0,0.8240799903869629,0.4564371400632858,0.9396,0.16870560128688813,0.752,0.7383252868652344,62500,500,0.8241440057754517,0.9396,0.752,31.87163036997663,33.61324217997026,"[0.6842399835586548, 0.8115999698638916, 0.850879967212677, 0.8749600052833557, 0.8987199664115906]"
32,KKT1,0,0.8436639904975891,0.3937891803598404,0.9212,0.19635419702529908,0.788,0.6584170532226562,62500,500,0.8433600068092346,0.9212,0.788,31.862343772954773,33.76637711399235,"[0.7494399547576904, 0.8266399502754211, 0.8604799509048462, 0.8783999681472778, 0.9033599495887756]"
33,KKT1,0,0.8805440068244934,0.3237375622782707,0.974,0.0824984789133072,0.848,0.47055300903320313,62500,500,0.8801760077476501,0.974,0.848,31.885282772011124,33.61415608599782,"[0.7671999931335449, 0.8731199502944946, 0.8997599482536316, 0.9220799803733826, 0.940559983253479]"
34,KKT1,0,0.7520959973335266,0.6697687455749511,0.8992,0.2948750019073486,0.772,0.716263671875,62500,500,0.7515199780464172,0.8992,0.772,31.891453529999126,33.62076917500235,"[0.6050400137901306, 0.729200005531311, 0.777679979801178, 0.8123999834060669, 0.8361600041389465]"
35,KKT1,0,0.8167359828948975,0.5019418050451279,0.9192,0.22166210899353028,0.72,0.97431494140625,62500,500,0.8162400126457214,0.9192,0.72,31.878231763024814,33.603046371019445,"[0.7052800059318542, 0.7948799729347229, 0.8351199626922607, 0.8615999817848206, 0.8867999911308289]"
36,KKT1,0,0.8457440137863159,0.42724298397541044,0.9448,0.1620219212770462,0.764,0.9218460388183594,62500,500,0.8453440070152283,0.9448,0.764,31.882863331004046,33.62779174896423,"[0.7011199593544006, 0.835599958896637, 0.8802399635314941, 0.9017599821090698, 0.9099999666213989]"
37,KKT1,0,0.7806559801101685,0.5844677247447967,0.9364,0.20106943969726562,0.764,0.7791634826660156,62500,500,0.7803199887275696,0.9364,0.764,31.873690591019113,33.60081590601476,"[0.6220799684524536, 0.7583999633789062, 0.8071199655532837, 0.8440799713134766, 0.8715999722480774]"
38,KKT1,0,0.860863983631134,0.3874618375587463,0.9588,0.11376318845748902,0.844,0.4660071105957031,62500,500,0.860431969165802,0.9588,0.844,31.889119431958534,33.62361981201684,"[0.7355999946594238, 0.8491199612617493, 0.8899199962615967, 0.9071999788284302, 0.9224799871444702]"
39,KKT1,0,0.8319839835166931,0.45107032699966426,0.9496,0.13575792007446288,0.744,0.9598926696777343,62500,500,0.83160001039505,0.9496,0.744,31.880962975963484,33.61429239902645,"[0.6852799654006958, 0.8169599771499634, 0.8596799969673157, 0.888159990310669, 0.9098399877548218]"
40,KKT1,0,0.8876320123672485,0.3185030885500908,0.9648,0.10059612979888916,0.856,0.5511202392578125,62500,500,0.8870720267295837,0.9648,0.856,31.872692006989382,33.61218239105074,"[0.7753599882125854, 0.8852799534797668, 0.9099999666213989, 0.928879976272583, 0.9386399984359741]"
