act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
R,shell,0.001,1,0,W1,2,78400,33.31122314,5.771587575,5.771587575,1,1,0,0.03331122314,0,0,-1.479315476e-17,0
R,shell,0.001,1,0,b1,1,100,0.04445929744,0.2108537347,0.2108537347,1,1,0,4.445929744e-05,0,0,-1.974389427e-20,0
R,shell,0.001,1,0,W2,2,10000,32.59850817,5.709510326,5.709510326,1,1,0,0.03259850817,0,0,0,0
R,shell,0.001,1,0,b2,1,100,0.3430667701,0.5857190198,0.5857190198,1,1,0,0.0003430667701,0,0,-1.523522509e-19,0
R,shell,0.001,1,0,W3,2,1000,3.237631366,1.799341926,1.799341926,1,1,0,0.003237631366,0,0,7.188985775e-19,0
R,shell,0.001,1,0,b3,1,10,0.02634508479,0.1623116902,0.1623116902,1,1,0,2.634508479e-05,0,0,-1.169956789e-20,0
R,shell,0.001,1,1,W1,2,78400,35.44468369,5.953543793,5.771587575,1.031526199,0.6687181178,4.774905883,0.03544468369,0.02279972619,3.31080652e-05,0.02276661812,3.31080652e-05
R,shell,0.001,1,1,b1,1,100,0.05170950651,0.2273972439,0.2108537347,1.078459645,0.9279258433,0.08476583825,5.170950651e-05,7.185247334e-06,2.736876951e-07,6.911559639e-06,2.736876951e-07
R,shell,0.001,1,1,W2,2,10000,33.57665615,5.79453675,5.709510326,1.014892069,0.956186803,1.704775134,0.03357665615,0.002906258258,7.229492677e-06,0.002899028765,7.229492677e-06
R,shell,0.001,1,1,b2,1,100,0.351390824,0.5927822737,0.5857190198,1.012059117,0.985701676,0.0998937232,0.000351390824,9.978755935e-06,4.988955635e-08,9.928866379e-06,4.988955635e-08
R,shell,0.001,1,1,W3,2,1000,3.548810238,1.883828612,1.799341926,1.046954214,0.9518867715,0.5773319526,0.003548810238,0.0003333121835,7.138000091e-06,0.0003261741835,7.138000091e-06
R,shell,0.001,1,1,b3,1,10,0.02430670856,0.1559060889,0.1623116902,0.9605351819,0.9774126506,0.03441212991,2.430670856e-05,1.184194685e-06,4.103172835e-08,1.143162956e-06,4.103172835e-08
R,shell,0.001,1,2,W1,2,78400,40.51646448,6.365254471,5.771587575,1.102860242,0.5602256065,5.715327871,0.04051646448,0.03266497267,0.0003524403827,0.03231253229,0.0003524403827
R,shell,0.001,1,2,b1,1,100,0.05520273186,0.2349526162,0.2108537347,1.114291936,0.9057277672,0.09960606882,5.520273186e-05,9.921368946e-06,5.807560894e-07,9.340612857e-06,5.807560894e-07
R,shell,0.001,1,2,W2,2,10000,33.85400063,5.818419084,5.709510326,1.019074973,0.9252605999,2.231052503,0.03385400063,0.004977595269,1.186111738e-05,0.004965734152,1.186111738e-05
R,shell,0.001,1,2,b2,1,100,0.3712728024,0.6093215919,0.5857190198,1.040296749,0.9724678054,0.1421586432,0.0003712728024,2.020907983e-05,5.570814127e-07,1.965199842e-05,5.570814127e-07
R,shell,0.001,1,2,W3,2,1000,3.866662789,1.966383175,1.799341926,1.092834634,0.9073438592,0.8267852771,0.003866662789,0.0006835738945,2.790277882e-05,0.0006556711157,2.790277882e-05
R,shell,0.001,1,2,b3,1,10,0.02179500111,0.1476313013,0.1623116902,0.9095543337,0.97511645,0.03752395645,2.179500111e-05,1.408047308e-06,2.155138206e-07,1.192533487e-06,2.155138206e-07
