step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4257,12.9404,0.174905,0.502005,0,1.66411,92.032,0.0180819,15.8582,0.159943,6.25222,6.25222,0,1.80183,-0.000721182,nan,0.00213158,-0.00597816,-0.000471984,-0.00283346,-0.00420659,0.4895,0.501225,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5816,13.4201,0.165661,0.496742,0,1.68144,103.168,0.016298,16.2698,0.164399,6.08278,6.08278,0,1.69459,-0.00122217,nan,0.00642665,-0.0167133,-0.000967857,-0.00603585,-0.0121153,0.485,0.498075,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s2,0,0,0,17.173,12.3845,0.182536,0.500752,0,1.18391,62.5492,0.0189277,15.9644,0.172999,5.78039,5.78039,0,1.29886,2.51057e-05,nan,0.000331729,-0.000695559,4.75004e-06,-0.000328203,-0.000550579,0.487,0.501475,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s3,0,0,0,17.3646,12.3072,0.18468,0.493734,0,1.25546,75.6441,0.0165969,15.9124,0.192713,5.18906,5.18906,0,1.67381,-0.000782617,nan,0.00999822,-0.0188412,-0.000590687,-0.0114281,-0.0161469,0.4805,0.50195,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s4,0,0,0,17.3624,13.1086,0.171564,0.518797,0,1.65763,106.775,0.0155246,16.4561,0.15984,6.25625,6.25625,0,3.19751,0.000318771,nan,0.00205508,-0.00355834,0.000176929,-0.00137375,-0.0028191,0.4855,0.499875,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5496,13.1455,0.174578,0.504762,0,0.0874667,6.44432,0.0135727,16.0231,0.170064,5.88014,5.88014,0,0.383031,-0.0569383,nan,0.0400268,-0.1101,-0.0438046,-0.0774522,-0.0890798,0.456,0.48385,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7899,13.772,0.171379,0.490977,0,0.0266579,5.07347,0.00525436,16.1456,0.16396,6.09904,6.09904,0,0.250199,-0.083087,nan,0.0417483,-0.151151,-0.0608233,-0.0886561,-0.0985061,0.4545,0.474575,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s2,0,0,0,17.4456,12.7331,0.184948,0.491479,0,0.0300537,3.1232,0.00962274,15.9213,0.169777,5.89009,5.89009,0,0.213353,-0.056824,nan,0.0652979,-0.121743,-0.0405768,-0.0704305,-0.0992222,0.451,0.48525,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s3,0,0,0,17.4965,12.5472,0.184711,0.500251,0,0.0469629,7.29682,0.00643608,16.0471,0.183324,5.45483,5.45483,0,0.311282,-0.0627891,nan,0.045895,-0.119829,-0.0491116,-0.0870737,-0.100128,0.455,0.48315,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s4,0,0,0,17.5924,13.2378,0.169535,0.504511,0,0.271317,20.5723,0.0131885,16.3667,0.153536,6.51314,6.51314,0,0.683921,-0.0653096,nan,0.0776964,-0.16886,-0.0495809,-0.0990693,-0.14076,0.443,0.4783,nan,nan,0,nan
