arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKA23,raw,0,0,0.001,1,none,0.89796875,1,1,0,0,-1.864781141,6.683466911,-27.71304131,0.7157500386,58.41693389,0,0,-1.199273109,9.103798866,-29.71151733,0.6258795261,65.98936818,5.688587666,1.266247749,1.221906424,0.09206146002,0.03147841245,0.1654136926,0,1.200000048,0.06695241481,0.02645778842,0.1307041645,0,1.200000048
KKA23,raw,0,0,0.001,2,none,0.93840625,1,1,0,0,-2.115590811,10.10649586,-69.0574646,0.743098557,58.85571585,0,0,-14.84415722,19.9030571,-63.49780655,0.4218218923,71.21663451,8.155344009,1.732435465,1.503253579,0.06096573547,0.03133683279,0.107201606,0,1.200000048,0.03108834662,0.01348348334,0.06438022852,0,1.200000048
KKA23,raw,0,0,0.001,3,none,0.94141875,1,1,0,0,-9.758766174,11.1278038,-77.58221436,0.5222025514,68.33662415,0,0,-15.92245197,19.64759827,-59.07841873,0.4100039899,74.21162059,9.626429558,2.007733107,1.533748984,0.05521903187,0.02694612741,0.09094237536,0,1.200000048,0.03174494952,0.01615966111,0.05178090557,0,1.200000048
KKA23,raw,0,0,0.001,4,none,0.9410958333,1,1,0,0,-3.449443817,11.90822124,-103.5512238,0.6065688133,65.29409123,0,0,-24.4590435,27.45273972,-54.05078888,0.3975118399,75.38570427,10.95414925,2.284653425,1.589002728,0.05178670213,0.02133037709,0.08908522874,0,1.200000048,0.0224204883,0.01262216456,0.03916256875,0,1.200000048
KKA23,raw,0,0,0.001,5,none,0.94288125,1,1,0,0,-10.40344906,13.19874668,-98.7465744,0.5629865527,65.29459567,0,0,-25.28153038,31.26223564,-111.9155273,0.4083300233,74.00296086,12.05150509,2.501425982,1.56040442,0.04652358592,0.02028560266,0.07021094859,0,1.200000048,0.01977568492,0.009445312433,0.03379144892,0,1.200000048
KKA23,raw,0,0,0.001,6,none,0.942075,1,1,0,0,-10.75670624,12.6046133,-61.21702576,0.4285066426,77.04623221,0,0,-20.27490616,23.4955368,-66.34625244,0.3941943347,77.39671529,12.92507076,2.654606104,1.475652456,0.04904314876,0.02894541062,0.06859505177,0,1.200000048,0.02650202997,0.0172376167,0.0387008898,0,1.200000048
KKA23,raw,0,0,0.001,7,none,0.9449354167,1,1,0,0,-14.0055542,13.70483208,-51.95285797,0.4737007618,72.50438314,0,0,-26.71511269,30.50035477,-86.76073456,0.3820398152,75.56624429,13.70475769,2.760093212,1.488027453,0.04534855485,0.02915335819,0.0695701465,0,1.200000048,0.02036721632,0.01199487504,0.03324609995,0,1.200000048
KKA23,raw,0,0,0.001,8,none,0.94186875,1,1,0,0,-13.60333729,13.22202396,-39.30657578,0.390863061,80.31908102,0,0,-24.59545517,25.5623455,-58.58940887,0.351003617,76.82476969,14.50983238,2.902499437,1.388204217,0.04648546129,0.02690079249,0.0612818785,0,1.200000048,0.0242621284,0.01488895249,0.03671013191,0,1.200000048
KKA23,raw,0,0,0.001,9,none,0.9365354167,1,1,0,0,-13.82972527,13.85513878,-52.90653229,0.4451362193,76.46247968,0,0,-36.2698822,33.22516251,-81.95417023,0.3600488901,76.30930071,15.45702267,3.160378695,1.386043072,0.0444676429,0.03062144667,0.06878188998,0,1.200000048,0.01855482906,0.01204817463,0.03027597815,0,1.200000048
KKA23,raw,0,0,0.001,10,none,0.93720625,1,1,0,0,-13.6602478,14.5336771,-57.22949982,0.448477596,76.47413163,0,0,-33.25410461,36.53951263,-114.2347794,0.3745059371,75.33742291,16.16879845,3.263028383,1.489130974,0.04250085354,0.03062312305,0.06201937422,0,1.200000048,0.01695122384,0.00930313766,0.02314383723,0,1.200000048
KKA23,raw,0,0,0.001,11,none,0.9341979167,1,1,0,0,-12.12699604,14.9602499,-46.13264465,0.4520618916,78.59513568,0,0,-41.92819214,38.52515793,-111.3265381,0.3550752401,74.38910367,16.99455452,3.49153471,1.457303882,0.04106302559,0.0275860019,0.0553336665,0,1.200000048,0.01604950987,0.01037952024,0.02376013994,0,1.200000048
KKA23,raw,0,0,0.001,12,none,0.9411145833,1,1,0,0,-13.82379913,14.61553478,-46.62377548,0.4008445144,80.73402673,0,0,-32.31738663,33.7760849,-75.53483582,0.3641512096,78.14732096,17.37744904,3.544001102,1.449115753,0.04242502153,0.02974067442,0.06149349734,0,1.200000048,0.0183566194,0.01243309584,0.02668871172,0,1.200000048
KKA23,raw,0,0,0.001,13,none,0.9394041667,1,1,0,0,-14.07594395,15.00835037,-35.27151871,0.3811900914,82.308073,0,0,-39.19475555,35.31749725,-87.05687714,0.3538551629,76.98957502,18.1935463,3.646564722,1.531169534,0.04094331712,0.02838160656,0.05608489737,0,1.200000048,0.01747645251,0.01250878815,0.02508575469,0,1.200000048
KKA23,raw,0,0,0.001,14,none,0.9310875,1,1,0,0,-16.47208977,15.61391735,-46.17556,0.4252970517,80.83610277,0,0,-46.07957458,41.0772171,-96.62980652,0.3505716324,75.34310483,19.01899529,3.808695555,1.561441779,0.0398468487,0.02738376521,0.05455791578,0,1.200000048,0.01488665771,0.009729192592,0.02412997559,0,1.200000048
