arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.9377777778,1,1,0,0,-12.98300838,53.46450424,-25.19676399,0.4502500892,76.49155364,0,0,-85.32876587,69.24913025,-203.3831635,0.1532499641,75.08160787,20.57833481,2.357182026,1.065921903,900,900,1440900,300,400,1200,1,1200
LR,std,1,1,0.001,1,none,0.9444444444,1,1,0,0,-15.55513668,56.31420135,-31.68898582,0.4480001032,77.18303831,0,0,-92.5346756,71.08982849,-158.2421265,0.1517499536,74.65675255,20.90921974,2.388658047,1.113989472,900,800,1440900,200,300,1200,1,1200
LR,std,2,2,0.001,1,none,0.9400694444,1,1,0,0,-15.68940258,53.90247345,-39.02454376,0.4337501228,74.27802555,0,0,-79.4803009,64.70724487,-144.7142487,0.155499965,73.74737192,20.56725121,2.304301739,1.059393525,900,900,1440900,300,400,1200,1,1200
LR,std,3,3,0.001,1,none,0.9401388889,1,1,0,0,-14.53916073,53.70474625,-32.40520096,0.4495001435,75.45683775,0,0,-84.09221649,69.28083038,-163.9574585,0.1539999545,73.48131016,20.86249542,2.418591976,1.218214035,900,800,1440900,300,300,1200,1,1200
LR,std,4,4,0.001,1,none,0.9384722222,1,1,0,0,-12.28964138,53.24929428,-27.02105904,0.4540001154,77.19934223,0,0,-80.18782043,66.09630585,-144.2566986,0.1539999545,75.69273315,20.40825653,2.344463825,1.045632005,900,900,1440900,300,400,1200,1,1200
LR,std,5,5,0.001,1,none,0.9409027778,1,1,0,0,-12.41150284,55.42789078,-28.937397,0.4502500594,75.55413347,0,0,-85.09134674,65.64218903,-152.492981,0.1494999528,73.3724604,20.74361229,2.30128336,1.202843308,900,900,1440900,300,400,1200,1,1200
LR,std,6,6,0.001,1,none,0.9406944444,1,1,0,0,-11.31691265,55.14174652,-27.1675396,0.4630000889,77.05644918,0,0,-94.128479,68.83540344,-167.1585693,0.1479999572,74.81435279,20.98452377,2.276229858,1.154618382,900,800,1440900,300,300,1200,1,1200
LR,std,7,7,0.001,1,none,0.9410416667,1,1,0,0,-14.78455639,55.70825577,-28.86258125,0.4397501349,76.49778049,0,0,-91.58119202,71.89041901,-164.9904785,0.1524999589,74.28431137,21.20275688,2.340369701,1.206325531,900,900,1440900,300,400,1200,1,1200
LR,std,8,8,0.001,1,none,0.9402777778,1,1,0,0,-13.93466377,56.02711105,-26.84913254,0.4517500997,77.37427239,0,0,-91.75372314,69.36092377,-206.2577209,0.150249958,74.46542065,21.20514488,2.333003283,1.136838555,900,900,1440900,300,400,1200,1,1200
LR,std,9,9,0.001,1,none,0.9486111111,1,1,0,0,-12.61213398,55.24790192,-26.71437836,0.4607501328,77.11415547,0,0,-86.3419342,71.98121643,-155.7744598,0.1637499481,74.18802013,20.75414276,2.406810045,1.238491774,900,800,1440900,200,300,1200,1,1200
