arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,1,1,1,0,0,-10.7758894,47.91651917,-21.38661385,0.4555000961,79.5303049,0,0,-56.84640884,56.83021164,-106.3152008,0.2139999717,77.97241292,16.86099243,2.225850821,0.970747292,600,600,900600,100,100,1200,1,1200
LR,std,1,1,0.001,1,none,1,1,1,0,0,-10.90674782,50.88754654,-29.09181023,0.4607500732,79.6414831,0,0,-59.80332947,62.57384491,-115.9118271,0.2154999822,68.27251135,17.0711422,2.299515724,1.076001048,600,600,900600,100,100,1200,1,1200
LR,std,2,2,0.001,1,none,1,1,1,0,0,-12.91742325,47.22721481,-25.97098732,0.4435000718,77.44529569,0,0,-59.76826859,55.08812332,-107.5607605,0.1989999712,79.81934462,16.87081337,2.260090351,1.040104508,600,600,900600,100,100,1200,1,1200
LR,std,3,3,0.001,1,none,1,1,1,0,0,-12.80438519,48.76265335,-24.6913166,0.4525001049,77.97588553,0,0,-54.87854385,61.18674088,-115.5085983,0.2297499925,79.6120287,17.18642807,2.318687201,1.099839926,600,600,900600,100,100,1200,1,1200
LR,std,4,4,0.001,1,none,1,1,1,0,0,-9.892177582,45.90781021,-21.30824471,0.4622500837,78.01107455,0,0,-57.42482376,55.98853683,-106.33741,0.1967499703,80.58060158,16.74196815,2.262147427,1.088940859,600,600,900600,100,100,1200,1,1200
LR,std,5,5,0.001,1,none,1,1,1,0,0,-11.04547024,47.88957596,-24.11984634,0.4622501135,76.24332588,0,0,-54.95916748,58.19309616,-112.6488037,0.2087499648,79.18295528,16.92900276,2.210744858,1.106861711,600,600,900600,100,100,1200,1,1200
LR,std,6,6,0.001,1,none,1,1,1,0,0,-9.714707375,48.57549667,-21.53430367,0.4682501256,79.54821222,0,0,-59.25791931,57.16764832,-136.718399,0.1922499835,76.72472289,17.10361862,2.249713182,1.000810623,600,600,900600,100,100,1200,1,1200
LR,std,7,7,0.001,1,none,1,1,1,0,0,-10.03891182,48.02973175,-22.25207901,0.4615001082,79.31802219,0,0,-62.92648697,59.30331421,-113.3008652,0.1944999695,77.42194517,17.31010818,2.294963121,1.093373775,600,600,900600,100,100,1200,1,1200
LR,std,8,8,0.001,1,none,1,1,1,0,0,-11.37030506,49.46850967,-22.11343384,0.4592501521,80.55619638,0,0,-62.05321884,58.11688995,-105.7274628,0.2139999717,81.82371876,17.36989594,2.231292486,1.124258995,600,600,900600,100,100,1200,1,1200
LR,std,9,9,0.001,1,none,1,1,1,0,0,-9.319874763,47.92522812,-23.49861336,0.4727500379,77.84876716,0,0,-65.1710968,59.63076782,-108.8126297,0.1922499686,76.28702601,17.1068821,2.262670517,1.169873834,600,600,900600,100,100,1200,1,1200
