arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,s_l1,s_l2
CS,raw,5,5,0.001,12,none,0.1079875,0.1083333343,0.1083333343,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49762153,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.003909111,3.751783609,-12.91182137,0,0,1,-2.39171648,0,0,1,-0.7784927487,0.05578180403,-1.875088507e+11,12.91182137,0.6833338141,13.51665878,4.173302174,11.93916607,18.55041122,2.64697796e-22
CS,raw,5,5,0.001,13,none,0.125375,0.1258333325,0.1258333325,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49436562,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.014707565,3.773329258,-12.92946243,0,0,1,-2.388625622,0,0,1,-0.775323689,0.05546328798,-1.875088507e+11,12.92946243,0.6831952333,13.51665878,4.173302174,11.93916607,18.50492859,2.64697796e-22
CS,raw,5,5,0.001,14,none,0.1120375,0.1125000045,0.1125000045,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49740308,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.031661987,3.775953531,-12.96856689,0,0,1,-2.390885353,0,0,1,-0.7844492793,0.05542474613,-1.875088507e+11,12.96856689,0.683411479,13.51665878,4.173302174,11.93916607,18.47727203,2.64697796e-22
CS,raw,5,5,0.001,15,none,0.1181958333,0.1183333397,0.1183333397,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49695889,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.998813629,3.751182556,-12.89587784,0,0,1,-2.390622377,0,0,1,-0.7769054174,0.055790741,-1.875088507e+11,12.89587784,0.6833590269,13.51665878,4.173302174,11.93916607,18.57208061,2.64697796e-22
CS,raw,5,5,0.001,16,none,0.1115708333,0.113333337,0.113333337,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49783897,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.014138222,3.763892651,-12.90658188,0,0,1,-2.391839981,0,0,1,-0.7834074497,0.05560234562,-1.875088507e+11,12.90658188,0.6834713817,13.51665878,4.173302174,11.93916607,18.52917099,2.64697796e-22
CS,raw,5,5,0.001,17,none,0.11434375,0.1158333346,0.1158333346,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49852005,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.010440826,3.75521636,-12.92265701,0,0,1,-2.393804789,0,0,1,-0.7799640298,0.05573080853,-1.875088507e+11,12.92265701,0.6833101511,13.51665878,4.173302174,11.93916607,18.5328331,2.64697796e-22
CS,raw,5,5,0.001,18,none,0.11625625,0.1166666672,0.1166666672,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49653504,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.990897179,3.763085604,-12.88872337,0,0,1,-2.38764739,0,0,1,-0.7775169015,0.05561427027,-1.875088507e+11,12.88872337,0.6832969785,13.51665878,4.173302174,11.93916607,18.55901337,2.64697796e-22
CS,raw,5,5,0.001,19,none,0.11046875,0.1125000045,0.1125000045,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49826816,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.987873077,3.753569126,-12.87224293,0,0,1,-2.392867327,0,0,1,-0.7840572596,0.05575526506,-1.875088507e+11,12.87224293,0.6834489703,13.51665878,4.173302174,11.93916607,18.59113693,2.64697796e-22
CS,raw,5,5,0.001,20,none,0.1265958333,0.1266666651,0.1266666651,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49747722,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.993928909,3.757891655,-12.90592003,0,0,1,-2.388525248,0,0,1,-0.7789217234,0.05569113418,-1.875088507e+11,12.90592003,0.6833159924,13.51665878,4.173302174,11.93916607,18.55029869,2.64697796e-22
CS,raw,5,5,0.001,21,none,0.1145604167,0.1150000021,0.1150000021,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49798993,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.984018326,3.747768164,-12.86881065,0,0,1,-2.391522884,0,0,1,-0.7793068886,0.05584156886,-1.875088507e+11,12.86881065,0.6833256483,13.51665878,4.173302174,11.93916607,18.60291862,2.64697796e-22
CS,raw,5,5,0.001,22,none,0.1094645833,0.1099999994,0.1099999994,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49697898,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.010513306,3.761669397,-12.92445374,0,0,1,-2.392848969,0,0,1,-0.7805293798,0.0556352064,-1.875088507e+11,12.92445374,0.6834033728,13.51665878,4.173302174,11.93916607,18.52069283,2.64697796e-22
CS,raw,5,5,0.001,23,none,0.1164625,0.1166666672,0.1166666672,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49586408,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.019296646,3.765795708,-12.94879246,0,0,1,-2.388742447,0,0,1,-0.7796196938,0.05557424575,-1.875088507e+11,12.94879246,0.6832244396,13.51665878,4.173302174,11.93916607,18.48173332,2.64697796e-22
CS,raw,5,5,0.001,24,none,0.1122854167,0.1125000045,0.1125000045,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49451015,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.010437965,3.764522791,-12.92073154,0,0,1,-2.387717962,0,0,1,-0.7783551216,0.05559303239,-1.875088507e+11,12.92073154,0.6831189394,13.51665878,4.173302174,11.93916607,18.51208496,2.64697796e-22
CS,raw,5,5,0.001,25,none,0.1131,0.113333337,0.113333337,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49762864,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.015582085,3.757963896,-12.92595387,0,0,1,-2.392059565,0,0,1,-0.7805199623,0.0556900613,-1.875088507e+11,12.92595387,0.6833147407,13.51665878,4.173302174,11.93916607,18.51115417,2.64697796e-22
CS,raw,5,5,0.001,26,none,0.1190145833,0.1191666722,0.1191666722,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49750021,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.996675491,3.755728245,-12.91292953,0,0,1,-2.39112854,0,0,1,-0.7788404822,0.05572321266,-1.875088507e+11,12.91292953,0.6832399368,13.51665878,4.173302174,11.93916607,18.54398537,2.64697796e-22
CS,raw,5,5,0.001,27,none,0.1091895833,0.1108333394,0.1108333394,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49744573,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.002456665,3.75554657,-12.89053822,0,0,1,-2.393570662,0,0,1,-0.7809262872,0.05572590604,-1.875088507e+11,12.89053822,0.6833440065,13.51665878,4.173302174,11.93916607,18.55129623,2.64697796e-22
CS,raw,5,5,0.001,28,none,0.1065104167,0.1116666719,0.1116666719,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49687046,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.030447006,3.769237757,-12.92950249,0,0,1,-2.390939236,0,0,1,-0.7804048657,0.05552349612,-1.875088507e+11,12.92950249,0.6832943559,13.51665878,4.173302174,11.93916607,18.50292206,2.64697796e-22
CS,raw,5,5,0.001,29,none,0.1080895833,0.1099999994,0.1099999994,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49790125,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.007962227,3.759715319,-12.92724514,0,0,1,-2.390985489,0,0,1,-0.7798737884,0.0556641221,-1.875088507e+11,12.92724514,0.6833745837,13.51665878,4.173302174,11.93916607,18.52327156,2.64697796e-22
CS,raw,5,5,0.001,30,none,0.1104604167,0.1108333394,0.1108333394,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49659487,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.009067535,3.761381865,-12.92787743,0,0,1,-2.390319347,0,0,1,-0.7820031643,0.05563946068,-1.875088507e+11,12.92787743,0.6830976009,13.51665878,4.173302174,11.93916607,18.51698685,2.64697796e-22
CS,raw,5,5,0.001,31,none,0.1071958333,0.1075000018,0.1075000018,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49695607,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.999316216,3.753256083,-12.92247868,0,0,1,-2.390652895,0,0,1,-0.7799013853,0.05575991794,-1.875088507e+11,12.92247868,0.6833592653,13.51665878,4.173302174,11.93916607,18.54483795,2.64697796e-22
CS,raw,5,5,0.001,32,none,0.1131666667,0.113333337,0.113333337,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49643262,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.983186722,3.750164747,-12.89608097,0,0,1,-2.387009144,0,0,1,-0.778984189,0.05580588058,-1.875088507e+11,12.89608097,0.6832073331,13.51665878,4.173302174,11.93916607,18.57862854,2.64697796e-22
CS,raw,5,5,0.001,33,none,0.1105708333,0.1108333394,0.1108333394,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49632159,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.025875092,3.765357733,-12.95251465,0,0,1,-2.390199661,0,0,1,-0.7780847549,0.05558070913,-1.875088507e+11,12.95251465,0.6832499504,13.51665878,4.173302174,11.93916607,18.48066139,2.64697796e-22
CS,raw,5,5,0.001,34,none,0.1071916667,0.1075000018,0.1075000018,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49751602,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.999464989,3.750977278,-12.8978157,0,0,1,-2.390154362,0,0,1,-0.7795307636,0.05579379201,-1.875088507e+11,12.8978157,0.6833249331,13.51665878,4.173302174,11.93916607,18.55388451,2.64697796e-22
CS,raw,5,5,0.001,35,none,0.1030145833,0.1091666669,0.1091666669,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49599995,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.017083168,3.771355629,-12.93334389,0,0,1,-2.388950586,0,0,1,-0.7788450122,0.05549231544,-1.875088507e+11,12.93334389,0.6832305789,13.51665878,4.173302174,11.93916607,18.48821831,2.64697796e-22
CS,raw,5,5,0.001,36,none,0.11498125,0.1150000021,0.1150000021,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49668995,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.988414764,3.760347605,-12.91336441,0,0,1,-2.389976263,0,0,1,-0.7805278897,0.05565476045,-1.875088507e+11,12.91336441,0.6834078431,13.51665878,4.173302174,11.93916607,18.54756737,2.64697796e-22
CS,raw,5,5,0.001,37,none,0.115,0.1150000021,0.1150000021,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49508386,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.990865707,3.761675119,-12.89632702,0,0,1,-2.387977362,0,0,1,-0.7759349346,0.05563512072,-1.875088507e+11,12.89632702,0.6831441522,13.51665878,4.173302174,11.93916607,18.54734802,2.64697796e-22
CS,raw,5,5,0.001,38,none,0.11221875,0.1125000045,0.1125000045,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49638028,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.021845818,3.764485836,-12.95607853,0,0,1,-2.389690638,0,0,1,-0.7791896462,0.05559358001,-1.875088507e+11,12.95607853,0.6832488179,13.51665878,4.173302174,11.93916607,18.48188591,2.64697796e-22
CS,raw,5,5,0.001,39,none,0.1083333333,0.1083333343,0.1083333343,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49502506,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.016134262,3.764240503,-12.94608784,0,0,1,-2.388915539,0,0,1,-0.7757998109,0.05559720472,-1.875088507e+11,12.94608784,0.6831211448,13.51665878,4.173302174,11.93916607,18.50365829,2.64697796e-22
CS,raw,5,5,0.001,40,none,0.1298354167,0.1300000101,0.1300000101,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.4974596,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.014291763,3.756287336,-12.90115166,0,0,1,-2.392409086,0,0,1,-0.7810988426,0.05571491644,-1.875088507e+11,12.90115166,0.6833925843,13.51665878,4.173302174,11.93916607,18.54034233,2.64697796e-22
CS,raw,5,5,0.001,41,none,0.1024354167,0.1075000018,0.1075000018,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.4924679,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.989733696,3.755849838,-12.92337799,0,0,1,-2.387930155,0,0,1,-0.7737713456,0.05572140962,-1.875088507e+11,12.92337799,0.6828868985,13.51665878,4.173302174,11.93916607,18.54984474,2.64697796e-22
CS,raw,5,5,0.001,42,none,0.1079645833,0.1083333343,0.1083333343,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49838648,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.024097443,3.764795065,-12.92106152,0,0,1,-2.393478632,0,0,1,-0.7837312222,0.05558901653,-1.875088507e+11,12.92106152,0.6834591031,13.51665878,4.173302174,11.93916607,18.51083755,2.64697796e-22
CS,raw,5,5,0.001,43,none,0.1125,0.1125000045,0.1125000045,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49439123,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.003263474,3.762963533,-12.92397785,0,0,1,-2.388119936,0,0,1,-0.7740507722,0.05561607331,-1.875088507e+11,12.92397785,0.6831333041,13.51665878,4.173302174,11.93916607,18.51700783,2.64697796e-22
CS,raw,5,5,0.001,44,none,0.1112916667,0.1116666719,0.1116666719,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49843891,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.01083374,3.763231754,-12.91521645,0,0,1,-2.393085241,0,0,1,-0.7793629766,0.05561210588,-1.875088507e+11,12.91521645,0.683370173,13.51665878,4.173302174,11.93916607,18.53356934,2.64697796e-22
CS,raw,5,5,0.001,45,none,0.10836875,0.1099999994,0.1099999994,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49533994,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.999710083,3.760884285,-12.90882969,0,0,1,-2.388801336,0,0,1,-0.7800565958,0.05564682186,-1.875088507e+11,12.90882969,0.6831826568,13.51665878,4.173302174,11.93916607,18.53397369,2.64697796e-22
CS,raw,5,5,0.001,46,none,0.1196833333,0.1200000048,0.1200000048,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49778131,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.991559029,3.743812323,-12.90266132,0,0,1,-2.390286684,0,0,1,-0.7787057757,0.05590057001,-1.875088507e+11,12.90266132,0.6832190156,13.51665878,4.173302174,11.93916607,18.59056473,2.64697796e-22
CS,raw,5,5,0.001,47,none,0.1097645833,0.1099999994,0.1099999994,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49233791,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.998004913,3.765950441,-12.92692375,0,0,1,-2.386563301,0,0,1,-0.7725699544,0.05557195842,-1.875088507e+11,12.92692375,0.6830766797,13.51665878,4.173302174,11.93916607,18.50041771,2.64697796e-22
CS,raw,5,5,0.001,48,none,0.1163791667,0.1166666672,0.1166666672,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49781,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-8.999434471,3.751746655,-12.89610863,0,0,1,-2.393092155,0,0,1,-0.7815419436,0.05578235164,-1.875088507e+11,12.89610863,0.683350563,13.51665878,4.173302174,11.93916607,18.56207848,2.64697796e-22
CS,raw,5,5,0.001,49,none,0.1205895833,0.1208333373,0.1208333373,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.4970424,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.011352539,3.763515949,-12.9398489,0,0,1,-2.391896248,0,0,1,-0.7809818983,0.05560790747,-1.875088507e+11,12.9398489,0.6833477616,13.51665878,4.173302174,11.93916607,18.5137558,2.64697796e-22
CS,raw,5,5,0.001,50,none,0.1108333333,0.1108333394,0.1108333394,0,0,0.1736977845,21.88159752,-0.6010426283,0.5016666651,62.49656768,0.497508347,0.007507146802,0.5016666651,0.4828916788,0,-0.02429218404,0.01392241009,1.000000119,1.052352667,1,1,-9.003508568,3.754595757,-12.91701603,0,0,1,-2.389534712,0,0,1,-0.7781400084,0.05574002117,-1.875088507e+11,12.91701603,0.6831730008,13.51665878,4.173302174,11.93916607,18.5378437,2.64697796e-22
