task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,ELU,0,0.5133439898490906,1.1712809402656554,0.6092,0.9679729400634766,0.58,1.1058084716796874,62500,500,0.5130079984664917,0.6092,0.58,47.28187046002131,49.22406616498483,"[0.40063998103141785, 0.49383997917175293, 0.5292800068855286, 0.5617600083351135, 0.5812000036239624]"
2,ELU,0,0.7461919784545898,0.67722082721138,0.8264,0.46811787033081054,0.72,0.7964274291992187,62500,500,0.7459359765052795,0.8264,0.72,31.324588168004993,32.63782004395034,"[0.6217600107192993, 0.7432799935340881, 0.7712799906730652, 0.7899199724197388, 0.8047199845314026]"
3,ELU,0,0.6499199867248535,0.8401077140274047,0.7524,0.6084695495605469,0.708,0.7781996154785156,62500,500,0.6495519876480103,0.7524,0.708,31.37236442399444,32.67724382103188,"[0.5311200022697449, 0.6376799941062927, 0.6703999638557434, 0.7019199728965759, 0.7084800004959106]"
4,ELU,0,0.6301760077476501,0.9623174760398864,0.6948,0.7964652755737305,0.66,0.9292112731933594,62500,500,0.6296799778938293,0.6948,0.66,31.374455652956385,32.67438524600584,"[0.5335999727249146, 0.609279990196228, 0.646079957485199, 0.6720799803733826, 0.6898399591445923]"
5,ELU,0,0.6345599889755249,0.9367399841461181,0.7336,0.7045759300231934,0.68,0.8716880493164062,62500,500,0.6341279745101929,0.7336,0.68,31.38321369199548,32.68872418702813,"[0.5334399938583374, 0.6195999979972839, 0.6563199758529663, 0.6722399592399597, 0.6911999583244324]"
6,ELU,0,0.6380320191383362,0.9508822607383728,0.7052,0.766725080871582,0.64,0.959609375,62500,500,0.6376320123672485,0.7052,0.64,31.382199904997833,32.677691953023896,"[0.5453599691390991, 0.6200000047683716, 0.6608799695968628, 0.6774399876594543, 0.6864799857139587]"
7,ELU,0,0.7928479909896851,0.5360225995578766,0.8508,0.3823159744262695,0.86,0.43322817993164064,62500,500,0.7924799919128418,0.8508,0.86,31.383061751024798,32.69429766398389,"[0.6997599601745605, 0.7855199575424194, 0.8119199872016907, 0.8283999562263489, 0.8386399745941162]"
8,ELU,0,0.6856160163879395,0.8159127824058532,0.758,0.6332837707519531,0.708,0.7698909912109375,62500,500,0.6851680278778076,0.758,0.708,31.389551693981048,32.8844095209497,"[0.6003199815750122, 0.6784799695014954, 0.7003200054168701, 0.7148000001907349, 0.7341600060462952]"
9,ELU,0,0.7788640260696411,0.5981386824951171,0.8532,0.39389705810546877,0.768,0.6482355346679688,62500,500,0.7784960269927979,0.8532,0.768,31.400215888977982,32.702692307007965,"[0.6916799545288086, 0.7740799784660339, 0.792639970779419, 0.8191199898719788, 0.8167999982833862]"
10,ELU,0,0.6546400189399719,0.8703986756401062,0.7536,0.6523465461730957,0.648,0.9298672790527344,62500,500,0.6541759967803955,0.7536,0.648,31.396880193962716,32.71091470104875,"[0.5651199817657471, 0.6435999870300293, 0.6667199730873108, 0.6879199743270874, 0.7098399996757507]"
