act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,shell,0.001,0.001,6,1,0.9574291667,0.9191666842,0.9191666842,0,0,-0.3993334174,0.7983204722,-1.867953897,0.728767097,75.8661621,0,0,0.002446775325,0.699752748,-0.4258054197,0.9831143022,62.09093584,1.374908209,0.9216629267,1.728457928,0.8031269908,0.3746911585,3,0.009999999776,1.200000048,0.9410029054,0.4756242335,3,0.01999999955,1.200000048,0.08289128623,0.2924029262,0.3040434719,0.08289128623
SNA,shell,0.001,0.001,6,2,0.96151875,1,1,0,0,-0.6964591742,0.9964500666,-3.128626823,0.6537719965,68.75992308,0,0,0.174992606,0.7970423698,-4.842742443,1.246218085,50.10054518,1.332149506,0.9444261789,1.874386191,0.615986824,0.3491007686,3,0.009999999776,1.200000048,0.7671753168,0.2459827811,3,0.1400000006,1.200000048,0.08289778067,0.2937353139,0.3311220131,0.08289778067
SNA,shell,0.001,0.001,6,3,0.9659270833,0.9958333373,0.9958333373,0,0,-0.6024016142,1.222281933,-7.617080688,0.7235918045,66.05505369,0,0,-0.9927399755,1.764907002,-5.568483353,0.6573123932,62.84950436,1.557129025,1.127461076,2.032059431,0.5035684705,0.2804310024,1.965488076,0,1.200000048,0.3455569148,0.1676696092,2.250145197,0,1.200000048,0.1398332096,0.3979854052,0.4448735531,0.1398332096
SNA,shell,0.001,0.001,6,4,0.9637666667,1,1,0,0,-0.5343708992,1.385963798,-13.33464813,0.8473295569,59.58185973,0,0,-1.777861118,2.638668299,-8.693645477,0.6802281737,64.53420476,1.499759316,1.162275076,2.207163572,0.4412793219,0.1614896953,2.42954874,0,1.200000048,0.2318787873,0.1203020513,3,0.01999999955,1.200000048,0.1520697403,0.4202108089,0.4735794585,0.1520697403
SNA,shell,0.001,0.001,6,5,0.9664729167,1,1,0,0,-0.3912971616,1.309820771,-13.00009441,0.8598747849,59.8162881,0,0,-1.972055674,2.695244074,-6.057997227,0.6531748176,63.38970524,1.374404311,1.172998667,2.187336206,0.4699963033,0.1702042669,3,0.009999999776,1.200000048,0.2273721695,0.1306830496,3,0.009999999776,1.200000048,0.1373341723,0.3952826305,0.4526457994,0.1373341723
SNA,shell,0.001,0.001,6,6,0.9682708333,0.8841666579,0.8841666579,0,0,-0.4303204715,1.309526563,-14.25776672,0.8271121383,58.54407565,0,0,-3.012480736,2.999972343,-9.374012947,0.5892987847,62.9104605,1.403095961,1.177053332,2.229916573,0.4662002325,0.1568772644,3,0.01999999955,1.200000048,0.1987006813,0.1153632104,0.9679364562,0,1.200000048,0.1426413703,0.4046077639,0.464839843,0.1426413703
SNA,shell,0.001,0.001,6,7,0.9690791667,1,1,0,0,-0.3716126382,1.287167668,-13.25396824,0.8757004738,59.28454967,0,0,-2.455823898,2.833245516,-7.290858746,0.6551134586,63.7509331,1.474169016,1.155993938,2.217894554,0.4728467166,0.1629413962,3,0.009999999776,1.200000048,0.2178906053,0.1058393791,0.4963209331,0,1.200000048,0.1407687412,0.4010982517,0.4622494108,0.1407687412
SNA,shell,0.001,0.001,6,8,0.9692145833,1,1,0,0,-0.6141492724,1.380571604,-9.316371918,0.754324317,65.21194742,0,0,-1.677158833,2.505520344,-5.387410164,0.6880475879,63.94557445,1.515030742,1.144422054,2.177957296,0.4498822987,0.2165082991,3,0.009999999776,1.200000048,0.2496146113,0.145467326,2.53163743,0,1.200000048,0.1502588009,0.4167416606,0.4791555542,0.1502588009
SNA,shell,0.001,0.001,6,9,0.9681166667,1,1,0,0,-0.4099771976,1.290060401,-12.50512886,0.8489073515,61.28153478,0,0,-2.427713156,2.93604517,-9.453867912,0.6232632995,60.82900584,1.361762881,1.161557317,2.166647673,0.4754606783,0.169121474,2.532283545,0,1.200000048,0.2071194798,0.113473691,3,0.02999999933,1.200000048,0.1400992728,0.4003505219,0.46482835,0.1400992728
SNA,shell,0.001,0.001,6,10,0.9680145833,1,1,0,0,-0.4158356786,1.243734121,-12.33690548,0.8490136862,59.76028364,0,0,-1.605011344,2.541404009,-7.399334431,0.6996166706,62.61224124,1.368747592,1.081605911,2.106053114,0.4924632609,0.170468986,3,0.009999999776,1.200000048,0.2433169335,0.1188977063,3,0.009999999776,1.200000048,0.1267225414,0.3770028486,0.443140202,0.1267225414
SNA,shell,0.001,0.001,6,11,0.9695291667,1,1,0,0,-0.3546796143,1.244438291,-10.52214622,0.8403632641,62.15991244,0,0,-1.704811811,2.275404453,-6.45855999,0.64496696,59.85658815,1.386152506,1.046913862,2.118694544,0.4917095602,0.2037375867,2.362754107,0,1.200000048,0.2714047432,0.1425302327,3,0.03999999911,1.200000048,0.1186142335,0.3622339423,0.429803488,0.1186142335
SNA,shell,0.001,0.001,6,12,0.9671895833,0.9683333039,0.9683333039,0,0,-0.7354733348,1.432603836,-12.83957958,0.7413300872,62.63592894,0,0,-2.5287292,2.686387539,-7.315030098,0.5924808979,62.77235093,1.55847156,1.147508144,2.182283401,0.4549376369,0.1675099283,2.043697834,0,1.200000048,0.2352040261,0.1358121634,2.340416431,0,1.200000048,0.1639506702,0.4393199633,0.5060140675,0.1639506702
SNA,shell,0.001,0.001,6,13,0.9675229167,0.9983333349,0.9983333349,0,0,-0.7391750216,1.334918022,-10.34434223,0.7288039327,65.34675804,0,0,-1.889725327,2.651111126,-6.303420067,0.6649969816,65.39586896,1.530806541,1.18734014,2.205314636,0.4644709229,0.1939649582,1.608688474,0,1.200000048,0.2313138694,0.1325129867,1.430092096,0,1.200000048,0.1632530316,0.4387280691,0.5064888419,0.1632530316
SNA,shell,0.001,0.001,6,14,0.96720625,1,1,0,0,-0.4822097123,1.307188749,-11.73318005,0.766125083,64.63534076,0,0,-2.206193209,2.691960096,-6.710581303,0.6570411921,65.99372275,1.539920807,1.166805387,2.212807655,0.4779841006,0.1783941686,2.317131519,0,1.200000048,0.2360268086,0.124633573,2.268491507,0,1.200000048,0.1656093182,0.4425840451,0.5105949034,0.1656093182
SNA,shell,0.001,0.001,6,15,0.9688583333,1,1,0,0,-0.4356598556,1.293894529,-12.27486992,0.8253470063,62.74748236,0,0,-2.158518314,2.833155394,-7.516658306,0.6500534415,65.41724557,1.493909717,1.133449674,2.1768713,0.4680848718,0.1748034358,2.580857754,0,1.200000048,0.2183277756,0.1215854958,1.465267897,0,1.200000048,0.1494299425,0.4158166672,0.4807862295,0.1494299425
SNA,shell,0.001,0.001,6,16,0.9677291667,1,1,0,0,-0.4974725246,1.276471853,-11.01271439,0.8850473762,62.6963466,0,0,-1.759231567,2.803821087,-8.810305595,0.6750278473,63.34659285,1.417938471,1.177990079,2.167184114,0.4793532789,0.1877802759,2.688025236,0,1.200000048,0.2192790508,0.1235531196,3,0.02999999933,1.200000048,0.1355452846,0.3923458034,0.4601528558,0.1355452846
SNA,shell,0.001,0.001,6,17,0.96805,1,1,0,0,-0.7726585865,1.396536827,-11.00062847,0.7552395463,63.8813672,0,0,-1.479338765,2.306762695,-8.126509666,0.7371512055,63.7792803,1.421387434,1.130920649,2.175902843,0.4389612675,0.1889785677,2.567395449,0,1.200000048,0.2644037604,0.1289228499,3,0.009999999776,1.200000048,0.1391032407,0.3979918356,0.465462064,0.1391032407
SNA,shell,0.001,0.001,6,18,0.96929375,1,1,0,0,-0.6182345152,1.269387126,-9.626757622,0.7441366911,65.04801129,0,0,-1.529984593,2.328387499,-6.134223461,0.6990718842,65.30121651,1.488393068,1.118647099,2.149109125,0.4840056002,0.2118130177,2.103071928,0,1.200000048,0.2672616839,0.1387764961,1.453342795,0,1.200000048,0.141279744,0.4014636599,0.4692542676,0.141279744
SNA,shell,0.001,0.001,6,19,0.9665979167,0.9966666698,0.9966666698,0,0,-0.7357986569,1.372515082,-12.68097878,0.7372041941,62.76886975,0,0,-2.149574757,2.62314105,-7.928690434,0.6288096309,63.05375381,1.537658572,1.199717999,2.202379227,0.4573983848,0.1702509671,1.835070014,0,1.200000048,0.2416604459,0.1099091619,3,0.009999999776,1.200000048,0.159336941,0.4319140817,0.4996936102,0.159336941
SNA,shell,0.001,0.001,6,20,0.9676395833,1,1,0,0,-0.5438705087,1.388098836,-10.57171822,0.8841155767,61.10887902,0,0,-1.653555751,2.618246078,-8.220557213,0.6615193486,62.40501029,1.349119067,1.118165016,2.196602583,0.4430977404,0.1969912499,3,0.009999999776,1.200000048,0.2355360538,0.1241672114,3,0.01999999955,1.200000048,0.1298241095,0.3822946175,0.449325152,0.1298241095
SNA,shell,0.001,0.001,6,21,0.9690541667,1,1,0,0,-0.7177320123,1.348110914,-12.49968433,0.7979256511,62.74361002,0,0,-2.305881023,2.946142435,-7.43854475,0.6333891153,64.32105199,1.486898065,1.194735646,2.205321312,0.4564196467,0.1714493334,1.560079455,0,1.200000048,0.2126586586,0.1179040894,3,0.009999999776,1.200000048,0.1576676198,0.4295618528,0.4956503928,0.1576676198
SNA,shell,0.001,0.001,6,22,0.9658125,1,1,0,0,-0.7375019193,1.369186282,-11.67043304,0.7435438037,64.17519746,0,0,-2.020455122,2.655300379,-7.3847785,0.6713860631,65.22412497,1.527866602,1.181500435,2.188986301,0.4411660433,0.1767914146,1.05292964,0,1.200000048,0.2286937833,0.1306107789,3,0.009999999776,1.200000048,0.1601482802,0.4334964325,0.5008655925,0.1601482802
SNA,shell,0.001,0.001,6,23,0.9680604167,0.7074999809,0.7074999809,0,0,-0.643622458,1.285555959,-11.61074352,0.7232810855,62.68673837,0,0,-1.97090292,2.657399893,-5.816477776,0.622621119,63.82472946,1.42645359,1.171632528,2.190473318,0.4916184843,0.1753614545,1.280823469,0,1.200000048,0.2301848084,0.1453876495,3,0.02999999933,1.200000048,0.1390714841,0.3977513412,0.4651924202,0.1390714841
SNA,shell,0.001,0.001,6,24,0.96785625,1,1,0,0,-0.755469203,1.304580808,-10.24539089,0.7357363105,64.6558932,0,0,-1.464907885,2.402302027,-6.837973595,0.7118302584,64.26587422,1.469994664,1.12807858,2.15372777,0.4723206758,0.2027757615,1.524155498,0,1.200000048,0.2552176416,0.1447724849,3,0.01999999955,1.200000048,0.1497407564,0.4158496042,0.4860547589,0.1497407564
SNA,shell,0.001,0.001,6,25,0.9684,0.8908333182,0.8908333182,0,0,-0.7356225848,1.325896621,-11.48838615,0.7193292975,60.9568722,0,0,-2.182604074,2.637667179,-8.093717575,0.6230486035,62.63717377,1.357153416,1.1789428,2.194976568,0.4692874551,0.1841679364,2.88739562,0,1.200000048,0.2211777717,0.1404815465,3,0.01999999955,1.200000048,0.1262172409,0.3759755545,0.4444914942,0.1262172409
SNA,shell,0.001,0.001,6,26,0.9690083333,1,1,0,0,-0.5989560485,1.317316651,-9.180607796,0.8196783662,64.62365359,0,0,-1.765346289,2.507383823,-6.707290649,0.6858324409,65.32234587,1.445727944,1.17709887,2.184818983,0.465053618,0.2217822373,2.041770458,0,1.200000048,0.2444033623,0.1325282604,3,0.009999999776,1.200000048,0.1412510952,0.4019022241,0.4704378684,0.1412510952
SNA,shell,0.001,0.001,6,27,0.96664375,0.9350000024,0.9350000024,0,0,-0.7274904847,1.379679322,-14.90522766,0.7251906991,59.27831007,0,0,-2.987437487,2.986241102,-8.006809235,0.5872505903,63.96723377,1.529537678,1.190407991,2.219981909,0.4500792027,0.1475856602,3,0.01999999955,1.200000048,0.1959174126,0.1215831637,0.8594086766,0,1.200000048,0.1623012928,0.4372804581,0.506255332,0.1623012928
SNA,shell,0.001,0.001,6,28,0.96765625,0.9750000238,0.9750000238,0,0,-0.9164703488,1.410867572,-11.49588108,0.6883556843,64.53866555,0,0,-2.248900652,2.550041914,-6.089670181,0.6286472678,65.42586073,1.540147543,1.199811816,2.207681179,0.4394379556,0.1873887777,1.82896924,0,1.200000048,0.2464598566,0.1379102319,0.8896269798,0,1.200000048,0.1630632231,0.437775877,0.5070002793,0.1630632231
SNA,shell,0.001,0.001,6,29,0.9668958333,1,1,0,0,-0.1867757738,1.226129651,-13.31770515,0.9387959838,57.75959877,0,0,-2.812040329,3.117394686,-8.998693466,0.6508793831,63.95731368,1.347658873,1.178429723,2.20006299,0.4799715579,0.1602373719,2.159233093,0,1.200000048,0.1957348585,0.1077323183,3,0.009999999776,1.200000048,0.1330665875,0.3883742432,0.4577401707,0.1330665875
SNA,shell,0.001,0.001,6,30,0.9681291667,1,1,0,0,-0.07996650785,1.320210338,-11.33611584,0.9700115919,57.65915887,0,0,-2.832197905,3.142639637,-7.332341194,0.6398184299,64.16921005,1.405825019,1.187133193,2.250727892,0.4671216309,0.1919592917,3,0.02999999933,1.200000048,0.1942831129,0.1063154414,3,0.009999999776,1.200000048,0.1333092899,0.3888903843,0.4585491945,0.1333092899
SNA,shell,0.001,0.001,6,31,0.96805,1,1,0,0,-0.2221173048,1.296037197,-13.28617954,0.9327691793,59.0261234,0,0,-2.844542265,3.192275286,-7.852322578,0.6135283113,63.74348744,1.405139923,1.209246874,2.245056868,0.4711975753,0.1633234173,3,0.009999999776,1.200000048,0.1949272007,0.1175570562,3,0.009999999776,1.200000048,0.141424777,0.4025881274,0.4715335877,0.141424777
SNA,shell,0.001,0.001,6,32,0.9672354167,1,1,0,0,-0.3276945055,1.402868032,-15.04259396,0.8702002764,58.76786766,0,0,-3.20597887,3.335362434,-7.684427261,0.6107165217,64.76185517,1.475438356,1.227346539,2.248529434,0.4399312139,0.1435658932,3,0.009999999776,1.200000048,0.1837137043,0.1246094629,0.9939216971,0,1.200000048,0.1585463345,0.4314833817,0.5007564654,0.1585463345
