seed,unit,t0,p_hat,x,r,w_norm,cos_u_mu,end_dead_0_05,end_strict_dead,r_group,p_bin,x_bin
0,0,218000,0.375,-0.057662283674968506,2.194807660276448,2.1955649852752686,-0.026263073086738586,1,1,mid,mid,mid
0,0,219000,0.375,-0.057045104904052124,2.195232336967871,2.1959733963012695,-0.025977138429880142,1,1,mid,high,mid
0,0,220000,0.375,-0.05804712920709498,2.195914420225386,2.196681499481201,-0.026424918323755264,1,1,mid,mid,mid
0,0,221000,0.21875,-0.13904806949545545,2.37454387405051,2.3786115646362305,-0.05845766142010689,1,1,high,mid,mid
0,0,222000,0.25,-0.1517097922210997,2.5588711824502894,2.5633645057678223,-0.05918385460972786,1,1,high,mid,mid
0,0,223000,0.1875,-0.20746149350812715,2.650078751790662,2.658186912536621,-0.07804623991250992,1,1,high,mid,low
0,0,224000,0.1875,-0.24154165954188933,2.7316181369203703,2.742276430130005,-0.08808071166276932,1,1,high,low,low
0,0,225000,0.1875,-0.2398647225983197,2.785715634074441,2.796023368835449,-0.0857878103852272,1,1,high,low,low
0,0,226000,0.1875,-0.23236685245722022,2.835248892454666,2.844754934310913,-0.08168255537748337,1,1,high,low,low
0,0,227000,0.1875,-0.22966401887913968,2.86546416647178,2.8746531009674072,-0.07989277690649033,1,1,high,low,low
0,0,228000,0.1875,-0.23813188145316744,2.9078924149478147,2.9176266193389893,-0.08161835372447968,1,1,high,low,low
0,0,229000,0.1875,-0.22959554510736702,2.9250050541105215,2.934002161026001,-0.0782533660531044,1,1,high,low,low
0,0,230000,0.1875,-0.2277567956627422,2.9390108456676316,2.9478225708007812,-0.07726272195577621,1,1,high,low,low
0,0,231000,0.1875,-0.3570200925511102,2.8987146271848263,2.9206180572509766,-0.12224128097295761,1,1,high,mid,low
0,0,232000,0.1875,-0.30120140040722276,2.892235498649725,2.907876968383789,-0.10358120501041412,1,1,high,mid,low
0,0,233000,0.1875,-0.3013004161334081,2.8934484166496537,2.9090936183929443,-0.10357192158699036,1,1,high,mid,low
0,0,234000,0.1875,-0.30712624158067214,2.897499332908449,2.913731098175049,-0.1054065153002739,1,1,high,mid,low
0,0,235000,0.1875,-0.30342557287248084,2.9015135347279455,2.9173357486724854,-0.1040077656507492,1,1,high,mid,low
0,0,236000,0.1875,-0.3112995560259435,2.9042183107743433,2.9208545684814453,-0.10657824575901031,1,1,high,mid,low
0,0,237000,0.1875,-0.30862330752884226,2.904367503503843,2.9207189083099365,-0.10566689819097519,1,1,high,mid,low
0,0,238000,0.1875,-0.30953442286411104,2.9049085663857763,2.921353340148926,-0.1059558317065239,1,1,high,mid,low
0,0,239000,0.1875,-0.3077097148627139,2.9036209862781455,2.9198801517486572,-0.10538436472415924,1,1,high,mid,low
0,0,240000,0.1875,-0.30703018004950877,2.904907957713238,2.921088457107544,-0.10510814189910889,1,1,high,mid,low
0,1,391000,0.0625,-0.27568953046579736,1.7070221716734308,1.7291412353515625,-0.15943725407123566,1,1,low,low,mid
0,1,392000,0.0625,-0.28408155286793324,1.7634794603969033,1.7862144708633423,-0.1590411216020584,1,1,low,low,mid
0,1,393000,0.125,-0.27482770381240584,1.7820541848600382,1.803121566772461,-0.15241773426532745,1,1,low,low,mid
0,1,394000,0.0625,-0.28550894674221894,1.788524424659704,1.8111695051193237,-0.15763789415359497,1,1,low,low,mid
0,1,395000,0.0625,-0.28039589567418055,1.791567331588927,1.813376784324646,-0.15462638437747955,1,1,low,low,mid
0,1,396000,0.0625,-0.2853408211887398,1.791129599692525,1.8137156963348389,-0.1573238968849182,1,1,low,low,mid
0,1,397000,0.0625,-0.28108277681799976,1.7908436825381029,1.8127682209014893,-0.15505720674991608,1,1,low,low,mid
0,1,398000,0.0625,-0.2741606219459882,1.7925313724579541,1.8133760690689087,-0.1511879563331604,1,1,low,low,mid
0,1,399000,0.125,-0.26677371841017106,1.7932527053835738,1.8129874467849731,-0.14714592695236206,1,1,low,low,mid
0,1,400000,0.125,-0.2621796347903711,1.7952842686998363,1.814327359199524,-0.14450514316558838,1,1,low,low,mid
0,1,411000,0.0625,-0.2807889846692557,1.8276106828703085,1.8490546941757202,-0.15185542404651642,1,1,low,low,mid
0,1,412000,0.0625,-0.28440342044461,1.8984188145893965,1.919603943824768,-0.14815734326839447,1,1,low,low,mid
0,1,413000,0.0625,-0.29384542796501556,1.9386301838826627,1.9607733488082886,-0.14986200630664825,1,1,low,low,mid
0,1,414000,0.0625,-0.3266817096335046,1.941733430486885,1.969022512435913,-0.16591060161590576,1,1,low,low,low
0,1,415000,0.0625,-0.3332060009362685,1.946490614898968,1.9748042821884155,-0.16872861981391907,1,1,low,low,low
0,1,416000,0.0625,-0.32118923783363584,1.952636204629673,1.9788761138916016,-0.16230891644954681,1,1,low,low,low
0,1,417000,0.09375,-0.28176985788887166,1.9644636195784173,1.9845683574676514,-0.14198042452335358,1,1,low,low,mid
0,1,418000,0.09375,-0.28329397688478153,1.981294712960061,2.0014455318450928,-0.14154468476772308,1,1,low,low,mid
0,1,419000,0.0625,-0.3261663552973282,1.9715657964841815,1.9983633756637573,-0.1632167398929596,1,1,low,low,low
0,1,420000,0.0625,-0.3382942544315526,1.9768085715400627,2.0055460929870605,-0.1686793714761734,1,1,low,low,low
0,1,454000,0.0625,-0.40636593025851653,1.963778463525338,2.005382537841797,-0.20263761281967163,1,1,low,low,low
0,1,455000,0.0625,-0.40864327714942306,1.9621785275471912,2.0042788982391357,-0.20388543605804443,1,1,low,low,low
0,1,456000,0.0625,-0.40617809439718044,1.9626382084392902,2.004227876663208,-0.20266063511371613,1,1,low,low,low
0,1,457000,0.0625,-0.407275353737635,1.9620416590734442,2.00386643409729,-0.20324476063251495,1,1,low,low,low
0,1,458000,0.0625,-0.4072635474548747,1.9619016616674814,2.0037269592285156,-0.20325301587581635,1,1,low,low,mid
0,1,459000,0.0625,-0.40695120271476526,1.9618944000872505,2.0036563873291016,-0.20310428738594055,1,1,low,low,low
0,1,460000,0.0625,-0.4067218433586497,1.9619027600328283,2.003618001937866,-0.202993705868721,1,1,low,low,mid
0,4,271000,0.96875,0.5226275038846211,2.028590241290936,2.0948312282562256,0.24948430061340332,1,1,low,high,high
0,4,272000,1.0,0.5924961332284298,2.094138484449099,2.176342725753784,0.2722439467906952,1,1,low,high,high
0,4,273000,0.90625,0.4743320654580785,2.230460727854054,2.280339002609253,0.20800945162773132,1,1,mid,high,high
0,4,274000,0.90625,0.4552713294924793,2.298084774423562,2.342747449874878,0.19433222711086273,1,1,mid,high,high
0,4,275000,0.875,0.47658507225290236,2.4130831266971655,2.459695816040039,0.19375772774219513,1,1,mid,high,high
0,4,276000,0.875,0.4786511969423657,2.49496905321279,2.5404679775238037,0.18841063976287842,1,1,mid,high,high
0,4,277000,0.84375,0.4655321779134738,2.579188331336773,2.6208648681640625,0.1776254028081894,1,1,mid,high,high
0,4,278000,0.8125,0.3685458878693737,2.691872963935248,2.716984748840332,0.13564518094062805,1,1,mid,high,high
0,4,279000,0.875,0.5045893521353939,2.756229478609786,2.802037000656128,0.18007947504520416,1,1,mid,high,high
0,4,280000,0.8125,0.41631586404705345,2.8370677348088336,2.867450475692749,0.14518676698207855,1,1,mid,high,high
0,4,281000,0.9375,0.7711984134405405,3.0815279885280544,3.1765644550323486,0.2427775114774704,1,1,high,high,high
0,4,282000,0.9375,0.7077519149393652,3.129646138165425,3.2086753845214844,0.2205744832754135,1,1,high,high,high
0,4,283000,0.6875,0.29540176580453803,3.2589280112778565,3.2722887992858887,0.09027374535799026,1,1,high,high,high
0,4,284000,0.78125,0.4860721790627238,3.423060411378995,3.4573991298675537,0.14058896899223328,1,1,high,high,high
0,4,285000,0.75,0.4686546943486185,3.515429029234694,3.5465304851531982,0.13214455544948578,1,1,high,high,high
0,4,286000,0.78125,0.5319614690503727,3.562597769176182,3.6020946502685547,0.14768114686012268,1,1,high,high,high
0,4,287000,0.8125,0.5028520293238259,3.617573778375911,3.652355432510376,0.1376788318157196,1,1,high,high,high
0,4,288000,0.6875,0.38164354590298544,3.657278218949647,3.6771368980407715,0.10378823429346085,1,1,high,high,high
0,4,289000,0.75,0.47223159348419586,3.688171548617145,3.718280792236328,0.12700267136096954,1,1,high,high,high
0,4,290000,0.75,0.4828674436477627,3.763087255610531,3.793940782546997,0.1272733211517334,1,1,high,high,high
0,4,291000,0.8125,0.5191313567209477,3.5330307037961726,3.5709667205810547,0.1453755795955658,1,1,high,high,high
0,4,292000,0.75,0.4473381007106525,3.4711975910778365,3.499903440475464,0.1278144121170044,1,1,high,high,high
0,4,293000,0.75,0.4463329933487401,3.4467458408390486,3.475524425506592,0.12842176854610443,1,1,high,high,high
0,4,294000,0.8125,0.5170517125856442,3.470035263553964,3.508345365524292,0.14737765491008759,1,1,high,high,high
0,4,295000,0.84375,0.5196035241159613,3.484074177565837,3.5226070880889893,0.14750538766384125,1,1,high,high,high
0,4,296000,0.78125,0.5108125461496336,3.4679063499338816,3.5053250789642334,0.14572472870349884,1,1,high,high,high
0,4,297000,0.84375,0.5758200940384057,3.5035378051197883,3.550541639328003,0.16217809915542603,1,1,high,high,high
0,4,298000,0.84375,0.5644264262380574,3.578878077089698,3.623112678527832,0.1557849496603012,1,1,high,high,high
0,4,299000,0.84375,0.5518044517127976,3.5708845898223918,3.6132678985595703,0.15271617472171783,1,1,high,high,high
0,4,300000,0.875,0.6609393795170604,3.594848411543349,3.6551027297973633,0.18082648515701294,1,1,high,high,high
0,4,301000,0.875,0.642888282929384,3.366747492971536,3.4275784492492676,0.18756340444087982,1,1,high,high,high
0,4,302000,0.90625,0.6334420343503382,3.1450828469941885,3.2082386016845703,0.19744230806827545,1,1,high,high,high
0,4,303000,0.90625,0.6316813301659465,2.9978327080068974,3.063661575317383,0.20618508756160736,1,1,high,high,high
0,4,304000,0.90625,0.6148640439143627,2.87943918883513,2.9443552494049072,0.20882807672023773,1,1,high,high,high
0,4,305000,0.96875,0.6589861697231747,2.7708209184929213,2.848106622695923,0.23137693107128143,1,1,mid,high,high
0,4,306000,0.96875,0.6301484966085269,2.7797496031779243,2.8502798080444336,0.22108303010463715,1,1,mid,high,high
0,4,307000,0.90625,0.5567956719504465,2.726253620008766,2.782531261444092,0.2001040130853653,1,1,mid,high,high
0,4,308000,1.0,0.6831668025152702,2.672322040153329,2.7582643032073975,0.2476799637079239,1,1,mid,high,high
0,4,309000,0.9375,0.5473481386500012,2.660401235099234,2.716123104095459,0.20151816308498383,1,1,mid,high,high
0,4,310000,0.75,0.40881148625295793,2.703135581439221,2.7338743209838867,0.14953558146953583,1,1,mid,high,high
0,4,311000,0.71875,0.24586535176985436,2.715214416155236,2.726323366165161,0.09018202126026154,1,1,mid,high,high
0,4,312000,0.71875,0.2309488796791186,2.73185960604421,2.7416043281555176,0.08423858880996704,1,1,mid,high,high
0,4,313000,0.71875,0.2190245005533331,2.7527786031569157,2.7614781856536865,0.079314224421978,1,1,mid,high,high
0,4,314000,0.71875,0.26341635985696144,2.7682717428457284,2.780776262283325,0.09472763538360596,1,1,mid,high,high
0,4,315000,0.75,0.3093160018222285,2.78451261257156,2.801640033721924,0.110405333340168,1,1,mid,high,high
0,4,316000,0.59375,0.146891606218869,2.804522323443413,2.808366537094116,0.05230499804019928,1,1,mid,high,high
0,4,317000,0.6875,0.21862208188473886,2.8108936321650146,2.819382667541504,0.07754253596067429,1,1,mid,high,high
0,4,318000,0.625,0.1840672941124648,2.8127973853034445,2.8188135623931885,0.06529956310987473,1,1,mid,high,high
0,4,319000,0.65625,0.21268523683809804,2.8316214611745947,2.839597702026367,0.07489977777004242,1,1,mid,high,high
0,4,320000,0.65625,0.2024116254804511,2.8421839486954132,2.8493824005126953,0.07103701680898666,1,1,mid,high,high
0,4,321000,0.1875,-0.2490563294614745,2.975275166895056,2.9856810569763184,-0.08341692388057709,1,1,high,mid,mid
0,4,322000,0.1875,-0.24420362192835832,3.0423118166671776,3.0520970821380615,-0.080011747777462,1,1,high,mid,mid
0,4,323000,0.34375,-0.1000863867832269,3.098827243510224,3.100443124771118,-0.03228131681680679,1,1,high,high,mid
0,4,324000,0.21875,-0.2598003762801735,3.1388597537343887,3.1495931148529053,-0.08248696476221085,1,1,high,mid,mid
0,4,325000,0.21875,-0.2680435243516719,3.1423758477851527,3.153787136077881,-0.08499100059270859,1,1,high,mid,mid
0,4,326000,0.21875,-0.3069677090769005,3.134196257497099,3.1491928100585938,-0.09747504442930222,1,1,high,mid,low
0,4,327000,0.15625,-0.3269099874286514,3.1605192041950287,3.1773812770843506,-0.1028866097331047,1,1,high,mid,low
0,4,328000,0.1875,-0.319105058937069,3.1737866382401676,3.189788341522217,-0.10003957152366638,1,1,high,mid,low
0,4,329000,0.1875,-0.3238849415558409,3.1892581395139215,3.2056620121002197,-0.10103527456521988,1,1,high,mid,low
0,4,330000,0.1875,-0.33705909328027417,3.2075914029569237,3.225252151489258,-0.10450627654790878,1,1,high,mid,low
0,4,331000,0.25,-0.20173160021166758,3.2239149590623684,3.230220317840576,-0.06245134398341179,1,1,high,mid,mid
0,4,332000,0.40625,-0.02180722976990168,3.2954932151680785,3.295565366744995,-0.006617143750190735,1,1,high,high,high
0,4,333000,0.53125,0.06134288966569201,3.312052619316791,3.3126206398010254,0.018517933785915375,1,1,high,high,high
0,4,334000,0.65625,0.1915813347406754,3.380709185878401,3.3861331939697266,0.05657820403575897,1,1,high,high,high
0,4,335000,0.65625,0.15878414970582266,3.387648490206603,3.3913676738739014,0.04682009294629097,1,1,high,high,high
0,4,336000,0.5625,0.10931583412466139,3.4054825111559723,3.4072365760803223,0.032083429396152496,1,1,high,high,high
0,4,337000,0.625,0.1629546130593269,3.422796108574659,3.42667293548584,0.04755476117134094,1,1,high,high,high
0,4,338000,0.625,0.18016573628593413,3.4233128197222458,3.4280505180358887,0.05255632475018501,1,1,high,high,high
0,4,339000,0.59375,0.16916254077482318,3.4305525352396855,3.434720754623413,0.04925074055790901,1,1,high,high,high
0,4,340000,0.5625,0.08541073467327953,3.45095598656977,3.452012777328491,0.02474229969084263,1,1,high,high,high
0,4,341000,0.65625,0.23044762981229105,3.2760068924775,3.284102201461792,0.07017066329717636,1,1,high,high,high
0,4,342000,0.78125,0.32251772352461217,3.1815353841426006,3.197840690612793,0.10085484385490417,1,1,high,high,high
0,4,343000,0.875,0.44653385134019175,3.0626978702905743,3.095078468322754,0.14427222311496735,1,1,mid,high,high
0,4,344000,0.90625,0.4362749295875261,2.983553842340324,3.01528263092041,0.14468790590763092,1,1,mid,high,high
0,4,345000,0.78125,0.3440940526494387,2.9098251302156424,2.9300994873046875,0.11743425577878952,1,1,mid,high,high
0,4,346000,0.90625,0.4126725933661035,2.8124186267197584,2.842533588409424,0.14517773687839508,1,1,mid,high,high
0,4,347000,0.78125,0.28284286186503493,2.7587045103608503,2.7731661796569824,0.10199275612831116,1,1,mid,high,high
0,4,348000,0.8125,0.31123924882271936,2.7338379567122173,2.751497745513916,0.1131163015961647,1,1,mid,high,high
0,4,349000,0.59375,0.1264633229871226,2.815032365047051,2.817871570587158,0.04487902298569679,1,1,mid,high,high
0,4,350000,0.5625,0.09958767022758863,2.8538418222710207,2.855578899383545,0.034874774515628815,1,1,mid,high,high
0,4,351000,0.15625,-0.2712446570014322,2.786664344943987,2.7998342514038086,-0.09687882661819458,1,1,mid,mid,mid
0,4,352000,0.15625,-0.28101763423923387,2.840532088431631,2.8543989658355713,-0.09845072031021118,1,1,mid,mid,mid
0,4,353000,0.1875,-0.26059090550747754,2.9280334243447155,2.9396066665649414,-0.088648222386837,1,1,mid,mid,mid
0,4,354000,0.1875,-0.25177364975526473,3.0135376398749876,3.0240368843078613,-0.08325746655464172,1,1,mid,mid,mid
0,4,355000,0.21875,-0.24424360881235785,3.0957100783968445,3.105330228805542,-0.07865302264690399,1,1,mid,mid,mid
0,4,356000,0.21875,-0.26039521805796895,3.1487425440755676,3.1594913005828857,-0.08241681754589081,1,1,mid,mid,mid
0,4,357000,0.25,-0.25078100132540193,3.2115950344355637,3.2213714122772217,-0.0778491422533989,1,1,mid,mid,mid
0,4,358000,0.25,-0.2358365266170619,3.260699228769964,3.269216775894165,-0.07213854044675827,1,1,mid,mid,mid
0,4,359000,0.1875,-0.2946975416327824,3.296377232358636,3.3095240592956543,-0.08904529362916946,1,1,high,mid,mid
0,4,360000,0.21875,-0.29365914873835663,3.329497315653818,3.3424224853515625,-0.0878581777215004,1,1,high,mid,mid
0,4,405000,0.09375,-0.6955309380172991,3.516053423497223,3.5841867923736572,-0.194055438041687,1,1,high,low,low
0,4,406000,0.0625,-0.7119532732232443,3.5234823556324906,3.594691276550293,-0.19805686175823212,1,1,high,low,low
0,4,407000,0.0625,-0.7091945516205485,3.5342400217786523,3.6046926975250244,-0.19674202799797058,1,1,high,low,low
0,4,408000,0.0625,-0.7088348168791967,3.537772136758658,3.6080851554870605,-0.19645734131336212,1,1,high,low,low
0,4,409000,0.0625,-0.7096210999002075,3.542160903355652,3.6125428676605225,-0.19643257558345795,1,1,high,low,low
0,4,410000,0.0625,-0.7100945454993592,3.5471112607771556,3.617489814758301,-0.19629482924938202,1,1,high,low,low
0,4,421000,0.0625,-0.640104246955012,3.564957804991988,3.6219687461853027,-0.1767282634973526,1,1,high,low,low
0,4,502000,0.09375,-0.6732826809057357,4.248001170453111,4.301025867462158,-0.15654002130031586,1,1,high,low,low
0,6,381000,0.0625,-0.31995301977042345,2.270587249543017,2.2930190563201904,-0.13953351974487305,1,1,low,low,low
0,6,391000,0.21875,-0.16550675044069152,2.332568178740015,2.338432550430298,-0.0707767903804779,1,1,mid,mid,mid
0,6,392000,0.21875,-0.17280523172238205,2.3422329971633897,2.3485989570617676,-0.07357800751924515,1,1,mid,mid,mid
0,6,393000,0.1875,-0.1815499697179419,2.351077594274938,2.358076810836792,-0.07699069380760193,1,1,mid,mid,mid
0,6,394000,0.1875,-0.16194330344353247,2.3573413988872245,2.3628973960876465,-0.06853590160608292,1,1,mid,mid,mid
0,6,395000,0.1875,-0.156251078203411,2.3675531139557364,2.3727035522460938,-0.06585360318422318,1,1,mid,mid,mid
0,6,396000,0.1875,-0.14401531190110894,2.3728141693761717,2.377180576324463,-0.06058240309357643,1,1,mid,mid,mid
0,6,397000,0.1875,-0.15033862744402882,2.3729250413148044,2.377682685852051,-0.06322905421257019,1,1,mid,mid,mid
0,6,398000,0.21875,-0.1317521779117321,2.3830723054457774,2.386711597442627,-0.055202387273311615,1,1,mid,mid,mid
0,6,399000,0.25,-0.11714502561466311,2.389846318951468,2.3927156925201416,-0.048959024250507355,1,1,mid,mid,mid
0,6,400000,0.28125,-0.11468206258308555,2.3971437242266926,2.399885416030884,-0.04778647422790527,1,1,mid,mid,mid
0,6,401000,0.1875,-0.17659991075275272,2.4924950793671354,2.4987435340881348,-0.07067548483610153,1,1,mid,mid,mid
0,6,402000,0.1875,-0.19038374064341035,2.5804542644028974,2.587467908859253,-0.07357916980981827,1,1,mid,mid,mid
0,6,403000,0.25,-0.13590828792108045,2.652231043989335,2.6557109355926514,-0.051175858825445175,1,1,mid,mid,mid
0,6,404000,0.21875,-0.16159498346440593,2.667159450403125,2.6720502376556396,-0.06047602742910385,1,1,mid,mid,mid
0,6,405000,0.21875,-0.13463321510379256,2.684264278717569,2.687638521194458,-0.05009349808096886,1,1,mid,mid,mid
0,6,406000,0.3125,-0.11491943224660695,2.696273257626986,2.698721170425415,-0.0425829216837883,1,1,mid,mid,mid
0,6,407000,0.21875,-0.135244929169831,2.7039879862891683,2.7073681354522705,-0.04995439201593399,1,1,mid,mid,mid
0,6,408000,0.25,-0.13195875340312213,2.7093156157012763,2.712527275085449,-0.04864789918065071,1,1,mid,mid,mid
0,6,409000,0.3125,-0.12437920948972891,2.713175672979608,2.7160251140594482,-0.04579457268118858,1,1,mid,mid,mid
0,6,410000,0.25,-0.12561335315291267,2.7173507364361438,2.720252513885498,-0.04617709293961525,1,1,mid,mid,mid
0,6,421000,0.0625,-0.37485034328417655,2.7049236868592157,2.730773687362671,-0.13726891577243805,1,1,mid,low,mid
0,6,422000,0.0625,-0.4380111769434265,2.7682056196933997,2.8026444911956787,-0.15628495812416077,1,1,mid,low,low
0,6,423000,0.125,-0.30184681065050256,2.847526903441832,2.863480567932129,-0.105412557721138,1,1,mid,low,mid
0,6,424000,0.09375,-0.32029573696939906,2.871829678989057,2.8896358013153076,-0.11084294319152832,1,1,mid,low,mid
0,6,425000,0.125,-0.2526867396260979,2.9028998008185103,2.91387677192688,-0.08671840280294418,1,1,mid,low,mid
0,6,426000,0.09375,-0.34486080796177987,2.9143420613403053,2.9346752166748047,-0.11751242727041245,1,1,mid,low,mid
0,6,427000,0.09375,-0.41323731437024946,2.9131459639301633,2.9423093795776367,-0.14044658839702606,1,1,mid,low,low
0,6,428000,0.0625,-0.4735100013681546,2.91814398941076,2.9563112258911133,-0.16016919910907745,1,1,mid,low,low
0,6,451000,0.09375,-0.4921043715045528,2.9753961330139873,3.0158164501190186,-0.16317451000213623,1,1,mid,low,low
0,6,452000,0.0625,-0.512217742142127,2.9734514710377105,3.017247200012207,-0.16976326704025269,1,1,mid,low,low
0,6,453000,0.09375,-0.48420818783046826,2.9853653931493285,3.0243782997131348,-0.1601017266511917,1,1,mid,low,low
0,6,454000,0.09375,-0.4799185435984512,2.9882496213685847,3.0265421867370605,-0.15856991708278656,1,1,mid,low,low
0,6,455000,0.09375,-0.4744548192086562,2.991482160671688,3.0288732051849365,-0.15664400160312653,1,1,mid,low,low
0,6,456000,0.09375,-0.4724648979392825,2.9924224839673257,3.0294909477233887,-0.1559552103281021,1,1,mid,low,low
0,6,457000,0.09375,-0.4706194123878973,2.9928677420780643,3.0296435356140137,-0.15533821284770966,1,1,mid,low,low
0,6,458000,0.09375,-0.470104854043047,2.99306469480123,3.0297582149505615,-0.1551624983549118,1,1,mid,low,low
0,6,459000,0.09375,-0.4692466054610307,2.9933651633142357,3.0299220085144043,-0.15487085282802582,1,1,mid,low,low
0,6,460000,0.09375,-0.46908868793779135,2.9934688288791,3.0299999713897705,-0.15481474995613098,1,1,mid,low,low
0,6,482000,0.0625,-0.4839024148017188,3.122667409467431,3.1599388122558594,-0.15313664078712463,1,1,mid,low,low
0,6,483000,0.09375,-0.48131989676821263,3.1330918047053578,3.1698474884033203,-0.15184323489665985,1,1,mid,low,low
0,6,484000,0.09375,-0.4665894292226085,3.1444073922889992,3.1788368225097656,-0.14677992463111877,1,1,mid,low,low
0,6,485000,0.09375,-0.47073469843753557,3.1471970706639243,3.182206869125366,-0.14792712032794952,1,1,mid,low,low
0,6,486000,0.09375,-0.46698109242700525,3.149673584275312,3.184103488922119,-0.14666014909744263,1,1,mid,low,low
0,6,487000,0.09375,-0.46531201052512117,3.150841476635072,3.185014486312866,-0.1460941582918167,1,1,mid,low,low
0,6,488000,0.09375,-0.4645971008154106,3.1510383082415836,3.1851048469543457,-0.1458655595779419,1,1,mid,low,low
0,6,489000,0.09375,-0.4649595798383963,3.1511643871962978,3.1852824687957764,-0.14597122371196747,1,1,mid,low,low
0,6,490000,0.09375,-0.4647044469468682,3.1512545592848853,3.1853344440460205,-0.14588874578475952,1,1,mid,low,low
0,7,421000,0.0625,-0.47354469985272374,3.280763813879804,3.314763307571411,-0.14285928010940552,1,1,mid,low,low
0,7,441000,0.0625,-0.4880274479934599,3.27000864216083,3.306225538253784,-0.14760863780975342,1,1,mid,low,low
0,7,451000,0.1875,-0.15726234169754427,3.310656683628681,3.314389705657959,-0.047448355704545975,1,1,mid,mid,mid
0,7,452000,0.1875,-0.09430509496176409,3.3219329483636635,3.3232712745666504,-0.028377188369631767,1,1,mid,mid,high
0,7,453000,0.1875,-0.07066585699078365,3.324140292626445,3.3248913288116455,-0.02125358395278454,1,1,mid,mid,high
0,7,454000,0.21875,-0.05416872015904861,3.3274001503238337,3.32784104347229,-0.016277436167001724,1,1,mid,mid,high
0,7,455000,0.21875,-0.04719569081930164,3.328899580048486,3.3292341232299805,-0.014176140539348125,1,1,mid,mid,high
0,7,456000,0.21875,-0.04321680075277379,3.3301808564776056,3.330461263656616,-0.012976220808923244,1,1,mid,mid,high
0,7,457000,0.25,-0.03927483112267627,3.3308665395205153,3.3310980796813965,-0.011790355667471886,1,1,mid,mid,high
0,7,458000,0.25,-0.03809927189092899,3.3311012217523066,3.3313190937042236,-0.01143669243901968,1,1,mid,mid,high
0,7,459000,0.25,-0.03715258320073289,3.3311388578827112,3.331346035003662,-0.011152423918247223,1,1,mid,mid,high
0,7,460000,0.25,-0.03676910994896154,3.3312546994218217,3.3314576148986816,-0.011036943644285202,1,1,mid,mid,high
0,7,461000,0.125,-0.2986294473451494,3.3192579071824055,3.3326644897460938,-0.08960681408643723,1,1,mid,low,mid
0,7,462000,0.125,-0.296719353423164,3.3222312484717027,3.3354554176330566,-0.08895917236804962,1,1,mid,low,mid
0,7,463000,0.125,-0.30653399710780604,3.322824049308158,3.336933135986328,-0.09186099469661713,1,1,mid,low,mid
0,7,464000,0.125,-0.31001627318880765,3.324567928525784,3.338991165161133,-0.09284728765487671,1,1,mid,low,mid
0,7,465000,0.125,-0.3143225155363254,3.3259314099231694,3.3407511711120605,-0.0940873771905899,1,1,mid,low,mid
0,7,466000,0.125,-0.3134703412893298,3.326571488866505,3.341308355331421,-0.09381664544343948,1,1,mid,low,mid
0,7,467000,0.125,-0.31593985721777074,3.327247204476918,3.3422136306762695,-0.0945301204919815,1,1,mid,low,mid
0,7,468000,0.125,-0.32069355535701405,3.326427833219393,3.341850757598877,-0.09596285969018936,1,1,mid,low,mid
