outcome,r_group,n_exposure,n_event,pooled_risk,seed_equal_risk,ci_lo,ci_hi
dead_0.05,low,211,211,1.0,1.0,1.0,1.0
dead_0.05,mid,208,207,0.9951923076923077,0.9965517241379309,0.9896551724137931,1.0
dead_0.05,high,209,208,0.9952153110047847,0.9954545454545455,0.9863636363636363,1.0
strict_dead,low,211,210,0.995260663507109,0.9969696969696968,0.990909090909091,1.0
strict_dead,mid,208,207,0.9951923076923077,0.9965517241379309,0.9896551724137931,1.0
strict_dead,high,209,208,0.9952153110047847,0.9954545454545455,0.9863636363636363,1.0
