task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.290313959121704,0.140380859375,,,1.0430350678012084,1.093585745823598,0.7480582737345393,0.01354820501085099,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
2,1.0,0.31903496384620667,0.907470703125,0.9999999999999946,0.0,1.2720410486071168,1.6295516372488905,0.23892324243841595,0.28559078800048643,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
3,1.0,0.23566867411136627,0.93359375,0.9999999999999967,0.0,1.4512628574195139,2.1250101683702827,0.18212277107310573,0.2810011845650116,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
4,1.0,0.25019916892051697,0.917724609375,0.999999999999989,0.0,1.5867753413312686,2.542770118696374,0.15051548751167992,0.23108362523659653,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
5,1.0,0.15501704812049866,0.95166015625,0.999999999999993,0.0,1.718349773322056,2.984472996516078,0.16486973359316898,0.20802910463678484,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
6,1.0,0.16289472579956055,0.94580078125,0.9999999999999969,0.0,1.8501686423516042,3.459967412331201,0.18448523662759425,0.19353639805935188,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
7,1.0,0.14455583691596985,0.955322265625,1.000000000000009,0.0,1.9579448780857405,3.8762039973232025,0.16163919118383263,0.16680557655741737,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
8,1.0,0.12307310104370117,0.958740234375,0.9999999999999979,0.0,2.0551343303893885,4.2696903641989605,0.17253553909844307,0.1336478993162344,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
9,1.0,0.11777596175670624,0.966552734375,0.9999999999999996,0.0,2.159402431471784,4.712459056455518,0.17091099220949657,0.15773614512587758,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
10,1.0,0.10263457894325256,0.96728515625,0.9999999999999932,0.0,2.24433596799682,5.089351287304177,0.1664060963266846,0.11860745847977736,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
11,1.0,0.11146261543035507,0.96142578125,0.9999999999999932,0.0,2.328297560873307,5.47575207454513,0.16749977912324088,0.11734403365817705,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
12,1.0,0.1087254136800766,0.96484375,1.0000000000000004,0.0,2.3976398820082845,5.806213045884686,0.16246786894530849,0.08798330682902726,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
13,1.0,0.10587813705205917,0.9638671875,1.0000000000000082,0.0,2.464945652964185,6.134602313011914,0.16930995470896562,0.08009889389042801,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
14,1.0,0.08443423360586166,0.974365234375,1.0,0.0,2.539378119491201,6.5032299951148325,0.18964427258784586,0.08474647247412115,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
15,1.0,0.06558144837617874,0.978515625,0.999999999999995,0.0,2.6144452906459708,6.889773756567807,0.17334748181676252,0.1006964476202967,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
16,1.0,0.09009342640638351,0.97216796875,0.9999999999999986,0.0,2.6881962411688405,7.284357161920647,0.19841605783006092,0.08273237819201362,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
17,1.0,0.08648313581943512,0.973876953125,0.9999999999999915,0.0,2.7491897095698743,7.618608873017372,0.16755396502698391,0.07494019673913717,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
18,1.0,0.059817761182785034,0.981201171875,1.0000000000000007,0.0,2.800980562867714,7.904820938558089,0.17649271385053542,0.0492437520263049,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
19,1.0,0.0751451849937439,0.9736328125,1.0000000000000029,0.0,2.864998608548186,8.264482282817555,0.18666710689681157,0.07277126136016528,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
20,1.0,0.06809229403734207,0.9775390625,0.9999999999999877,0.0,2.9070829104390667,8.508819506752147,0.15986066833650983,0.037247354073449486,K000_SN02,0.0,snake,0.2,0,SN02,7.296872035157305e-05,0.6990181237088422,3.3809056596525216e-06,0.41457134827300407,74.47593388183911,0.03693915180921604,0.7795309244031173,1.0,1.5987211554602254e-14,0.013226816879645322,12.086102785812251,2.197312538755048,-1.2466786767153457,0.13988526082426708,0.9710999727249146
21,1.0,0.05041547492146492,0.984130859375,1.0000000000000033,0.0,2.9725674179115877,8.894301882377531,0.16361501626587477,0.09525000838431696,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
22,1.0,0.05574115738272667,0.9814453125,1.0000000000000027,0.0,3.031241628998334,9.245866109556273,0.18237908990487156,0.0663700978552568,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
23,1.0,0.05700192600488663,0.981689453125,1.000000000000003,0.0,3.081563178411723,9.552295864603627,0.18568920622669213,0.046922764449632066,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
24,1.0,0.06567814201116562,0.97900390625,0.9999999999999981,0.0,3.140555828337928,9.919654620269833,0.16938329797268314,0.0790262489246852,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
25,1.0,0.052476540207862854,0.9833984375,0.9999999999999998,0.0,3.1871140796012014,10.211961337464311,0.18008984967133784,0.04251602071265866,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
26,1.0,0.0628114864230156,0.977783203125,1.0000000000000024,0.0,3.2368377015147747,10.534180406910462,0.1627713874442889,0.060273165452786076,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
27,1.0,0.05548678711056709,0.98095703125,1.0000000000000016,0.0,3.2889733726611268,10.87232038501882,0.19101704992360247,0.052695128253965946,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
28,1.0,0.04698172211647034,0.982666015625,0.9999999999999947,0.0,3.343614500719897,11.237099227964158,0.1796759641005257,0.06518568064670448,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
29,1.0,0.054417841136455536,0.982421875,1.0000000000000002,0.0,3.39716708359901,11.59828355622101,0.177727888180437,0.06411607655367711,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
30,1.0,0.08319849520921707,0.9716796875,1.0,0.0,3.4397596828001316,11.889037576204482,0.18667897286721144,0.03658290920486148,K000_SN02,0.0,snake,0.2,0,SN02,3.254092863963164e-05,0.6896030976460727,1.770797347274492e-06,0.35582635877781676,74.88998777413686,0.035071454307133376,0.7731954468573679,1.0,1.5987211554602254e-14,0.015185653378526726,12.29311431085243,2.344763724636803,-1.4386951313599474,0.14927229486340438,0.9714999794960022
31,1.0,0.05207361280918121,0.984130859375,0.9999999999999998,0.0,3.467038719466463,12.07565297523916,0.15747916968731523,0.012222002122148195,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
32,1.0,0.04471722990274429,0.984619140625,0.9999999999999921,0.0,3.5065683069712428,12.351295875815362,0.15859518687315638,0.04170506067153043,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
33,1.0,0.04411376267671585,0.98583984375,0.9999999999999972,0.0,3.5442279117329627,12.617739121090151,0.18321960671389748,0.028161407154802455,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
34,1.0,0.04966021329164505,0.982177734375,0.9999999999999934,0.0,3.584739500721196,12.90397966938762,0.17436909496966063,0.03898556026572823,K000_SN02,0.0,snake,0.2,0,SN02,,,,,,,,,,,,,,,
