task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3090808391571045,0.0830078125,,,1.1067039329779527,1.2291152526221765,0.886853936432449,0.008649640210429556,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
2,1.0,0.2961483895778656,0.91162109375,1.0000000000004432,0.0,1.3297411304549474,1.7786612791675283,0.23168197665244503,0.2928006605765748,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
3,1.0,0.22977161407470703,0.929931640625,1.0000000000000897,0.0,1.5197582467972024,2.330070224903179,0.21247651832167327,0.2675744318407327,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
4,1.0,0.19496792554855347,0.943359375,0.9999999999994871,0.0,1.6666258720518894,2.8083692640750564,0.1908986251114269,0.20650812728140702,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
5,1.0,0.16604651510715485,0.94580078125,1.0000000000002065,0.0,1.8109734828990718,3.3215402711381126,0.18534700757406053,0.21760084217811643,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
6,1.0,0.1442756950855255,0.95556640625,0.9999999999998086,0.0,1.9356184534550176,3.79867641417016,0.1561408741728846,0.2149733890135441,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
7,1.0,0.13750995695590973,0.959716796875,1.0000000000003384,0.0,2.039294898991831,4.221649379311659,0.1472282803429111,0.1745507014221202,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
8,1.0,0.13600364327430725,0.957275390625,1.0000000000000886,0.0,2.151484294351048,4.702585866233354,0.15913074224667784,0.18996019996363805,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
9,1.0,0.12893329560756683,0.9609375,1.00000000000029,0.0,2.277070060636224,5.266477154717948,0.17810458152562458,0.20701791676837963,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
10,1.0,0.11401845514774323,0.9638671875,1.0000000000001172,0.0,2.377284316669318,5.738905921342707,0.18348398519994835,0.14432282694336251,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
11,1.0,0.08905210345983505,0.97021484375,0.9999999999998479,0.0,2.4695657351926403,6.191706927171794,0.16273787882238178,0.1497012031094526,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
12,1.0,0.08795235306024551,0.972412109375,0.9999999999998372,0.0,2.5743286282110485,6.726811204961475,0.17958700354341933,0.16566415758647557,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
13,1.0,0.07169456034898758,0.974365234375,1.0000000000002882,0.0,2.66285117425343,7.195544017984009,0.1689267283109453,0.13871720463474907,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
14,1.0,0.07614937424659729,0.9775390625,1.00000000000005,0.0,2.7532643107010237,7.691876614369456,0.16394102739872862,0.15105610694054072,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
15,1.0,0.06244833022356033,0.982666015625,0.9999999999998914,0.0,2.8559649064338997,8.268000565056356,0.19676906774001154,0.15432995852222844,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
16,1.0,0.06448078155517578,0.980712890625,0.9999999999999907,0.0,2.9367653033051737,8.743155922638529,0.1626510968228364,0.13094849034491104,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
17,1.0,0.05490745231509209,0.986083984375,0.9999999999998498,0.0,3.033481251245521,9.324916424670121,0.18553815157762013,0.15339289533701847,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
18,1.0,0.05492711439728737,0.983154296875,0.9999999999996853,0.0,3.108590955593781,9.79364961543251,0.16703425798126686,0.11764579416048374,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
19,1.0,0.06311127543449402,0.980224609375,0.9999999999997001,0.0,3.18317422106286,10.264345476949677,0.1665314090605188,0.11861282805126645,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
20,1.0,0.05859667807817459,0.979736328125,0.9999999999998764,0.0,3.266473417389081,10.804598104082181,0.17144286800537759,0.13672513742754502,K000_ELU1,0.0,elu,1.0,2,ELU1,3.062886394021668e-05,0.3387504546514302,4.403860931603366e-06,0.2743858352937333,74.82654932647189,0.027722475552541165,0.3828356029135152,1.0,0.0,0.01303020860796874,13.157338701433389,2.955642420365677,-1.4947429077404797,1.0,0.9732999801635742
21,1.0,0.06034077703952789,0.98095703125,0.9999999999995829,0.0,3.332408940978711,11.24083347918296,0.1762545437609705,0.09441005093601663,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
22,1.0,0.047108616679906845,0.985107421875,1.0000000000002123,0.0,3.414052865277743,11.797370939351238,0.18407508244188503,0.1301721724242219,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
23,1.0,0.05309009552001953,0.9833984375,1.0000000000000322,0.0,3.492340901018542,12.339812967584093,0.17522808364727202,0.12768616406903388,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
24,1.0,0.04198119789361954,0.986328125,1.0000000000000735,0.0,3.5600325278712805,12.820348345826023,0.15727466863928993,0.11471144165627006,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
25,1.0,0.033483926206827164,0.988525390625,0.9999999999997551,0.0,3.630177474545656,13.333194959211289,0.16452032715594547,0.11708304141757964,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
26,1.0,0.04237649217247963,0.9873046875,1.0000000000000238,0.0,3.6976961325035633,13.83083980405376,0.17682892125483998,0.1035658502963263,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
27,1.0,0.03676372021436691,0.986328125,0.9999999999999933,0.0,3.75787964471349,14.278793271866402,0.17690063015202306,0.08746186747380454,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
28,1.0,0.04556005820631981,0.983154296875,1.0000000000000624,0.0,3.828229326096083,14.814592173214658,0.1930013383212489,0.10235935590162669,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
29,1.0,0.03301404416561127,0.98828125,1.0000000000003335,0.0,3.9016541644654956,15.382852437707998,0.19367940665330333,0.11075023917712491,K000_ELU1,0.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
30,1.0,0.031473223119974136,0.989990234375,0.9999999999999984,0.0,3.9555815131442666,15.808469568729231,0.14971319647816894,0.09031462291348837,K000_ELU1,0.0,elu,1.0,2,ELU1,4.87652811832865e-06,0.3208660586363061,1.0481510379154297e-06,0.19052283839182413,76.10549962202987,0.021096308139459403,0.3676319568063452,1.0,5.329070518200751e-15,0.011893529250814706,12.587785620312289,3.3344986750578256,-1.8102165492757354,1.0,0.9764000177383423
