task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3048040866851807,0.100341796875,,,1.1423046624917501,1.3116541872446046,0.9754122392023377,0.003278605673764061,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
2,1.0,0.32942864298820496,0.91015625,0.9999999999994752,0.0,1.3869376578348978,1.9384142606306636,0.28197308966036494,0.27793395150475075,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
3,1.0,0.25946059823036194,0.92236328125,0.9999999999996306,0.0,1.5620105893364242,2.4650262117767943,0.20560531293330428,0.2464132485485663,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
4,1.0,0.19313669204711914,0.9443359375,0.9999999999999133,0.0,1.7159365769318975,2.978290760131553,0.19284083566069346,0.226379322467461,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
5,1.0,0.1665295958518982,0.94921875,0.999999999999973,0.0,1.8433000614061497,3.439714264474532,0.17568057242762744,0.19217054215532722,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
6,1.0,0.16275227069854736,0.952880859375,0.9999999999996374,0.0,1.9549659733857327,3.8714524218284994,0.18483776383482084,0.1489366633670807,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
7,1.0,0.12047259509563446,0.96533203125,1.000000000000231,0.0,2.062666348046682,4.310196886575904,0.1765318744846741,0.15485327054517561,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
8,1.0,0.12229476869106293,0.9638671875,1.0000000000004983,0.0,2.163834141929978,4.746413202457546,0.18971850824114977,0.130319957915812,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
9,1.0,0.10852579027414322,0.968505859375,0.9999999999998948,0.0,2.2578254278093457,5.169714452316632,0.16469229898756993,0.14062328593637294,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
10,1.0,0.09638811647891998,0.97119140625,0.9999999999996888,0.0,2.3545318841604486,5.620343075163856,0.17617432488799006,0.1420559036687075,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
11,1.0,0.08518657088279724,0.97607421875,1.0000000000000546,0.0,2.446463402374937,6.067096811049448,0.17008138819296406,0.13854818368676272,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
12,1.0,0.07854282110929489,0.97705078125,0.9999999999999472,0.0,2.543353029488178,6.552723025109483,0.19093211782088182,0.13697368972260734,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
13,1.0,0.08945351094007492,0.971923828125,0.9999999999997137,0.0,2.622645816112184,6.966856601850805,0.17165193738499362,0.1123993220203798,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
14,1.0,0.07967279106378555,0.976318359375,1.0000000000009117,0.0,2.71311586349712,7.455347239132224,0.18597751815384675,0.1308950982274364,K000_LR,0.0,leaky,0.1,1,LR,,,,,,,,,,,,,,,
