task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3016276359558105,0.103515625,,,1.1550821915930285,1.3421115221807813,0.9968032858931284,0.01230448014090473,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
2,1.0,0.30254849791526794,0.91259765625,1.0000000000003362,0.0,1.397176182269153,1.9683063966281862,0.2877171101281031,0.2670962534293948,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
3,1.0,0.21609078347682953,0.939208984375,1.0000000000004399,0.0,1.5786533235657436,2.5188144177377465,0.2038765738882289,0.26482836031977913,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
4,1.0,0.2096433937549591,0.929443359375,0.9999999999999819,0.0,1.7230406611520772,3.0066048495259112,0.18371123566395386,0.2137156251648739,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
5,1.0,0.15835003554821014,0.952880859375,0.9999999999998936,0.0,1.8509078881098433,3.474801132725426,0.18133805203372674,0.18598492253369733,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
6,1.0,0.14885345101356506,0.95654296875,0.9999999999987601,0.0,1.9787036673544167,3.974103836017851,0.20194255715855064,0.17033075517513332,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
7,1.0,0.1318483203649521,0.9599609375,0.9999999999994745,0.0,2.0820470858735245,4.404822432979156,0.16810673727447736,0.15455581519458966,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
8,1.0,0.120749332010746,0.962890625,0.9999999999996085,0.0,2.1821851350588304,4.84010403158789,0.16177173577981704,0.15782476135235787,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
9,1.0,0.08852449804544449,0.970947265625,0.9999999999991901,0.0,2.2804460961830144,5.288074543808587,0.17741826822794945,0.14085188898844778,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
10,1.0,0.095427006483078,0.969970703125,0.9999999999999603,0.0,2.364474333653493,5.685900006695427,0.16970780968911517,0.11554562863895583,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
11,1.0,0.10223573446273804,0.96630859375,1.0000000000004816,0.0,2.460014294007995,6.158426000740891,0.19223859137755617,0.12802823123993673,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
12,1.0,0.08626769483089447,0.970703125,0.9999999999998428,0.0,2.53500830904404,6.538808668822078,0.1762224897425192,0.09414861038622643,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
13,1.0,0.09747988730669022,0.970458984375,0.9999999999995857,0.0,2.6200236360430615,6.979146941368218,0.1800776977826257,0.12014165525899564,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
14,1.0,0.06590314209461212,0.97900390625,1.000000000000841,0.0,2.706365962983345,7.442387764991666,0.17335318071415404,0.13126289182149903,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
15,1.0,0.07903158664703369,0.97216796875,0.9999999999999266,0.0,2.775722780401378,7.826920917004205,0.1747149231015831,0.09052335911305004,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
16,1.0,0.0633578971028328,0.980224609375,0.9999999999995101,0.0,2.8601246971717957,8.307229558004472,0.17728280953891365,0.12636310980095491,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
17,1.0,0.06267759948968887,0.980712890625,0.9999999999993816,0.0,2.9318544485380356,8.727440157458522,0.17087065658783462,0.10368265395717342,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
18,1.0,0.05621243640780449,0.981689453125,1.00000000000041,0.0,3.008341524773702,9.18332889111479,0.1880810375221914,0.10293675142926598,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
19,1.0,0.056736405938863754,0.981689453125,0.9999999999999805,0.0,3.075124913100883,9.593534879304398,0.16457146366824738,0.09870366530889609,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
20,1.0,0.05418367311358452,0.984130859375,0.9999999999995511,0.0,3.1408482139052016,10.00466988409605,0.16401457104158118,0.09763236310726703,K000_LR,0.0,leaky,0.1,0,LR,3.0534760969416965e-05,0.24913921683272122,6.3255461406371195e-06,0.2565794287704092,75.51488542918179,0.029270936726676557,0.30997594020772046,1.0,5.329070518200751e-15,0.013095013711653544,12.524963673434032,2.775675376798836,-1.444923785230196,1.0,0.9743000268936157
21,1.0,0.04836371913552284,0.984619140625,0.9999999999998975,0.0,3.21776603542631,10.49290929757332,0.19013468863979738,0.10876664587756993,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
22,1.0,0.05657743290066719,0.982177734375,0.999999999999323,0.0,3.2933210543368485,10.98679773223506,0.1764444496113073,0.11775802412016495,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
23,1.0,0.04758193716406822,0.9853515625,0.9999999999994942,0.0,3.3521784997819477,11.379608814810899,0.1614138733332962,0.08790530511040792,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
24,1.0,0.04860804229974747,0.985595703125,1.0000000000000977,0.0,3.411637581688318,11.786129622134359,0.16489963012871015,0.08706739664159706,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
25,1.0,0.05512530356645584,0.982177734375,0.9999999999999749,0.0,3.481906118574049,12.268616309555547,0.19510184570092184,0.09586937721709134,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
26,1.0,0.05220244079828262,0.98388671875,0.9999999999995869,0.0,3.544821539844321,12.711554974572737,0.19451677954856372,0.0789616357357092,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
27,1.0,0.05375327542424202,0.983154296875,0.9999999999995677,0.0,3.609905330454006,13.18146943263465,0.19794921136113253,0.08372294599901245,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
28,1.0,0.04388041794300079,0.986572265625,0.999999999999776,0.0,3.6614162954295635,13.554800595315301,0.16533197007573702,0.06982860739566606,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
29,1.0,0.04102553799748421,0.987548828125,1.0000000000002274,0.0,3.7129027500583516,13.937921456270546,0.15247138528338966,0.07769619942765389,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
30,1.0,0.05053672567009926,0.982666015625,1.0000000000007563,0.0,3.7730086995950445,14.38591328989944,0.17298334398017506,0.09036460825621241,K000_LR,0.0,leaky,0.1,0,LR,1.1394191650174625e-05,0.217066561676523,2.93784229477972e-06,0.23741503260976263,75.25821267512356,0.023442825511806705,0.27914140021700273,1.0,2.842170943040401e-14,0.013011164722091982,13.294993006003702,3.1338263574200447,-1.8291179718596147,1.0,0.9728000164031982
31,1.0,0.04225471243262291,0.987548828125,0.999999999999151,0.0,3.8238386600638212,14.779330289181107,0.16949082606482724,0.06877189004697386,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
32,1.0,0.0379193015396595,0.9873046875,0.9999999999994204,0.0,3.896737281019191,15.344792440239862,0.19029460873823975,0.11296295087557101,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
33,1.0,0.03262220323085785,0.989990234375,1.0000000000003904,0.0,3.961680365175215,15.859851015772435,0.17666012741222684,0.10171462818893602,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
34,1.0,0.040335699915885925,0.986572265625,1.0000000000005957,0.0,4.0089271647130555,16.2397855634576,0.15300904202302287,0.07227350525876111,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
35,1.0,0.0347382090985775,0.986083984375,1.0000000000008005,0.0,4.0697512729215815,16.73384949227956,0.18272012094553286,0.09144288534135495,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
36,1.0,0.042946141213178635,0.98486328125,1.000000000000988,0.0,4.118896819427359,17.13865735933695,0.16528222688758012,0.07218495468051465,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
37,1.0,0.03679809719324112,0.9892578125,0.999999999999654,0.0,4.169841407370333,17.559852004362448,0.1591947213803802,0.08099719566425284,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
38,1.0,0.03330525383353233,0.989501953125,1.000000000000577,0.0,4.224693199157583,18.02215162720198,0.20121476011482364,0.06897129104980439,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
39,1.0,0.048897065222263336,0.9873046875,0.9999999999990289,0.0,4.27610099592621,18.458340387504464,0.16398841578663442,0.08085384748934912,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
40,1.0,0.04047873988747597,0.987548828125,0.9999999999995965,0.0,4.317330599494281,18.815567336386398,0.17950622149529732,0.048715645559883,K000_LR,0.0,leaky,0.1,0,LR,3.1194090949261898e-06,0.21157602137070738,8.729666177325382e-07,0.22450736532523063,75.22767819172981,0.020647514495638928,0.2720896302191255,1.0,1.7763568394002505e-14,0.013255449968161541,13.542069256528896,3.4266652494316285,-2.068091947545215,1.0,0.9761000275611877
41,1.0,0.03261266648769379,0.990234375,0.9999999999992035,0.0,4.363830962294253,19.219594173877386,0.16550279972383222,0.06798893017779296,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
42,1.0,0.03572023659944534,0.98876953125,0.9999999999997077,0.0,4.400649038557135,19.543422447839156,0.16735754779069054,0.042193496234259456,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
43,1.0,0.03592893108725548,0.9892578125,0.9999999999999248,0.0,4.440969865180991,19.902505526192794,0.17479971388473395,0.04925729105146769,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
44,1.0,0.03282476216554642,0.990478515625,0.9999999999995277,0.0,4.478114349524933,20.23521390143813,0.1679835843266118,0.04430189371394361,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
45,1.0,0.027815522626042366,0.991455078125,0.9999999999992873,0.0,4.5269663506045115,20.677165798455462,0.18839457186853992,0.06443073262174226,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
46,1.0,0.03280622139573097,0.989501953125,1.000000000000681,0.0,4.582273623666,21.18125295861692,0.1741743822722315,0.08670149830520404,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
47,1.0,0.0438946858048439,0.985595703125,1.0000000000009124,0.0,4.616995701366076,21.498880607322917,0.16125439905303504,0.042934776206026565,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
48,1.0,0.030739188194274902,0.989501953125,1.000000000000474,0.0,4.663545234482076,21.93609743007226,0.16839290515939337,0.06957180328610846,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
49,1.0,0.03428618609905243,0.990478515625,1.0000000000010556,0.0,4.712104597926424,22.39690011517363,0.1886368607083213,0.06559095250996898,K000_LR,0.0,leaky,0.1,0,LR,,,,,,,,,,,,,,,
