task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3024916648864746,0.096923828125,,,1.1575818859819536,1.3522500444893388,1.0062828886676407,0.012609349809719242,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
2,0.003826530612244898,3.1292576789855957,0.095458984375,0.19848004477695871,0.5829235066971618,1.5302369844468202,2.3670837626065038,1.1021765101833154,-0.034500947525617255,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
3,0.0012755102040816326,3.515570640563965,0.087646484375,0.30738667991113894,0.7534985140444113,1.774353651221187,3.1902727129322273,0.9202263048667026,-0.027421906244338302,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
4,0.002551020408163265,4.55055046081543,0.072998046875,0.35885822824077623,0.9232528297541113,1.9342410858213148,3.8175323894741267,0.769766382047171,-0.04109024965504933,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
5,0.0,3.5901052951812744,0.09521484375,0.4845160922425048,0.8307408373300337,2.076406366577845,4.4076402802889305,0.7178344856658421,-0.03674242879927241,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
6,0.0012755102040816326,3.02614426612854,0.137451171875,0.4344097453899746,0.8145955098698685,2.2073306912812427,4.98804037777453,0.6954813410782147,-0.038725772796821,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
7,0.0012755102040816326,3.5685925483703613,0.07177734375,0.3677258286286871,0.925231019461318,2.3108683441018827,5.473078698586075,0.6284168041383998,-0.04037637368484871,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
8,0.0012755102040816326,3.2029566764831543,0.101318359375,0.4873123073001695,0.7650222876115411,2.4044060421538296,5.939788384926413,0.6123776643372798,-0.046307532930014064,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
9,0.003826530612244898,3.457082986831665,0.08837890625,0.48228606731057333,0.8083775072644089,2.4925748645635504,6.398652080305706,0.6046752129661526,-0.04107810374750992,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
10,0.0012755102040816326,3.373894214630127,0.10888671875,0.5679964763964283,0.6612374590174883,2.5866439261199945,6.879299988143448,0.6395453413832171,-0.037223533552566836,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
11,0.0,3.1784374713897705,0.11083984375,0.5604290234153002,0.6407586921574552,2.6763794421360467,7.357661765456694,0.6121034499004717,-0.035737239219152776,K100_LR001,1.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
