task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3042502403259277,0.08837890625,,,1.1595176378360896,1.3506103451130034,1.0072117594405938,0.009125007563973902,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
2,0.0,3.469566583633423,0.085205078125,0.09692791897113748,0.5326082765841549,1.5417786305543273,2.3984333303994867,1.173276566024906,-0.048675462813310526,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
3,0.0012755102040816326,5.332207679748535,0.081298828125,0.28397208934112755,0.6611252919956394,1.81756417244346,3.3418222302826464,1.1281664305822088,-0.058413048075732776,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
4,0.002551020408163265,3.2549400329589844,0.099853515625,0.3845958553037485,0.6127046787326015,2.0182373842615218,4.121779327746071,0.9978548189200839,-0.0617208912705343,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
5,0.002551020408163265,3.945687770843506,0.10546875,0.31849777744037366,0.7173033114301499,2.1806829675300845,4.819937174122572,0.949004657877624,-0.06932176690421868,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
6,0.0,3.4551727771759033,0.061279296875,0.3786500572643094,0.6247763167866794,2.3320649056306535,5.502869712995071,0.942296281856276,-0.06581245871509285,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
7,0.0,4.2875542640686035,0.105712890625,0.3007988761226543,0.6787718765009063,2.4663103000502917,6.15020041671445,0.8730355944169474,-0.056467139547266655,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
8,0.0,3.6464405059814453,0.123779296875,0.3129602158562074,0.6988910984149528,2.5914288436293527,6.776273699159896,0.905388547198038,-0.06199307347556507,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
9,0.002551020408163265,3.2303175926208496,0.130615234375,0.3544552221497151,0.6376934003721209,2.700781686400812,7.359878908499995,0.8467772930049804,-0.06103913008886877,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
10,0.0012755102040816326,3.0812454223632812,0.103515625,0.3519666256842169,0.638703270092282,2.802597794373844,7.922520506128658,0.8301614652271198,-0.059703386677614274,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
11,0.0,3.6146886348724365,0.08984375,0.35367214693445004,0.6290146736964691,2.907005460163075,8.526254062898891,0.8838670831517252,-0.05500375210345714,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
12,0.0012755102040816326,4.297593593597412,0.078369140625,0.284701104816136,0.6616367009836416,3.002891852133588,9.091813204141095,0.8460059614104009,-0.05573240083904679,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
13,0.0,3.227149486541748,0.08984375,0.3083422369901781,0.6777597238815479,3.0975094833916317,9.669117561383871,0.8798648074398152,-0.058985147789876215,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
14,0.0012755102040816326,4.938933849334717,0.10205078125,0.3573812063427959,0.6188043065932294,3.2071511350625577,10.350439119435759,0.974127087045556,-0.04901521723794932,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
15,0.0,3.574788808822632,0.1181640625,0.27901653624395995,0.6740245070741976,3.3000382506858896,10.950980553394096,0.8774884518276531,-0.04961391530827134,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
16,0.0012755102040816326,3.4493868350982666,0.108642578125,0.2748084091050022,0.6478697894378801,3.3938911727437886,11.5783429665986,0.9344828560991477,-0.05019062498981816,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
17,0.00510204081632653,3.509911298751831,0.0888671875,0.3181104853135006,0.67514960578242,3.4815867422940907,12.180455842462697,0.8579729095755438,-0.04276898426178375,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
18,0.0,3.583439826965332,0.12109375,0.3709588605975088,0.5856997378102541,3.564990890722222,12.768852708841955,0.9305556379143819,-0.05424013374404615,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
19,0.002551020408163265,3.102569341659546,0.110595703125,0.3094118882682377,0.6064959728300439,3.6386818493629587,13.300960866337586,0.8583594065313628,-0.05269325135698498,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
20,0.0,3.5984270572662354,0.11083984375,0.2943419775301277,0.6567297571003397,3.7280336259527576,13.959034029136987,0.9933291039288278,-0.04747518570228097,K100_LR,1.0,leaky,0.1,2,LR,0.001395363064638295,0.055382157098989554,0.0005076556839493201,0.6351534926584063,78.13928123948364,0.07686087746613461,0.17270056024904487,1.0,1.3322676295501878e-14,0.0266135973005464,37.32412017478126,2.219047409291156,-1.8904627651684123,1.0,0.9246000051498413
21,0.0012755102040816326,3.354142665863037,0.087890625,0.26390982698581983,0.7111409595850634,3.798686967622402,14.491891055028354,0.923638525620843,-0.057287147917818845,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
22,0.002551020408163265,3.8436710834503174,0.06982421875,0.31728117166938763,0.6103778678984387,3.8844233630752916,15.142975691594508,1.0451399391567693,-0.05391844458884753,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
23,0.0012755102040816326,4.169842720031738,0.055419921875,0.23731556158497752,0.7099456013019264,3.9658338076582114,15.781340405845931,1.004086203171051,-0.04963055327316997,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
24,0.0012755102040816326,3.63413667678833,0.0908203125,0.2783610825846476,0.6454061009827936,4.046804880531027,16.423063277438857,1.0004875543792808,-0.04781190833714337,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
25,0.0,3.7022628784179688,0.112548828125,0.24228794020703254,0.6867185214846924,4.119194366330809,17.013627132475563,0.9673248157895881,-0.050027900851304666,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
26,0.0012755102040816326,4.937936782836914,0.076171875,0.18340958451277653,0.7722960400490705,4.188445490836156,17.585674632721325,0.9718344503795209,-0.05242841121552383,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
27,0.002551020408163265,3.9000132083892822,0.09375,0.27527050569151457,0.6640690822826641,4.2523593056715585,18.123142029721986,0.9800378785694671,-0.056790548872457,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
28,0.0012755102040816326,3.9648170471191406,0.098876953125,0.2519240798825273,0.6434511966143516,4.32705393463213,18.763323958920523,1.01127312361795,-0.045301873293084736,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
29,0.0012755102040816326,3.1153411865234375,0.136474609375,0.24620173465318218,0.6460094829361964,4.396054997781261,19.36661911978575,0.9704103809295006,-0.04560151879399512,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
30,0.002551020408163265,4.034890651702881,0.097900390625,0.24745893607797875,0.6582093617046265,4.464226409232969,19.965806419342425,1.0374940207706147,-0.05226836850267784,K100_LR,1.0,leaky,0.1,2,LR,0.0014238163055446458,0.05233456561427823,0.0005289753590948117,0.662950635272659,77.57980885021637,0.07561646858021587,0.1645122702515099,1.0,1.4210854715202004e-14,0.026402264635655776,39.29564509286442,2.528710411213153,-2.295166130931647,1.0,0.9243999719619751
31,0.0012755102040816326,3.8321306705474854,0.083740234375,0.293718467326804,0.6419383187511377,4.529469215806298,20.55272151196139,0.9751081260610417,-0.04483079363751144,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
32,0.0,3.571051597595215,0.089111328125,0.23535928274667278,0.6775754193101695,4.591546755574586,21.112969247623433,1.0295640838180495,-0.054495287859275994,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
33,0.0,3.2113306522369385,0.12451171875,0.23448821661048852,0.6809196205684358,4.651638397916188,21.669217523960448,0.9696364771066264,-0.04691445925364174,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
34,0.0,4.311374664306641,0.084228515625,0.19822491263476144,0.692834599811921,4.710744093957589,22.224240611504207,1.0222617065161084,-0.054095631530895846,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
35,0.003826530612244898,3.1903276443481445,0.135986328125,0.31542042616583127,0.5832751516587029,4.764654901832477,22.731752314369434,0.969405880389524,-0.05171361217146371,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
36,0.0012755102040816326,3.6574487686157227,0.0908203125,0.2844370262921989,0.6093955057336428,4.825838763208654,23.31948080780016,1.0595243143099988,-0.04930862377136295,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
37,0.0012755102040816326,3.9645042419433594,0.07861328125,0.27613504206417383,0.6588953157896869,4.890677703853286,23.947413143875693,1.0409394400011664,-0.04428038049329189,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
38,0.0012755102040816326,3.447847843170166,0.1083984375,0.25877832339676343,0.6580151410298418,4.947011633421851,24.501096783274487,1.0102116012309785,-0.04639783744283316,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
39,0.0,4.167609691619873,0.102294921875,0.22324778517915816,0.7172238352024433,5.0012811977806,25.039985630668244,1.0048313953162147,-0.05004354977450394,K100_LR,1.0,leaky,0.1,2,LR,,,,,,,,,,,,,,,
40,0.0,4.396664619445801,0.133544921875,0.27257163850707616,0.6816855144785149,5.049498983533612,25.524126292892344,1.0277977367133782,-0.056907952694393325,K100_LR,1.0,leaky,0.1,2,LR,0.001367536027604948,0.047796085141573345,0.0005401778270689426,0.6916798644418056,76.57809597319486,0.07665838037888985,0.1633797102518507,1.0,8.881784197001252e-16,0.02606495944900727,39.43216327361381,2.817795039782237,-2.609526323016778,1.0,0.9193000197410583
