task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3090808391571045,0.0830078125,,,1.1067039329779527,1.2291152526221765,0.886853936432449,0.008649640210429556,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
2,0.0,4.059449672698975,0.07763671875,0.16337072682983822,0.29668827112503493,1.4521938537518733,2.1155842139972005,1.0436446307629677,-0.06997646547818723,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
3,0.0012755102040816326,5.373924255371094,0.0810546875,0.27094252104278604,0.42329981987450266,1.7261363944503458,2.9950435955785806,1.0773621618469427,-0.06636379092886925,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
4,0.002551020408163265,3.625199794769287,0.10205078125,0.39353890121217255,0.43551152144691757,1.9363188546151742,3.7744778822889624,1.0378018748533455,-0.07465521013272221,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
5,0.002551020408163265,3.8937325477600098,0.096435546875,0.3721637182546546,0.4825238090881119,2.1111966145861287,4.493684713506466,1.0175337508022146,-0.07758520849909617,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
6,0.0,3.852076292037964,0.068359375,0.4392635458744701,0.4898306688567856,2.2574285334238917,5.138043903324411,0.9208646648976668,-0.06883543893667171,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
7,0.0,4.6008100509643555,0.1025390625,0.4460023483824856,0.5015033820684639,2.3896343150551433,5.760004096603093,0.8943425881774401,-0.06432857524890387,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
8,0.0,4.190231800079346,0.1083984375,0.4366367980114022,0.5400839655854414,2.51556827459735,6.38495422990686,0.9064071067876475,-0.05957478374334563,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
9,0.002551020408163265,3.7653911113739014,0.133544921875,0.5300826855844716,0.507142252038035,2.630452831166504,6.978598754738614,0.8631985182734122,-0.05623191689396537,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
10,0.0012755102040816326,3.576673746109009,0.09375,0.45827006603183085,0.5501276970924743,2.7435092596128623,7.596006878858307,0.8718755029444938,-0.05274155389650249,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
11,0.0,4.294776916503906,0.09423828125,0.5141740310970025,0.571694957081367,2.8564850950370873,8.238274244365776,0.9188474036643859,-0.0502869651124508,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
12,0.0012755102040816326,4.693416595458984,0.083251953125,0.46300540726904366,0.6233433335618009,2.9687887601061878,8.895473244605679,0.9596907713748251,-0.05186819560399618,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
13,0.0,3.722029209136963,0.08642578125,0.49320825629098297,0.5904662455819144,3.0733316422848582,9.528079965252534,0.8953908583870875,-0.043993319239000746,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
14,0.0012755102040816326,3.968879461288452,0.09033203125,0.5117206068094212,0.5672962508539569,3.1678461830166005,10.125257103631318,0.8518330956975794,-0.043351322256112164,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
15,0.0,4.239159107208252,0.100341796875,0.5122225343382472,0.6326430333061869,3.2579094516751272,10.712622201169625,0.8624820056005931,-0.04500220104359537,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
16,0.0012755102040816326,3.82153582572937,0.098388671875,0.571294375588987,0.5905287899645301,3.3539479981951223,11.356095914709659,0.9031966668860657,-0.04027098194949625,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
17,0.00510204081632653,3.6655707359313965,0.1279296875,0.5156097022117643,0.6769137560053187,3.4455970687599127,11.985875080778497,0.8784340524315908,-0.039117404531835126,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
18,0.0,4.768040180206299,0.103515625,0.5036874602922781,0.6402909727023122,3.532449094239004,12.604081964260615,0.9167340860113015,-0.04403166310610262,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
19,0.002551020408163265,3.2805874347686768,0.15869140625,0.5397009144580609,0.6222480602578262,3.6140078436203953,13.199412059419492,0.8839860967717398,-0.039654299518095314,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
20,0.0,3.8795583248138428,0.16845703125,0.47903052252429607,0.6821354851362651,3.698496149388234,13.830489927585337,0.9154961945914026,-0.035948924939928704,K100_ELU1,1.0,elu,1.0,2,ELU1,0.0004505147536995893,0.0520830335634237,0.00021997857752588734,0.5623115880496293,69.9286788881072,0.07603710409139784,0.3033367608685473,1.0,7.105427357601002e-15,0.023530548546924726,38.90670856081898,3.3695665510258515,-2.1863117077796033,1.0,0.9294000267982483
21,0.0012755102040816326,4.204352378845215,0.095947265625,0.5230997767823181,0.6691940298137252,3.7799474768865853,14.452627916877372,0.8894787414777353,-0.03604645263167852,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
22,0.002551020408163265,4.047371864318848,0.082275390625,0.5008144863257004,0.652109358757481,3.8716288217221915,15.16051889797875,0.9892832012781486,-0.038022059482462636,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
23,0.0012755102040816326,4.6658735275268555,0.1103515625,0.4355246829126629,0.7367481763341438,3.956762670648398,15.836635291462233,0.9310955684169077,-0.030701380779486708,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
24,0.0012755102040816326,3.5997872352600098,0.098388671875,0.4462650272045419,0.729862773672639,4.0302463564042394,16.439187101140675,0.875107841852586,-0.0353199422956837,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
25,0.0,4.413679599761963,0.107421875,0.499227486934349,0.6952319749311953,4.1080131394160775,17.082676388938,0.9696711214462195,-0.03988668664791418,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
26,0.0012755102040816326,4.6823835372924805,0.08984375,0.3986178907726393,0.7922629985783259,4.188581971505304,17.764098176587957,0.9496508860538859,-0.02916174299752818,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
27,0.002551020408163265,5.140496730804443,0.102783203125,0.43907237283462697,0.7982986222569893,4.2636719231747,18.401552825706432,0.9568528956692479,-0.03705172261942173,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
28,0.0012755102040816326,3.983067512512207,0.0859375,0.45958484121006066,0.7497659931868124,4.3352540530064685,19.024441500055612,0.9294045044518202,-0.03671868385705542,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
29,0.0012755102040816326,3.542339563369751,0.104736328125,0.4869396248439324,0.7174583091289857,4.408353334358344,19.673361352821377,0.9270324876061496,-0.03493156008131749,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
30,0.002551020408163265,4.463471412658691,0.103515625,0.40514176265660573,0.7996634237121016,4.475947141978289,20.28453541499281,0.9618705467724215,-0.0357278114851665,K100_ELU1,1.0,elu,1.0,2,ELU1,0.00018930725485611592,0.023986727678448096,0.0002610727294347897,0.44635997616770146,67.72507550484194,0.0703725054469494,0.25511613769929603,1.0,3.552713678800501e-15,0.022291761265262455,43.14914982834117,4.612624193793183,-3.0691712484408584,1.0,0.9243999719619751
31,0.0012755102040816326,4.501496315002441,0.1201171875,0.47656094392597,0.7428233355054122,4.53817731196109,20.858423435336643,0.8543199812556047,-0.029346565041002366,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
32,0.0,3.985459566116333,0.11328125,0.46567407176485937,0.7549961652625043,4.60490759633705,21.478795428276072,0.9716412005546756,-0.03650102306006992,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
33,0.0,3.7284891605377197,0.12353515625,0.45731327369543723,0.7646969243282823,4.6700052020995715,22.10147910109928,0.9001445979178944,-0.02743504754033604,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
34,0.0,4.428231239318848,0.098388671875,0.43239543617491344,0.7619623262110795,4.725615961963987,22.63604668758082,0.9235971302914184,-0.040220436873823255,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
35,0.003826530612244898,3.944756031036377,0.116455078125,0.5572911444074202,0.6702713893440256,4.790198886653576,23.253457244729105,0.9741905776064408,-0.039113533945241814,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
36,0.0012755102040816326,3.9788658618927,0.1005859375,0.49848590353747235,0.7320555361957967,4.849210209510639,23.829826500977653,0.9320496296806151,-0.034625298143700176,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
37,0.0012755102040816326,4.108816623687744,0.09375,0.5724446166370332,0.6451529972294803,4.913884319373733,24.476347161589615,0.9569327182402161,-0.03216238927089288,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
38,0.0012755102040816326,4.612692356109619,0.101806640625,0.5376945114884348,0.6778910290163302,4.982595179038134,25.176342129480634,1.0083487710937376,-0.030805584151856996,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
39,0.0,4.086446285247803,0.091796875,0.4741294013065145,0.7520156887609304,5.040962467125505,25.778200689555174,0.9771593655118391,-0.03497009653836,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
40,0.0,4.790127754211426,0.116455078125,0.5246966894240362,0.7068682729510086,5.104951790862162,26.43720285405773,1.050605948567663,-0.03400034936540632,K100_ELU1,1.0,elu,1.0,2,ELU1,7.723584760878262e-05,0.012319365159444404,0.000262729447564773,0.3532029710548289,67.56122070640946,0.06813290607669568,0.2619853001384838,1.0,1.7763568394002505e-15,0.024307500088806583,43.22147257962817,6.013520308678111,-3.704029188268509,1.0,0.9214000105857849
41,0.0,3.4736623764038086,0.10107421875,0.48831162249484955,0.763556934044227,5.163318300791164,27.04428129854598,0.9370787666894488,-0.02799980837511881,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
42,0.0012755102040816326,4.328342437744141,0.1357421875,0.5229573779177895,0.7273286427394561,5.230290457148876,27.748969042783912,1.0320752759542593,-0.02855170119479746,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
43,0.003826530612244898,3.800601005554199,0.0595703125,0.43083796005586994,0.7912128325460077,5.286809503894972,28.352058114033156,0.9760177055875009,-0.03361982099857718,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
44,0.0012755102040816326,3.2634599208831787,0.12744140625,0.46079640318807236,0.7545890541406435,5.3428060288987895,28.958089787047196,0.9683100390259244,-0.0339695129413713,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
45,0.002551020408163265,3.7202930450439453,0.106689453125,0.44881924004732165,0.831941537545531,5.396503579733902,29.54615280521922,0.9245515360076763,-0.026892689849719396,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
46,0.0012755102040816326,3.6547467708587646,0.121337890625,0.42686087461336025,0.8282485214960488,5.451360080227369,30.149320689728906,0.9863644087103515,-0.031428764486437916,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
47,0.0,4.709488391876221,0.12060546875,0.41837541145771934,0.840436339755906,5.507404836706748,30.7771328101008,1.0705732856880135,-0.03882927474248231,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
48,0.0,3.651270627975464,0.157470703125,0.4228926747731578,0.8522523912155038,5.560170425437336,31.372268527488636,1.0100671832308126,-0.03461736123342814,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
49,0.0012755102040816326,4.421610355377197,0.094482421875,0.3877534938424564,0.880735086867231,5.6125204119982905,31.974959763738845,0.9652177878037755,-0.033069159175695126,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
50,0.0012755102040816326,3.7854886054992676,0.08984375,0.45376934665483337,0.7789941857397167,5.656668276270893,32.48731693684149,0.8842407308916712,-0.03171386630157328,K100_ELU1,1.0,elu,1.0,2,ELU1,3.403964519112828e-05,0.00559496112751502,0.0002776796761911024,0.3276860908403858,66.86299859590427,0.06781449820846978,0.24828811035849052,1.0,7.105427357601002e-15,0.020844440915392864,42.42093776852953,7.35049917709265,-4.54709418984593,1.0,0.9129999876022339
51,0.0,3.8071701526641846,0.181640625,0.4711182047430282,0.8270845762504678,5.698744454708633,32.97886898097184,0.9077890161432063,-0.037434380457753845,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
52,0.0012755102040816326,3.7908554077148438,0.1005859375,0.44298551847929624,0.8098051432488549,5.748245580380838,33.56179433272169,1.000889012920902,-0.03541221359298253,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
53,0.0,4.68701696395874,0.072021484375,0.4465962375420277,0.7969713872105355,5.7996737189235015,34.17459103277628,1.047695929677963,-0.03535507136207018,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
54,0.002551020408163265,4.352284908294678,0.142822265625,0.43362864082807423,0.8495005099013232,5.846550840895252,34.737430736061214,0.9482120349011786,-0.03297048451392828,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
55,0.002551020408163265,3.943591594696045,0.114990234375,0.4512665966077367,0.8168045847779791,5.891265961786336,35.27601245965763,0.9282998061854576,-0.03259584951515993,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
56,0.0,4.920386791229248,0.064697265625,0.38932185260145424,0.8977311582299186,5.9418217743812765,35.89257150298364,1.0812552934902224,-0.03794251263113444,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
57,0.0,3.6643505096435547,0.11474609375,0.41017105083554595,0.8593917926823201,5.987960993889309,36.45675545169928,1.0298475206985527,-0.0359861096905357,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
58,0.0,4.631722927093506,0.09130859375,0.43595904447016504,0.8125929174439142,6.036358925927084,37.05719128487857,1.0221597918361491,-0.034844577387126666,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
59,0.0,3.76568341255188,0.090576171875,0.4199437048800915,0.8275278813282394,6.082023508197435,37.63038876211699,0.9747796977003368,-0.03330969409681046,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
60,0.002551020408163265,4.8038811683654785,0.09814453125,0.3388529986949431,0.9896757379507491,6.1239495074651105,38.16206028115486,1.0236936196616053,-0.03829394858346703,K100_ELU1,1.0,elu,1.0,2,ELU1,2.9952927095528918e-05,0.004277536390909022,0.0003366919519739492,0.3116655128495984,66.7304529354423,0.06881109026765801,0.21431796665988817,1.0,1.0658141036401503e-14,0.025190708185964604,40.637746747904934,8.597016111272024,-5.089445053097275,1.0,0.9096999764442444
61,0.0,4.208101749420166,0.115478515625,0.3490110219298188,0.9723361453180887,6.169980242436612,38.74502240961623,1.000930133459002,-0.035721138997491526,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
62,0.0012755102040816326,4.516750812530518,0.1611328125,0.3855785842985357,0.8816157704626657,6.21414274489497,39.30768601635722,1.0044739687566284,-0.03323929857642519,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
63,0.0012755102040816326,3.9259214401245117,0.149658203125,0.3768267199382354,0.8762956456951886,6.2606692991056345,39.90431010130886,1.0625817798963133,-0.03353027969745504,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
64,0.003826530612244898,4.03908634185791,0.115966796875,0.3248106667671222,1.0085239116859372,6.308852046355156,40.52857445854656,1.1048984516036287,-0.033397545351915046,K100_ELU1,1.0,elu,1.0,2,ELU1,,,,,,,,,,,,,,,
