task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3024916648864746,0.096923828125,,,1.1575818859819536,1.3522500444893388,1.0062828886676407,0.012609349809719242,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
2,0.9017857142857143,0.33283835649490356,0.900634765625,0.8746584414428499,0.08604779479570286,1.421298646096722,2.0434175500929,0.34869478628906636,0.24291391132019094,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
3,0.9005102040816326,0.24961604177951813,0.93359375,0.916596721131317,0.07193390280669035,1.6246680121310746,2.671126660490929,0.29585693035838245,0.2078505916025828,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
4,0.9017857142857143,0.26480844616889954,0.9130859375,0.901469866692939,0.0937319659924254,1.787568687304898,3.238713529384179,0.2611352241225518,0.1768598968048131,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
5,0.9005102040816326,0.19631867110729218,0.942138671875,0.8916651442387395,0.1106176496620997,1.9260280147803899,3.764034198102512,0.2486341917223934,0.14800550856065545,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
6,0.9017857142857143,0.2079724222421646,0.93310546875,0.8887458688876907,0.12046144332655023,2.0660606897675446,4.33009407527566,0.2731586820915978,0.14234227911102226,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
7,0.9005102040816326,0.20981083810329437,0.931640625,0.8808773399059089,0.1362055814685811,2.1894823538125,4.8580510205432805,0.2588612173080965,0.12496168178650482,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
8,0.9005102040816326,0.17678400874137878,0.9443359375,0.8804597052950566,0.13601539654282976,2.3021179141038677,5.366988386031272,0.24916727558246796,0.11626782985173026,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
9,0.9017857142857143,0.13293638825416565,0.95654296875,0.8782998522695298,0.14642874191429736,2.4042874471956712,5.8535466773895,0.24147532712562833,0.10459288133354215,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
10,0.9017857142857143,0.11366437375545502,0.96484375,0.8970386360943677,0.1272819974492163,2.4999005020551346,6.328453745459926,0.2529096975958114,0.08857885543130468,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
11,0.9030612244897959,0.17624761164188385,0.94580078125,0.8556385430481125,0.17904640415826936,2.5920516533368674,6.80253741490548,0.2540463304879112,0.08552933178862582,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
12,0.9017857142857143,0.19922132790088654,0.931640625,0.8629949730970691,0.17231722714035919,2.676345983641369,7.25202682119158,0.24853771624217152,0.07390362682699803,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
13,0.9030612244897959,0.1440393626689911,0.953857421875,0.8781588135332447,0.15692763503599805,2.7523615041851355,7.668723560255296,0.22548297933585007,0.07261825246427477,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
14,0.9005102040816326,0.12962205708026886,0.95703125,0.8849745407717176,0.1476589222047145,2.8358379264582827,8.1362569777199,0.2488285116122385,0.07878304071390996,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
15,0.9005102040816326,0.17377345263957977,0.94140625,0.8619995385396182,0.17770978481159055,2.9043837028849566,8.532437776317847,0.22461184016425725,0.0625906321491972,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
16,0.9017857142857143,0.13882951438426971,0.956298828125,0.8410482193342038,0.20586318236706125,2.9785421290340834,8.971707271611711,0.2466419129964588,0.066448746181582,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
17,0.9005102040816326,0.1422296017408371,0.952392578125,0.8623949228459765,0.1852822606056524,3.0530921565476294,9.422527712642403,0.24204207206142506,0.07084696915840501,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
18,0.9017857142857143,0.1647220253944397,0.947265625,0.8555732254102008,0.19389437159499978,3.1224507605405383,9.856568930544778,0.26157440656990855,0.05263598655222666,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
19,0.9030612244897959,0.1298254430294037,0.960205078125,0.8523038041901991,0.19873860820966988,3.191151705514218,10.294459152728786,0.24579522656962072,0.05974248448705696,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
20,0.9005102040816326,0.17161525785923004,0.941650390625,0.8683679881301228,0.17716172089734733,3.2580813157603097,10.726698791858757,0.25926177001068346,0.05331625183809928,K010_LR001,0.1,leaky,0.01,0,LR001,4.9641902280295036e-05,0.1754107019448718,4.8396414171910684e-05,0.07845368117451679,74.53595459445864,0.04987395965590076,0.30414459249688913,1.0,3.552713678800501e-15,0.0164439304893654,15.766411210406956,2.1218370563277698,-1.0555199614240227,1.0,0.9653000235557556
21,0.9005102040816326,0.1450844258069992,0.952392578125,0.8421122577748763,0.21323483446560765,3.3282407342509788,11.190921596633098,0.25913786507552616,0.05992955309379985,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
22,0.9017857142857143,0.20121519267559052,0.9365234375,0.8234154090748947,0.23564326433905788,3.3891730625670657,11.602880875812353,0.24554391618999616,0.04853697178105975,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
23,0.9005102040816326,0.19043618440628052,0.935302734375,0.853872903350275,0.20643538419562427,3.4531980575137577,12.04253586977124,0.2708266028224198,0.04676020644804885,K010_LR001,0.1,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
