task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3024916648864746,0.096923828125,,,1.1575818859819536,1.3522500444893388,1.0062828886676407,0.012609349809719242,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
2,1.0,0.2913450002670288,0.912841796875,1.0000000000001104,0.0,1.3902865644981204,1.9591059309145455,0.2859284003390998,0.248875013910535,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
3,1.0,0.20168176293373108,0.945068359375,0.9999999999992011,0.0,1.5663363317247254,2.490829653360623,0.2108652405962671,0.2399688713204361,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
4,1.0,0.19565828144550323,0.938232421875,0.9999999999993335,0.0,1.7069725751945162,2.961909722525288,0.18352950476496474,0.20426131193891364,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
5,1.0,0.14352114498615265,0.959228515625,0.9999999999992928,0.0,1.8330854592784405,3.4149794046891784,0.18427224481983295,0.17808612453923478,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
6,1.0,0.1279490441083908,0.962646484375,1.000000000000252,0.0,1.9551690591755964,3.889063765628057,0.20040462302861037,0.15957948893748647,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
7,1.0,0.11618911474943161,0.963623046875,1.0000000000002773,0.0,2.0532605151649777,4.288447108525799,0.17417390483502085,0.13440724626480938,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
8,1.0,0.1014425978064537,0.9697265625,0.9999999999992507,0.0,2.1533198083725424,4.716057338449175,0.1746861708156972,0.14225289480802103,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
9,1.0,0.08258840441703796,0.973388671875,0.9999999999992538,0.0,2.242631738002854,5.115166359004204,0.1655222274296662,0.13080297346873043,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
10,1.0,0.07930927723646164,0.975341796875,0.9999999999993081,0.0,2.3358777258758283,5.546447781037633,0.17780815364530744,0.12988140191787953,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
11,1.0,0.09631939977407455,0.9697265625,1.0000000000003042,0.0,2.428550104719912,5.994653786134245,0.17505825028355596,0.13661722175745378,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
12,1.0,0.07877109199762344,0.970947265625,1.0000000000006875,0.0,2.5054307148611494,6.379476985019725,0.1755403345183493,0.0997412734992765,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
13,1.0,0.09720929712057114,0.967529296875,1.0000000000006748,0.0,2.58375320920566,6.781996034307841,0.18047228275046248,0.10380724895472185,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
14,1.0,0.07590100914239883,0.975341796875,0.9999999999996222,0.0,2.670005953417782,7.236941572283731,0.19093038175607846,0.11459459641874409,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
15,1.0,0.07078371196985245,0.97705078125,0.9999999999994151,0.0,2.742460824390193,7.632908502167302,0.17242317032884302,0.09890568577515828,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
16,1.0,0.06784992665052414,0.97998046875,1.0000000000003286,0.0,2.817698230567181,8.055798622667002,0.17466064388535327,0.10548226022654106,K000_LR001,0.0,leaky,0.01,0,LR001,,,,,,,,,,,,,,,
