task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3047029972076416,0.096435546875,,,1.1487888600310905,1.3269865928980553,0.9879135984417955,0.00550104428952089,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
2,1.0,0.32314255833625793,0.91064453125,1.0000000000003417,0.0,1.3950103038895458,1.9628710482467733,0.3009895010539437,0.26483873699824256,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
3,1.0,0.2435714155435562,0.9267578125,1.0000000000008218,0.0,1.5656286724802388,2.4796003929389308,0.21349688915339152,0.22607249602034035,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
4,1.0,0.18231433629989624,0.942626953125,1.0000000000001745,0.0,1.719218666332423,2.993827107124373,0.19427666017439735,0.22444493480034716,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
5,1.0,0.14830920100212097,0.9560546875,1.0000000000002132,0.0,1.8400854040587677,3.4321289234977446,0.1798413172674162,0.17059119966923464,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
6,1.0,0.1455773562192917,0.958740234375,1.0000000000004594,0.0,1.9486104819870536,3.850794376728633,0.18638887720369432,0.14160952757643644,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
7,1.0,0.11795514822006226,0.96533203125,0.9999999999991763,0.0,2.049293371895006,4.259379336588797,0.16591132394186153,0.14781433743111103,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
8,1.0,0.10925517231225967,0.970947265625,0.9999999999999802,0.0,2.1501653233523497,4.688261631729699,0.18575215462279945,0.1341296684691357,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
9,1.0,0.11051727831363678,0.968017578125,1.000000000000078,0.0,2.2378927683662995,5.082343976415244,0.15898583699607838,0.13069441597167544,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
10,1.0,0.09564382582902908,0.970947265625,0.9999999999998299,0.0,2.3337591183813937,5.524793776606083,0.1809644550365764,0.13449621207266305,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
11,1.0,0.08119825273752213,0.97314453125,0.9999999999997011,0.0,2.4260671384396777,5.970816463688197,0.18773546239870892,0.12391938732532039,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
12,1.0,0.07733086496591568,0.97705078125,0.9999999999995774,0.0,2.5101255428643685,6.3873525526503805,0.1689209790180284,0.1237575339603838,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
13,1.0,0.0694723054766655,0.980712890625,0.999999999999807,0.0,2.58768984583264,6.78638349521976,0.16775869773625257,0.11034556871237981,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
14,1.0,0.07632111012935638,0.97900390625,0.9999999999992535,0.0,2.672617534043694,7.236219864157729,0.17600238722471245,0.12505207033047888,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
15,1.0,0.06225139647722244,0.978271484375,0.9999999999994118,0.0,2.755566089288885,7.693402441122546,0.19063552086414284,0.1116761732273589,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
16,1.0,0.06652675569057465,0.9814453125,1.000000000000778,0.0,2.826468796548679,8.092998802972645,0.16783959483914515,0.10104439449392272,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
17,1.0,0.05662986636161804,0.982666015625,0.9999999999990297,0.0,2.892295535912277,8.47293560241216,0.1618001985237661,0.09448041762058365,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
18,1.0,0.05688096955418587,0.980712890625,1.000000000000016,0.0,2.9700220398828914,8.931753019870081,0.18619414270938187,0.10857352406889334,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
19,1.0,0.055144019424915314,0.982666015625,0.9999999999993707,0.0,3.036790797571369,9.340801422031818,0.15226380100417256,0.1071293626374981,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
20,1.0,0.057589091360569,0.983154296875,0.9999999999998931,0.0,3.1037999074411844,9.758038749235723,0.17754313114317263,0.09186080284152626,K000_LR001,0.0,leaky,0.01,1,LR001,6.661350256322148e-06,0.21571573026385193,7.74301200943313e-06,0.052596348037598224,75.82543853247611,0.027048423537657015,0.31895811099695504,1.0,1.7763568394002505e-15,0.01278113765899047,13.891027221531079,2.7026647832756034,-1.2035009071797194,1.0,0.9714000225067139
21,1.0,0.06539002805948257,0.979248046875,0.9999999999999252,0.0,3.1748902672051043,10.208106092363451,0.17521380417385457,0.10395853225539714,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
22,1.0,0.05203112214803696,0.981689453125,1.000000000000201,0.0,3.244523804538289,10.661017173135837,0.18050807802960692,0.09873032265245663,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
23,1.0,0.04169205576181412,0.98681640625,0.99999999999992,0.0,3.3079279110339472,11.080269720209229,0.16325004751537633,0.0979016403920879,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
24,1.0,0.05182334780693054,0.98193359375,0.9999999999994291,0.0,3.37409370010645,11.522922868197533,0.1900554014532371,0.08680773556180077,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
25,1.0,0.04749187082052231,0.98291015625,1.0000000000001035,0.0,3.435120022348175,11.939867281966317,0.15559364582245855,0.09958323299371288,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
26,1.0,0.03506768122315407,0.987060546875,0.9999999999993441,0.0,3.4950206817066687,12.35429884431229,0.1749388855544581,0.08320938867759638,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
27,1.0,0.03203193098306656,0.9912109375,1.0000000000002296,0.0,3.5448019138890343,12.71159893143356,0.15014553676058456,0.07447664185445148,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
28,1.0,0.03995031863451004,0.985595703125,1.0000000000007196,0.0,3.6082495588750247,13.170331471800257,0.1837353754704633,0.088826829071429,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
29,1.0,0.048378441482782364,0.982666015625,1.0000000000000409,0.0,3.669054027610321,13.615673678147177,0.1876106680763864,0.08250595073093145,K000_LR001,0.0,leaky,0.01,1,LR001,,,,,,,,,,,,,,,
