task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.30391526222229,0.089599609375,,,1.1623650243441463,1.3583984018207391,1.0127698364617699,0.01087655180058434,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
2,0.9005102040816326,0.3147093951702118,0.910888671875,0.891048796917544,0.06689015287713448,1.413854653852935,2.0099663303787167,0.3257073437373183,0.24301971812718356,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
3,0.9005102040816326,0.23832876980304718,0.935302734375,0.8738916691656498,0.1005133234643358,1.6121203043367842,2.6162105372720292,0.29457269875105035,0.19897165923716145,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
4,0.9017857142857143,0.19758397340774536,0.943359375,0.8886918993168794,0.09814910779280873,1.772660804063235,3.1679435598805936,0.2758347047612562,0.15682644084870143,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
5,0.9030612244897959,0.20295917987823486,0.941650390625,0.8835142318246073,0.11346957825912736,1.919381811443463,3.7168124464024324,0.26183883535999936,0.15433937765905342,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
6,0.9017857142857143,0.1700797975063324,0.948974609375,0.8830465471916892,0.11690871161797473,2.046090997046391,4.226046976421873,0.2525994525117111,0.12854823310309918,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
7,0.9030612244897959,0.18776439130306244,0.943115234375,0.8709243683006528,0.13785743943408507,2.160094525070447,4.713738943787763,0.2415959761749987,0.11809985273264295,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
8,0.9017857142857143,0.20486091077327728,0.93408203125,0.8560699985783946,0.16021659686248832,2.2761313766512083,5.235480344395005,0.2577303629224004,0.11665376698955032,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
9,0.9005102040816326,0.1585293710231781,0.95361328125,0.8764085967848787,0.14297645695477595,2.381549411670811,5.73380506748495,0.25568248777441177,0.10163626885449156,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
10,0.9005102040816326,0.14812833070755005,0.9580078125,0.8802527401545303,0.1417311006119945,2.4785299008700807,6.210412672545569,0.26529121602710587,0.08273996097249241,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
11,0.9005102040816326,0.1500660628080368,0.951904296875,0.8725469540259064,0.15639720620944025,2.570968990885207,6.681833924589293,0.24559206546331086,0.08875182597756062,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
12,0.9043367346938775,0.1524917632341385,0.953857421875,0.8515744699020878,0.17605451375226483,2.652970313957186,7.1144098656658254,0.2388595229495881,0.0754879701156613,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
13,0.9005102040816326,0.1600571572780609,0.946533203125,0.8773866079149447,0.15024017073975307,2.7383381869469825,7.5811115324045355,0.23865799189234455,0.08412119960541649,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
14,0.9017857142857143,0.22438174486160278,0.925048828125,0.847502898352514,0.1896406366157576,2.8237218212667177,8.06234748813117,0.26205224470782257,0.07505228827946545,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
15,0.9017857142857143,0.2095230370759964,0.93359375,0.8392340634232177,0.20158425607520486,2.9144150312786716,8.586836120649258,0.2800150874942706,0.07914813052272551,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
16,0.9030612244897959,0.1582975536584854,0.946533203125,0.8517082668189935,0.19048770774484383,2.98722984212601,9.019326876645302,0.2299072045466108,0.07105962586889007,K010_LR001,0.1,leaky,0.01,2,LR001,,,,,,,,,,,,,,,
