arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA1u,1,0.001,1,none,0.9705354167,1,1,0,0,-0.2846184969,1.461082578,-5.427167416,0.2697462142,0.3436366916,6.103460742,0,0,-4.93406105,6.666506767,-9.591127396,0.2655358911,0.4102353156,14.3557675,0,0,-16.75741196,24.2362957,-38.35816574,0.2710115612,86.11231582,0,0,-2.368737936,12.20181656,-12.18973827,0.4345763624,73.95891746,1.539409041,2.684796095,3.336453438,1.236482978,1.266652942,0.6787697077,0.4024890065,2.215898752,0,1,0.1322665811,0.09146805853,0.1971886754,0,1,0.04251415655,0.02338888682,0.06640780717,0,1,0.0846465975,0.05444950238,0.1151812598,0,1
SWA1u,1,0.001,2,none,0.9339708333,0.8824999928,0.8824999928,0,0,4.700779438,5.116074085,-11.7133646,0.898022294,0.9465683103,3.360393222,0,0,-71.64810181,112.6639938,-1448.542725,0.2906056345,0.4054155648,10.72003564,0,0,-1346.017944,546.524231,-3450.517822,-0.0354420431,29.1263594,0,0,-1414.91687,203.7568054,-2817.928467,-0.007748609409,23.11493554,3.660699129,6.894760132,5.216020584,1.830616832,1.423091054,0.184006393,0.106757164,0.2672106922,0,1,0.006885488983,0.001599202631,0.01995735802,0,1,0.001953826752,0.001084117801,0.004187629558,0,1,0.005074574612,0.002729854081,0.008812071756,0,1
SWA1u,1,0.001,3,none,0.1291083333,0.1316666752,0.1316666752,0,0,311.4579773,140.1392059,-0.3897750378,1.039505243,1.050195575,1.123841972,0,0,531973.6875,250377.0938,-126695.1797,1.031975746,1.050305367,1.229138541,0,0,-18695282,9917192,-84563344,-0.0201093629,1.257276879,0,0,-4165446912,1255884288,-5414256640,-1.458757743e-05,1.174653062,79.04979706,136.6231995,9.882403374,4.266304493,1.397088528,0.007122752257,0.006851210259,18.98478508,0,1,4.007521511e-06,3.965258657e-06,4.200766853e-05,0,1,1.024529936e-07,9.999999939e-09,4.275406695e-07,0.07999999821,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,12.15833569
SWA1u,1,0.001,4,none,0.1160604167,0.1174999997,0.1174999997,0,0,327.8905029,147.6201172,-0.5942215323,1.03958559,1.050236821,1.118733195,0,0,590946.4375,278187.875,-153728.1562,1.032123804,1.050388813,1.221723568,0,0,-44304580,19541698,-214070128,-0.0661528632,1.225533548,0,0,-6146964480,1804458112,-7793490432,-7.213800473e-07,1.065714513,83.24542999,144.6331329,11.25979996,4.795439243,1.618129969,0.006779192016,0.006533487234,137.0475311,0,1,3.61716684e-06,3.582295903e-06,2.997241791e-05,0,1,5.276698545e-08,9.999999939e-09,2.255556097e-07,0.07999999821,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,17.38059807
SWA1u,1,0.001,5,none,0.1068541667,0.1125000045,0.1125000045,0,0,339.3600769,152.8179474,-0.3738711774,1.039428592,1.050131679,1.116054642,0,0,633835.0625,298495.7188,-175260.0625,1.031819224,1.050195694,1.225571674,0,0,-62242040,24781512,-254019344,-0.06622020155,1.214751421,0,0,-7623298048,2222263040,-9874435072,-7.288247161e-08,1.051426372,86.1528244,150.9288177,12.09294987,5.196799755,2.042099476,0.006537109613,0.006308202632,54.11812973,0,1,3.364116083e-06,3.334051826e-06,2.380621299e-05,0,1,4.091233663e-08,9.999999939e-09,1.923300204e-07,0.07999999821,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,21.54724312
SWA1u,1,0.001,6,none,0.1189916667,0.1241666675,0.1241666675,0,0,347.8990479,156.4189911,-1.772525668,1.03976357,1.050383687,1.136303012,0,0,669685.0625,314701.375,-162712.8906,1.03237164,1.050587535,1.216282909,0,0,-42757592,34203452,-251885904,-0.004486493301,1.598321604,0,0,-7321675264,2134870656,-8730460160,-5.950116488e-08,1.104525112,88.31375885,157.0423737,16.08842659,5.182432175,6.102157593,0.006400217302,0.006179151591,0.9307656288,0,1,3.207899454e-06,3.173646746e-06,2.585158836e-05,0,1,2.903104779e-08,9.999999939e-09,7.470704588e-08,0.07999999821,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,20.52588272
SWA1u,1,0.001,7,none,0.1250229167,0.1266666651,0.1266666651,0,0,356.3525085,160.2453766,-7.405548096,1.039691448,1.050334454,1.122515399,0,0,704616.6875,331178.7812,-180247.2969,1.032290101,1.05053699,1.209107993,0,0,-69770640,42159176,-323579296,-0.05333705246,1.510705516,0.7299999595,0,-1.02724393e+10,2964058112,-1.191006925e+10,-3.862224707e-10,1.015056167,90.4606781,160.8537598,17.30897331,5.646975994,8.03868103,0.006243431475,0.006032831501,0.7520055175,0,1,3.045728135e-06,3.014155027e-06,2.190589476e-05,0,1,2.414853562e-08,9.999999939e-09,9.282398139e-08,0.09999999404,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,28.67951393
SWA1u,1,0.001,8,none,0.1083291667,0.1125000045,0.1125000045,0,0,366.3963623,164.8237762,-9.529583931,1.039454103,1.050175667,1.135927667,0,0,744536.25,349949.75,-196945.2031,1.032000422,1.050389647,1.211420191,0,0,-76038240,53371736,-403198688,-0.05385795608,1.507148358,0.8700000048,0,-1.29364009e+10,3699657472,-1.51512279e+10,-2.885295301e-12,1.020723907,93.04245758,165.8985596,18.03874779,6.152430534,9.263565063,0.006056376733,0.005856680218,1.239317417,0,1,2.871289098e-06,2.839926083e-06,1.926650475e-05,0,1,1.922863113e-08,9.999999939e-09,7.612879926e-08,0.1299999952,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,35.91070557
SWA1u,1,0.001,9,none,0.10478125,0.1116666719,0.1116666719,0,0,373.6507874,168.1194458,-13.99956417,1.039626479,1.050283194,1.122153544,0,0,778628.75,365933.4062,-209762.2656,1.032285094,1.050554872,1.207120453,0,0,-103818360,55622660,-448759360,-0.05089657754,1.510240148,0.9799999595,0,-1.41514199e+10,4031840000,-1.621173658e+10,-2.573687249e-13,1.005409979,94.88114166,169.8192596,19.18196487,6.388421535,12.78612995,0.005955582019,0.005762834102,0.6199601889,0,1,2.753987474e-06,2.726877256e-06,1.726176197e-05,0,1,1.778045444e-08,9.999999939e-09,7.413489556e-08,0.1700000018,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,39.16484451
SWA1u,1,0.001,10,none,0.1212541667,0.1225000024,0.1225000024,0,0,375.2462463,168.7883148,-13.46140862,1.039622068,1.050289512,1.141122316,0,0,783388,367965.375,-206086.1719,1.032312393,1.050595164,1.216621842,0,0,-110090016,59426368,-427918400,-0.06081984192,1.541215466,0.8199999928,0,-1.175094374e+10,3366636288,-1.524668314e+10,-1.727732193e-11,1.031272317,95.30389404,171.0618439,19.99319077,5.683959484,17.3144474,0.00592842605,0.005737136584,0.817482233,0,1,2.737871455e-06,2.709847195e-06,1.705400427e-05,0,1,1.701827657e-08,9.999999939e-09,6.205708303e-08,0.1700000018,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,32.5044632
SWA1u,1,0.001,11,none,0.11424375,0.1158333346,0.1158333346,0,0,378.8222961,170.4284515,-15.0246973,1.039691448,1.050330043,1.140068383,0,0,800526.4375,375973.8125,-229335.9531,1.032451272,1.050683618,1.20186616,0,0,-104720288,60906996,-488941664,-0.05892123654,1.556369372,0.9399999976,0,-1.412539904e+10,4029259776,-1.779283149e+10,-2.642287702e-13,1.666637808,96.23287201,173.2454376,20.89123344,6.244556904,22.99123383,0.005880428944,0.005692357197,0.5175037384,0,1,2.682661261e-06,2.656736797e-06,1.821826299e-05,0,1,1.675612005e-08,9.999999939e-09,6.32686934e-08,0.1999999881,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,38.78978729
