metric,registered,arm,window,window_tasks,median_log10_U,median_unfit,median_paired_diff_vs_LIN0,collapse_k,collapse_n,collapse_cp95_lo,collapse_cp95_hi,seed_values
level,0,LIN0,5m,task 491-500,-0.3065682312133635,0.493680917250892,0.0,0,20,0.0,0.1684334709830853,"[0.4977249485565838, 0.34904014537207295, 0.5089933749154653, 0.3077962236462183, 0.389469816490969, 0.6733912978944704, 0.577398794430384, 0.5691982283987184, 0.6357243911835624, 0.40125380995232873, 0.4279325713836414, 0.7153566558880593, 0.4896368859452003, 0.48688860175941306, 0.6209026296662559, 0.3926705584238054, 0.46405775811796185, 0.5391592205737087, 0.4822701890911967, 0.6645276190153125]"
level,0,LIN0,1m,task 91-100,-0.27168774435352333,0.5354040462960327,0.0,0,20,0.0,0.1684334709830853,"[0.42215737095123174, 0.6248807138542287, 0.46596583207814035, 0.5669129358327999, 0.6614000984154446, 0.5574771993867325, 0.44697082845333236, 0.4630357684691326, 0.47681496552432634, 0.6113338682050969, 0.4818361802043728, 0.5133308932053329, 0.5584303787650419, 0.484074495401677, 0.6536608917253834, 0.6062116933279659, 0.4463750921631683, 0.5818863628728607, 0.4907840476271838, 0.5924598056137136]"
level,0,LIN0_lr03,5m,task 491-500,-0.28884001475306276,0.5142454781529295,0.020240964039035858,0,20,0.0,0.1684334709830853,"[0.5178207283868275, 0.3564765893327995, 0.5292499085638316, 0.31723253587872524, 0.40763564148668363, 0.7016364810745782, 0.6039915927826179, 0.5829177111711804, 0.6753271905638988, 0.42173728061203786, 0.446177009057107, 0.7408534000007553, 0.5106702279190316, 0.5071139961891185, 0.6546184714918258, 0.4033521971153854, 0.4850469793076904, 0.5724101335612589, 0.4923199648415776, 0.6806619605169171]"
level,0,LIN0_lr03,1m,task 91-100,-0.25412357792428925,0.557468028088113,0.021741336383347826,0,20,0.0,0.1684334709830853,"[0.43929080075636273, 0.6513939691888991, 0.48351393897980854, 0.5985623283866753, 0.6956584330340003, 0.5833074845899676, 0.4590166068001385, 0.48028889374024714, 0.508248510074709, 0.6325749359794266, 0.5039899284054247, 0.5353033504761051, 0.5796327057001209, 0.5125610842889216, 0.6875133349925535, 0.6242205239205092, 0.4645369070306898, 0.6064430224592023, 0.5122942631231072, 0.6134446267269089]"
level,0,LIN5,5m,task 491-500,-0.2891385963014901,0.5139013641682124,0.011761031718664938,0,20,0.0,0.1684334709830853,"[0.509175180242593, 0.3538360879530261, 0.5186275480938317, 0.3207181847796352, 0.41361851309184566, 0.6833358021499837, 0.585676254307085, 0.5775854148811597, 0.6517645395527826, 0.4427352266024792, 0.4438162287592549, 0.7233484771138222, 0.5228375579800153, 0.49938465075722727, 0.6323995735367065, 0.4046956779906846, 0.48776244989729045, 0.5849108557926961, 0.4871309698620417, 0.6653524274036615]"
level,0,LIN5,1m,task 91-100,-0.26253938102668395,0.5466009333919187,0.00938194233920947,0,20,0.0,0.1684334709830853,"[0.44054816702032296, 0.6327046159104852, 0.47275158041739757, 0.5709786419593057, 0.6662845883992679, 0.5805962204287464, 0.453325290522214, 0.47715010275272174, 0.5206027910976865, 0.6204609055263883, 0.4961451490549328, 0.5296169589609121, 0.5635849078229254, 0.4879999629300154, 0.663297739082511, 0.6126153245939616, 0.45751176800278703, 0.5893270626888576, 0.5108109997467297, 0.6142127438794089]"
