arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CHB0,raw,0,0,0.001,11,none,0.9818,1,1,0,0,-1.780192065e-07,22.69297218,-1.546223939e-05,0.4983333349,47.64123651,0.4990083277,-8.556891196e-09,0.4983333349,0.4848083258,0,-0.01392216422,0,0,2.197265712e-05,0,0,-0.03135152161,44.90869522,-0.5017154217,0.5233333707,85.34391242,0.4763000011,-0.0006114498829,0.5233333707,0.4729499817,0,-0.3305833936,0,0,0.5017154217,0.003886025399,20.69698143,3.182574987,0.8934677839,18.24217415,18.73628807
CHB0,raw,0,0,0.001,12,none,0.9807229167,1,1,0,0,0,22.34564781,-1.790364695e-05,0.4983333349,49.36050597,0.4994000196,0,0.4983333349,0.4853166938,0,-0.03189206496,0,0,2.360026156e-05,0,0,0.05239186808,45.80516815,-0.4984095991,0.5241667032,86.00847153,0.4783750176,0.001206175075,0.5241667032,0.4723083377,0,-0.2997729182,0,0,0.5234845877,0.006370591465,21.15816689,3.255098343,0.8920975924,17.64614868,18.62113953
CHB0,raw,0,0,0.001,13,none,0.9825729167,1,1,0,0,2.034505258e-07,23.04564285,-2.075195334e-05,0.5,52.15617492,0.4995333254,8.263909557e-09,0.5,0.4837166369,0,-0.03983183578,0,0,2.075195334e-05,0,0,-0.01923197508,46.0023613,-0.3203955293,0.5149999857,85.97596229,0.4850166738,-0.0003373715153,0.5149999857,0.4765999913,0,-0.2904114127,0,0,0.3203955293,0.004178323783,21.53994179,3.278633118,0.9196537733,16.88613701,18.75559807
CHB0,raw,0,0,0.001,14,none,0.9821875,1,1,0,0,1.017252629e-07,23.31888771,-1.118977889e-05,0.5033333302,53.32250738,0.4959750175,5.825728788e-09,0.5033333302,0.4838083684,0,-0.0206835568,0,0,1.963297655e-05,0,0,0.01616231352,46.72003174,-0.4611908197,0.5208333731,86.17453042,0.4801000059,0.0004573547631,0.5208333731,0.4756000042,0,-0.2828170359,0,0,0.6031087041,0.004865276627,21.88015747,3.373060703,0.8906099796,16.28255844,18.94499969
CHB0,raw,0,0,0.001,15,none,0.9832729167,1,1,0,0,0,22.93299484,-9.562174455e-06,0.4975000024,54.53740192,0.4997749925,0,0.4975000024,0.48559165,0,-0.05093719438,0,0,3.072102845e-05,0,0,-0.06604115665,45.1007576,-0.4618757367,0.5116666555,86.69137804,0.4875833392,-0.0014546077,0.5116666555,0.4808333516,0,-0.1846455187,0,0,0.4618757367,0.003628069302,22.30156136,3.401161194,0.9473834634,15.64668655,18.18865204
CHB0,raw,0,0,0.001,16,none,0.9834979167,1,1,0,0,-1.017252629e-07,23.05558968,-1.302083365e-05,0.5024999976,54.54102096,0.4983333349,-4.994200165e-09,0.5024999976,0.4844999909,0,-0.04769776762,0,0,1.922607407e-05,0,0,0.02473226003,45.01213455,-0.3813316822,0.5124999881,86.71685276,0.487075001,0.0004773699038,0.5124999881,0.4800583422,0,-0.1943102181,0,0,0.4717358649,0.004413805902,22.51145744,3.411898851,0.9412695169,15.33849812,18.03512001
CHB0,raw,0,0,0.001,17,none,0.9837875,1,1,0,0,1.271565786e-08,22.13994598,-1.383463587e-05,0.5024999976,55.47965424,0.4977916777,8.098263726e-10,0.5024999976,0.4854583144,0,-0.0464104861,0,0,3.173828372e-05,0,0,-0.09036488831,45.67837524,-0.4367271066,0.5133333206,86.84086235,0.48467502,-0.001800098573,0.5133333206,0.4789916873,0,-0.1951855719,0,0,0.4367271066,0.00437818002,22.89433098,3.517867327,0.9672659039,14.68028545,18.22333527
CHB0,raw,0,0,0.001,18,none,0.9845770833,1,1,0,0,0,22.63251495,-1.037597667e-05,0.5,57.89349261,0.4989416599,0,0.5,0.4859916568,0,-0.03715704754,0,0,1.953124956e-05,0,0,-0.02490468323,44.8816452,-0.3722544909,0.5099999905,86.73973297,0.4879166782,-0.0005685238284,0.5099999905,0.4812666476,0,-0.1634897292,0,0,0.521530211,0.002892861608,23.23877335,3.532568216,0.9631606936,14.36219406,18.44295311
CHB0,raw,0,0,0.001,19,none,0.9841604167,1,1,0,0,2.28881845e-07,21.62309074,-6.510416824e-06,0.5008333325,59.78965409,0.4988250136,1.306119302e-08,0.5008333325,0.4874249995,0,-0.05976544321,0,0,2.461751319e-05,0,0,-0.02140787803,42.63846207,-0.4449019432,0.5074999928,87.51453071,0.4917500019,-0.0004733730457,0.5074999928,0.4828166366,0,-0.1481077969,0,0,0.4496700168,0.002603774425,23.48028183,3.56560111,0.997204721,13.26432133,17.33009911
CHB0,raw,0,0,0.001,20,none,0.9853395833,1,1,0,0,2.543131572e-08,21.21396637,-8.544921911e-06,0.4991666675,61.61890284,0.4990833402,1.276942552e-09,0.4991666675,0.4877333343,0,-0.04694864526,0,0,1.383463587e-05,0,0,0.008921051398,41.20426559,-0.5168998241,0.5116666555,87.20013691,0.4907250106,0.0002590410877,0.5116666555,0.4828749597,0,-0.1354447007,0,0,0.5168998241,0.003273832379,23.50387001,3.555256844,1.059715152,12.68162537,17.16064644
CHB0,raw,0,0,0.001,21,none,0.9856520833,1,1,0,0,2.543131643e-07,21.26622772,-8.138021258e-06,0.5008333325,62.7099963,0.5001249909,1.262620497e-08,0.5008333325,0.4876250029,0,-0.06569632143,0,0,1.424153652e-05,0,0,-0.01307545975,39.91088486,-0.356613785,0.5099999905,87.53149501,0.4926916659,-0.0002551048819,0.5099999905,0.4830750227,0,-0.1574085057,0,0,0.356613785,0.002622590167,23.71954346,3.571528912,1.070240855,12.15340996,16.69909668
CHB0,raw,0,0,0.001,22,none,0.9858854167,1,1,0,0,2.861023063e-07,20.95898056,-1.139322922e-05,0.5008333325,64.97865672,0.4993833303,1.620846035e-08,0.5008333325,0.4878333211,0,-0.04751740769,0,0,1.505533874e-05,0,0,0.0218727123,39.36248779,-0.7489908934,0.5074999928,87.7236102,0.4909916818,0.0005259728059,0.5074999928,0.4820750058,0,-0.07976686954,0,0,0.7489908934,0.004711971618,23.72413254,3.53468132,1.088513017,11.47607613,16.18888474
CHB0,raw,0,0,0.001,23,none,0.9867125,1,1,0,0,3.56038413e-07,20.50594139,-8.138021258e-06,0.4983333349,67.18778404,0.500025034,1.698218632e-08,0.4983333349,0.4863916636,0,-0.04817830026,0,0,8.138021258e-06,0,0,-0.03160095215,38.1696434,-0.5200801492,0.5016666651,87.4926391,0.4977083504,-0.0006600079359,0.5016666651,0.4854750037,0,-0.1049035639,0,0,0.5200801492,0.0035555223,23.77006721,3.496913433,1.12082386,11.04416084,15.86807728
CHB0,raw,0,0,0.001,24,none,0.9872083333,1,1,0,0,4.577636901e-07,21.41527748,-5.289713499e-06,0.5016666651,69.54635344,0.4980416596,2.214548367e-08,0.5016666651,0.4870416522,0,-0.08162570745,0,0,1.34277343e-05,0,0,-0.04375353456,39.62574387,-0.3909581602,0.5074999928,86.85329984,0.4917833507,-0.001192644821,0.5074999928,0.4812166393,0,-0.09205920994,0,0,0.5218759179,0.004124546889,24.02435112,3.495392323,1.112758636,10.81357861,16.25043106
CHB0,raw,0,0,0.001,25,none,0.9870625,1,1,0,0,4.069010515e-07,20.4688549,-3.255208412e-06,0.5016666651,70.57579262,0.4981583357,2.126620124e-08,0.5016666651,0.4860583246,0,-0.07262186706,0,0,6.917317933e-06,0,0,-0.0231952928,38.60456085,-0.3477636874,0.5074999928,86.82382619,0.492683351,-0.0005851081805,0.5074999928,0.4824000001,0,-0.09512667358,0,0,0.3601200581,0.002835965017,24.1918335,3.477650642,1.128777027,10.64947701,16.14020538
CHB0,raw,0,0,0.001,26,none,0.9869979167,1,1,0,0,6.103515489e-07,19.91278648,-5.289713499e-06,0.5016666651,71.22604137,0.4971416593,2.578929426e-08,0.5016666651,0.4884083569,0,-0.07032458484,0,0,7.120768259e-06,0,0,0.02538533509,35.92172241,-0.4716299474,0.5049999952,86.58949107,0.4934666753,0.0005826791166,0.5049999952,0.4840166271,0,-0.09119810909,0,0,0.5947593451,0.005195305217,24.48781776,3.37985611,1.172520876,10.38479614,15.33771706
CHB0,raw,0,0,0.001,27,none,0.9870979167,1,1,0,0,3.051757744e-07,19.98372269,-5.696614608e-06,0.5016666651,72.33704893,0.4979833364,1.733604549e-08,0.5016666651,0.4882999957,0,-0.05685567483,0,0,1.169840561e-05,0,0,0.01383391116,35.5415535,-0.2651848495,0.5033333302,86.2038795,0.4947583377,0.0004564443079,0.5033333302,0.4843583107,0,-0.06643825769,0,0,0.4944912791,0.003178550629,24.41572189,3.351203918,1.247516632,10.13236523,14.89786339
CHB0,raw,0,0,0.001,28,none,0.9874458333,1,1,0,0,4.323323708e-07,19.66615486,-3.865559847e-06,0.5041666627,74.3960681,0.4960916638,1.908537861e-08,0.5041666627,0.4883916378,0,-0.06690821797,0,0,6.917317933e-06,0,0,0.02866007574,34.76004028,-0.3951237202,0.5066666603,85.71815296,0.4928666651,0.0008524756995,0.5066666603,0.4833000004,0,-0.09943976253,0,0,0.5405033827,0.003616706934,24.7374649,3.300509214,1.255625129,9.683558464,14.71597099
CHB0,raw,0,0,0.001,29,none,0.9878833333,1,1,0,0,3.306070937e-07,19.23732758,-3.369649221e-06,0.5016666651,76.29243754,0.4963500202,1.506757563e-08,0.5016666651,0.4891999662,0,-0.06913795322,0,0,6.561279406e-06,0,0,-0.003594830865,33.48937225,-0.3830114901,0.5083333254,85.88564707,0.4932000041,-0.0001480146602,0.5083333254,0.4827833474,0,-0.1334351599,0,0,0.397567749,0.003689986654,24.79224014,3.321573257,1.265673995,9.26498127,14.35000229
CHB0,raw,0,0,0.001,30,none,0.98804375,1,1,0,0,3.051757744e-07,19.00946999,-4.196167083e-06,0.5041666627,77.33866412,0.4965666831,1.701607033e-08,0.5041666627,0.490016669,0,-0.05533202738,0,0,6.84102406e-06,0,0,0.02152567543,33.06511688,-0.2636153102,0.5049999952,85.2044744,0.4949666858,0.0005225922796,0.5049999952,0.4832833409,0,-0.08408069611,0,0,0.2912411094,0.003021267708,25.00616837,3.310297728,1.301126242,9.04960537,14.27272701
CHB0,raw,0,0,0.001,31,none,0.9880208333,1,1,0,0,4.450480162e-07,18.79390717,-3.077189149e-06,0.5041666627,78.90416589,0.4966166615,2.933074761e-08,0.5041666627,0.4892166555,0,-0.0628862381,0,0,6.154378298e-06,0,0,0.02298248373,31.63598442,-0.3227365315,0.5058333278,84.87033335,0.4944166839,0.0007452950231,0.5058333278,0.4827499986,0,-0.09975218028,0,0,1.512469053,0.003706605406,24.94630051,3.268195391,1.367948174,8.735265732,13.74079514
CHB0,raw,0,0,0.001,32,none,0.9875895833,1,1,0,0,2.415974905e-07,18.44010735,-3.331502285e-06,0.5024999976,79.52120662,0.4967166781,1.365160252e-08,0.5024999976,0.4893833101,0,-0.04629196227,0,0,3.331502285e-06,0,0,0.0009848022601,31.2174263,-0.4980899096,0.5024999976,84.1133524,0.4962166846,3.988556273e-05,0.5024999976,0.4850833416,0,-0.07159990817,0,0,0.9335258007,0.003859231714,24.67664719,3.275271654,1.39056921,8.505950928,13.43394756
CHB0,raw,0,0,0.001,33,none,0.9885770833,1,1,0,0,1.525878872e-07,18.85028267,-3.255208412e-06,0.5033333302,80.41590623,0.4971083403,8.769287518e-09,0.5033333302,0.4901916683,0,-0.05619837716,0,0,4.55220561e-06,0,0,-0.001626637764,30.53437233,-1.524326205,0.5008333325,83.44501541,0.4971333444,-6.893683894e-05,0.5008333325,0.4856666923,0,-0.03482430801,0,0,1.524326205,0.004191214219,24.71400261,3.168742895,1.433661461,8.322101593,13.20481491
CHB0,raw,0,0,0.001,34,none,0.9883083333,1,1,0,0,2.829233949e-07,17.43742752,-4.170735792e-06,0.5024999976,81.5703395,0.496933341,1.741032385e-08,0.5024999976,0.4912333488,0,-0.0796771124,0,0,4.170735792e-06,0,0,0.008908132091,28.19488907,-1.279726982,0.4983333349,83.33867472,0.4992333353,0.0004051193828,0.4983333349,0.4841666222,0,-0.06105200574,0,0,1.279726982,0.003354322398,24.73114967,3.092108011,1.466033459,7.879340649,12.59082031
CHB0,raw,0,0,0.001,35,none,0.9887395833,1,1,0,0,4.069010515e-07,16.56461143,-2.568562877e-06,0.5049999952,82.42286087,0.4967666864,2.203043614e-08,0.5049999952,0.4893999994,0,-0.09267029166,0,0,4.221598374e-06,0,0,-0.03174646944,26.54751205,-0.261626333,0.5024999976,82.20375502,0.4961666763,-0.0008836043999,0.5024999976,0.4848499894,0,-0.0547664836,0,0,0.261626333,0.004288337659,24.75275612,3.003194809,1.555429459,7.665977478,12.13531971
CHB0,raw,0,0,0.001,36,none,0.9888083333,1,1,0,0,1.271565822e-07,16.8891964,-2.18709306e-06,0.5041666627,82.47659925,0.496116668,9.450991101e-09,0.5041666627,0.4909999669,0,-0.07845473289,0,0,4.018148047e-06,0,0,0.009253133088,26.15229797,-0.3779200315,0.5024999976,77.86822021,0.4961749911,0.0002935896628,0.5024999976,0.4833416641,0,-0.05452314019,0,0,1.181369305,0.003583040787,24.6905632,2.923987389,1.654455423,7.579426289,12.12061214
CHB0,raw,0,0,0.001,37,none,0.9887770833,1,1,0,0,1.780192065e-07,17.16651154,-2.848307304e-06,0.5049999952,82.61040723,0.4957166612,1.185159437e-08,0.5049999952,0.4900166988,0,-0.06378483027,0,0,3.56038413e-06,0,0,-0.00595858274,25.46053886,-0.9375899434,0.5008333325,77.89387555,0.4977916777,-0.0002091518545,0.5008333325,0.4853916764,0,-0.03628402948,0,0,0.9375899434,0.003852138761,24.87170792,2.840925455,1.658150554,7.525594711,11.945014
CHB0,raw,0,0,0.001,38,none,0.989475,1,1,0,0,1.144409225e-07,16.54412079,-3.051757858e-06,0.5008333325,82.98302665,0.498149991,7.458585749e-09,0.5008333325,0.4912166893,0,-0.08086304367,0,0,3.089904794e-06,0,0,0.02366002463,24.07399178,-0.638184607,0.5008333325,76.85590785,0.4976666868,0.001134375925,0.5008333325,0.4867833257,0,0.01339111384,0,0,0.638184607,0.004062787164,24.7952137,2.792186975,1.70659399,7.374383926,11.60350037
CHB0,raw,0,0,0.001,39,none,0.9894791667,1,1,0,0,1.017252629e-07,16.67017365,-2.314249741e-06,0.5024999976,83.34827643,0.4970999956,6.676649456e-09,0.5024999976,0.489950031,0,-0.07733332366,0,0,3.255208412e-06,0,0,-0.002711283509,24.54550171,-1.261940956,0.4983333349,76.13861829,0.5014666915,-9.767210577e-05,0.4983333349,0.4855667055,0,-0.01768793724,0,0,1.261940956,0.00363414688,24.78890038,2.74458313,1.736884236,7.22580719,11.45859337
CHB0,raw,0,0,0.001,40,none,0.9893791667,1,1,0,0,5.086263144e-08,15.96552086,-2.803802545e-06,0.5016666651,83.8639873,0.4971416593,3.300817175e-09,0.5016666651,0.4908250272,0,-0.06382471323,0,0,4.297892247e-06,0,0,0.006295318715,22.47133255,-0.3821711242,0.4958333373,75.09983395,0.5025583506,0.0003707679571,0.4958333373,0.4856083691,0,0.02169620246,0,0,0.6508561373,0.003796766978,24.84098816,2.689532995,1.829032183,7.055594444,10.78400326
CHB0,raw,0,0,0.001,41,none,0.9895895833,1,1,0,0,2.161661854e-07,16.5209465,-2.74658214e-06,0.5008333325,84.37354757,0.4968083501,1.214440104e-08,0.5008333325,0.4904916286,0,-0.06725552678,0,0,3.611246939e-06,0,0,2.085367851e-05,21.1832428,-0.4839164317,0.4950000048,73.44916706,0.5033916831,1.256830501e-06,0.4950000048,0.4860916734,0,0.01967730932,0,0,0.7388073802,0.00310046575,24.68634605,2.654527903,1.872368336,6.807946205,10.46901608
CHB0,raw,0,0,0.001,42,none,0.989875,1,1,0,0,1.144409225e-07,16.21582222,-3.865559847e-06,0.5008333325,84.98125448,0.4984916747,1.009115902e-08,0.5008333325,0.4913083613,0,-0.06465794891,0,0,3.865559847e-06,0,0,0.01249170303,21.44159698,-0.2306888402,0.4958333373,75.05985308,0.501850009,0.0004592993646,0.4958333373,0.4869333506,0,0.009089104831,0,0,0.761954546,0.003163133981,24.58898163,2.592759132,1.896830916,6.700173378,10.31807137
CHB0,raw,0,0,0.001,43,none,0.98985,1,1,0,0,5.086263144e-08,15.48398495,-2.74658214e-06,0.5,85.33797459,0.4988250136,3.243864066e-09,0.5,0.4896583557,0,-0.05138467997,0,0,3.229777121e-06,0,0,-0.0008563359734,20.66686058,-0.3746882081,0.4983333349,74.85704858,0.500575006,-4.157493095e-05,0.4983333349,0.4873083532,0,-0.04714569077,0,0,0.4580051899,0.003914806526,24.73003769,2.532159805,1.960967898,6.54890871,9.975673676
CHB0,raw,0,0,0.001,44,none,0.9902541667,1,1,0,0,0,14.96473694,-2.606709813e-06,0.5,85.94944003,0.498816669,0,0.5,0.4902333319,0,-0.04951072857,0,0,4.653930773e-06,0,0,-0.009527232498,19.48850822,-1.198277712,0.5033333302,73.00346581,0.4978500009,-0.0004086296249,0.5033333302,0.4864333272,0,-0.02860110439,0,0,1.198277712,0.004097016063,24.67864227,2.500285625,1.983462691,6.348010063,9.676545143
CHB0,raw,0,0,0.001,45,none,0.990425,1,1,0,0,-1.017252629e-07,15.03838348,-2.797444722e-06,0.5016666651,85.68799374,0.4971583486,-8.405278251e-09,0.5016666651,0.4898083508,0,-0.05292248353,0,0,3.738403393e-06,0,0,-0.008036143146,18.89530182,-0.3462522328,0.4991666675,73.12024617,0.4990833402,-0.0003964837233,0.4991666675,0.4872499704,0,0.0002076975506,0,0,0.3462522328,0.003157899715,24.66597748,2.462960482,2.067094803,6.299268723,9.315523148
CHB0,raw,0,0,0.001,46,none,0.9900125,1,1,0,0,0,14.97005844,-2.339681032e-06,0.4983333349,85.54739411,0.5004333258,0,0.4983333349,0.4902833402,0,-0.02974413894,0,0,2.492269005e-06,0,0,0.004230874591,19.25528717,-0.3053102791,0.5,72.71411914,0.5000500083,0.0002766006801,0.5,0.4855833352,0,-0.02784071676,0,0,0.8027783632,0.003850550856,24.74865341,2.442435026,2.054839373,6.325716019,9.397977829
CHB0,raw,0,0,0.001,47,none,0.99036875,1,1,0,0,1.017252629e-07,15.46330166,-2.848307304e-06,0.4983333349,85.7858885,0.499666661,5.161467254e-09,0.4983333349,0.4901666641,0,-0.03891436383,0,0,3.738403393e-06,0,0,0.007619120646,18.87045097,-0.7956181169,0.4966666698,71.46451339,0.5003750324,0.0003981969203,0.4966666698,0.4853250086,0,-0.008587277494,0,0,0.7956181169,0.004597713239,24.87548447,2.425748825,2.081938744,6.377097607,9.502947807
CHB0,raw,0,0,0.001,48,none,0.990125,1,1,0,0,0,14.61636925,-2.74658214e-06,0.5008333325,84.75301513,0.4985499978,0,0.5008333325,0.4881166816,0,-0.05077603087,0,0,3.662109521e-06,0,0,0.009148954414,19.42963982,-0.2629852891,0.5016666651,71.14727657,0.4984583259,0.0004565670679,0.5016666651,0.4870916605,0,-0.05091597512,0,0,0.5479903221,0.004189797677,24.85733032,2.397665501,2.040202856,6.518635273,9.57043457
CHB0,raw,0,0,0.001,49,none,0.9901833333,1,1,0,0,7.629394361e-08,14.36708164,-2.346038855e-06,0.5024999976,85.34621871,0.4988000095,4.688345268e-09,0.5024999976,0.4898333549,0,-0.06038815901,0,0,4.55220561e-06,0,0,0.01158465073,18.79109192,-0.2078960985,0.4991666675,70.57177359,0.4991083443,0.0006080840831,0.4991666675,0.4864583015,0,-0.03205244243,0,0,1.549028754,0.003618026851,24.97029495,2.344727993,2.040736437,6.345218182,9.280688286
CHB0,raw,0,0,0.001,50,none,0.9904395833,1,1,0,0,1.017252629e-07,14.82238388,-3.000895276e-06,0.5008333325,85.84377794,0.4986999929,7.872885455e-09,0.5008333325,0.4908666909,0,-0.0453258343,0,0,3.000895276e-06,0,0,-0.003523254534,18.18462563,-0.1750688404,0.5,68.87135406,0.4977500141,-0.0002127138287,0.5,0.4848000109,0,-0.05812646449,0,0,0.7911682129,0.003708803328,24.81813431,2.26431036,2.09008646,6.313953876,9.259736061
CHB0,raw,1,1,0.001,1,none,0.98353125,1,1,0,0,1.017252629e-07,6.182229519,-1.37329107e-06,0.4983333349,71.17386099,0.5027499795,1.683990369e-08,0.4983333349,0.4841333628,0,-0.02303405106,0,0,1.37329107e-06,0,0,0.006519546732,7.834336758,-0.05116175488,0.5341666937,72.78065731,0.4648583531,0.0008341883076,0.5341666937,0.4614916742,0,-0.4769344628,0,0,0.07641512156,0.003694545245,4.569447517,1.491784811,2.05727911,2.704354286,3.144901991
CHB0,raw,1,1,0.001,2,none,0.9664833333,1,1,0,0,3.051757744e-07,19.41552544,-9.562174455e-06,0.5008333325,47.46988095,0.502300024,3.152239358e-08,0.5008333325,0.4799166322,0,-0.07062222064,0,0,9.562174455e-06,0,0,-0.06372047216,26.79416847,-0.2747235596,0.5466666818,67.23407488,0.4550916851,-0.002358998172,0.5466666818,0.4527750015,0,-0.708935976,0,0,0.2747235596,0.003420114517,9.397370338,1.734533072,1.386453032,10.88187218,11.14130592
CHB0,raw,1,1,0.001,3,none,0.9747,1,1,0,0,3.051757744e-07,22.75876999,-1.0579427e-05,0.5024999976,45.76482922,0.5004583597,2.27730439e-08,0.5024999976,0.4799749553,0,-0.05812085047,0,0,1.220703143e-05,0,0,-0.03701558337,37.89233398,-0.5750089884,0.5500000119,68.48923475,0.4503833354,-0.0006464679609,0.5500000119,0.4494000077,0,-0.7343794703,0,0,0.5750089884,0.003376171226,11.73002148,1.996044755,1.237659216,14.01770973,15.59660149
