arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2,pool
SNA_avg,4,0.001,1,none,0.9702,1,1,0,0,0.01646850072,0.260545522,-0.4892068505,1.017071247,1.162567496,10.65634759,0,0,-0.5207325816,1.183561563,-0.7467197776,0.7338393331,1.095338821,14.10691123,0,0,-1.551506758,4.518920422,-6.668922901,0.806220293,82.33914234,0,0,0.4732450843,6.079701424,-5.839447498,1.042549133,69.31587251,0.742612958,1.670355439,2.773130655,1.088247895,1.171120167,2.284207821,1.128021598,3,0.3125,1.199999928,0.5077261925,0.4166948795,1.067705154,0,1.200000048,0.1368125081,0.09612548351,0.177924946,0,1.200000048,0.1019312516,0.06004667282,0.1329389066,0,1.200000048,avg
SNA_avg,4,0.001,2,none,0.9671020833,1,1,0,0,0.01717953011,0.2779320776,-0.5685099363,1.044298768,1.199171662,11.59692472,0,0,-0.3820835948,1.227113485,-0.9761019349,0.7721031904,1.141545892,14.89416739,0,0,-3.250320911,5.427063465,-12.80533409,0.6558595896,83.33084878,0,0,-2.841599464,7.704298496,-17.74021912,0.7898526192,76.37811655,0.8943666816,2.111733913,3.6486516,1.331038713,1.286344647,2.155126333,0.9678054452,3,0.25,1.200000048,0.4723669887,0.3946178257,0.6578469872,0,1.200000048,0.1135750189,0.08105044067,0.1538342237,0,1.200000048,0.08014680445,0.0528658852,0.1186731085,0,1.200000048,avg
SNA_avg,4,0.001,3,none,0.9687479167,1,1,0,0,-0.09427658468,0.2509966493,-0.429349184,0.8881649971,1.155127883,11.83894318,0,0,-0.477153331,1.06105876,-0.7805142999,0.7309083939,1.138335586,14.6359664,0,0,-3.906679869,5.493553162,-12.77764702,0.6359440088,82.93708317,0,0,-5.463197708,9.197668076,-26.15857887,0.6625877023,75.75989112,0.903870821,2.375794649,4.286230087,1.543376923,1.415024042,2.271071434,0.9312854409,3,0.25,1.200000048,0.515271306,0.3521096408,0.7768198848,0,1.200000048,0.1129076257,0.07900860906,0.1458966136,0,1.200000048,0.06729330868,0.04707375541,0.1069217175,0,1.200000048,avg
SNA_avg,4,0.001,4,none,0.9709520833,1,1,0,0,-0.009361857548,0.2296637893,-0.2510496676,0.9620102048,1.220206976,12.22574946,0,0,-0.3435108066,1.00660944,-0.5359184742,0.8027780652,1.255609989,14.90601167,0,0,-3.678203106,5.016144276,-16.55844879,0.6892997026,81.95117026,0,0,-8.865405083,9.836238861,-26.12018013,0.5995203853,75.3910164,0.9177545905,2.585363388,4.896050453,1.751291037,1.482017159,2.243135691,1.3412323,3,0.375,1.200000048,0.5823854804,0.4344750643,0.980209887,0,1.200000048,0.1233343557,0.08436243981,0.1571720839,0,1.200000048,0.06275454909,0.04598492756,0.09287817776,0,1.200000048,avg
SNA_avg,4,0.001,5,none,0.97475,1,1,0,0,-0.04592318833,0.2344933748,-0.216888845,0.9259830117,1.121613741,11.73891948,0,0,-0.4891796112,0.995511055,-0.8210577369,0.7457045913,1.160415292,14.92685346,0,0,-3.661087275,5.138480186,-14.71661949,0.6604063511,83.73532041,0,0,-9.247810364,10.16627407,-24.42529488,0.6129860878,77.09919097,0.9453881383,2.684384823,5.319021225,1.880639791,1.495504975,2.546141148,1.265007734,3,0.375,1.199999928,0.5877475739,0.3934907317,0.7721624374,0,1.200000048,0.1207174137,0.0846349597,0.1677475572,0,1.200000048,0.06082430854,0.04117236286,0.08080343902,0,1.200000048,avg
SNA_avg,4,0.001,6,none,0.9717875,1,1,0,0,-0.02619758248,0.2135381252,-0.3147892356,0.9379679561,1.167052269,12.02639384,0,0,-0.4624632001,0.9390608072,-0.6700714231,0.7214336395,1.181814432,14.77882996,0,0,-3.818771362,4.846105099,-13.00017834,0.6454350948,84.5540527,0,0,-8.452827454,10.07976151,-29.48523903,0.6405991316,76.59643297,0.878882587,2.664879084,5.765949249,2.014890194,1.546305656,2.637887478,1.363892794,3,0.375,1.200000048,0.5838266611,0.357716471,0.9135340452,0,1.200000048,0.1280812174,0.09583372623,0.1711534113,0,1.200000048,0.06098915637,0.04384357855,0.08180207759,0,1.200000048,avg
SNA_avg,4,0.001,7,none,0.9672333333,1,1,0,0,-0.002578115556,0.1960160434,-0.4815392792,1.007573485,1.209804296,12.22101476,0,0,-0.5234537125,1.002238035,-0.9782800674,0.7098907828,1.162757635,14.79271007,0,0,-4.663143158,4.755957603,-14.05300522,0.6607493162,83.39277393,0,0,-9.269845009,10.4048996,-26.67432976,0.6247413158,77.37948171,0.9341098666,2.957826138,6.152918816,2.122477293,1.59051764,2.858027935,1.316120148,3,0.5,1.175382853,0.5674048066,0.3375088573,0.9922072291,0,1.200000048,0.1299262494,0.09551619738,0.1714396179,0,1.200000048,0.05956013128,0.041747123,0.07966709137,0,1.200000048,avg
SNA_avg,4,0.001,8,none,0.9605125,1,1,0,0,-0.02662599646,0.1848388165,-0.3106692433,1.008475423,1.262754083,12.08835772,0,0,-0.4934701025,0.9764856696,-0.9601585269,0.6762430072,1.124283433,14.81776371,0,0,-4.243320465,4.821575165,-17.26452255,0.69966501,81.63258368,0,0,-10.4002409,11.73711586,-29.50651169,0.5938594341,78.81659991,0.8988177776,3.217421293,6.434427738,2.202332973,1.626570463,2.940414667,1.389973402,3,0.5,1.106479645,0.570263505,0.3537072837,0.8718292713,0,1.200000048,0.1287227422,0.08018215001,0.1664634198,0,1.200000048,0.05258042365,0.03887515515,0.07698626071,0,1.200000048,avg
SNA_avg,4,0.001,9,none,0.96704375,1,1,0,0,-0.01307528652,0.1916903257,-0.1734339893,0.9782786369,1.173813462,12.58688748,0,0,-0.5228369832,0.9733195305,-0.9465724826,0.6455968618,1.148630977,14.97061382,0,0,-4.164597034,4.629481316,-12.92630386,0.6794956923,84.37334654,0,0,-8.751455307,11.01778316,-29.42179108,0.630941987,78.80983335,0.9742169976,3.242423773,6.830768585,2.313234568,1.678661346,3,1.48096025,3,0.625,1.149416089,0.6165467501,0.4624559879,1.000289321,0,1.200000048,0.1340561509,0.1052882075,0.164309144,0,1.200000048,0.05638703704,0.04098247737,0.08205153793,0,1.200000048,avg
SNA_avg,4,0.001,10,none,0.9656541667,1,1,0,0,-0.04408902302,0.1774034798,-0.1785931736,0.9244041443,1.155872464,12.09818538,0,0,-0.5316684246,1.008112788,-0.7568209767,0.6708546877,1.171479344,15.16491585,0,0,-4.592675209,5.004505634,-14.30871773,0.6801871657,85.34546286,0,0,-8.965755463,11.44040203,-31.20402336,0.5984463692,79.1909138,0.9820604324,3.333486795,7.223296165,2.398232222,1.700846553,3,1.556894183,3,0.6875,1.062515378,0.5919981599,0.4615368545,0.7856903672,0,1.200000048,0.1240599081,0.09915463626,0.1660898626,0,1.200000048,0.05387498811,0.03588076308,0.07681962848,0,1.200000048,avg
