arm,seed,j,M_sq,D_sq,dM_sq,radial
SA_abab,5,24,298.1853165092848,1.5115203691100967,0.5898667926592508,4.5955160234003625
SA_abab,5,25,303.22979895797545,1.5026288757236366,0.5838983125020213,4.460584136188661
SA_abab,6,1,77.43199957637141,10.056015430789483,nan,nan
SA_abab,6,2,114.64858335203358,3.0186164566016287,11.84334788291073,25.373235892751428
SA_abab,6,3,133.14392635829233,2.419347706546178,2.828314412778971,15.667028593479813
SA_abab,6,4,147.76446502270147,2.1661126866228946,1.8467651851427844,12.773773479266335
SA_abab,6,5,160.2609904566392,2.0480826039230164,1.447175182585334,11.049350251352388
SA_abab,6,6,171.26836900825907,2.0199252964182373,1.2497019604055772,9.757676591214302
SA_abab,6,7,181.64354094946512,1.938909556964979,1.1571181409253948,9.218053800280643
SA_abab,6,8,191.28775153889814,1.878752056161658,1.0182275910553575,8.625982998377644
SA_abab,6,9,200.317587460808,1.879333695132463,0.9925075932707073,8.037328328639157
SA_abab,6,10,208.73813176199437,1.8221493103122484,0.9157140412067674,7.504830259979615
SA_abab,6,11,216.75821002552937,1.7493402103924243,0.8207372366194419,7.199341026915555
SA_abab,6,12,224.07639618664996,1.706160041818591,0.782834214994496,6.535351946126118
SA_abab,6,13,231.0163977700948,1.7109676042429252,0.7471145918288287,6.192886991615996
SA_abab,6,14,237.62993903611957,1.6396653070111702,0.6837317565721008,5.929809509452659
SA_abab,6,15,244.15366162595308,1.6256882518665767,0.6933210852903071,5.830401504543205
SA_abab,6,16,250.48371364082755,1.5991738699224385,0.6964418097027214,5.633610205171738
SA_abab,6,17,256.41784994282364,1.5880302997306548,0.6332254678583822,5.300910834137778
SA_abab,6,18,262.1319490155791,1.5494511259856485,0.613520669469433,5.100578403285965
SA_abab,6,19,267.9153391460476,1.5426600751135005,0.6789933699782794,5.104396760490198
SA_abab,6,20,273.40471041801607,1.5315907374197453,0.6527739434637192,4.836597328504766
SA_abab,6,21,278.84384195346996,1.5186752961876206,0.6157147140872054,4.823416821366701
SA_abab,6,22,283.94740693109577,1.5009508383757366,0.6090146771264149,4.494550300499393
SA_abab,6,23,289.072932945522,1.4654661960974409,0.5817542107590242,4.543771803667158
SA_abab,6,24,294.3176826970586,1.4409511259553183,0.5960426740613329,4.648707077475374
SA_abab,6,25,298.9977214292259,1.4253512907904884,0.5644712935200065,4.115567438647243
SA_abab,7,1,79.19835691576182,10.581731731670851,nan,nan
SA_abab,7,2,118.6982178233568,3.084507676660153,12.891594802423146,26.608266105171843
SA_abab,7,3,137.07104570728336,2.4605243617019372,2.688062556877764,15.68476532704879
SA_abab,7,4,151.6291273969377,2.233223099633694,1.871280562540587,12.686801127113732
SA_abab,7,5,163.82197711371555,2.1222007300213743,1.3821391147805344,10.810710601997355
SA_abab,7,6,174.61622485449595,2.0544389152287623,1.1948959073642365,9.599351833416137
SA_abab,7,7,184.4356040829884,2.0338882277827417,1.125434676208209,8.693944552284254
SA_abab,7,8,193.7178939016709,1.9931591313724364,1.023359728573023,8.258930090109471
SA_abab,7,9,202.31478278467452,1.9794421538637494,0.9611823282764536,7.635706554727172
SA_abab,7,10,210.67898750853675,1.91786912053179,0.8630227578411247,7.501181966021089
SA_abab,7,11,218.31241471607126,1.8805897412755244,0.7958140461274508,6.837613161407082
SA_abab,7,12,225.68330715187528,1.8801913871695337,0.7686942161727273,6.602198219631269
SA_abab,7,13,232.8424366375189,1.8165858417814642,0.748571920494302,6.410557565149318
SA_abab,7,14,239.54144520306994,1.786340337670727,0.6905361059318056,6.008472459619247
SA_abab,7,15,245.9844513093631,1.7735669680158233,0.6926547108488078,5.750351395444354
SA_abab,7,16,252.56691506304438,1.7387288432805843,0.6753000938828868,5.907163659798387
SA_abab,7,17,258.73186582242096,1.7083556770691173,0.63607797331478,5.528872786061833
SA_abab,7,18,264.93673834330934,1.6709388317474239,0.6592689474304063,5.545603573457937
SA_abab,7,19,271.18607789120824,1.6249314864128626,0.6603034224896518,5.589036125409243
SA_abab,7,20,277.07391977990596,1.6077558672069712,0.6314535394140453,5.256388349283755
SA_abab,7,21,282.92033311890634,1.5858525515320716,0.6034886274665355,5.242924711533815
SA_abab,7,22,288.59347352924624,1.5619600098827968,0.608279221870279,5.064861188469604
SA_abab,7,23,294.1659116136642,1.516071050850754,0.5968155595674315,4.975622524850546
SA_abab,7,24,299.9606048510849,1.4925719874269134,0.6035619224345912,5.191131314986106
SA_abab,7,25,305.5363692590155,1.475432823690868,0.6105473645468771,4.965217043383649
SA_abab,8,1,79.9784341365312,10.131326373833069,nan,nan
SA_abab,8,2,118.06038051359434,2.940526191931798,11.769181493378628,26.312764883684487
SA_abab,8,3,136.0474460158178,2.3611873372539662,2.617923138942854,15.369142363280618
SA_abab,8,4,149.87047922322876,2.160939638456238,1.6820080996866804,12.14102510772425
SA_abab,8,5,161.8488966664729,2.0145338847348127,1.323960335597876,10.6544571076463
SA_abab,8,6,172.4539104367072,1.952431073838981,1.1131480302013788,9.491865740032893
SA_abab,8,7,182.09751296787277,1.9021977989588557,1.0246756977603924,8.618926833405219
SA_abab,8,8,191.12482128114732,1.845152727136815,0.9076056033174493,8.119702709957107
SA_abab,8,9,199.48806086863786,1.8115011259729146,0.8661333081124478,7.4971062793780785
SA_abab,8,10,207.51306214930642,1.8082780733582835,0.8248550714047324,7.200146209263826
SA_abab,8,11,215.33600184276614,1.7521406965873556,0.7999929181603156,7.0229467752993955
SA_abab,8,12,222.59422832907762,1.7373571874052862,0.7646262500640293,6.493600236247474
SA_abab,8,13,229.6507919581656,1.7059854210740037,0.753275648038823,6.303287981049115
SA_abab,8,14,236.61402131961788,1.676735568061146,0.7134316027837659,6.249797758668553
SA_abab,8,15,243.338701844331,1.6402335559149255,0.6614782681315525,6.063202256581567
SA_abab,8,16,249.74368186396134,1.6226593852861295,0.6345745748559423,5.770405444774372
SA_abab,8,17,255.90420016923383,1.617490532490911,0.6476286360189434,5.512889669253574
SA_abab,8,18,261.7599606345685,1.5546533655078432,0.6189515984734648,5.236808866861178
SA_abab,8,19,267.50975555937816,1.5461067693362331,0.6020769657830727,5.147717959026579
SA_abab,8,20,273.0097896791623,1.550249466057684,0.5803852569964203,4.919648862787733
SA_abab,8,21,278.54032472141523,1.513966786528422,0.5916838260518131,4.938851216201147
SA_abab,8,22,283.84785543613225,1.4980405609571341,0.5671381053496185,4.740392609367394
SA_abab,8,23,288.9902857283116,1.4734359474298673,0.5776193513879375,4.564810940791395
SA_abab,8,24,294.09309700302873,1.4567955717675147,0.5509495050427192,4.55186176967438
SA_abab,8,25,299.14781745635923,1.4390464712524837,0.575453431659054,4.479267021671475
SA_abab,9,1,77.3362781346375,10.259176583303308,nan,nan
SA_abab,9,2,114.77245985088203,3.0620006103991857,11.923417295659814,25.512764420584716
SA_abab,9,3,133.17796662120358,2.4132545141744393,2.849300544432462,15.556206225889076
SA_abab,9,4,147.774139301452,2.140404012585802,1.815792644365005,12.780380035883447
SA_abab,9,5,160.14647035542674,2.0324245821029554,1.4443885090806667,10.92794254489405
SA_abab,9,6,170.89555390386678,1.967269203926792,1.1959035126971787,9.55318003574287
SA_abab,9,7,180.63769681610637,1.9065444128194526,1.0474882327815211,8.694654679458065
SA_abab,9,8,189.92977688542354,1.8466650152759576,1.031847362913946,8.260232706403203
SA_abab,9,9,198.56515844735551,1.8318978485738517,0.9182809233068954,7.71710063862509
SA_abab,9,10,207.34741759573305,1.7732278916334745,0.9312066454039563,7.851052502973606
SA_abab,9,11,215.43946946979375,1.7559955273480474,0.8834366584283978,7.208615215632285
SA_abab,9,12,222.8431505618848,1.7153271167820718,0.7895131395761238,6.614167952514926
SA_abab,9,13,229.96580743945742,1.6890223679312018,0.8043392397582017,6.318317637814415
SA_abab,9,14,236.84660598403178,1.6348839733524982,0.7299817593741168,6.150816785200222
SA_abab,9,15,243.2270876093986,1.5913834686470294,0.7172179249282884,5.6632637004385735
SA_abab,9,16,249.34733482318512,1.601696447128681,0.6718061237901893,5.4484410899963365
SA_abab,9,17,255.28266039535083,1.5881023973384458,0.6781917056981718,5.257133866467489
SA_abab,9,18,261.2461285733607,1.5498963699632777,0.687791503818834,5.275676674191082
SA_abab,9,19,266.60641075979214,1.5376359335768774,0.6007921751614966,4.759490011269939
SA_abab,9,20,272.0971048488718,1.551311362643862,0.6275400457799953,4.863154043299666
SA_abab,9,21,277.65974096058585,1.504749932282289,0.6519204985427671,4.910715613171253
SA_abab,9,22,283.0664605181777,1.5012178635522662,0.6571574593562859,4.7495620982355895
SA_abab,9,23,288.4596623322139,1.4574453369727673,0.5967080431693637,4.7964937708668085
SA_abab,9,24,293.8467147176795,1.4119660788056416,0.5725476627005857,4.814504722765026
SA_abab,9,25,298.6541309472003,1.4245869591054587,0.5780388693563718,4.229377360164409
Adam_LR_abab,0,1,1714.6891278964886,500.5618709480961,nan,nan
Adam_LR_abab,0,2,4525.2209387845105,280.93910469354705,1442.9986858785805,1367.5331250094416
Adam_LR_abab,0,3,6697.030070095995,229.5039324921317,819.9912162583365,1351.8179150531482
Adam_LR_abab,0,4,8742.495308203132,233.18095835554888,737.6407710446267,1307.8244670625108
Adam_LR_abab,0,5,10724.085847563398,197.815612719925,690.3053514759096,1291.2851878843555
Adam_LR_abab,0,6,12627.044042901525,204.30009987058617,670.3036506614978,1232.65454467663
Adam_LR_abab,0,7,14503.206984626924,206.5587930977564,656.6045129266404,1219.5584287987576
Adam_LR_abab,0,8,16234.336517378595,187.14513773392366,603.7071765933288,1127.4223561583428
Adam_LR_abab,0,9,17924.805639757513,188.2119567748484,602.9288895910038,1087.540232787914
Adam_LR_abab,0,10,19598.710597462028,187.6069573537746,639.5777735962304,1034.3271841082883
Adam_LR_abab,0,11,21240.093022829773,197.4756613133215,644.7553300542486,996.6270953134947
Adam_LR_abab,0,12,22757.356427375526,192.0179980469694,607.6311483561607,909.6322561895893
Adam_LR_abab,0,13,24409.891083631624,182.72361931798946,625.0412311667286,1027.493425089373
Adam_LR_abab,0,14,26066.880510235544,204.90098831596214,663.3069613358703,993.6824652680496
Adam_LR_abab,0,15,27706.094813373515,190.3377792131292,622.8533847729516,1016.3609183650208
Adam_LR_abab,0,16,29396.11464010075,212.05194229755676,680.2086344197003,1009.8111923075335
Adam_LR_abab,0,17,31002.151546900746,191.69861170307206,629.3914769050843,976.6454298949096
Adam_LR_abab,0,18,32641.91114539922,187.3264940667166,642.8664900381771,996.8931084602934
Adam_LR_abab,0,19,34242.02538309006,209.68389318988818,694.9335141848003,905.1807235060471
Adam_LR_abab,0,20,35763.15052189044,190.54081553902643,663.044470833815,858.0806679665611
Adam_LR_abab,0,21,37345.673584284494,202.5930858705285,677.6778776998678,904.8451846941888
Adam_LR_abab,0,22,38897.10285033716,214.0188851452082,681.5884113054249,869.8408547472409
Adam_LR_abab,0,23,40517.19165464629,220.69366006113341,698.2871482522662,921.8016560568636
Adam_LR_abab,0,24,42174.1170299685,203.61597560297608,713.5879094474756,943.3374658747402
Adam_LR_abab,0,25,43733.65828582586,217.7314630281807,662.1236303095034,897.4176255478591
Adam_LR_abab,1,1,1628.99047746622,419.80574877233255,nan,nan
Adam_LR_abab,1,2,4348.503552611421,295.89332870744204,1416.2370946002097,1303.2759805449919
Adam_LR_abab,1,3,6606.361168188343,250.9343873835389,907.7115145675627,1350.1461010093594
Adam_LR_abab,1,4,8648.675290238743,234.1202566849475,745.8321356548149,1296.481986395585
Adam_LR_abab,1,5,10632.189366742823,210.94204046897167,678.6496718031965,1304.8644047008831
Adam_LR_abab,1,6,12550.31312198372,220.83875726681046,656.3334875177331,1261.7902677231639
Adam_LR_abab,1,7,14381.709820017739,214.39500582454684,637.3393390121912,1194.0573590218273
Adam_LR_abab,1,8,16273.597400107545,197.8860621924273,659.306158433191,1232.5814216566157
Adam_LR_abab,1,9,18092.771287131203,194.7424288306739,663.3188395367828,1155.8550474868757
Adam_LR_abab,1,10,19882.72325534928,204.81648466082765,626.8841930347771,1163.0677751833
Adam_LR_abab,1,11,21711.666228594826,203.1762577297057,663.4628085699143,1165.480164675633
Adam_LR_abab,1,12,23485.84906138514,195.8484708602933,624.384984980126,1149.7978478101843
Adam_LR_abab,1,13,25165.496572985416,202.43041451390826,613.4521318432521,1066.195379757024
Adam_LR_abab,1,14,26927.913751068067,196.5420014200185,682.7284294728172,1079.6887486098358
Adam_LR_abab,1,15,28714.31938673337,216.544235101345,702.8027848787012,1083.6028507865994
Adam_LR_abab,1,16,30389.690850593804,199.6353619225699,667.5453025634616,1007.8261612969736
Adam_LR_abab,1,17,32110.24657250155,194.5225592574089,655.4411604603736,1065.1145614473744
Adam_LR_abab,1,18,33865.11770172215,213.471751523588,680.7380391464251,1074.13309007418
Adam_LR_abab,1,19,35513.689363653975,203.22500868456882,686.203378977095,962.3682829547213
Adam_LR_abab,1,20,37114.033546005514,212.686300286575,689.9807577224881,910.3634246290526
Adam_LR_abab,1,21,38644.577831142204,204.81029919217656,652.1448027298018,878.3994824068881
Adam_LR_abab,1,22,40289.25533403228,209.30057909374284,733.316744436757,911.3607584533179
Adam_LR_abab,1,23,41830.8771448949,200.28822468551743,666.1159971126988,875.5058137499195
Adam_LR_abab,1,24,43340.54752337461,203.59555159452276,710.5216588304223,799.1487196492919
Adam_LR_abab,1,25,44877.11631359756,216.79945391672567,714.6600532875839,821.9087369353634
Adam_LR_abab,2,1,1766.7245602398257,484.96111672116655,nan,nan
Adam_LR_abab,2,2,4659.667519429567,298.5371872338062,1501.146630550219,1391.7963286395225
Adam_LR_abab,2,3,6883.9180418649885,236.62428152328482,895.526206064885,1328.724316370536
Adam_LR_abab,2,4,8923.498282135059,220.37876924251177,743.5410278326294,1296.0392124374412
Adam_LR_abab,2,5,10903.237532650606,220.2982834851983,686.282425597467,1293.4568249180809
Adam_LR_abab,2,6,12839.999186688823,210.08164968948955,665.7366340110326,1271.0250200271844
Adam_LR_abab,2,7,14751.855904451266,202.9534996810232,639.4615798154665,1272.3951379469747
Adam_LR_abab,2,8,16638.4994948873,202.24412553912015,637.4753747246473,1249.1682157113858
Adam_LR_abab,2,9,18408.50695538747,201.46699686729403,621.0206320807006,1148.9868284194715
Adam_LR_abab,2,10,20146.843817136694,205.74665863503944,635.9838711306505,1102.3529906185786
Adam_LR_abab,2,11,21802.80068756373,200.4047197433889,595.4619099273085,1060.4949604997269
Adam_LR_abab,2,12,23455.550398686664,207.9627766509014,650.5219306916047,1002.2277804313259
Adam_LR_abab,2,13,25018.292990189435,200.98045591402948,638.068719424874,924.6738720778972
Adam_LR_abab,2,14,26698.198722461486,190.13497086005606,647.4741752087109,1032.431557063341
Adam_LR_abab,2,15,28358.54383652235,194.44737428388405,668.7465748105598,991.5985392502996
Adam_LR_abab,2,16,30011.874983836937,196.0762785227521,656.6117873257826,996.7193599888094
Adam_LR_abab,2,17,31673.912055055385,193.38532627052126,670.6117195418612,991.4253516765848
Adam_LR_abab,2,18,33254.511952495974,200.73015548469164,658.9659565431866,921.6339408974015
