arm,seed,j,M_sq,D_sq,dM_sq,radial
SA_abab,0,1,77.40742517202183,10.466883746216084,nan,nan
SA_abab,0,2,116.30049521663115,3.1577491251599525,12.804593097310857,26.08847694729845
SA_abab,0,3,135.00690536884196,2.5068792915772296,2.8494230254215136,15.856987126789306
SA_abab,0,4,149.7209198584468,2.274904244763099,1.8670075664749872,12.847006923129848
SA_abab,0,5,162.07123436481606,2.1379277890337374,1.490080734563104,10.860233771806183
SA_abab,0,6,173.42949171981658,2.038162503218265,1.27003574319603,10.088221611804464
SA_abab,0,7,183.57316380968336,1.9900011528264256,1.1043597240891443,9.039312365777654
SA_abab,0,8,193.13417554847817,1.940394872186892,1.0242391965285413,8.536772542266245
SA_abab,0,9,202.07117438652398,1.8608200574787173,0.972647867458768,7.964350970587073
SA_abab,0,10,210.2912879632646,1.8192709984527513,0.8506539163995415,7.3694596603410325
SA_abab,0,11,217.93791574923847,1.7677946862632077,0.8011503412244328,6.84547744474946
SA_abab,0,12,225.321047137972,1.7656228735148407,0.8179966689718134,6.5651347197616925
SA_abab,0,13,232.23650005156082,1.7327748346310492,0.7581059887841846,6.157346924804643
SA_abab,0,14,238.99041715156034,1.6948058301646247,0.7070371342018607,6.04687996579767
SA_abab,0,15,245.50798226260923,1.681897545124327,0.6966381407729398,5.820926970275949
SA_abab,0,16,251.63472243867437,1.6706746932052536,0.7131256291240777,5.413614546941098
SA_abab,0,17,257.6780297387231,1.6090003861705637,0.6827920888555798,5.360515211193135
SA_abab,0,18,263.3966369662637,1.6042589859359546,0.62941973516441,5.089187492376185
SA_abab,0,19,269.3494442796223,1.5808219483605002,0.6600728687433989,5.292734444615154
SA_abab,0,20,274.9887674925692,1.575379694438449,0.6360409433695899,5.0032822695773405
SA_abab,0,21,280.1692701220377,1.5868257882773946,0.6397994439518127,4.540703185516669
SA_abab,0,22,285.541656476342,1.558547073215713,0.6197291417250392,4.752657212579265
SA_abab,0,23,291.0779520656952,1.5511110476541696,0.6175879636287065,4.91870762572445
SA_abab,0,24,296.18201472125054,1.5047854911365843,0.6131399847025651,4.490922670852872
SA_abab,0,25,301.14904579653876,1.4964599842731376,0.5781881869927314,4.388842888295405
SA_abab,1,1,77.44715149371882,10.148127613522309,nan,nan
SA_abab,1,2,115.739990575676,3.086019097307634,12.31050909187156,25.982329990085617
SA_abab,1,3,134.4560323472653,2.4506448688506937,2.8602499877490737,15.855791783840242
SA_abab,1,4,149.13977571262183,2.252799059306743,1.8666395903102087,12.817103775046299
SA_abab,1,5,161.8127324929024,2.1147546302585374,1.492693115971819,11.180263664308741
SA_abab,1,6,172.9868280479976,2.041318720796603,1.2443205555883488,9.929774999506861
SA_abab,1,7,182.8163826895747,1.9350776078825318,1.0858335007167916,8.74372114086033
SA_abab,1,8,192.08799275067008,1.9146235097025346,1.0287951923771617,8.242814868718225
SA_abab,1,9,200.91453639419365,1.8827013200740088,0.959187498946047,7.867356144577503
SA_abab,1,10,209.49360225388608,1.8229782262192853,0.9242276205588906,7.654838239133555
SA_abab,1,11,217.40262233612228,1.8030600693385612,0.8534105948270372,7.055609487409127
SA_abab,1,12,225.29823314661007,1.764037093370844,0.8475453227659749,7.048065487721839
SA_abab,1,13,232.70539863022515,1.7052605833148027,0.78420387634077,6.6229616072742905
SA_abab,1,14,239.27750138023845,1.6947235750050271,0.7215913350818537,5.850511414931482
SA_abab,1,15,245.80994877612127,1.683000428672553,0.7252327941653501,5.807214601717461
SA_abab,1,16,252.2858456678345,1.6719151413681783,0.7115418975406682,5.764354994172573
SA_abab,1,17,258.6651481325571,1.6422226727398983,0.6945384809367773,5.684763983785784
SA_abab,1,18,264.80690579015953,1.6078871178020782,0.66850222015213,5.473255437450302
SA_abab,1,19,270.91980724089683,1.5476875386420121,0.6667467542474652,5.44615469648984
SA_abab,1,20,276.81655567317375,1.5334875521767115,0.6576787611095378,5.2390696711674
SA_abab,1,21,282.4789934111108,1.5328013965104144,0.6425879616704491,5.019849776266588
SA_abab,1,22,287.9633611170806,1.4903877795136096,0.6108382159082132,4.873529490061532
SA_abab,1,23,293.345450588769,1.449452671878982,0.5968443897141074,4.785245081974321
SA_abab,1,24,298.50762515967835,1.458644479116852,0.5941048813532486,4.568069689556156
SA_abab,1,25,303.83291220365084,1.4251729455911648,0.6131023043479146,4.712184739624492
SA_abab,2,1,79.34043505657694,10.773352019823381,nan,nan
SA_abab,2,2,119.57745743038988,3.1645501695378426,13.485439508011941,26.751582865800998
SA_abab,2,3,138.60823293325979,2.4630324029224817,2.7915470108160636,16.239228492053833
SA_abab,2,4,153.0591688076526,2.2232330826626443,1.7722513776679971,12.678684496724834
SA_abab,2,5,165.2866385002171,2.0815521727525548,1.3939399985395484,10.83352969402495
SA_abab,2,6,175.9298636472036,1.9967206166675653,1.1648094736004302,9.478415673386067
SA_abab,2,7,185.88117768374366,1.960647533962813,1.0875240294370196,8.86379000710302
SA_abab,2,8,195.13267894999376,1.8849764984996464,0.9334842279945852,8.318017038255544
SA_abab,2,9,203.90389098790865,1.8016080271930122,0.8991329711887251,7.872079066726141
SA_abab,2,10,212.1001133283301,1.778379311165633,0.8599730243066438,7.336249316114841
SA_abab,2,11,219.7064233279268,1.7503242163241997,0.7868666692083457,6.819443330388359
SA_abab,2,12,226.94328165530965,1.7174874723836735,0.7557343808642107,6.481123946518608
SA_abab,2,13,233.72484619925814,1.6782145675599471,0.7175276601885159,6.064036883759988
SA_abab,2,14,240.47427247556925,1.6745103660678857,0.7296660038323082,6.019760272478788
SA_abab,2,15,246.91182879939885,1.656286277269793,0.6839103258718917,5.753645997957717
SA_abab,2,16,252.82449189236436,1.6348345511724176,0.6649653510842815,5.247697741881234
SA_abab,2,17,258.6183646448649,1.631640092589516,0.6573023014356044,5.136570451064948
SA_abab,2,18,264.3842551947208,1.6197553528638757,0.6291103311928983,5.136780218662981
SA_abab,2,19,270.27161879766265,1.5973336409345464,0.6627972385232888,5.2245663644185285
SA_abab,2,20,275.89519530078746,1.6047144497038914,0.6622938770276239,4.961282626097219
SA_abab,2,21,281.4139529683314,1.548054076056648,0.6049249498891894,4.913832717654701
SA_abab,2,22,286.76781321559537,1.5634479018327068,0.6151333401592969,4.738726907104746
SA_abab,2,23,292.16711645595444,1.5332935802075651,0.6113830331041372,4.787920207254955
SA_abab,2,24,297.2506197230522,1.4987876039345784,0.5821591499356364,4.501344117162113
SA_abab,2,25,302.1135350225434,1.5072178248112929,0.5591690053606329,4.303746294130487
SA_abab,3,1,78.42826224936893,10.36008597323576,nan,nan
SA_abab,3,2,116.76684322693535,3.024531118187693,12.229062429150455,26.109518548415963
SA_abab,3,3,135.62444475653356,2.415968493129538,2.8590333641875105,15.998568165410706
SA_abab,3,4,150.26220285439467,2.154376335613241,1.8508226696501633,12.786935428210938
SA_abab,3,5,162.69049554055204,2.0191797448719204,1.4124137354175463,11.01587895073984
SA_abab,3,6,173.6773465179783,1.9635722608225015,1.2463123419439213,9.74053863548232
SA_abab,3,7,183.50095590873815,1.913027760280889,1.0609666338322365,8.76264275692759
SA_abab,3,8,192.7655758708139,1.8720672958722488,0.97993807014609,8.284681891929694
SA_abab,3,9,201.59500386346602,1.8454489198563664,0.9245119225393823,7.904916070112737
SA_abab,3,10,209.93361607590865,1.7943608684996142,0.8676857471474562,7.470926465295162
SA_abab,3,11,217.53293577804817,1.7614644708210594,0.8177186503432486,6.781601051796298
SA_abab,3,12,225.0636266719422,1.72485240006504,0.7942680533652788,6.736422840528698
SA_abab,3,13,232.11960742120448,1.6721570068309388,0.7395210389521376,6.316459710310176
SA_abab,3,14,238.79736000366802,1.6759536413554126,0.7037593962240408,5.97399318623952
SA_abab,3,15,245.42935698692023,1.6207985338908333,0.704461570515606,5.92753541273658
SA_abab,3,16,251.7498593932046,1.571550826553354,0.6678716553964301,5.652630750887912
SA_abab,3,17,257.91142886755046,1.5758256886320123,0.6716869106185664,5.489882563727308
SA_abab,3,18,264.0547192827292,1.5278229968682502,0.658859609394767,5.484430805783983
SA_abab,3,19,269.73962606307674,1.512337091574283,0.6377112687484281,5.047195511599114
SA_abab,3,20,275.2023283011217,1.4949509018237934,0.6014737073408962,4.8612285307040946
SA_abab,3,21,280.7221579867164,1.4566309771387715,0.6434492408001243,4.8763804447945045
SA_abab,3,22,286.31430601403764,1.437932678033627,0.6116931687202758,4.980454858601021
SA_abab,3,23,291.7848068101056,1.3880614922534467,0.6148762767081628,4.855624519359758
SA_abab,3,24,296.98666425925234,1.3860229418509995,0.6051586470353227,4.596698802111485
SA_abab,3,25,302.03733590273094,1.3915696883140714,0.5816286968164651,4.469042946662121
SA_abab,4,1,78.59927582016354,11.05943137036881,nan,nan
SA_abab,4,2,118.85008266536953,3.178457830948929,12.881992367101184,27.368814478104795
SA_abab,4,3,138.13183876300596,2.453984221644749,2.8691361341442794,16.412619963492155
SA_abab,4,4,153.02866282159857,2.2194040133646755,1.8344322306999672,13.062391827892629
SA_abab,4,5,165.68994682772,2.0867560138498362,1.4160460981131218,11.245237908008345
SA_abab,4,6,176.74323897145044,2.0178089694106736,1.165804432550991,9.887487711179418
SA_abab,4,7,186.87853362670623,1.9516025436374633,1.070024330286154,9.065270324969635
SA_abab,4,8,196.03999534780945,1.8873617944279335,0.9610960982307605,8.200365622872466
SA_abab,4,9,204.80298261555976,1.8605403724119316,0.9472253023670449,7.815761965383279
SA_abab,4,10,213.36192150673483,1.8570338900775267,0.9237527733985615,7.635186117776498
SA_abab,4,11,221.14756558494526,1.8305349336292527,0.849612351390942,6.936031726819504
SA_abab,4,12,228.57086384460456,1.8183651586644216,0.8010815350012951,6.62221672465801
SA_abab,4,13,235.90705595026682,1.7998158975298733,0.8338216118491277,6.502370493813124
SA_abab,4,14,242.80582668680898,1.7566908626495592,0.7491502301933886,6.149620506348754
SA_abab,4,15,249.30807228667692,1.7888656896789872,0.7124803320182911,5.789765267849649
SA_abab,4,16,255.79045881594254,1.7495329086806286,0.6933284905260865,5.789058038739519
SA_abab,4,17,262.01397714526615,1.7343151302073343,0.6849791222728692,5.538539207050762
SA_abab,4,18,267.86433972441245,1.7008433396005551,0.6248160248966169,5.22554655424968
SA_abab,4,19,273.5901153564764,1.6765676164653007,0.6191750247170476,5.106600607346945
SA_abab,4,20,279.07267238204486,1.6861960362001462,0.6399915103088389,4.842565515259538
SA_abab,4,21,284.4114535011879,1.6364372262738986,0.6184808449475241,4.720300274195523
SA_abab,4,22,289.5778018962226,1.6318104964947069,0.6065574676586163,4.559790927376113
SA_abab,4,23,295.0481271499787,1.6268475708602428,0.6124279121273293,4.857897341628787
SA_abab,4,24,300.26944970941474,1.6001917083994353,0.5767644007839035,4.644558158652174
SA_abab,4,25,305.4161508182003,1.5735177499690098,0.5961233487555615,4.550577760029936
SA_abab,5,1,78.73367395944312,10.504509802680035,nan,nan
SA_abab,5,2,119.13493380077327,3.1977964016135743,13.483149063517805,26.91811077781235
SA_abab,5,3,138.21903332853367,2.5194372374771614,2.9054132572633646,16.178686270497018
SA_abab,5,4,152.5724329135302,2.237749099234237,1.7852554767649995,12.568144108231545
SA_abab,5,5,164.81271058467928,2.134238599929753,1.3852737696036463,10.855003901545425
SA_abab,5,6,175.6480180428578,2.0046847774664553,1.1823341937331286,9.652973264445407
SA_abab,5,7,185.7830069508112,1.94019361771917,1.1024516810469982,9.0325372269064
SA_abab,5,8,195.19705277070022,1.8836863589655222,0.9605331095355136,8.453512710353511
SA_abab,5,9,203.66592743073747,1.827450551973219,0.8959588003312132,7.57291585970604
SA_abab,5,10,211.8582040938657,1.7997247240197918,0.8650813846057758,7.327195278522445
SA_abab,5,11,219.40212226425712,1.7656587827631443,0.7897116147785774,6.75420655561282
SA_abab,5,12,226.68738524634227,1.7366143632455486,0.74929719460699,6.535965787478164
SA_abab,5,13,233.83286573682727,1.7052594185164685,0.7479708275177454,6.397509662967284
SA_abab,5,14,240.46140958814283,1.7162873278449837,0.7549735438122075,5.873570307503336
SA_abab,5,15,246.940328924943,1.6955807422695286,0.7036209524336224,5.775298384366568
SA_abab,5,16,253.3891068600295,1.679242952786177,0.6935474805350568,5.755230454551447
SA_abab,5,17,259.6937177579506,1.6413728854048462,0.7113439008498875,5.593266997071201
SA_abab,5,18,265.4403164998078,1.643629510258258,0.642039955789308,5.104558786067887
SA_abab,5,19,271.3656187445592,1.5982436748640523,0.6327589146404131,5.292543330110958
SA_abab,5,20,276.9790100915691,1.5769267243893252,0.6041554107522389,5.009235936257701
SA_abab,5,21,282.46199402320633,1.5635635812020938,0.6064477957617826,4.876536135875435
SA_abab,5,22,287.8122398728671,1.5520208044999286,0.5884154928523129,4.761830356808465
SA_abab,5,23,292.99993369322516,1.5174982905327008,0.6005283636160357,4.587165456742018
