t,s,N_sw,push,push_1st,push_2nd,P_rad_sq,P_perp_sq,cos_P_Wsw,ret,ret_1st_old,ret_1st_push,ret_2nd,undo_frac,cos_PR,cos_R_Wend,ret0,keep_after_fit,keep_ratio,keep_ratio_ws,net_interval
10,2,14661.380418570126,1597.1941541158667,1042.5500719638997,554.6440821519666,18.53356610226227,536.1105160497043,0.18279836370039185,8.740774692982086,-1416.835624138571,-253.5539988725848,1679.1303977041375,0.22857360876259533,-0.13136844672988335,-0.15984694561866974,238.13672512808807,1367.7982036807607,0.8563756636323973,0.8682517104202742,1605.9349288088488
20,2,30960.06945603492,2236.6900091110983,1421.2119785708232,815.4780305402796,16.310069094818154,799.1679614454615,0.14142356077058651,-573.1024490132222,-2391.846602300813,-362.2084892248893,2180.9526425124754,0.22208353607326178,-0.13579987769175872,-0.16183470643734973,-159.79630052864377,1823.38386062652,0.8152152748923692,0.7675528100553564,1663.5875600978761
30,2,46077.726332000166,2361.2784532528167,1585.489864818595,775.7885884342252,13.638792056112756,762.1497963781123,0.13259167606673886,-932.9448832067937,-2725.307231592733,-388.29203485615204,2180.654383242085,0.25025634602323954,-0.14926685184439945,-0.1514752560905206,-183.74384744025883,1612.0774174862818,0.6827138134706388,0.6327899428229872,1428.333570046023
40,2,61423.0993131319,2986.597441600621,2068.883072203569,917.714369397038,17.421284558720487,900.2930848383176,0.13778004471217806,-1290.6311378414466,-3379.563159367436,-434.9783888815197,2523.9104104075095,0.23699007195850694,-0.14290484435733475,-0.14958903454611522,-510.33458040616824,2206.3008841653427,0.7387339362960512,0.7142473668779737,1695.9663037591672
48,2,72672.78963318469,3041.127669478403,2175.0865755802124,866.0410938982031,16.275010341384125,849.7660835568189,0.13708545777655454,-1727.2660411205434,-4060.2572283893546,-482.3708074565245,2815.3619947253114,0.2784918699904232,-0.15445950882339465,-0.1555686923559709,-872.5120357523847,2186.373664110244,0.7189351785698752,0.6753413818513403,1313.8616283578594
10,3,14651.25741294292,1809.242268529677,1150.5285484498695,658.7137200798109,22.587070575061926,636.1266495047489,0.18517467870574272,-47.739133078139275,-1400.633316415886,-249.12717810909368,1602.0213614468366,0.18910125181460394,-0.12125749918310354,-0.16063317567768476,260.88016929991136,1500.6229661516263,0.8294206874633449,0.9104538689280679,1761.5031354515377
20,3,31353.88597925916,1717.0013620281607,1120.0040467994359,596.9973152287187,10.002022282635988,586.9952929460826,0.12943678577793288,-599.3267041179461,-2240.688335830184,-257.8975399116221,1899.2591716238658,0.21599556089529287,-0.12109853759532006,-0.15763376365947238,-17.430293388773862,1135.1049512989885,0.6610972922922885,0.6162144792715181,1117.6746579102182
30,3,45723.389991948636,2376.251675866988,1538.7701752975702,837.4815005694206,12.946402556778159,824.5350980126426,0.12433315156683396,-771.544233239867,-2568.0096103919514,-363.46992430234354,2159.9353014544245,0.21700176305698274,-0.1351233806617682,-0.1438022162018869,-305.88981893922755,1910.5972615663486,0.8040382594866585,0.7752675731764832,1604.707442627121
40,3,59458.82563382306,2020.2140283341869,1385.546208096619,634.6678202375685,8.071712963999744,626.5961072735688,0.1127741637791143,-964.0214731850429,-3241.962391982459,-361.40632295925764,2639.347241756674,0.284720850368604,-0.13961891084983427,-0.1414382599668041,-531.5957853539439,1587.788340503088,0.7859505568389379,0.6558579344025797,1056.192555149144
48,3,70064.92057557094,2563.8937554155127,1837.0429699720958,726.8507854434171,12.041428313202646,714.8093571302145,0.12871120915030784,-1545.085288123053,-3822.2183775970243,-376.16653426318265,2653.29962373715,0.25876461977935494,-0.1354360816054165,-0.15121839771709375,-956.2010626257252,1975.0095299181849,0.7703164476868538,0.7382998846152826,1018.8084672924597
10,4,14373.346608783224,1541.025979604372,1000.1311453252099,540.8948342791625,17.39786730040794,523.4969669787547,0.17934595670517567,-23.800580386363436,-1426.4970446006278,-197.29835953290643,1599.9948237471685,0.1823814418525934,-0.10604196648562046,-0.1608967466123762,202.70927166481852,1314.51612755319,0.8530136058385376,0.873578756831076,1517.2253992180085
20,4,30034.78027617436,2153.254374308446,1420.9774015858616,732.2769727225879,16.80698807558329,715.4699846470046,0.15149812477776892,-614.7026200447071,-2219.650271299044,-279.80327291125366,1884.7509241655875,0.19105016498808636,-0.11908529129816257,-0.16045042100767096,-152.48662019070616,1691.0383744544451,0.7853407356934086,0.7343593354265868,1538.551754263739
30,4,43183.79771356193,3002.15274001543,2083.404680532179,918.7480594832483,25.128493165737872,893.6195663175104,0.16538076861905507,-951.7126758585946,-2677.3108099103,-441.4675329086273,2167.0656669603286,0.24025494712714363,-0.15643521401177737,-0.15587035898362187,-192.21909073833376,2242.659154895169,0.7470170071638802,0.7090933849545551,2050.4400641568354
40,4,60215.39803616454,3605.548816885341,2579.0549945417606,1026.493822343575,27.61554719307837,998.8782751504966,0.1640206982924933,-1433.7765253031685,-3211.375722288091,-520.0672365730038,2297.6664335579317,0.25332214634553035,-0.16931983602613287,-0.15407128333207584,-572.8524686884484,2744.6247602706208,0.7612224656110936,0.7227663879908263,2171.7722915821723
48,4,72847.85835726163,3253.9355812112044,2222.6577798134713,1031.2778013977202,16.953853268882334,1014.3239481288377,0.12821722561318752,-1762.742820600717,-3591.799505654877,-513.6587724783676,2342.7154575325403,0.2490399637140406,-0.1652331215766222,-0.15373559340116424,-882.9146350221126,2374.1073956326,0.7296110621676449,0.7737888039744054,1491.1927606104873
10,5,14465.354422737402,1414.418589578192,961.2703131320786,453.1482764461135,15.96989240472029,437.1783840413933,0.1877287674777674,9.094099967367583,-1410.7176500754965,-198.83678784352952,1618.648537886394,0.21939484069424056,-0.11608344738017864,-0.158736664165954,153.28954342026918,1270.2231461252904,0.8980532039699057,0.9071775395848716,1423.5126895455596
20,5,30120.689601302594,2174.4039039303025,1422.5025797438002,751.9013241865052,16.795046993962732,735.1062771925426,0.14945490982357423,-516.919292236631,-2157.8974604348205,-285.97778793183187,1926.9559561300211,0.19016975947025766,-0.11879167003465915,-0.1548976645995719,-81.49487229513034,1738.9794839888018,0.7997499824414142,0.7723338153382813,1657.4846116936715
30,5,44351.874546817824,2207.9533577991533,1392.4273287951278,815.5260290040175,10.928815781669394,804.5972132223483,0.11576243124909259,-653.4233170823427,-2330.257183774662,-298.78570663581286,1975.6195733281343,0.18318588003911582,-0.1176953347709119,-0.13705987527994581,-225.2847848334859,1779.8148255502965,0.8060925830989395,0.7601666316104793,1554.5300407168106
40,5,56877.76535943875,1762.796485443061,1101.0456721975827,661.7508132454858,5.328539037196228,656.4222742082895,0.08973396005496814,-665.0736762394517,-2656.258114674863,-281.69020213535657,2272.8746405707607,0.2128370653251163,-0.11484359062348906,-0.12724108186921138,-127.50262997373648,1225.2254391773458,0.69504644994195,0.5969224075014883,1097.7228092036094
48,5,66275.53862335313,2320.3329175361578,1577.8722051718537,742.4607123643041,9.391401215171015,733.069311149133,0.11246786695786619,-1009.7995066262083,-3349.127721825179,-382.54903031264166,2721.877245511624,0.25762240610310966,-0.13455074396843034,-0.136549704489757,-625.4983169595362,1936.0317278694856,0.8343767022558376,0.7517826732277846,1310.5334109099495
10,6,14035.311791170207,1666.9906138646766,1094.3475071366834,572.643106727993,21.33184649181959,551.3112602361734,0.193006620442571,19.731993516472357,-1403.9767862037552,-227.32696741167538,1651.0357471319032,0.19848922019736834,-0.11689628407177242,-0.16019351582552377,315.5231845267299,1371.199422854419,0.822559774152232,0.7970765332917356,1686.722607381147
20,6,30188.607968378692,2211.160649721438,1430.502457727213,780.6581919942257,16.946270623897682,763.711921370328,0.1473352309126869,-518.5990045210638,-2002.2806273435995,-307.45863676403405,1791.1402595865673,0.1969226992793206,-0.13000541531833185,-0.1515993046475659,-177.06980905917226,1869.6314542595464,0.8455430203567899,0.7810645189360957,1692.5616452003778
30,6,44694.69800715857,2435.0040304864087,1583.5489862307286,851.4550442556729,14.026425412868498,837.4286188428044,0.12834904511312645,-817.3355365820316,-2544.0278091580776,-321.7905754201971,2048.4828479962466,0.1889651001489461,-0.12182777074245522,-0.14583278031132652,-297.6372116411658,1915.3057055455429,0.7865718830711534,0.7430309410148039,1617.668493904377
40,6,58622.31403678254,2682.43396999134,1759.0665699264564,923.3674000648758,13.195978563262203,910.1714215016136,0.11954558233991057,-968.7804476283272,-3084.592349910812,-378.4135941377506,2494.2254964202357,0.20490954852378546,-0.12467564050320325,-0.14002588569257582,-456.3465866748884,2170.000109037901,0.8089668313605896,0.7373328378383074,1713.6535223630126
48,6,69757.41518094075,3060.1019705321087,2119.9235847705095,940.1783857616053,16.10608705042058,924.0722987111847,0.13088500371081088,-1476.507941033924,-3763.692130419424,-457.9725546225499,2745.1567440080316,0.2435562025027636,-0.1425347478699588,-0.14929739601368414,-870.9845585886942,2454.578588086879,0.8021231356744828,0.7804442666730455,1583.5940294981847
10,7,14756.92216957151,1710.825513648524,1120.5758874318442,590.249626216681,21.27290340534008,568.976722811341,0.18984340891817725,-41.62691315011034,-1408.8330570757155,-223.44109023608576,1590.6472341616907,0.18927677402209858,-0.1152997188754783,-0.1594626830442291,258.1612414066203,1411.0373590917934,0.8247698832142155,1.0361827150912157,1669.1986004984137
20,7,30533.05732107028,2099.0845125433734,1326.8872605407726,772.1972520026018,14.415767340881544,757.7814846617202,0.13663273330260314,-557.3313009007288,-2115.7568912040215,-323.53527672784924,1881.9608670311375,0.2094900466744727,-0.13419064028577185,-0.15563445221056707,-125.0605733005541,1666.8137849431987,0.7940670206382446,0.7640041637931864,1541.7532116426482
30,7,44838.70302799416,2169.651696871915,1365.7755523421622,803.8761445297589,10.40029446330633,793.4758500664525,0.11374393464818335,-395.1721048927284,-2552.9069762029812,-343.3664991030279,2501.1013704132756,0.2135692801929618,-0.12107868827163779,-0.13355384582670488,-143.37237029388052,1917.8519622730673,0.8839446280885181,0.8123798288529093,1774.4795919791868
40,7,57632.15935526397,1676.1325614669258,1070.8566331975364,605.2759282693897,4.974366489525017,600.3015617798646,0.09065508893621978,-723.9083894297437,-3120.1216356747427,-236.72703428705918,2632.9402805320624,0.19555298933158569,-0.09376066006536396,-0.13431470266271936,-209.05545334792987,1161.279625385112,0.6928328057589774,0.6531136646185306,952.2241720371821
48,7,67280.77539343819,2325.9672577197343,1520.870228956338,805.0970287634036,8.59475176898486,796.5022769944187,0.10332194120904573,-792.1185922986624,-3247.77694626652,-366.4338500047421,2822.0922039726056,0.22757123484083008,-0.12155025618042892,-0.1289354167421107,-543.1576250533544,2077.0062904744264,0.8929645434951748,0.7358228046411205,1533.848665421072
10,8,14371.077595512455,1733.7142607732276,1133.3178064529202,600.3964543203051,22.34364893458531,578.0528053857199,0.19291144322574297,-73.65742122980555,-1399.9090142401967,-232.2411850712864,1558.492778081678,0.19340652613796766,-0.12004326160086184,-0.1628921559975393,207.5964616155161,1452.460377927906,0.8377737962887357,0.8334766104873165,1660.0568395434202
20,8,29829.297998288108,2301.9635655853817,1460.907870990196,841.0556945951844,17.88721115431204,823.1684834408723,0.1458340507271033,-589.7624666368283,-2102.6065127522807,-337.53702734335985,1850.3810734588124,0.2006627084938903,-0.13528463024031767,-0.15823075524152685,-211.78079402495496,1923.9818929735084,0.8358003235747331,0.7551819346313796,1712.2010989485534
30,8,43738.341848501455,2346.8015567089315,1495.8635231513265,850.9380335576091,12.78973770682257,838.1482958507864,0.12259756695194378,-448.7759365174861,-2689.9136633359717,-335.96780733139406,2577.105534149884,0.19741026613111706,-0.11343644297225729,-0.1388274488132807,-131.98255141101254,2030.0081716024579,0.8650105782481528,0.7114349787144465,1898.0256201914453
40,8,58351.14331343408,3285.0395714929327,2235.896126523563,1049.1434449693795,21.41873836879949,1027.72470660058,0.1428826535758026,-1384.383108319671,-3379.7397183998837,-465.279159396726,2460.6357694769295,0.2217423945351466,-0.1447913116435542,-0.1561086423309435,-530.9646944095584,2431.62115758282,0.7402106138032716,0.7099410421948834,1900.6564631732617
48,8,70350.84143324633,3259.8923266670026,2264.5895271231375,995.3027995438753,18.224251557893368,977.0785479859819,0.1353154038257662,-1691.7669345380564,-3660.8021246651524,-524.7199637497708,2493.7551538768653,0.26359815524995917,-0.16653022702548056,-0.15446218136902892,-923.3999269789783,2491.5253191079246,0.7642968139549946,0.7298437494594028,1568.1253921289463
10,9,14303.206420757004,1592.338410914348,1043.2315566224402,549.1068542919091,19.022519299474652,530.0843349924345,0.18612537435378643,-5.399508982423868,-1283.7981903983093,-186.3451368281838,1464.7438182440678,0.16968021376138331,-0.10389120849934853,-0.15233901225178573,240.71345718586235,1346.2254447460618,0.8454392832067877,0.85505585173241,1586.9389019319242
20,9,30131.822304949856,2072.3830098918843,1324.794986038123,747.5880238537565,14.561696080553991,733.0263277732025,0.1395644516417548,-546.9272658596346,-2167.5334985278405,-291.3627128073698,1911.9689454755808,0.19486849943463402,-0.12185192419068464,-0.15667997431531247,-254.06935523582797,1779.5250992680776,0.8586854315896534,0.7922119135775177,1525.455744032246
30,9,44291.950638567054,2307.9547144186,1448.558422685227,859.3962917333699,11.843695489137067,847.552596244233,0.11739426436147157,-593.8542126799875,-2572.1103882931434,-365.157382373088,2343.4135579862505,0.21244994066507975,-0.12865565574874077,-0.14053890256255186,-164.68660301988712,1878.7871047584995,0.8140485136129664,0.7026782663566747,1714.1005017386124
40,9,56194.092103423936,2447.9535141748856,1555.0008322453118,892.9526819295727,10.757481337332084,882.1952005922407,0.1097592365765628,-734.2601586027085,-3034.279585370581,-412.8656944261133,2712.885121193984,0.23118005174359063,-0.1326321707825839,-0.1366499049326116,-309.5688346534953,2023.2621902256724,0.8265116876239536,0.7705374829541896,1713.693355572177
48,9,66549.84181079976,2108.741384267021,1431.8400526239743,676.9013316430552,7.701618367955019,669.1997132751002,0.10666656583285797,-1099.7473348213534,-3206.8384816590933,-315.2598146159984,2422.3509614537224,0.2328698437117581,-0.12309981576604315,-0.1365543454870391,-648.7509483397589,1657.7449977854267,0.7861300632470127,0.7463003217720531,1008.9940494456678
