arm,seed,t,nW,nD,rho,c,bal,ratio,net_rel,dN,block
A,0,48,275.58027908743753,68.13291178309352,0.24723435221384604,-0.08725323998943074,-0.12361717610692302,0.7058342759258698,0.017980828379907762,1365.5448450797412,t41-50
A,0,49,278.0468217171161,70.3869762244835,0.2531479259133377,-0.09424553285775693,-0.12657396295666884,0.7445886235704007,0.01636775005514774,1265.3913307312177,t41-50
A,0,50,280.3130863832813,70.91988958559102,0.253002421330483,-0.08778539436439758,-0.1265012106652415,0.693949045252246,0.019590390535799383,1539.3232896483241,t41-50
A,1,2,35.70236841179349,40.97832347826506,1.1477760524349072,-0.044752797796117245,-0.5738880262174536,0.07798175907430387,1.2146574873633686,1548.2742320542427,t2-5
A,1,3,53.131284026133535,45.357881598886856,0.8536944369079581,-0.10610210347336266,-0.42684721845397905,0.24857161739898315,0.5476366406487112,1545.9417323336097,t2-5
A,1,4,66.09746647640348,47.33558277244762,0.7161482171082341,-0.11326969958352326,-0.35807410855411703,0.31633032625815893,0.3506324820490514,1531.8695111689804,t2-5
A,1,5,76.81630416629183,48.5086362068418,0.6314888060981217,-0.09759010734873808,-0.3157444030490609,0.30907945289397376,0.2755239914739469,1625.796700939154,t2-5
A,1,6,86.7556412385236,49.38440467491906,0.5692356597208812,-0.09875736777418907,-0.2846178298604406,0.34698236516880804,0.21159680550339044,1592.5920927566722,t6-10
A,1,7,95.49415364023123,51.01401153201482,0.5342108347722228,-0.10890473805965124,-0.2671054173861114,0.4077219366248389,0.16902503392904195,1541.3618288673788,t6-10
A,1,8,103.24967413184153,51.02402777794431,0.4941810054798888,-0.08828670446013549,-0.2470905027399444,0.357305131039596,0.1569556414158828,1673.2248632346127,t6-10
A,1,9,111.05728283892994,54.64544782015461,0.49204740493614196,-0.09882813883783145,-0.24602370246807098,0.40170169722023996,0.14485439020474425,1786.5934999227193,t6-10
A,1,10,118.82892565149615,54.88308932727272,0.4618664102731598,-0.1084698183438549,-0.2309332051365799,0.4697021300150536,0.11312344969569875,1597.3385819918058,t6-10
A,1,11,125.37006083383945,55.491561984093856,0.4426221189893191,-0.08918851409751574,-0.22131105949465954,0.40300070995624127,0.11696072201989259,1838.3479443286124,t11-20
A,1,12,132.4990569695091,56.00636252793425,0.42269253690479114,-0.09313261375355647,-0.21134626845239557,0.4406636295759062,0.09993605920287857,1754.477465140404,t11-20
A,1,13,138.96214435215666,57.268700769911234,0.41211727867973447,-0.09212725824316206,-0.20605863933986723,0.44709243222367395,0.09390618146759576,1813.3732102522845,t11-20
A,1,14,145.34046502334408,59.04802924961687,0.4062738428704819,-0.10648195207129527,-0.20313692143524095,0.5241880762933645,0.07853677167203782,1658.9990450091536,t11-20
A,1,15,150.9398880952648,59.04856325610013,0.3912058237305171,-0.10242745038647248,-0.19560291186525855,0.5236499263212903,0.07290156631855912,1660.9054369480873,t11-20
A,1,16,156.34498794383896,59.60882551172982,0.38126470375335625,-0.10130060746182329,-0.19063235187667812,0.5313925284169794,0.06811808214020032,1665.0617282858984,t11-20
A,1,17,161.5822297885663,59.05049110677575,0.3654516414586217,-0.09953244521880929,-0.18272582072931084,0.5447092524830203,0.06080631127759259,1587.580852585059,t11-20
A,1,18,166.42234776624835,59.37925128062848,0.3567985434506111,-0.10014249613298508,-0.17839927172530556,0.5613391532628105,0.055843807092962564,1546.6722979252154,t11-20
A,1,19,171.00605291613311,58.399029186196394,0.341502702333216,-0.09336268786466481,-0.170751351166608,0.5467756900709243,0.05285687529513797,1545.6973113174572,t11-20
A,1,20,175.46728311931196,60.98084850916923,0.3475340099025997,-0.0919768556425485,-0.17376700495129985,0.5293113941183831,0.0568497171196054,1750.3327197250692,t11-20
A,1,21,180.38597552192866,60.69373141454428,0.3364659100516716,-0.10039364390942629,-0.1682329550258358,0.5967537329057121,0.045651231104122406,1485.4499815525087,t21-30
A,1,22,184.45744806472402,60.3430329637628,0.3271379583576865,-0.09437279637844212,-0.16356897917884325,0.5769602332435949,0.045273395934936976,1540.4069302929129,t21-30
A,1,23,188.58673621663658,60.509987355240455,0.3208602501383257,-0.08937100994260733,-0.16043012506916285,0.557071247710358,0.04560009090822938,1621.7652758513286,t21-30
A,1,24,192.83859145071196,60.05766320551463,0.3114400637014863,-0.08406643107594339,-0.15572003185074315,0.5398562412093559,0.04463160397948901,1659.703065340691,t21-30
A,1,25,197.09496548119967,62.49573111901481,0.3170843606605269,-0.1021366283591207,-0.15854218033026346,0.6442236895339597,0.03577063676894786,1389.5613734005674,t21-30
A,1,26,200.5890993833809,61.60779699414582,0.3071343217728716,-0.09443613721691102,-0.1535671608864358,0.6149500757310173,0.03632233370095021,1461.4649390255581,t21-30
A,1,27,204.19953900648605,63.85432511421228,0.3127055302127007,-0.09474801660845562,-0.15635276510635035,0.60598874950506,0.03852829108530849,1606.5315577868241,t21-30
A,1,28,208.09609147758695,65.57172534823589,0.31510310877366143,-0.10961044819437493,-0.15755155438683072,0.6957116267177682,0.03021278319858209,1308.333858722879,t21-30
A,1,29,211.2162804969615,64.98051087993663,0.307649158138032,-0.0946361010745314,-0.153824579069016,0.6152209331388536,0.03641857085294924,1624.7168329312117,t21-30
A,1,30,215.02798417857693,65.70988131212104,0.3055875799754052,-0.09231996009533636,-0.1527937899877026,0.6042127765975738,0.03696010265730503,1708.9255224664885,t21-30
A,1,31,218.96565827172265,67.35361105057288,0.307598970460433,-0.10983047085835299,-0.1537994852302165,0.7141146844149185,0.027049647105890404,1296.9212846924056,t31-40
A,1,32,221.90736983494085,65.11591782192582,0.2934373827708397,-0.10226463364638938,-0.14671869138541985,0.6970116259948589,0.02608896471296978,1284.6957792186076,t31-40
A,1,33,224.78339922307393,66.53643035038426,0.29600242090989043,-0.09807620327654896,-0.14800121045494521,0.6626716293405283,0.029555845977497892,1493.3852706092293,t31-40
A,1,34,228.08104225667037,66.40508469844887,0.2911468837630095,-0.08685935004427037,-0.14557344188150476,0.5966703055284834,0.03418884974277189,1778.53684771587,t31-40
A,1,35,231.94718943027726,64.41700172811821,0.2777227087180627,-0.08538237015008122,-0.13886135435903135,0.6148749631904197,0.029704656708000265,1598.0956394887035,t31-40
A,1,36,235.3669354945457,64.50726586383801,0.27407106154608063,-0.0821862049408639,-0.13703553077304031,0.5997437633673384,0.030065225911822903,1665.5411883254055,t31-40
A,1,37,238.87891391334446,67.1259939066701,0.28100426616566365,-0.10592943545461216,-0.14050213308283183,0.7539347135189924,0.019430151052770503,1108.7453425509957,t31-40
A,1,38,241.18847579221116,65.39860558007058,0.2711514526772532,-0.09229408382876665,-0.1355757263386266,0.680756698276831,0.02347176048161216,1365.3964541927635,t31-40
A,1,39,244.00261742277027,66.75231365975556,0.27357212133547487,-0.08157894266373764,-0.13678606066773744,0.5963980705745916,0.03020625677034422,1798.398285807758,t31-40
A,1,40,247.66040376889188,68.65274325644481,0.2772051656691522,-0.08399766217728118,-0.1386025828345761,0.6060324451351201,0.030273532154312707,1856.8475473308572,t31-40
A,1,41,251.38123068817492,68.05392065220897,0.27071997565572525,-0.08045733707148059,-0.13535998782786263,0.5943952741322511,0.029726488552405055,1878.4918157872016,t41-50
A,1,42,255.0902094516538,69.66166645966047,0.27308639798213485,-0.09396243379009135,-0.13654319899106743,0.6881516947339011,0.023256455584115182,1513.3211691860852,t41-50
A,1,43,258.03940808968446,66.81944890604795,0.2589505587566071,-0.08586150212732947,-0.12947527937830355,0.6631497729883831,0.02258762397725187,1503.981947217835,t41-50
A,1,44,260.93738343612733,68.76597635484566,0.2635343983652626,-0.09034570826860237,-0.1317671991826313,0.6856464190559434,0.021831975374841613,1486.5024835167133,t41-50
A,1,45,263.7703936343297,67.77797554434966,0.25695823784647964,-0.09105010030815333,-0.12847911892323982,0.7086762508275873,0.019235389335311416,1338.2987613677542,t41-50
A,1,46,266.29517329342826,67.61376320938345,0.2539053275850421,-0.08348770015494189,-0.12695266379252104,0.6576285810858289,0.022071971661742962,1565.1923600630835,t41-50
A,1,47,269.21796314406674,68.75899582911038,0.2554027042850604,-0.08922965675627594,-0.1277013521425302,0.6987369770108998,0.01965155008016084,1424.3111716940184,t41-50
A,1,48,271.8503684954907,68.65215096573893,0.2525365381907793,-0.0910440424716108,-0.12626826909538966,0.7210365923590143,0.01779080850403319,1314.7874110903067,t41-50
A,1,49,274.2579265257878,72.73678141797353,0.2652130508655846,-0.09503270235020013,-0.1326065254327923,0.716651778938018,0.019930136504835994,1499.093254066407,t41-50
A,1,50,276.9774422516946,72.58978199592684,0.26207831730196696,-0.1025904585666728,-0.13103915865098348,0.782899246475762,0.014911574895048935,1143.9638878694823,t41-50
A,2,2,37.16020918398406,44.04366545696061,1.1852372853687623,-0.06056052396704007,-0.5926186426843811,0.10219139190883268,1.261230240573904,1741.6090607270746,t2-5
A,2,3,55.87924666031681,44.500069016254436,0.7963612911026696,-0.0916244781718261,-0.3981806455513348,0.23010781462006938,0.4882589304996633,1524.583729123945,t2-5
A,2,4,68.16945016976793,46.62487478857518,0.6839555647355444,-0.09564249529616485,-0.3419777823677722,0.2796745877289429,0.33696478076670733,1565.9002502020385,t2-5
A,2,5,78.82242185222749,49.78601506993329,0.6316224990304121,-0.11733282415877154,-0.31581124951520606,0.37152832376581335,0.25072687805450455,1557.7596212521075,t2-5
A,2,6,88.15176576735499,50.59134084450297,0.5739118258620105,-0.09856854505210555,-0.28695591293100525,0.34349717364355214,0.2162354765374352,1680.3083279973844,t6-10
A,2,7,97.2164704970305,52.21842646892333,0.5371355923739112,-0.10311900495655653,-0.2685677961869556,0.3839589348410681,0.17773686897017593,1679.798637740074,t6-10
A,2,8,105.50279983791935,53.918910240254434,0.5110661548611825,-0.09820220257588937,-0.2555330774305912,0.3843032908432897,0.16081297050587678,1789.9835690369946,t6-10
A,2,9,113.66980400562443,55.56976880882974,0.4888701031461278,-0.10945612824021086,-0.2444350515730639,0.4477922766632895,0.13197432034457027,1705.2170109163835,t6-10
A,2,10,120.93817161505896,53.69810924227402,0.44401290779550406,-0.09631387444072555,-0.22200645389775203,0.43383366902065,0.11161825538606354,1632.533219092522,t6-10
A,2,11,127.50911564545484,55.93072638471243,0.4386410030497778,-0.08833113387060579,-0.2193205015248889,0.402749096671119,0.11491461523346175,1868.3478412647546,t11-20
A,2,12,134.63625965523082,57.51551557910653,0.42719187035044737,-0.09940173150386718,-0.21359593517522368,0.4653727676152772,0.09756567089909342,1768.5653466529184,t11-20
A,2,13,141.0513656814554,59.34699146082965,0.42074737223641245,-0.10877647800021117,-0.21037368611820623,0.5170631365896735,0.08549351668440466,1700.9352148055332,t11-20
A,2,14,146.9572147783469,57.864467544228866,0.39375043703369633,-0.10139358769102029,-0.19687521851684817,0.5150144769609144,0.07519186773271956,1623.875379866833,t11-20
A,2,15,152.3820801645522,57.97688576164881,0.380470496918283,-0.09949910731225121,-0.1902352484591415,0.5230319203100866,0.06904484942120961,1603.2420034556017,t11-20
A,2,16,157.5548804662414,59.47674030804291,0.3774985588008284,-0.0914096344329113,-0.1887492794004142,0.48429130285045585,0.0734911513788333,1824.3105622621224,t11-20
A,2,17,163.2416947994407,59.81374518310202,0.36641217953899213,-0.1037791619534607,-0.18320608976949607,0.5664613118703219,0.05820598747031944,1551.0644768182974,t11-20
A,2,18,167.92532685039512,59.7965893883847,0.3560903558142695,-0.09922742881848817,-0.17804517790713476,0.5573160137492937,0.05613248063491197,1582.8750724932106,t11-20
A,2,19,172.57401447003906,61.19805352585035,0.3546191685566605,-0.09932538598792695,-0.17730958427833024,0.5601805812821249,0.055309383116601135,1647.2124590204694,t11-20
A,2,20,177.2822690776653,62.078512291361704,0.3501676316212189,-0.09477081490177429,-0.17508381581060944,0.541288265068938,0.05624602663327921,1767.7565358202773,t11-20
A,2,21,182.1997789931316,63.81435810027775,0.3502438831316221,-0.10373458580601941,-0.17512194156581104,0.5923563025769436,0.05000596937561598,1660.0361371837862,t21-30
A,2,22,186.69974719407034,60.78099906949504,0.3255548011337932,-0.09483568390792677,-0.1627774005668966,0.5826096471478678,0.044237504111198894,1541.977638761302,t21-30
A,2,23,190.7846252743944,61.906087952223665,0.3244815344170829,-0.09018235145626358,-0.16224076720854144,0.5558550604013401,0.04676325062192643,1702.1249554038004,t21-30
A,2,24,195.19451374589113,62.13023931766209,0.3182991064930478,-0.09513581194918612,-0.1591495532465239,0.5977761797535177,0.04075103331643947,1552.6509717916415,t21-30
A,2,25,199.13198931434027,61.59404804099267,0.30931267373502325,-0.0955141274798865,-0.15465633686751162,0.6175894852708811,0.036586869832565844,1450.7992418193608,t21-30
A,2,26,202.74207360611138,62.734092303410826,0.30942808854412246,-0.10443212817204209,-0.15471404427206123,0.6750009584676133,0.03111727437432972,1279.0552874553105,t21-30
A,2,27,205.87229949063374,61.5575356236906,0.2990083453480403,-0.08227611314776313,-0.14950417267402016,0.5503265338764723,0.04020350167981135,1703.9612417510143,t21-30
A,2,28,209.96991436706406,64.39776300261617,0.3066999536421091,-0.10692210803588845,-0.15334997682105456,0.6972424140673774,0.028478850408224746,1255.5574709995126,t21-30
A,2,29,212.93877620177994,65.93029212726276,0.30962088400840376,-0.0938033076272728,-0.15481044200420188,0.605923647093048,0.03777816575320852,1712.9724385516238,t21-30
A,2,30,216.92370743849864,64.29522256916864,0.2963955545863855,-0.09861384301057088,-0.14819777729319275,0.6654205266214919,0.029392915400545193,1383.1099363895992,t21-30
A,2,31,220.08862938655633,64.46812124526271,0.29291890919104707,-0.08658638048474264,-0.14645945459552354,0.5911969338126233,0.035075911116889326,1699.0422264381123,t31-40
A,2,32,223.91526748234713,67.3055004109328,0.30058468619715256,-0.09736717499368565,-0.15029234309857628,0.6478518664774746,0.0318169900934802,1595.24174507743,t31-40
A,2,33,227.44953013090287,67.87152413468343,0.2984025691133399,-0.10551209816532098,-0.14920128455666995,0.7071795559859617,0.026073930923300195,1348.890197479137,t31-40
A,2,34,230.39570081546145,67.04504081024861,0.2909995306898076,-0.09674808910808139,-0.1454997653449038,0.664936392706492,0.02837342981051353,1506.1234787474677,t31-40
A,2,35,233.64139708749195,67.99895292006056,0.29103983184365617,-0.08772896706636579,-0.14551991592182809,0.6028657074918389,0.03363893607395816,1836.292415929427,t31-40
A,2,36,237.53861759495976,70.60964942933813,0.2972554532153528,-0.09813378261619934,-0.1486277266076764,0.6602656506698588,0.0300192004116343,1693.8212209151534,t31-40
A,2,37,241.07761420306048,71.4368430997312,0.2963230050864852,-0.09618758967680846,-0.1481615025432426,0.6492077093287781,0.030802132093369794,1790.1711288406368,t31-40
A,2,38,244.76230755302237,69.67266124010406,0.28465437320250386,-0.09417246585301565,-0.14232718660125193,0.6616618237305009,0.027414903702661614,1642.3881490143176,t31-40
A,2,39,248.0946902851704,68.14658287695326,0.2746797313502467,-0.09784741497604453,-0.13733986567512335,0.7124472890304263,0.021695551496771666,1335.3823553324182,t31-40
A,2,40,250.77152490469695,68.48858963565498,0.27311150921813526,-0.09220815313621154,-0.13655575460906763,0.6752417970241197,0.02422368073691225,1523.339051705414,t31-40
A,2,41,253.79065537314895,68.97910376402511,0.2717952860108462,-0.08738985172416976,-0.1358976430054231,0.6430564194603611,0.026368378010085368,1698.3792315437458,t41-50
A,2,42,257.1149081369577,70.07950860874875,0.2725610471852508,-0.09431797288368236,-0.1362805235926254,0.6920869570887547,0.02287471352758741,1512.2033000460651,t41-50
A,2,43,260.0389957031873,72.45710993598814,0.2786394007562306,-0.11144940049654357,-0.1393197003781153,0.7999543509932091,0.015531527315795185,1050.2462148372288,t41-50
A,2,44,262.0506162960879,70.57341747270583,0.26931215988046275,-0.10173045812322153,-0.13465607994023138,0.7554835858015155,0.01773454065389242,1217.840226224478,t41-50
A,2,45,264.36407798220995,70.1344133980688,0.26529479320102034,-0.08548950698089677,-0.13264739660051017,0.6444868815508135,0.025021485148863765,1748.7107051261119,t41-50
A,2,46,267.651034805603,71.26057095775876,0.2662443319508025,-0.09848623972439735,-0.13312216597540125,0.7398184893009926,0.018443238092391588,1321.2196568876243,t41-50
A,2,47,270.1079341474399,70.37237407393413,0.26053427233100446,-0.09638907318133648,-0.13026713616550223,0.7399339236173563,0.017652792975127125,1287.9176966841915,t41-50
A,2,48,272.4815843063195,69.78919999456842,0.2561244649697592,-0.0894715052012301,-0.1280622324848796,0.6986564537034293,0.01976805875663725,1467.7035165811249,t41-50
A,2,49,275.1616203300581,72.9331639021329,0.2650557291189415,-0.09241294951155117,-0.13252786455947074,0.6973095795268145,0.021265376113141436,1610.0849284404248,t41-50
A,2,50,278.0719371513484,73.02499881032044,0.2626118966135535,-0.10725740223145204,-0.13130594830677675,0.816851053699876,0.012630868591278897,976.6693111328204,t41-50
A,3,2,36.90978997280052,44.62913815326037,1.209140940280299,-0.046563684783134406,-0.6045704701401495,0.07701944948177863,1.3494176982587367,1838.3557157361956,t2-5
A,3,3,56.57462604005829,46.96508367202423,0.8301439524986003,-0.10462343818683795,-0.41507197624930015,0.25206095369830295,0.515433952869169,1649.743428335928,t2-5
A,3,4,69.64504102883686,47.14455717809468,0.6769262603862097,-0.11904250500722388,-0.33846313019310487,0.35171483800704095,0.2970631665173652,1440.8846116335126,t2-5
A,3,5,79.31781862571538,48.55108438197705,0.6121081646367473,-0.11193297670564642,-0.30605408231837367,0.3657294026524626,0.2376462273477253,1495.1075959949867,t2-5
A,3,6,88.24071592828828,49.847589322351766,0.5649046338524956,-0.09851934025506305,-0.2824523169262478,0.348799901261875,0.2078091816796704,1618.090388748631,t6-10
A,3,7,96.97687526562969,51.683588250629064,0.5329475517649169,-0.08966666296082772,-0.26647377588245846,0.3364933853768022,0.1884578359324126,1772.3544198117197,t6-10
A,3,8,105.7207111028734,52.02474762976911,0.4920960811467255,-0.09498864938974091,-0.24604804057336274,0.3860573291638089,0.14867146884374105,1661.6814950426888,t6-10
A,3,9,113.30732655543466,55.2157479487054,0.48730959971676285,-0.09322121228999072,-0.24365479985838143,0.38259542740045893,0.14661546268381814,1882.329985260325,t6-10
A,3,10,121.3296346174348,54.767562973313886,0.45139477379950754,-0.0947991033373535,-0.22569738689975377,0.4200274741304811,0.11817360219878692,1739.6194450723524,t6-10
A,3,11,128.29847887435216,55.236132176712644,0.43052834812490337,-0.09119395713170317,-0.21526417406245169,0.423637409842505,0.10683149109338715,1758.4997251139393,t11-20
A,3,12,134.9777737502976,56.76959469551514,0.4205847608698612,-0.10012007989828382,-0.2102923804349306,0.4760994178258557,0.09267358135137611,1688.4199236469758,t11-20
A,3,13,141.093654464804,55.7635762979959,0.3952238426987955,-0.09130076846164609,-0.19761192134939776,0.46202054935854375,0.08403340473207273,1672.888225748593,t11-20
A,3,14,146.9023742353475,57.05555261723485,0.38839094952834463,-0.0845020204032231,-0.19419547476417232,0.4351389779079091,0.0852078897925864,1838.8124679202483,t11-20
A,3,15,153.0330683999453,57.23709475958827,0.3740178208411897,-0.09259091564101062,-0.18700891042059484,0.49511499442870294,0.07062802531130984,1654.0462018167746,t11-20
A,3,16,158.34508589065567,61.34768090432081,0.38743027962790155,-0.09692874638912291,-0.19371513981395078,0.5003674285975577,0.0749959589375143,1880.3861446975097,t11-20
A,3,17,164.17537077898325,58.958550272498115,0.35911933679668373,-0.09588609378282754,-0.17955966839834187,0.5340068548696039,0.060097597246662665,1619.8437347241343,t11-20
A,3,18,169.036670888718,59.729589102821315,0.3533528481647815,-0.10509631932939162,-0.17667642408239076,0.594851972328698,0.05058606777281133,1445.4157518740394,t11-20
A,3,19,173.2593773999399,61.83818862193243,0.35691106334284844,-0.10264175598072901,-0.17845553167142422,0.5751671299812381,0.05411755059560444,1624.544569491929,t11-20
A,3,20,177.88579602235455,60.432287841896084,0.3397252011863931,-0.10346609567814959,-0.16986260059319655,0.6091163994712423,0.04511313198067535,1427.5309147805565,t11-20
A,3,21,181.8540275641078,61.25831680840352,0.33685433107500756,-0.09708520958403533,-0.16842716553750378,0.5764225104317706,0.04806369370057653,1589.50899957792,t21-30
A,3,22,186.1730279628744,59.727145999695956,0.32081524726345656,-0.09553257786198144,-0.16040762363172828,0.5955613311827986,0.041625807699698786,1442.7669928801988,t21-30
