arm,seed,t,nW,nD,rho,c,bal,ratio,net_rel,dN,block
A,8,18,165.0273050902115,60.628557180446705,0.3673850042409912,-0.10627567467859696,-0.1836925021204956,0.5785520554828306,0.05688356295613203,1549.1676034612246,t11-20
A,8,19,169.65606098456658,55.342876079950926,0.3262063009053676,-0.073191183327181,-0.1631031504526838,0.4487416896855941,0.058659700406270575,1688.412658569403,t11-20
A,8,20,174.56114025569488,60.64797213303683,0.34743111808390154,-0.09533147971548757,-0.17371555904195077,0.5487791665942017,0.05446613664074068,1659.6698765050787,t11-20
A,8,21,179.2519499583574,59.268489648309085,0.3306434862330811,-0.09995896609913442,-0.16532174311654055,0.604632906808091,0.043223552925821335,1388.8272847794979,t21-30
A,8,22,183.0849225049757,58.907294331190755,0.32174847346913465,-0.09136085603575461,-0.16087423673456733,0.5679023434093704,0.0447316482510436,1499.4088237216856,t21-30
A,8,23,187.1349718047769,60.49323505305805,0.32325991486062716,-0.08725736874519043,-0.16162995743031358,0.5398588858925565,0.04808335337263471,1683.854881512947,t21-30
A,8,24,191.58119050127962,62.54145073369669,0.32644880517787034,-0.10684200650142306,-0.16322440258893517,0.6545712822763046,0.03681193167166752,1351.1213063348478,t21-30
A,8,25,195.0755593615521,61.80712663088342,0.31683685456633953,-0.09493612501808915,-0.15841842728316977,0.5992745076833311,0.0402270659405955,1530.8198293098394,t21-30
A,8,26,198.9605329946929,59.87074634363378,0.3009177018299945,-0.12072062150194034,-0.15045885091499725,0.8023497505649719,0.017897519302940465,708.4785579209638,t21-30
A,8,27,200.73308707697703,60.093374516860955,0.2993695528321964,-0.0942885431471824,-0.1496847764160982,0.6299140460688955,0.03316789116460673,1336.4594525150023,t21-30
A,8,28,204.03487863590442,59.748969222304964,0.2928370365976772,-0.08529561640174009,-0.1464185182988386,0.5825466436400666,0.03579809891959373,1490.2831524410576,t21-30
A,8,29,207.65479732577646,63.49767262162508,0.3057847612449213,-0.09913349294347285,-0.15289238062246066,0.6483873986386842,0.032877297267423666,1417.6859851270347,t21-30
A,8,30,211.04075634231492,63.10850693321076,0.29903468897186253,-0.09144224606695486,-0.14951734448593126,0.6115828660638034,0.03473293798545783,1546.9425676740284,t21-30
A,8,31,214.67450571786665,62.447819685073775,0.2908953696026908,-0.1044140428225719,-0.1454476848013454,0.7178804046635885,0.023872992899119608,1100.1903012674811,t31-40
A,8,32,217.2218536576784,60.67152012967418,0.2793067046803076,-0.08717985293200983,-0.1396533523401538,0.6242589345056736,0.029312400405465525,1383.1153948697902,t31-40
A,8,33,220.38250634146902,62.21669703627141,0.2823123217405945,-0.08691674251379132,-0.14115616087029725,0.6157488414101573,0.030624912252169213,1487.4044919527369,t31-40
A,8,34,223.73165532239815,62.78370407749751,0.28062056746965897,-0.09157546873234704,-0.14031028373482948,0.65266398367075,0.027351982883050942,1369.1268506804554,t31-40
A,8,35,226.77076629050057,62.25324236987262,0.27452058035613036,-0.09441336233517074,-0.13726029017806518,0.6878417801149194,0.023524726995817244,1209.7586257098956,t31-40
A,8,36,229.42262109410817,64.4530418233364,0.28093586201727705,-0.076004736626547,-0.14046793100863852,0.5410824811100324,0.03622004616424034,1906.4326789469415,t31-40
A,8,37,233.54051414826864,65.65935344871929,0.28114759311968424,-0.08454353707994211,-0.14057379655984212,0.6014174700329162,0.03150554518929052,1718.3493512035857,t31-40
A,8,38,237.19089590420887,65.91697871575026,0.2779068668064362,-0.07545331106877298,-0.1389534334032181,0.543011491121784,0.035294240079582095,1985.6370444601125,t31-40
A,8,39,241.3403367535178,66.4441028972051,0.2753128788622883,-0.09105722383939327,-0.13765643943114414,0.6614817600664454,0.025658728394578723,1494.4966931239105,t31-40
A,8,40,244.41696920922917,68.65050733859196,0.2808745544988115,-0.08392352172566468,-0.14043727724940575,0.5975872173641119,0.03174655181157103,1896.5280475016916,t31-40
A,8,41,248.26635471792582,69.22607417227707,0.278837920873048,-0.08325832772843532,-0.139418960436524,0.5971808100401235,0.03131942811847668,1930.4099993617783,t41-50
A,8,42,252.12416164320456,69.67098447930985,0.2763360085175227,-0.08402046473685693,-0.13816800425876136,0.608103628532574,0.02992582988505576,1902.2830450278052,t41-50
A,8,43,255.86886471260343,70.46105215995641,0.2753795474064402,-0.10050233573372162,-0.1376897737032201,0.7299186644779213,0.020481319674491127,1340.8889766379434,t41-50
A,8,44,258.4758497538106,67.41659472837937,0.2608235732374663,-0.08808406356804954,-0.13041178661873315,0.6754302341211589,0.022080135946170323,1475.1686916551553,t41-50
A,8,45,261.3138603243419,69.13813937340042,0.26457892163694036,-0.09980086146328765,-0.13228946081847018,0.7544127918114056,0.017191597165777575,1173.927070901962,t41-50
A,8,46,263.55048978992926,71.27569027315165,0.270444157891583,-0.09461193681104135,-0.1352220789457915,0.6996781705225066,0.021965551382979988,1525.7021730174602,t41-50
A,8,47,266.42928300306835,70.14418196107059,0.26327504683583436,-0.1020734090895457,-0.13163752341791718,0.7754127124185358,0.015566987168923928,1105.0157789457735,t41-50
A,8,48,268.4950253179281,69.97860341873567,0.2606327746142529,-0.08983624794064947,-0.13031638730712644,0.6893703071197456,0.021100902079713074,1521.155139438415,t41-50
A,8,49,271.31298118577604,68.75745124185816,0.2534248488271849,-0.08246171666984696,-0.12671242441359246,0.6507784619501076,0.022428457840909286,1650.9752387726185,t41-50
A,8,50,274.33867572525367,71.22869261613303,0.2596378087334196,-0.10570973561406663,-0.1298189043667098,0.8142861483059504,0.012519303490640996,942.224176178861,t41-50
A,9,2,39.68639725940428,44.53576983259855,1.1221923104155074,-0.051276659456438986,-0.5610961552077537,0.09138658139165663,1.1442310356640735,1802.175469292065,t2-5
A,9,3,58.11355777031137,44.55958105834728,0.7667673907432243,-0.11607158174128104,-0.38338369537161215,0.30275565482453126,0.40993242376477057,1384.4178771682623,t2-5
A,9,4,69.00437286064977,46.63207424860576,0.6757843353315661,-0.10962279975778368,-0.33789216766578306,0.3244313134426191,0.3085217261365282,1469.0581229427144,t2-5
A,9,5,78.93453994820197,48.23647382317336,0.6110946342985828,-0.10761600571643752,-0.3055473171492914,0.35220733312430297,0.2419095247525975,1507.2563857844461,t2-5
A,9,6,87.96543629527872,48.480891821961414,0.5511356944700732,-0.08665331023216595,-0.2755678472350366,0.31445363129849413,0.20823508909313887,1611.3060405060205,t6-10
A,9,7,96.69138546491492,51.74169297930963,0.5351220559155648,-0.10478549377736596,-0.2675610279577824,0.3916321243686495,0.17420955700675747,1628.724175425501,t6-10
A,9,8,104.77570423791128,51.643090472163216,0.49289184785528795,-0.09282549030370331,-0.24644592392764397,0.3766566264287523,0.15143651879446945,1662.4622586944715,t6-10
A,9,9,112.42957999229888,52.376670965820374,0.4658620175349586,-0.09049625692957845,-0.2329310087674793,0.3885109904792251,0.1327098817165913,1677.5073766301102,t6-10
A,9,10,119.65750220472948,54.05798321647059,0.4517726195218367,-0.10393834347130931,-0.22588630976091836,0.46013564780140637,0.11018550435203463,1577.6269977964967,t6-10
A,9,11,126.07753499998063,53.11482937170479,0.4212870228761449,-0.08568587276981994,-0.21064351143807244,0.40678144883190914,0.10528606316036229,1673.5793371157215,t11-20
A,9,12,132.54857286590098,54.912399584523676,0.4142813339837193,-0.08782123315821816,-0.20714066699185965,0.42396905655261513,0.09886362843756627,1736.9473637964256,t11-20
A,9,13,138.94629010010843,56.859529997275764,0.4092194901807702,-0.09866119308438415,-0.2046097450903851,0.48219205317323066,0.08671242487457306,1674.0762773922797,t11-20
A,9,14,144.84525470299593,56.30863422644687,0.3887502862410459,-0.08860078227436705,-0.19437514312052295,0.4558236246258599,0.08223962611181358,1725.3995116629922,t11-20
A,9,15,150.6836000420708,59.52066599957294,0.395004273742828,-0.1004189762053936,-0.197502136871414,0.508445011259663,0.07669652674307935,1741.4366173703202,t11-20
A,9,16,156.35531311410264,56.95977749622065,0.36429703834018995,-0.10222213983980542,-0.18214851917009497,0.5612021459496345,0.058233886550558125,1423.6428892075783,t11-20
A,9,17,160.84348550133032,57.29758196355451,0.3562319094551119,-0.08941834900070994,-0.17811595472755595,0.502023241755536,0.06319383490434205,1634.8641206541615,t11-20
A,9,18,165.84779452519354,58.213729373463714,0.35100695514296154,-0.09030899473661011,-0.17550347757148077,0.5145709702523027,0.05980771202969451,1645.0404819054456,t11-20
A,9,19,170.7352670972704,59.60636004906456,0.3491156868903127,-0.09843411885133509,-0.17455784344515635,0.5639054476647549,0.0531519728004418,1549.4082537270406,t11-20
A,9,20,175.21398255990675,58.891269090593056,0.33611055596238026,-0.09516411781846659,-0.16805527798119013,0.5662667603282177,0.04899897673407183,1504.2656303384028,t11-20
A,9,21,179.45530171839926,60.18758540815479,0.33539039990359815,-0.09930524712440925,-0.16769519995179907,0.5921770399686618,0.04587466725633298,1477.3572030729956,t21-30
A,9,22,183.525372954027,60.267265493792564,0.32838655780249787,-0.11705063442513242,-0.16419327890124893,0.7128832264536868,0.030962021490437697,1042.8492625111976,t21-30
A,9,23,186.34487323354486,58.62699654530936,0.31461555946233366,-0.07867152930797314,-0.15730777973116683,0.5001121333122867,0.049480375841826504,1718.17694578183,t21-30
A,9,24,190.89942044492363,61.152363173049025,0.3203381290028174,-0.0961372831636719,-0.1601690645014087,0.6002237914227586,0.041023642060896245,1495.0077156764019,t21-30
A,9,25,194.77575937955967,59.62902461039168,0.30614191827737947,-0.08840403764638806,-0.15307095913868973,0.577536314816514,0.03959451078949186,1502.1205716455806,t21-30
A,9,26,198.59435292457263,59.33425804739278,0.2987711240204715,-0.08794577871843681,-0.14938556201023576,0.5887167242602123,0.036712866227329916,1447.945054761476,t21-30
A,9,27,202.2069782878207,61.42773272765213,0.3037864135441266,-0.09356124274807284,-0.1518932067720633,0.6159672623705574,0.035440916291666166,1449.0962087242442,t21-30
A,9,28,205.7589810361031,60.96423645910608,0.2962895527190092,-0.09122973196912565,-0.1481447763595046,0.6158147064715763,0.03372666609081586,1427.877709776476,t21-30
A,9,29,209.19999040820224,61.58527434571242,0.29438469010225066,-0.09679613832686579,-0.14719234505112533,0.657616659978105,0.029671743397700213,1298.5730488938716,t21-30
A,9,30,212.28096720074973,62.261215554113356,0.2932962685026501,-0.08851424194498005,-0.14664813425132506,0.6035824621763318,0.034100907373971825,1536.6963172998512,t21-30
A,9,31,215.87011222720395,61.1954318054336,0.283482651554029,-0.10298340645251301,-0.1417413257770145,0.7265587921374821,0.02197439547765366,1024.0047494477258,t31-40
A,9,32,218.22903130068042,61.01251675830292,0.2795802024811201,-0.09592832836808621,-0.13979010124056004,0.6862311960344488,0.02452576668173427,1168.012907644159,t31-40
A,9,33,220.88893817952388,62.12959326242503,0.281270731682952,-0.0864122962510362,-0.140635365841476,0.6144421478480742,0.030502724915597253,1488.2866056794228,t31-40
A,9,34,224.2324900984622,61.86724609757523,0.27590669875899276,-0.0920453676256634,-0.13795334937949638,0.6672209702749258,0.025332639384776257,1273.7304183869273,t31-40
A,9,35,227.0549273505067,63.119139837526035,0.2779906191601315,-0.09286309262533309,-0.13899530958006576,0.6681023475244751,0.025648647108951303,1322.288815011787,t31-40
A,9,36,229.94831777848617,63.14326784447494,0.27459765070037223,-0.10020273010999142,-0.13729882535018612,0.7298149117767059,0.020373001206229445,1077.247474124706,t31-40
A,9,37,232.27887618825858,63.94044199434085,0.27527445906238185,-0.10109573820009643,-0.13763722953119092,0.7345086685080828,0.020117878518999502,1085.4294823494856,t31-40
A,9,38,234.6037207838568,57.90335083754685,0.2468134377582779,-0.09682020059974963,-0.12340671887913895,0.7845618251512918,0.01312381994911875,722.3206899896031,t31-40
A,9,39,236.1381512920338,63.441977988396836,0.2686646678703674,-0.08645865546302371,-0.1343323339351837,0.643617608138489,0.025723931852911254,1434.3979904080625,t31-40
A,9,40,239.1560672155894,65.11657789255818,0.27227650400296244,-0.089698296971684,-0.13613825200148122,0.6588765145207539,0.025289017203135956,1446.42113157126,t31-40
A,9,41,242.16119758871108,65.15971312565263,0.26907577999478066,-0.10375456181260521,-0.13453788999739033,0.7711921289580042,0.016566096084312747,971.4697622818057,t41-50
A,9,42,244.15879132212416,63.04991036855365,0.25823321792812487,-0.08472105463735438,-0.12911660896406243,0.6561592293748603,0.022928813710977422,1366.8671888017634,t41-50
A,9,43,246.9420631822014,63.522064306721695,0.2572346869065121,-0.08239800397886471,-0.12861734345325604,0.640644580011956,0.023778434637441705,1450.0180410756147,t41-50
A,9,44,249.86076244532265,65.05033232134899,0.260346329230401,-0.08417759554440382,-0.1301731646152005,0.6466585935222342,0.023949555136890566,1495.1803216215485,t41-50
A,9,45,252.8350864325984,64.03330493782808,0.2532611507418227,-0.08783236484756034,-0.12663057537091135,0.6936110381737755,0.01965215888773475,1256.275673454249,t41-50
A,9,46,255.30737671448853,63.58614274170669,0.24905720923534214,-0.08841300023878562,-0.12452860461767107,0.709981457756088,0.01798970327290582,1172.6022590980574,t41-50
A,9,47,257.59359243570447,65.56805227168722,0.2545406958756284,-0.08551751428573927,-0.1272703479378142,0.6719358882205944,0.02125559066515701,1410.403216419727,t41-50
A,9,48,260.3168493977129,66.4855419604454,0.2554023764280759,-0.10188200316293879,-0.12770118821403795,0.7978156240189086,0.013188562438973955,893.7211147151684,t41-50
A,9,49,262.02782904696727,65.25702077900658,0.24904614527531563,-0.08750415913466142,-0.12452307263765781,0.7027144229670954,0.018438835420403164,1265.9843157319265,t41-50
A,9,50,264.43253867631086,65.21068670898714,0.24660613642865967,-0.0932199453542601,-0.12330306821432983,0.756022917387764,0.014837365400460975,1037.4963586269441,t41-50
SA_iid,0,2,8.622746039870743,6.470512729673306,0.7504004756436385,-0.13283260865410385,-0.37520023782181927,0.3540312485547661,0.36374556841614936,27.045119300262456,t2-5
SA_iid,0,3,10.069601211982977,6.562249679197754,0.6516891325734506,-0.11596233437127342,-0.3258445662867253,0.3558823634617032,0.27355593931912126,27.737715625237726,t2-5
SA_iid,0,4,11.363739885865337,6.726625133764143,0.5919376192454899,-0.12128293604871253,-0.29596880962274497,0.40978282881667555,0.20680628023846284,26.705843007220466,t2-5
SA_iid,0,5,12.483606337946869,7.312731155003637,0.5857867475983173,-0.14117797794487671,-0.29289337379915864,0.4820115119493436,0.1777457365961421,27.699971524268506,t2-5
SA_iid,0,6,13.547708246234702,7.6370689269793255,0.5637166661824067,-0.16515534089610046,-0.28185833309120334,0.5859515987510637,0.13157484338746966,24.149299217528267,t6-10
SA_iid,0,7,14.411443298387015,7.959359660020592,0.552294415987567,-0.17969838028993984,-0.2761472079937835,0.6507340110206189,0.1065362979387596,22.126491538826485,t6-10
SA_iid,0,8,15.159689623519688,8.520358038863028,0.5620404012522798,-0.19149860263537666,-0.2810202006261399,0.6814407014467267,0.10062950971094775,23.126290471156693,t6-10
SA_iid,0,9,15.904165490606767,8.467763710694403,0.5324242705909712,-0.1894622357160155,-0.2662121352954856,0.711696465323489,0.08172701860305928,20.67223476459077,t6-10
SA_iid,0,10,16.541303295605154,9.062835337029211,0.5478912498652454,-0.19269135195309092,-0.2739456249326227,0.7033926970013981,0.08903701035929501,24.36183618873065,t6-10
SA_iid,0,11,17.261997303496738,9.086129005930083,0.5263660308931642,-0.18776788618232004,-0.2631830154465821,0.7134498624985586,0.0793919245202491,23.656931838327694,t11-20
SA_iid,0,12,17.93414293308315,9.52699048844787,0.5312208408283292,-0.2057934775940336,-0.2656104204141646,0.7747944424512456,0.06355201332138016,20.440455379965044,t11-20
SA_iid,0,13,18.495240958804008,9.142053705449381,0.49429221959379926,-0.20055413075993134,-0.24714610979689963,0.8114800225856001,0.046060105466901646,15.755961667480108,t11-20
SA_iid,0,14,18.916392356675768,9.601832640929578,0.5075932270743476,-0.1907984122860483,-0.2537966135371738,0.7517768248633542,0.06395492054587604,22.884982810117208,t11-20
SA_iid,0,15,19.511916425656878,9.41993064787673,0.4827783413160865,-0.19590641923885177,-0.24138917065804325,0.8115791553730335,0.04391617457729827,16.71954124851726,t11-20
SA_iid,0,16,19.93575741852654,9.317281787153902,0.4673653271129413,-0.18434752201765078,-0.23368266355647066,0.7888797534743189,0.04611506912690763,18.327715929271164,t11-20
SA_iid,0,17,20.390246192226495,9.641682776268427,0.4728575950173759,-0.18717530581826217,-0.23642879750868795,0.7916772736256213,0.046579775253886097,19.366107030008948,t11-20
SA_iid,0,18,20.859727869979896,9.656655143929072,0.4629329396874044,-0.1822545366917487,-0.2314664698437022,0.7873906610094159,0.04556364976346772,19.82603103982524,t11-20
SA_iid,0,19,21.329657237035978,9.472069713338882,0.44407979031617784,-0.18691912830731183,-0.22203989515808892,0.8418267725006281,0.031192845557672905,14.19131852476039,t11-20
SA_iid,0,20,21.65976907481245,9.42326391664879,0.4350583740805826,-0.17483910830988575,-0.2175291870402913,0.8037501113701198,0.03714535248364459,17.426578543469645,t11-20
SA_iid,0,21,22.058381058402073,9.798412404832407,0.44420360582628415,-0.1814990423610078,-0.22210180291314208,0.8171885143678329,0.036071785287518504,17.551527020511287,t21-30
SA_iid,0,22,22.452699212749067,9.797313342360585,0.4363534757904513,-0.177879462898952,-0.21817673789522565,0.8152998555894374,0.03516771201901531,17.728877171722104,t21-30
SA_iid,0,23,22.844092871241454,9.289004430936197,0.40662610169258123,-0.16342000766792056,-0.20331305084629062,0.8037851332596936,0.032443105264548855,16.930518156639323,t21-30
SA_iid,0,24,23.211701731379886,9.582647661964446,0.41283692909984576,-0.168812399994558,-0.20641846454992288,0.8178163729811596,0.031050344413134784,16.729400734101546,t21-30
SA_iid,0,25,23.569312633181426,9.869760890167427,0.4187547190609432,-0.17413632765226994,-0.2093773595304716,0.8316865206571064,0.02951469680714816,16.39578295107117,t21-30
SA_iid,0,26,23.914603926298188,10.10594745070595,0.42258477212715767,-0.17113978999620205,-0.21129238606357884,0.8099666683905274,0.033935751318892454,19.408137199592716,t21-30
SA_iid,0,27,24.31699854322711,9.863156370691257,0.40560747467077474,-0.17038893576849407,-0.20280373733538737,0.8401666458775007,0.02629537161100373,15.548884954976643,t21-30
SA_iid,0,28,24.634636248710596,9.786229838438507,0.39725489508499356,-0.1661249120467745,-0.19862744754249678,0.8363643298151515,0.025823582656698874,15.671436316247878,t21-30
SA_iid,0,29,24.95068615133728,9.860296397485833,0.3951913922398223,-0.16666650939561248,-0.19759569611991115,0.8434723663944114,0.024445896724842042,15.218468839343245,t21-30
SA_iid,0,30,25.25381571687489,10.044205221662304,0.3977302018146371,-0.1666563152683823,-0.19886510090731854,0.8380370135736023,0.025620813624757016,16.33980732909606,t21-30
SA_iid,0,31,25.575281339429548,9.902792023271774,0.3872016847769563,-0.157459732423262,-0.19360084238847816,0.8133215252612608,0.02798779733648188,18.306678735163132,t31-40
SA_iid,0,32,25.93070948366312,10.111070179929433,0.389926476415912,-0.16724742410272334,-0.194963238207956,0.8578408198387133,0.02161425947010362,14.533464689302605,t31-40
SA_iid,0,33,26.20944789604388,9.787935223304375,0.37345064505467096,-0.16234371872623923,-0.18672532252733548,0.8694252955566488,0.018210651333973635,12.50953666987823,t31-40
SA_iid,0,34,26.44701676343321,10.10320874898354,0.3820169525869804,-0.1596498060628209,-0.1910084762934902,0.835825766273923,0.02395908727740069,16.758056509639687,t31-40
SA_iid,0,35,26.76196465499043,9.924340987593673,0.37083753437149225,-0.1569077768599363,-0.18541876718574613,0.8462346031173398,0.021145890709825588,15.144745123990901,t31-40
SA_iid,0,36,27.043437231959768,10.151159145413443,0.3753649751821069,-0.1561230574637703,-0.18768248759105344,0.8318466974071186,0.023692609412978127,17.327530599137276,t31-40
SA_iid,0,37,27.36192661195635,10.093076798745992,0.3688730308316673,-0.15909510063138,-0.18443651541583364,0.8626008807024007,0.018695528954207688,13.996875661734862,t31-40
SA_iid,0,38,27.61651505132065,9.738560388725128,0.3526353839587526,-0.14918595916680638,-0.1763176919793763,0.8461201907308117,0.019135218035653753,14.593893164666952,t31-40
SA_iid,0,39,27.879487024414328,10.138600116599328,0.363658058260572,-0.1537242462642619,-0.181829029130286,0.8454329157425893,0.020441061529786655,15.888137976252779,t31-40
SA_iid,0,40,28.162988739136683,10.202601621251054,0.36226984698797304,-0.1514956618502284,-0.18113492349398652,0.8363691491842978,0.021474821561041524,17.03283921856621,t31-40
SA_iid,0,41,28.46378003602659,10.265900576455875,0.3606653987440294,-0.1484664224560404,-0.1803326993720147,0.8232917433890553,0.022986126940775065,18.623056031506394,t41-50
SA_iid,0,42,28.789057469302676,10.19557781685099,0.3541476766900888,-0.14941996536398336,-0.1770738383450444,0.8438285788599953,0.019587109735451164,16.233989089458987,t41-50
SA_iid,0,43,29.06963740847607,10.25952508566834,0.3529292416518717,-0.14649067595319745,-0.17646462082593584,0.8301419019152593,0.021157363266501125,17.87889905596967,t41-50
SA_iid,0,44,29.375546260729195,10.221759299614071,0.34796831381069726,-0.1516423385320488,-0.17398415690534863,0.8715870526909282,0.015548489733643991,13.417145023558987,t41-50
SA_iid,0,45,29.603038072802594,10.395015458005027,0.3511469137877207,-0.14929041970154833,-0.17557345689386036,0.8503017616825705,0.01845841479009651,16.175844690930603,t41-50
SA_iid,0,46,29.875001386288346,10.37961858840263,0.34743491570736923,-0.14952605858810103,-0.17371745785368461,0.8607428432094657,0.016809873529362696,15.003076171604562,t41-50
SA_iid,0,47,30.1250524315284,10.289704160768736,0.34156634861155283,-0.14672366967072623,-0.17078317430577641,0.859122511729562,0.016435834295193644,14.91582835363863,t41-50
SA_iid,0,48,30.37160865604543,10.106349032667651,0.3327564617047703,-0.14686292808282253,-0.16637823085238515,0.8827051912405711,0.012987686197393919,11.980291282893859,t41-50
SA_iid,0,49,30.568200857081326,10.048598256093015,0.3287271731520696,-0.13443260112773162,-0.1643635865760348,0.817897710363864,0.019678256472152877,18.387656125207855,t41-50
SA_iid,0,50,30.86750005692193,10.237161438541813,0.3316485436029396,-0.13950429495831584,-0.1658242718014698,0.841277898843029,0.017457963975390206,16.63399276402106,t41-50
SA_iid,1,2,8.605920872847397,6.371225192542578,0.7403304407137273,-0.12334156733042145,-0.37016522035686367,0.3332067967150238,0.36546212764727615,27.066810075061042,t2-5
SA_iid,1,3,10.056275858625376,6.496201854446813,0.6459848502340905,-0.10633330193290129,-0.32299242511704523,0.3292129897299247,0.27991702248391714,28.307640153520992,t2-5
SA_iid,1,4,11.377008583027989,6.8332055375776575,0.6006153100535854,-0.11945854248604974,-0.3003076550267927,0.3977872041769696,0.21724149160314815,28.118940158190014,t2-5
SA_iid,1,5,12.552101993550027,7.225905038797842,0.5756729066184227,-0.14126633998774973,-0.28783645330921137,0.49078682829652875,0.16875288631831484,26.587905631676847,t2-5
SA_iid,1,6,13.569936259546667,7.57642429413493,0.5583242359598258,-0.16255670935982838,-0.2791621179799129,0.5823021781613118,0.13020725135318395,23.97677603264117,t6-10
SA_iid,1,7,14.426362886077715,8.149266507457625,0.5648871147780529,-0.17631350880484117,-0.28244355738902643,0.6242433370926355,0.11990299387194994,24.95420462435294,t6-10
SA_iid,1,8,15.266766217675356,8.396891114720116,0.5500111153204451,-0.18302227690001327,-0.27500555766022255,0.6655221023792641,0.1011836536835127,23.583294151576496,t6-10
SA_iid,1,9,16.020531979204996,8.553796641452278,0.5339271287966776,-0.18233964945208977,-0.2669635643983388,0.6830132413875741,0.09036600786956997,23.19310868532176,t6-10
SA_iid,1,10,16.728734368805423,8.916159052234041,0.5329846750905599,-0.1949193891664297,-0.26649233754527996,0.7314258674822527,0.07629456927394987,21.351077446619115,t6-10
SA_iid,1,11,17.355161509725885,8.912488478206118,0.5135353233798218,-0.19445228616317609,-0.2567676616899109,0.7573083186698532,0.0640022930453136,19.277595054823564,t11-20
SA_iid,1,12,17.901933585048695,9.10025303775476,0.5083391128964467,-0.19189897211930104,-0.25416955644822337,0.7550037652066037,0.06330914719461553,20.289266496936477,t11-20
SA_iid,1,13,18.459915833514273,9.107914546168226,0.4933887363469264,-0.19090406662959974,-0.2466943681734632,0.7738484994329724,0.05505261275828155,18.76019586225391,t11-20
SA_iid,1,14,18.96124174316347,9.171873231717738,0.48371690820432073,-0.1911931272950495,-0.24185845410216036,0.7905166185106353,0.04901535047259431,17.62242466897044,t11-20
SA_iid,1,15,19.420378809684824,9.346202259153314,0.48125746416915516,-0.18681888118584078,-0.24062873208457758,0.7763781139825672,0.05179278478169283,19.533706431567907,t11-20
SA_iid,1,16,19.916948047911937,9.315622446770835,0.46772338936474106,-0.17632178080813599,-0.23386169468237053,0.7539575091492222,0.053825527082024566,21.351769497352052,t11-20
SA_iid,1,17,20.44594309491678,9.47411036531638,0.4633736052836716,-0.18962620297514984,-0.2316868026418358,0.8184592338144208,0.03897954341589094,16.294875371938076,t11-20
SA_iid,1,18,20.84062053808651,9.638659201762982,0.46249386788402985,-0.18333557013135934,-0.23124693394201493,0.7928129770461332,0.04431742392877805,19.24845163397663,t11-20
SA_iid,1,19,21.297415712862673,9.7094605577259,0.45589853194544283,-0.18224770600205661,-0.22794926597272142,0.7995099489544577,0.041670548196485385,18.900923752573135,t11-20
SA_iid,1,20,21.73662438832357,9.474493565697804,0.4358769511050341,-0.1796547799415825,-0.21793847555251705,0.8243371414162743,0.033373961039854655,15.768557139531993,t11-20
SA_iid,1,21,22.09636614782157,9.840775437099362,0.4453571854876935,-0.18183417617830994,-0.22267859274384674,0.8165768156595041,0.03638070880902877,17.762859136207055,t21-30
SA_iid,1,22,22.49471618124581,9.836970213987549,0.4373013704519989,-0.18023116467684064,-0.21865068522599945,0.8242881310458825,0.033601817976511766,17.0029317225098,t21-30
SA_iid,1,23,22.86952530765149,9.776703970098696,0.4274992086008751,-0.18014651669667253,-0.21374960430043755,0.8427922815869455,0.028730586714310835,15.026533205912529,t21-30
SA_iid,1,24,23.195726352137033,9.550716640466957,0.4117446677666572,-0.16959667599228456,-0.2058723338833286,0.8237953725652031,0.0298726174127297,16.07271448361621,t21-30
SA_iid,1,25,23.539635415333873,9.459301823025335,0.40184572344155695,-0.164782617042882,-0.20092286172077847,0.8201287580299329,0.02904560553588839,16.09458931489246,t21-30
SA_iid,1,26,23.87904991413463,9.613436855640987,0.40258874997997907,-0.16733206688472568,-0.20129437498998953,0.8312803916803299,0.027345686333066166,15.592757136511864,t21-30
SA_iid,1,27,24.20334237121487,9.699908786139648,0.40076732532924,-0.16775831157524038,-0.20038366266462,0.8371855736363881,0.026150349388036148,15.318921269819612,t21-30
SA_iid,1,28,24.51776301394694,9.631292661440858,0.3928291767875435,-0.15806529694882546,-0.19641458839377174,0.8047533446545037,0.03012944117740768,18.111430867829313,t21-30
SA_iid,1,29,24.884375300093307,9.504765334100219,0.38195716064709,-0.1546097369822525,-0.190978580323545,0.8095658514181093,0.027782680277317826,17.20392839847193,t21-30
SA_iid,1,30,25.227684445354193,9.608218730973334,0.38086011230185407,-0.15451813956792607,-0.19043005615092704,0.8114167620969525,0.027354833165553136,17.409602309528054,t21-30
SA_iid,1,31,25.57040603478744,9.847299179157368,0.3851053114197929,-0.1606782973926928,-0.19255265570989644,0.8344641978595914,0.02454996937210556,16.051891044528816,t31-40
SA_iid,1,32,25.882379253623935,9.753825489370156,0.37685196533871473,-0.15483440951125896,-0.18842598266935737,0.8217253656729305,0.025318100726897205,16.960533795166498,t31-40
SA_iid,1,33,26.207977595068055,10.12347035888833,0.3862743823771207,-0.16226483308550987,-0.19313719118856035,0.8401532200346141,0.02385040211756223,16.38184163522351,t31-40
SA_iid,1,34,26.518671370542165,10.02481874659,0.3780286955750697,-0.1613949825198465,-0.18901434778753484,0.8538768850567131,0.02088182524951121,14.68493335302469,t31-40
SA_iid,1,35,26.79411996337699,9.707726777534866,0.3623081030764839,-0.1564518988058301,-0.18115405153824196,0.8636400758213394,0.01789958019677146,12.850553689376284,t31-40
