arm,seed,t,S_V,S_dV,S_rho,S_c,S_ratio,S_rel,N_V,N_dV,N_rho,N_c,N_ratio,N_rel,top_V,top_dV,top_rho,top_c,top_ratio,top_rel,mid1_V,mid1_dV,mid1_rho,mid1_c,mid1_ratio,mid1_rel,mid2_V,mid2_dV,mid2_rho,mid2_c,mid2_ratio,mid2_rel,low_V,low_dV,low_rho,low_c,low_ratio,low_rel,sigma_med,block
A,0,2,31521.30534977769,33468.027107390764,1.3430461504231859,-0.2762429431396602,0.41136775985340146,1.0617589194359556,1329.3441387228017,1771.8137202435655,1.2272701343016112,-0.07062175835589891,0.11508755306929527,1.3328480328245749,157.21967966585254,146.0640220985164,1.2696015025912875,-0.268920536841778,0.4236298339170278,0.9290441400781009,607.178101175751,830.0350996445779,1.2125621107785118,-0.042583217803709536,0.07023676135875541,1.367037279568026,440.9770452692071,653.0426119079749,1.267601723622089,-0.049666545517578535,0.07836301354286523,1.4808993323208157,101.42888226210641,139.00150929312986,1.190651924172822,-0.01982896419223596,0.033307743076989825,1.3704332157967638,24.414266483096448,t2-5
A,0,3,64989.33245716846,16925.193800580142,0.9324890874396765,-0.32660197779785305,0.7004950131794034,0.26043033772865365,3101.157858966367,1401.1210100749838,0.798021952449015,-0.11593244233760827,0.2905495067694021,0.45180576861765587,303.28370176436897,83.91143275181776,0.9135850788700415,-0.30536911247434234,0.6685072239840761,0.27667636692528663,1437.2132008203287,647.5580172105782,0.7895898261314448,-0.10947903079345078,0.27730608265265455,0.4505650357518054,1094.0196571771821,547.3214675813416,0.7890841704346729,-0.07753860473068719,0.19652809582525135,0.5002848568494234,240.43039155523627,119.12880425124759,0.7667126956036608,-0.06023565699441948,0.1571270629528151,0.4954814717085342,28.0630634645911,t2-5
A,0,4,81914.5262577486,25035.957467315304,0.9021284048594728,-0.28166750928547607,0.6244510377197408,0.30563513714940227,4502.278869041351,1563.9678482229292,0.7050131513979231,-0.10614769908374999,0.30112260706988764,0.3473724959546848,387.1951345161867,94.87362339524992,0.8198105262877218,-0.2604634562086573,0.6354235469214864,0.2450279327858747,2084.771218030907,729.4775837536864,0.707424581931268,-0.10640130673726317,0.3008131451886723,0.3499077392495313,1641.3411247585238,595.4693353478547,0.6845031624670027,-0.07724595404069423,0.22569933428004568,0.362794379770056,359.55919580648384,139.5309289024307,0.6682477414464962,-0.04376667735021782,0.1309893760523006,0.3880610773685421,31.45047877405269,t2-5
A,0,5,106950.4837250639,13509.097531522188,0.8060465219120707,-0.32467064875903623,0.8055878660424357,0.12631170108823286,6066.246717264279,1477.102168215827,0.6176579776859533,-0.11171728341331928,0.3617448084516498,0.24349523470782306,482.0687579114366,66.9955178175297,0.7618720020019683,-0.28972971903038947,0.7605732151045523,0.13897502528018602,2814.2488017845935,688.2054028248324,0.615400218322635,-0.1090137981820662,0.3542858612536718,0.24454319830870042,2236.8104601063783,591.4210387774738,0.6007096889335539,-0.08027870847118439,0.2672795526694567,0.26440373439122183,499.0901247089146,126.3861654886268,0.5613883351685552,-0.05515229550630058,0.1964853633438652,0.25323315215330955,33.583262830536256,t2-5
A,0,6,120459.5812565861,33234.21292590149,0.8072234731267433,-0.23272031164940624,0.5765945104345758,0.2758951390932584,7543.348885480107,1550.6064747868568,0.5767429250341266,-0.11016431154259733,0.3820222381959129,0.20555942703002344,549.0642757289663,120.6947341661525,0.7844810446317179,-0.2521358286426582,0.6428092313206262,0.2198189529011187,3502.4542046094257,693.1954729906145,0.5720088457130521,-0.11300266667805828,0.3951081089915382,0.19791706971595247,2828.2314988838525,592.4483739287699,0.5489920626551562,-0.08371310942070524,0.3049701994445365,0.20947661963406344,625.4762901975412,139.09025266221448,0.5176309255380687,-0.04401479178745203,0.1700624503518579,0.2223749402527892,38.160300884438996,t6-10
A,0,7,153693.7941824876,23774.116435956596,0.7486994402800669,-0.2710472873718965,0.7240483237719678,0.15468494718614678,9093.955360266964,1690.798141946471,0.5184005227427294,-0.0798741556359942,0.3081561539074063,0.18592549390926807,669.7590098951188,93.85240387577139,0.7193452429744814,-0.2622725076255539,0.7291978648279125,0.14012861714315455,4195.64967760004,849.31423009985,0.5183626634063092,-0.06392484376848767,0.24664138944120417,0.20242734626635167,3420.6798728126223,621.2512641366521,0.4866952292470015,-0.05676646341345756,0.2332731450903463,0.18161631232268283,764.5665428597558,121.88312408009415,0.4504234527819563,-0.048250835181628274,0.21424654903565082,0.159414671251775,40.41961332527504,t6-10
A,0,8,177467.9106184442,28069.24522314455,0.7102475130555135,-0.24377863821924156,0.6864610821951238,0.15816518673898972,10784.753502213436,1703.513442367505,0.504622928826888,-0.09580280693989167,0.37970057033518995,0.15795571424213634,763.6114137708902,105.93088495554105,0.73008108188243,-0.2700349642368174,0.7397396561504191,0.13872354845042167,5044.96390769989,823.6187189489285,0.5093285099975965,-0.094398710812108,0.3706790763099182,0.16325562164912177,4041.9311369492743,625.8682587633962,0.4612477954385892,-0.06277066205679202,0.2721776133243301,0.15484386981312656,886.44966693985,143.66439393113365,0.4327589915788923,-0.029130728155555487,0.13462795099542113,0.16206717571126572,44.368051252724534,t6-10
A,0,9,205537.15584158874,20104.208465858595,0.6749969031972347,-0.26504403559425765,0.7853192639516793,0.09781301285181387,12488.26694458094,1726.5914666292415,0.48938784841573085,-0.10343879085369831,0.42272725482888546,0.13825709157974597,869.5422987264312,77.72746294940674,0.6857483159410684,-0.2776979582699653,0.8099121844400708,0.08938893836820783,5868.582626648818,787.5372475911527,0.49126151864941303,-0.1090482341678358,0.44395186689009797,0.13419547745907195,4667.799395712671,700.3938814330436,0.4572237864988244,-0.0645259611518548,0.2822511122877493,0.15004798236966838,1030.1140608709834,155.93321231376115,0.4236645299889661,-0.03318301008731266,0.1566475724940999,0.15137470522625068,44.61230196895829,t6-10
A,0,10,225641.36430744734,24926.70341827697,0.6991342565531772,-0.27056195110177966,0.7739914002660527,0.11047045161592417,14214.858411210182,1746.502125865219,0.46999533956327116,-0.10428940981819591,0.4437891231649389,0.1228645460504823,947.269761675838,121.85023078781597,0.71303991568261,-0.26631947878514095,0.7469973922292611,0.12863308396147655,6656.119874239972,685.3475598624406,0.4668487918774892,-0.1231477620636908,0.527570229188929,0.10296502659377012,5368.193277145714,760.7963904734305,0.43416738013896916,-0.05387130435053248,0.2481591515847609,0.14172298782765666,1186.0472731847447,174.19441369481015,0.40169942712906237,-0.018039264310240662,0.08981473754725974,0.14686970547731004,49.03483120368105,t6-10
A,0,11,250568.0677257243,-1289.9736869443004,0.6624778628320159,-0.33512449268466554,1.011730388248891,-0.005148196650326287,15961.360537075401,1631.6784374718163,0.4464258035891414,-0.10871820216691011,0.48706056546393817,0.10222677657595151,1069.119992463654,-7.466231148072211,0.6543641184458857,-0.33251817823959195,1.0163093264628336,-0.006983529632503815,7341.467434102411,753.5726091713948,0.4510078550428275,-0.11170763155480225,0.4953688957111159,0.10264604671144041,6128.989667619144,721.2876087743446,0.41047822984739796,-0.06188853384965159,0.30154356235973667,0.11768458553374175,1360.241686879555,159.50369117460394,0.3762104325445904,-0.03225987400351245,0.17149909312889053,0.11726128724999699,48.693597561586046,t11-20
