arm,seed,t,S_V,S_dV,S_rho,S_c,S_ratio,S_rel,N_V,N_dV,N_rho,N_c,N_ratio,N_rel,top_V,top_dV,top_rho,top_c,top_ratio,top_rel,mid1_V,mid1_dV,mid1_rho,mid1_c,mid1_ratio,mid1_rel,mid2_V,mid2_dV,mid2_rho,mid2_c,mid2_ratio,mid2_rel,low_V,low_dV,low_rho,low_c,low_ratio,low_rel,sigma_med,block
A,0,12,249278.09403878002,6845.643526885047,0.6588169712942358,-0.30856667762961737,0.9367295958494903,0.02746187366877123,17593.038974547217,1682.6310206478868,0.42127673101658936,-0.09712406979203235,0.4610939206523976,0.09564186284599485,1061.6537613155817,55.69370996781345,0.6443425571082972,-0.28146359084501626,0.8736458200376467,0.0524593911849367,8095.040043273806,728.766970759569,0.43106941767168794,-0.11111259717872715,0.5155206684755028,0.09002635772816264,6850.277276393489,732.8839650375668,0.38013942555811586,-0.049350252952923716,0.25964290802233053,0.10698602924631005,1519.745378054159,160.58277708801555,0.3468200586310414,-0.021077052121809315,0.12154459695903448,0.10566426416352814,48.825629849458124,t11-20
A,0,13,256123.73756566507,24164.085854321762,0.6466550494319604,-0.25037877202711045,0.774381247767415,0.09434535855204185,19275.6699951951,1709.719772567042,0.3976866425704196,-0.0873254548447216,0.4391671507008617,0.08869833178266844,1117.3474712833954,94.43543882780568,0.6300758589759395,-0.2479686074317004,0.7871071519379367,0.08451752141107571,8823.807014033377,756.4319376076858,0.4077186011232715,-0.09873010654357815,0.4843051372764209,0.0857262558445189,7583.161241431055,702.0741682099745,0.35535681782161427,-0.0474103158489588,0.26683217246029217,0.09258331002829667,1680.3281551421744,152.67837734228146,0.3239254649806158,-0.021710964452338853,0.13404913660392875,0.09086223835210519,51.56997402011101,t11-20
A,0,14,280287.8234199869,33248.11355762041,0.6434446492519965,-0.22954553277326847,0.7134896002013998,0.11862132700570799,20985.389767762143,1956.6475775873876,0.40719630807006696,-0.08910968648993225,0.43767433409341716,0.09323856260192981,1211.7829101112009,35.31300766240736,0.6234605689083477,-0.28835962871017373,0.9250292419136591,0.02914136465183087,9580.238951641062,940.1425491624777,0.42100615609174286,-0.09395666141385012,0.4463434087808241,0.09813351774502813,8285.23540964103,797.3925936469149,0.36316354920433314,-0.049075910848024436,0.27026892404563424,0.09624259954268011,1833.0065324844559,179.0336844895906,0.34095158714136914,-0.02724116550703401,0.1597949183075014,0.0976721475438107,54.01992711222311,t11-20
A,0,15,313535.93697760726,28691.10643060469,0.6255055530232019,-0.2396053914602574,0.7661175518017175,0.09150819107748343,22942.037345349534,1752.5957460362163,0.3923624168247846,-0.0988320112614076,0.50377919506772,0.07639233254022558,1247.095917773608,149.70164947257507,0.6420705611037747,-0.22755629852843773,0.7088202210587223,0.12004020487841194,10520.381500803538,672.0469298790165,0.4007309136326015,-0.12066051110918158,0.6022021611230406,0.06388047142850153,9082.628003287944,754.448975304403,0.35013277823917527,-0.05644702807441601,0.32243212622530937,0.08306505287140348,2012.0402169740464,171.32751857218346,0.32280200228495215,-0.02950724028962179,0.18281943780246068,0.08515114018438799,55.777936829500405,t11-20
A,0,16,342227.0434082119,7276.681589339874,0.5613259832619419,-0.2617232563386438,0.9325178742581421,0.021262731071372942,24694.633091385746,1518.2892237656968,0.3762565170875833,-0.10642527705194733,0.5657059597305215,0.06148255850358522,1396.7975672461832,40.299171273132856,0.5932312753401371,-0.27229871517827575,0.9180187441134139,0.028851117884306998,11192.428430682556,597.0194805047147,0.39031004641769773,-0.1268229731183759,0.6498575903047797,0.053341371285257885,9837.076978592348,710.5324704288716,0.3336800259527828,-0.058607522159485004,0.35127977464122007,0.07223004068943929,2183.3677355462296,166.66535917793686,0.3027876578258278,-0.02534166948075906,0.16738905187037922,0.07633407623669998,57.67548960506041,t11-20
A,0,17,349503.7249975518,22182.57275316352,0.5914120719938496,-0.2420473633995456,0.8185404893191385,0.06346877348251123,26212.922315151445,1488.7368574290797,0.3642499140854665,-0.10416473875667745,0.5719410477732415,0.05679400562556007,1437.0967385193162,37.67080417791897,0.6039280193663357,-0.2802618121189604,0.9281298536637588,0.026213130381697425,11789.447911187272,621.8087438953601,0.3753016901977815,-0.11738361391623638,0.625542687294459,0.05274282125673686,10547.60944902122,653.45465548437,0.3214642725810636,-0.06437171113014063,0.4004906088834991,0.061952867959574325,2350.0330947241664,172.0703688932939,0.2913030703551087,-0.019974173916684178,0.1371367208202437,0.07322040241883936,59.476372316634766,t11-20
A,0,18,371686.29775071534,-3325.8417444576626,0.6020580338772981,-0.30846017805326353,1.0246858631443128,-0.008947980500180475,27701.659172580527,1603.168053744328,0.35817232760615,-0.09829734776152402,0.548882982772543,0.05787263657229477,1474.767542697235,-27.867092983527527,0.6023444299886992,-0.316857528427709,1.0520808781568833,-0.018895922358421857,12411.25665508263,658.4187812532552,0.3730791661875838,-0.11544189795311721,0.6188600619691165,0.05305013018030057,11201.064104505589,793.1329118472872,0.3110781799663934,-0.041727328777081844,0.2682755105587268,0.07080871106953598,2522.1034636174604,175.46156370952494,0.28382862978110274,-0.019358788218811665,0.13641180760194452,0.06956953441468254,58.31966625603759,t11-20
A,0,19,368360.4560062577,35260.42012262544,0.5600328534848601,-0.19455483449285504,0.6947979329506054,0.09572259874177819,29304.827226324855,1740.4319301699697,0.3489929326325499,-0.08940789157644981,0.5123765166361476,0.05939062246395095,1446.9004497137078,191.81940775733835,0.5809955294758775,-0.17640683800894646,0.6072571269802541,0.13257263676660883,13069.675436335885,687.2667861208502,0.3653648396141068,-0.11072032346681603,0.6060808893584685,0.05258483957529149,11994.197016352879,684.0040276094645,0.30657548819894004,-0.06027979744358669,0.39324603410218173,0.0570279133048168,2697.5650273269857,173.67517783793136,0.275459438206026,-0.02086641081304638,0.1515026019724882,0.06438220249690364,61.95942321103485,t11-20
A,0,20,403620.8761288831,13868.968090471113,0.5728778224727423,-0.2564487692057932,0.8953000418095084,0.03436137452425153,31045.259156494823,1533.6573102135526,0.3446351061061513,-0.10064654230004494,0.5840759720458932,0.04940069279121169,1638.719857471046,29.25126278940911,0.5915881838289335,-0.2807075252387455,0.9489963894205035,0.017850069159808135,13756.942222456735,700.7550602020442,0.3582264419625199,-0.10801533395249002,0.603056175087105,0.050938286202738894,12678.201043962341,644.9210116880099,0.2989120316701434,-0.06436660820603834,0.4306725818053951,0.05086849541600672,2871.240205164917,153.28404680451467,0.27074645965742167,-0.03678282524497993,0.2717141734116976,0.05338600599447596,63.77343927545025,t11-20
A,0,21,417489.8442193543,11078.720814754808,0.5499225502938704,-0.25083378325637085,0.9122513092882953,0.026536503745307638,32578.916466708375,1691.6113991048303,0.3352147720610767,-0.09015927627105315,0.5379194700562061,0.051923500919174165,1667.971120260455,58.645735067223654,0.5809161039321175,-0.26019557334814436,0.8958111905899215,0.035159922348095674,14457.69728265878,743.5964336863551,0.34869588126537976,-0.10059805387965055,0.5769959399267411,0.051432563509146004,13323.122055650352,709.2142493726797,0.2910109505794828,-0.05404528113478309,0.37143125389037135,0.053231836082436944,3024.524251969432,175.81569675220334,0.26184388412789494,-0.019920621729437576,0.15215647900874824,0.05813003371942552,62.24216956412856,t21-30
A,0,22,428568.56503410905,27426.132163622766,0.5671479421189581,-0.22715594393141392,0.8010465244137954,0.06399473596818739,34270.5278658132,1711.9718396743556,0.3366723167408716,-0.09414734587130158,0.5592817775021548,0.04995463876067531,1726.6168553276789,95.71434883761623,0.5905004925040154,-0.24831157265336073,0.8410207131255601,0.05543461975497249,15201.293716345135,722.6228762248663,0.3516810838430066,-0.10825525673568202,0.6156444671559763,0.04753693269197665,14032.336305023033,717.2120066670025,0.29048574171430536,-0.05726716685387681,0.39428556125277536,0.05111137526045954,3200.3399487216348,171.17531640411858,0.2579637999115502,-0.02531114402021949,0.1962379529910638,0.053486604281677654,65.42678986719945,t21-30
A,0,23,455994.6971977318,-3012.706985937286,0.578996410282924,-0.2952036726361889,1.0197081273506996,-0.006606890396865572,35982.49970548756,963.838512690254,0.30879264650304095,-0.11102366903483805,0.7190823375630139,0.02678631336286129,1822.3312041652953,-54.30763530904676,0.575507955386195,-0.3136451821438502,1.0899768776727972,-0.02980118827187722,15923.916592570002,284.96355894311273,0.31778377155835236,-0.13073544720988126,0.822794987728788,0.01789531848440319,14749.548311690032,597.3075708759224,0.26398487578356905,-0.05528980759779378,0.4188861762150628,0.040496668660864335,3371.515265125754,132.73129605640625,0.23628142206475602,-0.034832341828205556,0.2948377534198122,0.039368439890915194,65.66347611312557,t21-30
A,0,24,452981.9902117945,30951.783256865107,0.5785354470942886,-0.23021434208859626,0.7958521582207437,0.06832894888910135,36946.338218177814,1943.617094865931,0.32730208746695627,-0.08328723010935064,0.5089318601902235,0.0526064879119647,1768.0235688562484,168.12896883026997,0.5868367885681949,-0.21239560841365024,0.7238660307301721,0.09509430292212348,16208.880151513113,814.6506450258632,0.3447793933820428,-0.09950319639313406,0.577199207975151,0.05025952671689135,15346.855882565957,779.6135775043928,0.2786633901285102,-0.048183081465593976,0.34581565553604693,0.050799563341833075,3504.24656118216,175.26996174794988,0.25317508149981066,-0.027809164700864995,0.21968326848063674,0.050016446813269465,68.45666406281802,t21-30
A,0,25,483933.7734686596,3997.051650788053,0.578225840731206,-0.2819708136324592,0.9752964802675989,0.008259501340728115,38889.95531304375,1906.7832858349407,0.3302873120829496,-0.09092005754069951,0.5505513182890023,0.049030225683890226,1936.1525376865184,-14.949227808657042,0.582169356434963,-0.2977159961896804,1.0227814050976753,-0.007721100232381262,17023.53079653898,758.4956687412052,0.34177536886867,-0.10570493007053502,0.6185637684800687,0.0445557198331273,16126.469460070348,949.7628444911845,0.28819043151991547,-0.04191511556688922,0.290884852393114,0.05889465433477723,3679.5165229301097,209.9274563958422,0.2633017696423005,-0.02330941766081654,0.177054774014491,0.057053000057918114,66.90315724221284,t21-30
A,0,26,487930.8251194476,33253.86834792775,0.5680790068195819,-0.22405415558571437,0.7888133618599726,0.06815283363125718,40796.738598878685,1973.700745896007,0.32858904945095585,-0.09067842949679618,0.5519260586943604,0.04837888551096716,1921.203309877861,213.0975651634709,0.588684467972424,-0.20013319182379763,0.679933657883335,0.11091879972714516,17782.026465280185,840.0021669628918,0.34633319196258006,-0.1049680613878212,0.606168070654704,0.047238832345852994,17076.232304561534,737.2198387465487,0.2810742716842064,-0.06373843565324273,0.4535344716634497,0.04317227744375536,3889.4439793259517,178.79084570461976,0.2548234469244587,-0.0372154953314942,0.2920884697280355,0.045968227503717506,70.99350524601904,t21-30
A,0,27,521184.6934673754,53594.913036050464,0.5477711350529263,-0.18002076321070629,0.6572845909206678,0.10283286080312587,42770.43934477469,1914.102049658397,0.32184510104331254,-0.09139699329166275,0.5679564050867,0.04475291998355975,2134.3008750413323,221.6798907217389,0.5606411732399982,-0.18768973185298632,0.6695538637246696,0.10386534218960383,18622.028632243077,760.9480072314368,0.3395086974161905,-0.10957505394662126,0.6454918815366751,0.04086278795178601,17813.452143308084,734.3637405672041,0.27611622008962067,-0.06340614933437068,0.4592714568799368,0.041225234427290945,4068.2348250305718,193.06952957316196,0.24824984898646604,-0.028540146321090153,0.22993082523603944,0.04745781349327864,72.99624397544684,t21-30
A,0,28,574779.6065034259,8061.520767137728,0.5371316972931386,-0.2555100077511293,0.9513868164502874,0.014025411959513734,44684.541394433094,1860.5273091401714,0.31673277939007183,-0.09263758469816082,0.5849573566496767,0.041636934185296584,2355.9807657630713,31.984043658749556,0.5416779442702488,-0.2583078350561876,0.953732149475575,0.013575681144574359,19382.976639474513,721.9296787785477,0.3351089558376742,-0.11198217509603052,0.6683329296055839,0.03724555274489148,18547.815883875286,902.0592587865742,0.270600615252376,-0.04543676883544576,0.33582162252712616,0.048634257771061215,4261.304354603733,200.5453596175347,0.24342679632925052,-0.025047857503307253,0.2057937571460161,0.04706196575723908,72.32729911933023,t21-30
A,0,29,582841.1272705636,-11227.634765372379,0.5470424141381242,-0.29112827709226125,1.0643718642947986,-0.019263628182779713,46545.068703573255,1819.3919488373836,0.322265089350799,-0.1004855428404405,0.6236204054424139,0.039088822930402264,2387.964809421821,-14.97007832521399,0.5353251899979875,-0.27351788587631776,1.021875641149433,-0.0062689694027939225,20104.90631825306,690.3639243614673,0.3420531132185619,-0.12083247738227997,0.7065129520108858,0.03433808212946968,19449.875142661862,917.089348884251,0.2799557615017766,-0.055765600626880366,0.39838866203528,0.04715142601983513,4461.849714221268,222.52103211335375,0.2452771720470367,-0.020974162686229605,0.17102417245912635,0.04987192450792589,73.07425302016826,t21-30
A,0,30,571613.4925051911,22973.798521989025,0.5528018562594893,-0.24004871564393357,0.868480135968476,0.040191141082591475,48364.46065241065,1797.6073050361574,0.3084593150129323,-0.09398194117330799,0.6093636119847298,0.03716793862243883,2372.9947310966068,49.865262432142,0.5605941153920184,-0.26155476116479554,0.9331341659977741,0.02101364228866126,20795.270242614526,709.6650987252915,0.3240501786526382,-0.10936924054436935,0.6750142277292581,0.03412627440979424,20366.96449154611,805.2541418696338,0.26225829104775117,-0.05575065461801607,0.42515837646379817,0.03953726841345834,4684.370746334622,229.7049864830256,0.2391138175907384,-0.01701899103898466,0.14235054427606492,0.04903646592506854,74.68894903725325,t21-30
A,0,31,594587.2910271802,3187.7057177364186,0.509189251487436,-0.24933017124876977,0.9793222088660757,0.005361207287544689,50162.06795744681,1578.3805974119778,0.2923318577607712,-0.09234760608083263,0.6317998099023815,0.03146562057112437,2422.859993528749,-16.815885938144447,0.5184078528873802,-0.26589799054364094,1.025825473370694,-0.006940510794292032,21504.935341339817,603.4214546422045,0.30977947528806105,-0.10959998269167502,0.7076000279860957,0.0280596730501311,21172.218633415745,798.0116577464255,0.25064025685955443,-0.050129789386487766,0.4000138685987531,0.0376914517823341,4914.075732817648,189.4310978407429,0.21991784776342907,-0.022315576028222768,0.20294465642668685,0.03854867286144292,74.23017529857408,t31-40
A,0,32,597774.9967449165,1884.2863300220342,0.542130529088318,-0.268158061989752,0.9892748982083855,0.0031521665179751746,51740.44855485878,1712.0780385550338,0.3002606361117494,-0.09502862147025135,0.6329742233336514,0.03308974093527176,2406.0441075906047,13.71512034494333,0.5492907647637955,-0.2694566204482975,0.9811074124436391,0.005700278021369076,22108.356795982025,508.09542426118264,0.31810416723031326,-0.12292861335727437,0.7728827599311001,0.022982052847705256,21970.230291162166,959.9403345972944,0.25490997905466517,-0.04175262623529281,0.32758722424388886,0.04369277526341833,5103.506830658391,226.6624070147837,0.23021895705224438,-0.018651153058753436,0.1620296894536002,0.04441307017620715,72.89440901521951,t31-40
A,0,33,599659.2830749386,16588.569979777647,0.5214650802106159,-0.2342079206998251,0.8982688566806055,0.027663325571672337,53452.526593413815,1918.264544226919,0.28877345331741167,-0.08224933780178129,0.569646114328765,0.03588725672068191,2419.7592279355486,41.379641213447144,0.5302960232920566,-0.24902425629121921,0.9391896048749774,0.017100726690378543,22616.452220243205,914.8437567608041,0.308195792864056,-0.08847343569264483,0.5741378548387267,0.04045036541770062,22930.170625759463,756.856772777502,0.24464269180550163,-0.054861682031711975,0.44850456497861524,0.033007027515410584,5330.169237673174,199.6426901216708,0.21700456865959175,-0.022201738646738318,0.20462001131013502,0.0374552253820786,73.0218771765775,t31-40
A,0,34,616247.8530547163,10188.200386177894,0.562658336351989,-0.2666376287272201,0.9477781150670318,0.016532634289394055,55370.791137640736,1248.0992463660868,0.27970871061526476,-0.0995610953942553,0.711891275572037,0.02254075155371288,2461.1388691489956,7.15767478666362,0.557359572932825,-0.2760708086746748,0.9906380802683293,0.0029082774955883073,23531.29597700401,406.2453094592581,0.294487563061889,-0.11793177428552076,0.800928725541706,0.01726404316431454,23687.027398536968,653.521627895387,0.23369337446391666,-0.05781665680227344,0.4948078389890391,0.027589854011641494,5529.811927794845,177.23120854945196,0.2036229784512815,-0.023111792884412646,0.22700574424553305,0.03205013314442457,76.86336370911488,t31-40
A,0,35,626436.0534408942,-779.7179148588039,0.49756675937071576,-0.25003415532200274,1.0050275691174657,-0.0012446887604504464,56618.89038400682,1552.0532984384317,0.27721603125707733,-0.08916591206759703,0.6432954953092787,0.027412287452331305,2468.296543935659,70.13111037562317,0.523907034864833,-0.23483729709260473,0.8964846106836198,0.028412757189944543,23937.541286463267,543.654083331405,0.30016977417208995,-0.11225403181745444,0.7479369441981072,0.02271135856541967,24340.549026432353,750.2636667444715,0.22917260813674137,-0.04733652804129332,0.41310807976709707,0.030823613137474046,5707.043136344298,183.7207067456913,0.20263535506898414,-0.021884536753009456,0.21599919466728001,0.03219192537300067,76.3945854748741,t31-40
A,0,36,625656.3355260353,48155.6866886529,0.5379337247882541,-0.19742619861196947,0.7340168110474279,0.07696827148432034,58170.94368244525,1971.138457878521,0.26769316729263504,-0.07055532386101108,0.5271357844100808,0.03388527558773932,2538.4276543112824,274.298005577781,0.5253838511661885,-0.15985451229934078,0.6085246508605606,0.10805823246997467,24481.195369794674,856.3406166988816,0.2884861790007925,-0.08361708932790865,0.579695634761615,0.034979526275724655,25090.812693176827,657.6123330965831,0.21951996407174973,-0.050063161307213486,0.456114882479212,0.026209287883106863,5890.763843089988,178.7086556983303,0.1919030907679982,-0.016908801067711816,0.17622229011573098,0.0303370938741603,78.41119957636933,t31-40
A,0,37,673812.0222146881,9100.235070532275,0.5253369735120395,-0.2498142619202458,0.9510629349012332,0.013505599144137515,60142.08214032377,1503.7590679702503,0.27888764484818873,-0.09461673425449396,0.6785294078265688,0.02500344209004391,2812.725659889063,18.736215622616214,0.5207703255618741,-0.2539896072295264,0.9754380953080984,0.006661231093314346,25337.535986493553,576.5152416607684,0.29637824399379353,-0.10980336596584638,0.7409677882304058,0.022753405933713763,25748.42502627341,700.7170326303534,0.23548740071312285,-0.059961465763919794,0.5092541306442673,0.02721397646323414,6069.472498788319,203.76752357191427,0.2059150492814521,-0.02143719340075636,0.20821395498349643,0.033572526049437314,79.77276387923374,t31-40
A,0,38,682912.2572852205,-648.0174486147007,0.5067770094730388,-0.2543247182210872,1.0036947748894185,-0.0009489029398752069,61645.84120829403,1415.929749473055,0.2785761876811189,-0.09806278318972741,0.704028467084761,0.02296877975415724,2831.461875511679,-76.07475050817072,0.507406053959219,-0.28017852743241684,1.104356265544026,-0.02686765842270894,25914.05122815432,548.3779053254862,0.29869905263022534,-0.11392689699191551,0.7628206115066014,0.021161411641021255,26449.14205890376,732.9883385152207,0.23577186979276443,-0.05911487909764455,0.5014582880443248,0.02771312343072654,6273.240022360233,205.9117463468589,0.20673957646010138,-0.02398530911601508,0.23203403554078575,0.03282382717908297,81.3989793956082,t31-40
A,0,39,682264.2398366057,12940.420119795192,0.4805990009881659,-0.22056696430002454,0.9178835738173151,0.018966874363654573,63061.77095776708,1403.6930782852796,0.27450458509965586,-0.09670831087266744,0.7046025175685758,0.022259017737153983,2755.387125003508,41.70385014467354,0.5037263149973219,-0.2368397346292624,0.94035085155526,0.015135386881297258,26462.429133479807,340.9199819148648,0.2952469049300619,-0.12580583115132912,0.8522076204736508,0.012883170331613222,27182.13039741898,841.2302738580878,0.23341187186262455,-0.05041128856841685,0.4319513670503153,0.030947915470892057,6479.151768707092,175.79342577775708,0.20054320597673886,-0.03262491669283422,0.32536546460335736,0.027132166686818712,81.11725916615183,t31-40
A,0,40,695204.659956401,4957.795041091973,0.476470661823542,-0.23075174525420783,0.9685874230790115,0.0071314180221445644,64465.46403605236,1652.2990099088734,0.2610360853858446,-0.08142375244496732,0.6238505479011657,0.025630762682245227,2797.0909751481818,10.466662739576122,0.49849549724018277,-0.24549447347417003,0.9849415885732145,0.003741981520290566,26803.349115394674,760.6629263958046,0.2815877468258827,-0.09040212368911776,0.6420884765629885,0.028379398526690566,28023.36067127707,661.6521497411704,0.21769185502218336,-0.05461621080500003,0.5017754182804359,0.023610735254153158,6654.945194484849,214.72353403025096,0.18979664000028404,-0.009898765856723352,0.10430917909514666,0.03226525955588617,79.9841317522137,t31-40
A,0,41,700162.454997493,21779.67242010028,0.4996132140137995,-0.2186759266169142,0.8753808765789541,0.031106598568154065,66117.76304596124,1671.9270305571945,0.26262368652897783,-0.08316860726852739,0.6333671449650493,0.025287108237388008,2807.557637887758,-12.792804238241274,0.510670045158046,-0.25979637666886435,1.017472550552522,-0.004556559789050618,27564.012041790476,519.947448590447,0.2837110451195283,-0.10861171334697045,0.765650229099907,0.018863271711031818,28685.01282101824,954.1183335736631,0.21809698725976323,-0.032793633183767906,0.3007252286773611,0.03326191065442217,6869.6687285151,206.1919394871031,0.1870952279850185,-0.013334905234660856,0.14254671675248326,0.030014830064691068,81.55939782896559,t41-50
