t,s,band,N_sw,push,push_share,P_sq,R_sq,undo,keep,keep_frac,ret_1st_old,ret
48,4,low,8222.40937085415,165.08783312598644,0.05073481911542213,67.49326602348387,93.96183013172195,0.10042297597401832,149.72854303041822,0.9069629190429388,-38.31671870169949,42.08936216545408
48,4,mu,15.411801968781806,-0.2661304083706817,-8.178723939938006e-05,0.013490904413428779,0.03396523879942648,0.5347263931899473,-0.1098265564001295,0.41267947196457455,0.9137075020052525,0.933244855488951
48,4,comp,200.3442451861157,3.2567535466347692,0.0010008660175818587,2.504490501788216,1.5389674870729797,0.018525173830144955,4.120842437241095,1.2653221615431096,-0.08971202768092257,1.3564632155889171
10,5,top,894.9487034694785,104.06010351301438,0.07357093881525355,59.710717553741134,343.3598992580992,0.2565133776125002,125.31224750288538,1.2042295103734264,-355.9006980798105,-43.173994500463664
10,5,mid1,6584.9279248696475,748.9599514645961,0.5295178930644223,218.12833792702799,763.7509437054571,0.26364185383932265,626.4206152279894,0.8363873315295695,-764.0129257399676,-115.27750080645455
10,5,mid2,5655.974863110872,464.48356808882636,0.328391871763609,143.65769744782696,433.4123830253051,0.16492520126945537,423.51492157542543,0.9117974255107207,-267.06218435384017,118.96464934048618
10,5,low,1270.155783930421,95.25159293809497,0.06734328411683341,30.327577118580948,76.39935814933924,0.09512970767713558,92.12689782415464,0.9671953505704508,-23.859157916626,46.77009314102065
10,5,mu,1.1738418093874419,0.028974355127336926,2.0484993156076702e-05,0.004859295549620487,0.021605548132046574,-0.26312411061626284,0.047279765717846756,1.6317797414320678,0.1337259688117435,0.15788871258322112
10,5,comp,58.173305547595064,1.6343992185333747,0.00115552724672601,1.3190871033870022,1.70434820006159,0.013256958434220987,2.801184229117837,1.7138922959296778,-0.016409954064369205,1.6529640801957868
20,5,top,1401.7143540104332,216.51763595215857,0.09957562877844187,90.93796979157082,430.74030366672093,0.2735608680215083,123.24614163360206,0.5692198748227343,-573.9465935779901,-192.96042981586083
20,5,mid1,13084.225477740434,1120.778537029717,0.515441742448988,367.9512042548837,929.7139048731293,0.2130476004339153,878.560329773034,0.7838839706026056,-1166.6494096237584,-393.7177470371753
20,5,mid2,12644.914301017145,697.9806755526897,0.3209986306090915,241.72481969695363,479.5342129272749,0.14148204203123652,598.3871191224316,0.8573118713474469,-390.32578129867875,20.80898942788008
20,5,low,2887.6115742681905,137.00432703993374,0.06300776354949243,49.5559855206907,85.36450200980909,0.1107772772049049,135.74935106990415,0.9908398807749788,-27.205094526918423,47.180053192514606
20,5,mu,3.9744289275243285,-0.03924724804455515,-1.804965856325705e-05,0.0078044793270310815,0.026535454362845736,0.32141441008694543,-0.018907598641949797,0.48175603600245004,0.31453958497637347,0.33605809510135076
20,5,comp,98.24946533886526,2.1619756038523974,0.0009942842725514608,1.723540443079512,1.5764971987243994,0.01670755844412237,3.055449988472432,1.4132675609419292,-0.08512099245214297,1.4337839009051265
30,5,top,1740.300947224211,143.1174008887367,0.06481903269523477,92.57648508968546,469.5869285761463,0.3001078551616935,151.26904306012193,1.0569577292541983,-606.9738848477612,-192.95281702896295
30,5,mid1,18287.686954808694,1182.4728039101356,0.5355515322519323,412.778277196216,946.9473927774352,0.19496876947523067,903.1186494063986,0.7637542668381174,-1271.028390073589,-485.0387428382601
30,5,mid2,19583.79313427947,747.8166409156547,0.3386922274757943,258.76739291622073,477.3440433129771,0.13914209139692335,604.1568264075722,0.8078943331186371,-422.2292841055536,-16.896113263963343
30,5,low,4594.154221050812,132.17351146540386,0.05986245633247975,49.25858089159987,79.93337171968591,0.10333789782451193,118.01400191103585,0.8928718061782429,-30.2932878395709,39.45952748180116
30,5,mu,8.630937886220929,-0.12293672210831197,-5.5679039448031186e-05,0.010037877923828304,0.025180340752732865,0.5107423843663647,-0.06398126303668761,0.5204406131824277,0.5517677227637234,0.5666945241068628
30,5,comp,137.30835156841752,2.495937341327277,0.001130430284005266,2.135255032371777,1.782656601137374,0.014147707495720991,3.3202860282042934,1.3302761945292458,-0.284104630951698,1.4381340429321767
40,5,top,2039.6631467659058,72.58677911470386,0.041177061398814795,102.02671314263415,455.31573610015937,0.33259984779382845,123.72816365516906,1.7045550879127729,-477.71116275031255,-90.26356517444287
40,5,mid1,22076.697137693096,912.1607007457642,0.5174509413186752,320.05070018194505,1123.9163133255697,0.20848655995626347,521.9923245891041,0.5722591689845152,-1538.4559693969768,-547.9921950564603
40,5,mid2,26304.301356005257,653.8748995918759,0.370930453396911,198.44011185638644,595.5789117645877,0.17611060678391585,479.0811407930414,0.7326801213688824,-596.8768060136596,-71.19271126766762
40,5,low,6267.666860191839,121.45480378358207,0.06889893688042815,38.654843476052235,97.23414534238071,0.13448402417969654,97.71728378318403,0.8045567630021826,-43.89589572337976,42.94133180960944
40,5,mu,15.778622305346522,0.06423946392729185,3.644179260497329e-05,0.007577240180735742,0.03352193461137335,-0.04927562507383833,0.06115963892651877,0.9520571185921022,0.9201714072494132,0.954440088353266
40,5,comp,173.65823647730068,2.65506274321325,0.001506165212569009,2.5708673482872593,0.7960121034522873,0.015274328442753324,2.6453667179228546,0.9963480993753613,-0.23845219778585153,0.4790233611454653
48,5,top,2176.373672495878,203.42708766343458,0.0876715087417039,90.95699926937299,514.9122512951069,0.4141777968810101,174.54657914619088,0.8580301726335196,-598.4904065209354,-158.92289436242163
48,5,mid1,25091.74815134344,1247.795336869145,0.5377656488165133,376.37678526144947,1354.0420168122293,0.26722453971707405,940.6732877382165,0.7538682506207056,-1954.1683769840458,-801.280586575187
48,5,mid2,31092.290693069663,719.1872273964727,0.3099500170691629,227.4868539573248,727.9443755187707,0.19957123377712996,658.0230688044649,0.9149537752312037,-738.696482971349,-101.55177167726288
48,5,low,7689.896254544811,147.25831419211954,0.06346430422944893,45.14509380827728,123.32310777348704,0.16805096301208783,159.54219282442318,1.0834172162006253,-58.8513970850923,49.29835770889076
48,5,mu,24.153218532319443,-0.06336720851291844,-2.7309533056232647e-05,0.00939485607219746,0.04236255854586992,0.40847562897588263,0.22830886410562812,-3.6029496874409994,1.2692892307655241,1.3039766498249357
48,5,comp,201.0766333670066,2.7283186235048333,0.001175830676229812,2.4855852118074058,1.6131315534846573,0.01395494885483066,3.018290492091012,1.1062822597360997,-0.19034749452550648,1.3534116299489938
10,6,top,867.2100965029013,175.8758925275299,0.10550502868146756,70.9021134949499,387.2017120430695,0.37413392837697995,143.42744662134294,0.8155037314104444,-429.1179598255657,-94.97002028668828
10,6,mid1,6391.125101517291,844.8317310424354,0.5068005326579585,275.59508632211123,753.4268723780067,0.19844141617656338,649.1811885648185,0.7684147797855506,-728.92677523824,-84.87886130235711
10,6,mid2,5502.240328578888,532.587309670349,0.319490287012248,185.03533977769268,432.29536984805884,0.15409839617537385,464.24410279352924,0.8716769896017208,-229.02439722076,146.24367443628398
10,6,low,1216.4905117666367,111.24501603304316,0.06673403863692891,39.09518342670617,75.6619737887542,0.10012400773073803,110.1095364797859,0.9897929849466696,-16.891164882918474,50.942076010535175
10,6,mu,0.9717799204108722,0.026587550479401756,1.594943022370256e-05,0.008492603203144043,0.017687639400804738,0.22354020267319533,0.08996828138563795,3.3838499509512663,0.13430472410548502,0.14819548702378194
10,6,comp,57.273972884078496,2.424077040839542,0.0014541635811731836,2.0068911033299957,2.4321314346135456,0.00857258834417436,4.147180113556644,1.7108285106814638,-0.1507937603766319,2.246929171676044
20,6,top,1406.013082122585,206.7109716308389,0.09348527962311574,90.93924766284651,404.257418636739,0.2434076974226373,186.82191510729922,0.9037832565604734,-462.70393091053836,-102.7171380317202
20,6,mid1,13201.856839337594,1185.01761194985,0.5359256063548068,387.3843096611895,858.456849897462,0.22580640761120954,900.2618408092567,0.7597033425756002,-1153.4249930182136,-469.91586177983845
20,6,mid2,12644.360984403022,688.4239190865574,0.31134052569779813,252.15625080754617,450.92262529460777,0.15167352164612294,651.883554780914,0.9469217101664228,-351.5781416687761,22.853630495705147
20,6,low,2834.2757155798863,128.6552092837469,0.05818446945496922,48.20795907459183,75.68976858051113,0.12109409199919552,127.21527741770933,0.9888078230640329,-34.6485824336724,29.36578808429431
20,6,mu,2.861550509591448,0.01010457172301571,4.569804425693214e-06,0.009959963919818142,0.020649883186534424,0.12813535133966378,0.030625122125053306,3.030818422051166,0.24413499127864244,0.26223242751278564
20,6,comp,99.23979642601827,2.342833198723042,0.001059549064885083,1.9604648241319675,1.792947294061027,0.01823259120145352,3.4182410222426256,1.45902022564207,-0.1691143036780131,1.5523442829765486
30,6,top,1761.6033967754101,225.97483098403973,0.09280265172246951,99.8500092399797,456.37675108432205,0.30847296768719806,244.54468625714685,1.0821766530026464,-568.6879628942861,-173.91326915766513
30,6,mid1,18754.967206194473,1262.117390451247,0.5183225056917588,413.68644859452604,979.8744730654588,0.20550833140957822,879.5186539319948,0.6968596269936024,-1481.7209325534182,-671.8784830427867
30,6,mid2,19525.6937321458,804.7228206521359,0.3304811041694198,280.9395842688995,525.8042437663235,0.14127654408186333,658.3927903657968,0.8181609536464304,-454.47579036858315,-8.051893724870752
30,6,low,4504.7527423725705,139.8250876183165,0.05742293888129026,55.017343736462216,84.98084746340201,0.09753850265941941,129.8500567238234,0.9286606497846641,-39.37315429510072,34.8750745115949
30,6,mu,5.758951008567662,-0.025919375047288362,-1.0644489587194148e-05,0.010483319314451619,0.021887351553850957,0.09787597643205602,0.04007602605919747,-1.5461802603682047,0.4258674114375076,0.4457026327630569
30,6,comp,141.92197866175198,2.389820155709657,0.0009814440246459363,1.951175096491031,1.4246452651866843,0.010628622770468365,2.959442240719227,1.2383535362059161,-0.19583645812746292,1.1873321989397425
40,6,top,2266.654069856386,275.8420140153203,0.10283273217577499,105.73802025303527,567.2475820567771,0.39224230180628156,207.5477733134885,0.7524153782532972,-722.7285395304423,-238.43080637864477
40,6,mid1,23588.09170673452,1422.8930958092642,0.5304485074851099,465.1192388824338,1179.3901797913195,0.2096220455460575,1074.7013336136079,0.7552930974075577,-1711.1197942546787,-726.7281070180834
40,6,mid2,26334.579829580423,832.2291295986433,0.31025148760747695,293.1674330626204,638.6860815680463,0.1507993517760579,720.1984644979384,0.8653848307920516,-614.048357250213,-63.78119341755155
40,6,low,6240.104382200365,149.1495792954138,0.05560233018369332,57.38119864214936,106.9854593327602,0.10452127087099679,164.18180788989685,1.1007862621235385,-37.23536883280431,57.754978887598554
40,6,mu,10.039923055498015,-0.13724256925146605,-5.1163447371608235e-05,0.011624020886564676,0.034778357778837955,0.5715188612233822,0.07292072904622415,-0.5313273384777092,0.7591312520401272,0.7806229154591122
40,6,comp,182.8441253553495,2.4573938419436274,0.0009161059953142337,1.9498852037505159,1.8814153135538254,0.009727915230806992,3.297808993922473,1.341994489297709,-0.21942129471456137,1.6240573828954723
48,6,top,2368.433684005002,302.2869344980545,0.0987832880763418,115.06582856074915,559.9261517751218,0.35563635369132557,246.58024697845758,0.8157158607860524,-797.9507339756099,-319.86776560811995
48,6,mid1,27851.48443211665,1634.5076060415959,0.5341350130751944,450.7557919698744,1325.5855475140015,0.26877853856041056,1193.6276007291162,0.7302673883664633,-2228.1184217516966,-1144.8398402643033
48,6,mid2,31587.372995266618,949.9534146129408,0.31043194761505194,311.5723658024292,736.944810913646,0.19493527853373363,843.4853194199713,0.8879228248931028,-666.5272114492318,-51.055292357810686
48,6,low,7720.529312829559,170.97640827698615,0.05587278133978514,60.7518959638834,121.02700556025556,0.10119622749918798,167.82318097217376,0.9815575298569609,-71.91977218247877,36.81150800784144
48,6,mu,14.617620472517316,-0.2236290159487453,-7.307894250003027e-05,0.010822831386675882,0.046788103885555044,0.2715684525259816,0.07073027497940565,-0.3162839789789027,1.1940621637340492,1.234971988476346
48,6,comp,214.9771362504015,2.601236118490874,0.0008500488361303058,2.021680633282446,1.6264401411214655,0.01184898253002768,2.991509712163861,1.1500338976914586,-0.3700532241419976,1.2084771999693658
10,7,top,869.6609985174364,189.69646398302598,0.11088007658856884,73.92613428913482,353.3347849847448,0.3766782051413184,125.53589571140094,0.6617724604641755,-392.0094279950383,-94.36737016442828
10,7,mid1,6743.387829650828,857.3206860181481,0.5011152096918505,284.7930797100794,741.0997393306598,0.1730817293613352,686.2107429296684,0.8004131407545932,-767.3809163358446,-124.8661344979073
10,7,mid2,5736.162888426898,551.3332196047704,0.32226151364144173,190.41461672465525,420.2462855684654,0.15791319584280247,489.68745479428617,0.8881878279442771,-225.17590899023503,134.93241525388476
10,7,low,1346.4378673500498,110.2870118595954,0.06446420805614254,39.492976105756796,73.73117641455065,0.1131782021645857,106.20672526921499,0.963003018020155,-24.162817533218984,40.62887081377494
10,7,mu,1.1557362847574366,0.020633947814060916,1.206081371212237e-05,0.008129857004288664,0.01850410957038612,0.40528957608506777,0.026021426270914416,1.2610978037456422,0.12882204946465295,0.14073626643723802
10,7,comp,60.116849341540274,2.167498235171365,0.0012669312082849034,1.614689530050649,2.2167437537001646,0.024576335961677905,3.370518960951344,1.5550273150210276,-0.23280827084342942,1.904569178128071
20,7,top,1498.5448256598524,230.31451885060642,0.10972141306094622,103.71203420568912,408.3867149522184,0.31522274817718304,209.40582363917179,0.9092167731509925,-492.93711750395335,-149.93518743446157
20,7,mid1,13281.375544310868,1104.9281790953828,0.5263857517373549,380.01144801306737,902.4635320561439,0.2264382536745613,843.0807593129048,0.7630186063343453,-1193.2653950662034,-462.9001203388998
20,7,mid2,12670.308284870433,643.899083349932,0.3067523386991914,240.60219188433928,485.6979945269967,0.15834817383728372,498.3532904255917,0.7739617951199315,-392.9033649340453,16.59679418068663
20,7,low,2976.84684029882,117.76584995058874,0.05610343425758345,46.06860295610456,83.6395878430074,0.10649952205073633,113.13928150095308,0.9607138363831548,-36.58597831428064,37.24104113598605
20,7,mu,3.3797023200274743,-0.016151867361593464,-7.694719895781099e-06,0.010622675718752016,0.023731251768507707,0.35128458193734213,-0.022166383512561172,1.372372804724069,0.2740917986442874,0.2903598860149592
20,7,comp,102.60212361028161,2.193033164223749,0.0010447569648191735,1.7923522676828543,1.7493064010029178,0.009587274638368665,2.8567964480862145,1.3026690588591316,-0.33912718418359894,1.3758116699413563
30,7,top,1886.385216482307,264.43070800816804,0.12187703140988469,104.6219611593975,472.4077004417765,0.3157340604904285,169.927790318515,0.6426174614835811,-570.4138604648106,-164.0715932496912
30,7,mid1,18168.464454388188,1088.932241396542,0.5018926507727045,393.0283861728226,1228.4452943924953,0.24622741467104622,921.3227098670759,0.8460790073452973,-1466.7655499608254,-431.8689824076646
30,7,mid2,19855.491996044322,685.5875678270568,0.3159896903339367,255.9709104477376,685.3668712515488,0.13847049651046306,684.3925135933714,0.9982568904546022,-471.43047949998044,143.0475536276972
30,7,low,4774.654381020353,128.17508268540405,0.05907634062656225,48.00646806007238,112.72126096518839,0.13357944099557278,138.1430573812322,1.0777684280516033,-44.75837965320669,55.137526976708614
30,7,mu,7.575920581054965,-0.1279305891753708,-5.896365271891987e-05,0.00706118432000906,0.0445524190517019,0.6058268730617674,0.23494694920479553,-1.836518933581426,0.7407505242791258,0.7767472328974216
30,7,comp,146.13105947793076,2.6540275439290895,0.0012232505096350353,2.2413575054090185,2.115690943215898,0.006601103882669076,3.8309441636637303,1.4434455182753316,-0.2794571484385407,1.806642927314499
40,7,top,2089.831943348975,126.3934269862275,0.07540777495284137,95.67239721333053,531.0584610306755,0.12659845210566562,68.61536898784243,0.5428713393088007,-570.8319822043165,-63.99747596653333
40,7,mid1,22345.657914751435,917.5998311539952,0.5474506326342862,303.9700011367859,1307.2704628240817,0.24279020090018938,578.4542253005093,0.6303992281396037,-1864.9337259869797,-705.2651384501623
40,7,mid2,26463.173856057812,521.6972794658977,0.31125060837032853,169.89932437683302,681.3605174264538,0.16835646490687808,403.58120926143965,0.7735927043258061,-629.3339090456116,-5.180690903456707
40,7,low,6531.382706405289,107.41378793546755,0.06408430359557041,33.07997825916779,111.70622380664187,0.11541000495617026,106.89259096984097,0.9951477647735529,-55.54551929698022,48.525183599980664
40,7,mu,14.820824702565618,-0.017520381031324916,-1.0452861208060622e-05,0.008823026283714081,0.030099836979859042,0.29942947546186305,0.18444361050807068,-10.527374386339062,0.86602440979725,0.8908404985128655
40,7,comp,187.29210999788765,3.0457563063662576,0.0018171333081797884,2.645404256988816,1.5145156072299137,0.0100363232799239,3.551787254971174,1.1661429535735368,-0.3425235506523403,1.1188917919191397
48,7,top,2252.9733876146347,175.8156761440764,0.07558819908601705,102.64306133507328,572.1588769712157,0.3408748138527157,142.0909699128888,0.8081814604315994,-679.4611627487513,-177.27915462926785
48,7,mid1,25411.824853823542,1195.439528160976,0.5139537214865728,397.7431191235069,1392.9138435921973,0.2552720701889345,940.8168810795505,0.7870049960008196,-1894.0132898519284,-704.1648651038595
48,7,mid2,31489.354381324934,803.0772264930565,0.3452659205875299,254.81928200836475,730.60745968782,0.1604378679171183,829.307996975851,1.0326628244675062,-629.233687256098,19.608447812537634
48,7,low,7881.40076713103,149.0641940118694,0.06408697006251271,47.716977957106266,124.46435147427727,0.12078902928457921,161.1444295986148,1.0810404917614453,-46.15708648172268,66.77989009689009
48,7,mu,22.944994646266345,-0.14383503766736538,-6.183880585162419e-05,0.00957543913140913,0.04374941910241949,0.4301838644946508,0.3619871163545376,-2.516682459469113,1.4340399746571242,1.4695509949399792
48,7,comp,222.27700889777248,2.7144679474343434,0.0011670275832237967,2.165012900221064,1.9039228279941527,0.020929296820193694,3.284025791170933,1.2098230131156729,-0.3457599026775431,1.4675385301000858
10,8,top,895.3451893876886,160.2784291123612,0.09244800757471872,66.34568731098071,335.38711429575517,0.260294773832908,149.10950497121314,0.9303154878482229,-336.54566936178276,-35.69742641282869
10,8,mid1,6541.657035264063,865.6766570027994,0.4993191073001338,287.5356591151359,738.7193502582888,0.2133121504691013,670.2505575959276,0.7742504688950624,-786.7962145689655,-170.74656387547657
10,8,mid2,5612.738769846912,595.4232625253389,0.3434379447624681,205.12490779757118,412.9257673548584,0.16134399387257242,526.2913513473322,0.8838945074386227,-257.3257162464432,89.40870737480873
10,8,low,1263.2892699582574,110.29676184668392,0.06361876598828467,39.79504555219264,69.58699914818669,0.1103841355808525,103.6514678645201,0.9397507789811546,-19.290480504351283,41.51103523647657
10,8,mu,1.1525099201935665,0.028355069544347522,1.635509967582623e-05,0.009840711245051668,0.02131947652139866,0.19732073203173084,0.02845647379949634,1.003576230169008,0.17267704416570756,0.1901129679939324
10,8,comp,56.894821135341815,2.010795216496092,0.0011598192747167505,1.58531383317957,1.8522275480673847,0.01637009182032828,3.129039675114015,1.5561205086644865,-0.12361060281938739,1.6767134792216325
20,8,top,1406.9189726211252,211.1845316358681,0.09174104003777513,91.66185522973443,370.6594977261691,0.2725116609489861,203.0167199275936,0.961323816450924,-471.7488628891524,-151.04721399162418
20,8,mid1,12856.616694438057,1192.491887543758,0.5180324768695942,409.6033087227481,919.3541269722607,0.24819619227513354,896.9689057159703,0.7521802999964279,-1267.5296502568312,-551.499486421133
20,8,mid2,12587.03858189577,752.8997315520755,0.32706848310199715,280.08343391314827,481.71862543263916,0.13195739076689367,677.7877168404448,0.9002363640683069,-344.97829834343855,62.822168816779595
20,8,low,2874.9738786757252,142.45786903024555,0.06188537088944715,57.0512102064438,76.88524434033661,0.09007304406019685,142.09120411490858,0.9974261519013798,-18.607084270679287,48.00060772843199
20,8,mu,3.773508103059377,-0.03144260094068407,-1.3659035012870989e-05,0.01208746170248609,0.021124995556442632,0.2947869834114563,-0.08757653341364335,2.7852827308674297,0.2882111418409762,0.3022096846526643
20,8,comp,99.97636255437267,2.9609884243718483,0.0012862881361977068,2.643799061407066,1.7424539918499518,0.00990587986205417,4.204922908004946,1.4201078509440606,-0.030828134019398074,1.6592475460671494
30,8,top,1756.4403358262039,217.58592722503545,0.09271594634962232,102.93496771840115,495.28116277597707,0.21626965751626304,153.45071788036512,0.7052419236730355,-601.2128538726859,-150.45511152652125
30,8,mid1,18050.38642834576,1213.4388953945818,0.5170607169258333,415.0320555923821,1261.3058714102776,0.22225300951246918,974.8560858633209,0.8033829223401651,-1533.7004207011655,-456.87879608999356
30,8,mid2,19245.718471276996,767.1555970153895,0.32689410607483166,275.638639656681,703.1150982255085,0.17284507296785107,738.5627887363116,0.9627288018358754,-516.5803680073312,91.24916864974148
30,8,low,4539.464578181452,146.11315838568044,0.062260551160782496,55.16129871686364,115.58367066759708,0.10516562785828694,159.3927811293197,1.0908858783860271,-38.90230397519505,65.079221466327
30,8,mu,7.93534416624119,-0.1285931566781544,-5.479507046965179e-05,0.009084560190661195,0.031861615226289164,0.39554112567769056,0.11945201267444183,-0.9289142265432427,0.6845289542873819,0.7092039351854682
30,8,comp,138.39669070479528,2.636571844926209,0.0011234745594014522,2.161987313090278,1.787869455296748,0.015089513532339739,3.6263459804737863,1.375401921040873,-0.20224573388064973,1.5203770477808405
40,8,top,2259.361060542398,410.7732397032928,0.12504361995146715,122.6796621147808,556.9687356328809,0.4406047503080564,319.18772115888464,0.7770411757821379,-830.4586423140747,-381.596390469113
40,8,mid1,23617.465622154352,1754.2602541939232,0.5340149535540221,526.2938978364434,1173.2354085901657,0.22745393406697814,1267.9461214842013,0.722781080203415,-1853.9678686171528,-920.1476951036748
40,8,mid2,25995.31792513802,943.5215062693023,0.28721769882379394,333.39668782556566,626.7410046854804,0.15864570115663013,682.3643347879079,0.7232101549926364,-652.7999296119986,-131.84282753328807
40,8,low,6291.012861560132,174.04996762293558,0.05298260913911491,64.5916434153988,102.5299567148551,0.09203011653967977,159.4363804431241,0.9160379781772177,-43.17624632795131,47.46495744488584
40,8,mu,12.697896192500494,-0.3571816136721129,-0.00010872977506014841,0.014840755290182304,0.028587609024690493,0.5324965223875239,-0.2534895442852907,0.7096937092567988,0.8851232212810741,0.8979055291425144
40,8,comp,175.28794784666584,2.7917853171626064,0.0008498483066655541,2.1667130219006046,1.1320762445223806,0.015918047630741238,2.940089252981238,1.0531215401510021,-0.22215474998801665,0.8409418123648607
48,8,top,2387.0922581740274,332.35039127874234,0.10195134009795528,122.50232828228518,555.6816170022068,0.534773505320946,256.5247162694636,0.7718502008752453,-665.2191917292121,-240.55957373799492
48,8,mid1,27872.325464651054,1769.9498565484173,0.542947336655766,495.92445576742614,1224.177926000766,0.26440294905180656,1296.3904994710683,0.7324447608923577,-2251.721338808584,-1289.7911900314575
48,8,mid2,32001.188432171224,991.8293081900301,0.3042521681089086,312.0465939450138,613.194538758451,0.19155849778274872,794.8395984713679,0.8013874886615875,-705.03517919196,-211.39099398216786
48,8,low,7869.351999331255,162.3354745765073,0.04979780259873897,61.655748539615736,99.31026745807233,0.09592394002640638,139.61452701598319,0.8600370768016209,-39.78512795408501,47.69661485359302
48,8,mu,17.983527535604846,-0.3371780467626806,-0.00010343226492619162,0.014428205874052927,0.04649113218299933,0.5852683820076406,-0.13431838469105983,0.3983604092279427,1.1431149149742865,1.172717301742928
48,8,comp,202.89975138315555,3.764474120076528,0.001154784803559884,3.159244803660335,1.3443135251859037,0.00861290815597898,4.290296264737663,1.1396801061420088,-0.1844018962858212,1.1054910582277273
10,9,top,822.9768246529036,139.35308791831528,0.08751474370218598,69.52930129277156,293.92914673650364,0.14862388644325944,97.9137272016394,0.7026304810628493,-383.31453420423463,-110.05281742736327
10,9,mid1,6622.752230242054,810.9662156203931,0.5092926290427939,263.84868733287794,693.4033145400449,0.20273135454917107,667.1391710049047,0.8226473041106158,-639.9995780499014,-53.577067067886674
10,9,mid2,5598.882156431386,534.9235808097292,0.3359358646021525,176.2255341514516,405.35808635007663,0.14814834477822794,477.39450598741223,0.8924536571462535,-240.9447829673079,112.19826099837519
10,9,low,1204.540918380933,104.35243150040037,0.0655340791788596,37.101433871915546,70.00598540841536,0.08700761532690933,99.76708890812438,0.9560590728328319,-19.587216954274524,43.96255388133204
10,9,mu,1.0670580446024447,0.03333880455453486,2.093700957410878e-05,0.010260601867794475,0.017441112643928752,-0.024591433500278797,0.03998443268600549,1.1993361255830233,0.13660587836948784,0.15455163683042628
10,9,comp,52.98723300512354,2.709756260956219,0.0017017464644341715,2.391637041024596,2.029844096383444,0.005467175555466581,3.9709672112942442,1.465433355948025,-0.08868410096002305,1.915008996286943
20,9,top,1498.9786527863182,184.7730204430227,0.08915968696957338,92.02021647310849,422.8203748965694,0.2796061930222233,161.83822624480717,0.8758758494978017,-530.3137802013143,-158.95225012299852
20,9,mid1,12967.315286109533,1105.848337514477,0.5336119492565078,368.2696596182347,918.0809983189451,0.22113571655743752,907.4496797956035,0.8205914400840919,-1258.4600864268132,-503.2542382399515
20,9,mid2,12745.20737261534,652.4447246236341,0.3148282540000518,238.58321439215126,489.26956941617635,0.13873340374352933,588.1670811589465,0.9014818557974142,-356.6920036595669,66.37864293921666
20,9,low,2821.83588657382,126.51907826113302,0.061050046085705696,46.23666557941647,79.94457949435377,0.11634829869331036,118.22947108938752,0.9344793900992868,-22.167379197351295,47.01808554216905
20,9,mu,3.147559182845121,0.005711824882999927,2.7561627632229582e-06,0.006290009866438631,0.022312183119762356,0.23794384833851187,-0.01669254089602923,-2.922453198050792,0.2488601866925815,0.26817903150492883
20,9,comp,95.33754768199577,2.792137224732457,0.0013473075253971137,2.471977780979006,1.831111166416156,0.013690848482089645,3.8573335202323307,1.3814985474440429,-0.14910922948609537,1.6143149904291079
30,9,top,1832.539003723553,217.94252912142656,0.09443102490697212,105.84243189628336,498.8838852096598,0.3922633454571076,176.30842059097768,0.8089674892813028,-593.737945429347,-177.89027307359152
30,9,mid1,17911.559487006147,1217.6718644784414,0.5275978150139687,417.87369332634967,1131.1756390120636,0.22051634464500977,917.5603596890651,0.75353663532505,-1473.7056266486745,-526.8259463878858
30,9,mid2,19870.952041571396,718.4237054794467,0.3112815433471041,276.9767276540545,609.2360461071506,0.1532719412909007,619.5797951584937,0.8624155779283639,-471.89807800839486,52.43244661888093
30,9,low,4533.253316926926,150.8007995774542,0.06533958341355178,56.016915822432374,102.32684510611134,0.11463819782403485,161.01433896872368,1.0677286819425889,-33.03497896114388,56.448509589878995
30,9,mu,6.686411067187229,-0.01947291049282729,-8.437301811501417e-06,0.00935480535262641,0.024670976801624576,0.12870798677228673,0.10744650109622444,-5.517742257162925,0.45418522616925566,0.47644812664371194
30,9,comp,136.96037827184563,3.1352886723224174,0.0013584706202141546,2.6771682288973344,1.7664715744630983,0.013806501926350544,4.216743850153108,1.3449300178887895,-0.18794447175213724,1.5046024460920933
40,9,top,1934.921323810905,226.35002866774812,0.09246500285118459,102.91990575926077,536.7905088688099,0.4880268157895952,166.81545450222598,0.7369800458346263,-640.8922712174372,-204.55711012674146
40,9,mid1,21813.3133312684,1231.133329340635,0.502923491893025,452.68409465421,1332.6200525528602,0.22476229455246913,944.631093843549,0.767285777527825,-1768.0046052300718,-638.877184320987
40,9,mid2,26061.2205480635,832.4712447463717,0.3400682406450708,279.9132171788719,720.8730974819314,0.17369562272099365,750.6618362150148,0.9017270457716751,-583.4004061328883,40.23329021759855
40,9,low,6198.388466733967,154.29544694076594,0.06303038274514507,53.98370041491167,120.61640470866192,0.10715805922039986,156.16859219394246,1.0121399904554256,-42.67382063367373,66.37300694299302
40,9,mu,12.581345668501347,-0.04048268099152352,-1.6537356921652465e-05,0.009480434708735696,0.03549289789655949,0.23605105359069534,0.29978613508501617,-7.405293516696362,0.8102459615866279,0.8412631262802002
40,9,comp,173.66708787866114,3.7439471603607615,0.0015294192224980657,3.442283487609501,1.9495646838232883,0.015144163454243416,4.685427335848772,1.2514672710811683,-0.11872811809635805,1.7265755581425424
48,9,top,2072.0578282837077,157.07296876904275,0.07448659657411705,93.38562620883775,501.935348291589,0.31947646166385196,135.56015681206873,0.8630393751033886,-574.9336992635218,-132.66736983485816
