window,arm,metric,median,minimum,maximum,n_seed
task1,L2_A1,mu_norm,1.5484242119545262,1.5033055242425462,1.643040726671218,10
task1,L2_A1,trSigma,4.344113028861676,4.160379720137559,4.842554288002473,10
task1,L2_A1,mu_over_trSigma,0.3505352387777097,0.3376858083709697,0.37246869613800937,10
task1,L2_A1,mu2_over_trSigma,0.5388141557314754,0.5132978649481204,0.5771816668345475,10
task1,L2_A1,mu_over_sqrttrSigma,0.7340380436468132,0.7164480894999444,0.7597247309615157,10
task1,L2_A1,dose,7.340380436468131,7.164480894999442,7.597247309615158,10
task1,L2_Aall,mu_norm,0.20771243123151095,0.1733973866735356,0.357218976494477,10
task1,L2_Aall,trSigma,4.662646268964888,4.376489472334564,5.2668490633323275,10
task1,L2_Aall,mu_over_trSigma,0.04271271835418569,0.037221544848696976,0.0740397606926156,10
task1,L2_Aall,mu2_over_trSigma,0.008730061855953873,0.006642337856688842,0.026448407534512153,10
task1,L2_Aall,mu_over_sqrttrSigma,0.09343278586623477,0.08150053899630874,0.1626296637594512,10
task1,L2_Aall,dose,0.9343278586623477,0.815005389963087,1.6262966375945118,10
task1,L2_none,mu_norm,3.476889307741083,2.749657916914683,5.590876670316029,10
task1,L2_none,trSigma,5.806441119581921,4.854955131351491,6.776381083552872,10
task1,L2_none,mu_over_trSigma,0.5782793045672039,0.5037855338923369,0.8622109985996154,10
task1,L2_none,mu2_over_trSigma,1.9433894151119986,1.3852378816941544,4.820515356960476,10
task1,L2_none,mu_over_sqrttrSigma,1.3936606018011912,1.176961291502042,2.195567206204464,10
task1,L2_none,dose,13.93660601801191,11.769612915020415,21.95567206204464,10
early_t2_11,L2_A1,mu_norm,1.6759783481910424,1.4860775356856983,1.874804194027859,10
early_t2_11,L2_A1,trSigma,4.263543265763598,3.8163019751871032,4.864908304010217,10
early_t2_11,L2_A1,mu_over_trSigma,0.39108082337509936,0.3675765301728397,0.41767368317439263,10
early_t2_11,L2_A1,mu2_over_trSigma,0.658252292966601,0.5480163496288047,0.7361507556598538,10
early_t2_11,L2_A1,mu_over_sqrttrSigma,0.810848533145436,0.7400712599556625,0.8542755154788914,10
early_t2_11,L2_A1,dose,8.108485331454357,7.4007125995566225,8.542755154788912,10
early_t2_11,L2_Aall,mu_norm,0.212104099267346,0.14893879658681305,0.2395704228913161,10
early_t2_11,L2_Aall,trSigma,5.113519112283818,4.683989549158037,5.733044614438423,10
early_t2_11,L2_Aall,mu_over_trSigma,0.04179953934375857,0.030392201140347824,0.047108875118516746,10
early_t2_11,L2_Aall,mu2_over_trSigma,0.009197279984069006,0.005034677234489776,0.012177100798201135,10
early_t2_11,L2_Aall,mu_over_sqrttrSigma,0.09278762376135141,0.06725551758483513,0.10536291169379661,10
early_t2_11,L2_Aall,dose,0.927876237613514,0.6725551758483512,1.053629116937966,10
early_t2_11,L2_none,mu_norm,2.780193795262763,2.0820842978065075,3.6780321643945593,10
early_t2_11,L2_none,trSigma,5.27943020431687,4.139034041266314,6.151473948808542,10
early_t2_11,L2_none,mu_over_trSigma,0.5464712004328498,0.4868804772671308,0.6147796288166509,10
early_t2_11,L2_none,mu2_over_trSigma,1.535639564122564,1.0169343262166999,2.215305916416274,10
early_t2_11,L2_none,mu_over_sqrttrSigma,1.2296081310245561,1.0031303494690809,1.4792591732764442,10
early_t2_11,L2_none,dose,12.296081310245558,10.031303494690809,14.792591732764441,10
late_t451_500,L2_A1,mu_norm,1.4447283007583251,1.2622976421166836,1.8484164819805777,10
late_t451_500,L2_A1,trSigma,4.252642124260246,3.346861261309455,5.740433880045243,10
late_t451_500,L2_A1,mu_over_trSigma,0.3475182811987705,0.32278342618038314,0.38204259211598746,10
late_t451_500,L2_A1,mu2_over_trSigma,0.5191621991227406,0.44371497313275765,0.6122756355375916,10
late_t451_500,L2_A1,mu_over_sqrttrSigma,0.7182657230469305,0.6649248110955756,0.7812109988677517,10
late_t451_500,L2_A1,dose,7.182657230469305,6.649248110955754,7.812109988677516,10
late_t451_500,L2_Aall,mu_norm,0.5654959838889269,0.4929457345998048,0.7864580683977228,10
late_t451_500,L2_Aall,trSigma,31.026237823281324,22.275119158881974,55.54288971747743,10
late_t451_500,L2_Aall,mu_over_trSigma,0.018684743812814354,0.014182547342741096,0.022792109507697247,10
late_t451_500,L2_Aall,mu2_over_trSigma,0.012144766937120705,0.010220324412022698,0.013272738214573386,10
late_t451_500,L2_Aall,mu_over_sqrttrSigma,0.10356173681117538,0.09593460913228155,0.10715457617462423,10
late_t451_500,L2_Aall,dose,1.0356173681117538,0.9593460913228156,1.0715457617462425,10
late_t451_500,L2_none,mu_norm,2.5346804833727825,1.821388831460794,4.40908222188879,10
late_t451_500,L2_none,trSigma,9.760702777242782,6.667919658930766,19.50391477809303,10
late_t451_500,L2_none,mu_over_trSigma,0.2825586588758132,0.2081579085855827,0.37679785021938583,10
late_t451_500,L2_none,mu2_over_trSigma,0.7617091757746441,0.4764920255444249,1.8002643119106951,10
late_t451_500,L2_none,mu_over_sqrttrSigma,0.8480869229565704,0.6672339819190972,1.2783270677844816,10
late_t451_500,L2_none,dose,8.480869229565704,6.672339819190971,12.783270677844815,10
final_t500,L2_A1,mu_norm,1.3895624789960421,1.2940984319779336,1.755788803049555,10
final_t500,L2_A1,trSigma,3.8610925425094402,3.5635376880586787,5.627053599960301,10
final_t500,L2_A1,mu_over_trSigma,0.35769104657051964,0.3120263157013365,0.40731491129503333,10
final_t500,L2_A1,mu2_over_trSigma,0.4996760375845126,0.41954939512670947,0.6383997285993925,10
final_t500,L2_A1,mu_over_sqrttrSigma,0.7068046460478621,0.6477263273379502,0.7989992043796994,10
final_t500,L2_A1,dose,7.068046460478619,6.4772632733795,7.989992043796994,10
final_t500,L2_Aall,mu_norm,0.4312705901715772,0.2376978248800483,0.6335662459296597,10
final_t500,L2_Aall,trSigma,31.554959129213074,22.365355137384764,60.67677224123923,10
final_t500,L2_Aall,mu_over_trSigma,0.0151139960638015,0.0068556074562898745,0.02611378039475822,10
final_t500,L2_Aall,mu2_over_trSigma,0.005976492402210718,0.001695497563234989,0.01654480981173851,10
final_t500,L2_Aall,mu_over_sqrttrSigma,0.07718752655382151,0.04117641999051143,0.12862662948137338,10
final_t500,L2_Aall,dose,0.7718752655382151,0.4117641999051142,1.2862662948137338,10
final_t500,L2_none,mu_norm,1.904158206110325,0.8907846546686209,4.369643106005467,10
final_t500,L2_none,trSigma,7.752782345432548,3.652110814185084,18.178594467996557,10
final_t500,L2_none,mu_over_trSigma,0.2567559342405777,0.1620250485840223,0.35250238008539825,10
final_t500,L2_none,mu2_over_trSigma,0.5475513512935741,0.21175377600862097,1.1688241861078845,10
final_t500,L2_none,mu_over_sqrttrSigma,0.7399114210589692,0.4601671174786623,1.0811217258513883,10
final_t500,L2_none,dose,7.399114210589692,4.601671174786622,10.811217258513883,10
