condition,seed,update,valid,residual_ratio,mean_residual_ratio,loss,initial_loss,teacher_variance,net_force_ratio,negative_force_rms_ratio,force_rms_ratio,down_fraction,force_mean,self_mean,rest_mean
K,6,0,True,1.0000000000000002,0.867351247262129,0.5390273875758406,0.5390273875758403,0.80859375,0.04949484882556855,0.6966373525261513,1.0,0.4722222222222222,0.10453385462124443,13.125784158501538,-13.021250303880297
K,7,0,True,1.0,0.011341394663068141,0.041732578944427695,0.0417325789444277,1.77734375,0.09522258581205353,0.6630594352263509,1.0,0.4594594594594595,0.0008456625188276757,11.440848231665495,-11.440002569146671
K,8,0,True,1.0,0.6573624310969985,0.1357307343820192,0.1357307343820192,1.2255859375,0.04821424269163856,0.6749686609370092,1.0,0.4782608695652174,0.037324794358146826,12.320009105063168,-12.282684310705019
K,9,0,True,0.9999999999999999,0.08671417803716673,0.056315911307106704,0.05631591130710671,0.65234375,0.026125207515178307,0.6811146089108169,0.9999999999999998,0.5,0.0016762962930852604,11.810777522807996,-11.809101226514912
Kc,0,0,True,1.0,0.11631113827815485,0.07271201946002304,0.07271201946002304,0.58984375,-0.008598687635000973,0.7111343603034287,1.0,0.5151515151515151,-0.0008507063609502851,11.561579811494939,-11.56243051785589
Kc,1,0,True,1.0,0.7135214523612853,0.10773857890948528,0.10773857890948528,1.2177734375,0.049670948319611365,0.6841286277500022,1.0,0.4827586206896552,0.04021640294836967,14.545523538469828,-14.50530713552146
Kc,2,0,True,1.0,0.24167335359831554,0.03663295241356424,0.03663295241356424,0.7724609375,-0.02610064043883805,0.7234242091136859,1.0,0.5,-0.0039301796782856575,12.721918379657783,-12.725848559336066
Kc,3,0,True,0.9999999999999998,0.6537107252579749,0.19795079217108189,0.19795079217108197,1.2880859375,-0.05359964872605393,0.7356542316485124,0.9999999999999998,0.5,-0.055827704887191104,15.430661019998649,-15.48648872488584
Kc,4,0,True,0.9999999999999999,0.42138631042300057,0.012800999301420852,0.012800999301420856,1.3583984375,-0.04308732573249651,0.7213623281373667,1.0,0.5416666666666666,-0.007144922006425534,14.762776076340478,-14.769920998346903
Kc,5,0,True,1.0,0.19080506333206354,0.12426224732878074,0.12426224732878074,1.62109375,0.11587840724732484,0.6024762470351785,1.0,0.5172413793103449,0.02714072989554595,13.133035771016015,-13.105895041120469
Kc,6,0,True,1.0000000000000002,0.867351247262129,0.5390273875758406,0.5390273875758403,0.80859375,0.04949484882556855,0.6966373525261513,1.0,0.4722222222222222,0.10453385462124443,13.125784158501538,-13.021250303880297
Kc,7,0,True,1.0,0.011341394663068141,0.041732578944427695,0.0417325789444277,1.77734375,0.09522258581205353,0.6630594352263509,1.0,0.4594594594594595,0.0008456625188276757,11.440848231665495,-11.440002569146671
Kc,8,0,True,1.0,0.6573624310969985,0.1357307343820192,0.1357307343820192,1.2255859375,0.04821424269163856,0.6749686609370092,1.0,0.4782608695652174,0.037324794358146826,12.320009105063168,-12.282684310705019
Kc,9,0,True,0.9999999999999999,0.08671417803716673,0.056315911307106704,0.05631591130710671,0.65234375,0.026125207515178307,0.6811146089108169,0.9999999999999998,0.5,0.0016762962930852604,11.810777522807996,-11.809101226514912
KU,0,0,True,1.0,0.11631113827815485,0.07271201946002304,0.07271201946002304,0.58984375,-0.008598687635000973,0.7111343603034287,1.0,0.5151515151515151,-0.0008507063609502851,11.561579811494939,-11.56243051785589
KU,1,0,True,1.0,0.7135214523612853,0.10773857890948528,0.10773857890948528,1.2177734375,0.049670948319611365,0.6841286277500022,1.0,0.4827586206896552,0.04021640294836967,14.545523538469828,-14.50530713552146
KU,2,0,True,1.0,0.24167335359831554,0.03663295241356424,0.03663295241356424,0.7724609375,-0.02610064043883805,0.7234242091136859,1.0,0.5,-0.0039301796782856575,12.721918379657783,-12.725848559336066
KU,3,0,True,0.9999999999999998,0.6537107252579749,0.19795079217108189,0.19795079217108197,1.2880859375,-0.05359964872605393,0.7356542316485124,0.9999999999999998,0.5,-0.055827704887191104,15.430661019998649,-15.48648872488584
KU,4,0,True,0.9999999999999999,0.42138631042300057,0.012800999301420852,0.012800999301420856,1.3583984375,-0.04308732573249651,0.7213623281373667,1.0,0.5416666666666666,-0.007144922006425534,14.762776076340478,-14.769920998346903
KU,5,0,True,1.0,0.19080506333206354,0.12426224732878074,0.12426224732878074,1.62109375,0.11587840724732484,0.6024762470351785,1.0,0.5172413793103449,0.02714072989554595,13.133035771016015,-13.105895041120469
KU,6,0,True,1.0000000000000002,0.867351247262129,0.5390273875758406,0.5390273875758403,0.80859375,0.04949484882556855,0.6966373525261513,1.0,0.4722222222222222,0.10453385462124443,13.125784158501538,-13.021250303880297
KU,7,0,True,1.0,0.011341394663068141,0.041732578944427695,0.0417325789444277,1.77734375,0.09522258581205353,0.6630594352263509,1.0,0.4594594594594595,0.0008456625188276757,11.440848231665495,-11.440002569146671
KU,8,0,True,1.0,0.6573624310969985,0.1357307343820192,0.1357307343820192,1.2255859375,0.04821424269163856,0.6749686609370092,1.0,0.4782608695652174,0.037324794358146826,12.320009105063168,-12.282684310705019
KU,9,0,True,0.9999999999999999,0.08671417803716673,0.056315911307106704,0.05631591130710671,0.65234375,0.026125207515178307,0.6811146089108169,0.9999999999999998,0.5,0.0016762962930852604,11.810777522807996,-11.809101226514912
KUc,0,0,True,1.0,0.11631113827815485,0.07271201946002304,0.07271201946002304,0.58984375,-0.008598687635000973,0.7111343603034287,1.0,0.5151515151515151,-0.0008507063609502851,11.561579811494939,-11.56243051785589
KUc,1,0,True,1.0,0.7135214523612853,0.10773857890948528,0.10773857890948528,1.2177734375,0.049670948319611365,0.6841286277500022,1.0,0.4827586206896552,0.04021640294836967,14.545523538469828,-14.50530713552146
KUc,2,0,True,1.0,0.24167335359831554,0.03663295241356424,0.03663295241356424,0.7724609375,-0.02610064043883805,0.7234242091136859,1.0,0.5,-0.0039301796782856575,12.721918379657783,-12.725848559336066
KUc,3,0,True,0.9999999999999998,0.6537107252579749,0.19795079217108189,0.19795079217108197,1.2880859375,-0.05359964872605393,0.7356542316485124,0.9999999999999998,0.5,-0.055827704887191104,15.430661019998649,-15.48648872488584
KUc,4,0,True,0.9999999999999999,0.42138631042300057,0.012800999301420852,0.012800999301420856,1.3583984375,-0.04308732573249651,0.7213623281373667,1.0,0.5416666666666666,-0.007144922006425534,14.762776076340478,-14.769920998346903
KUc,5,0,True,1.0,0.19080506333206354,0.12426224732878074,0.12426224732878074,1.62109375,0.11587840724732484,0.6024762470351785,1.0,0.5172413793103449,0.02714072989554595,13.133035771016015,-13.105895041120469
KUc,6,0,True,1.0000000000000002,0.867351247262129,0.5390273875758406,0.5390273875758403,0.80859375,0.04949484882556855,0.6966373525261513,1.0,0.4722222222222222,0.10453385462124443,13.125784158501538,-13.021250303880297
KUc,7,0,True,1.0,0.011341394663068141,0.041732578944427695,0.0417325789444277,1.77734375,0.09522258581205353,0.6630594352263509,1.0,0.4594594594594595,0.0008456625188276757,11.440848231665495,-11.440002569146671
KUc,8,0,True,1.0,0.6573624310969985,0.13573073438201919,0.1357307343820192,1.2255859375,0.04821424269163856,0.6749686609370092,1.0,0.4782608695652174,0.037324794358146826,12.320009105063168,-12.282684310705019
KUc,9,0,True,1.0,0.08671417803716673,0.05631591130710671,0.05631591130710671,0.65234375,0.026125207515178325,0.6811146089108169,1.0,0.5,0.0016762962930852617,11.810777522807996,-11.809101226514912
all,0,1,True,0.993423154672448,0.03184939424013563,0.07175873319986589,0.07271201946002304,0.58984375,-0.002523584392309778,0.20560637587725983,0.28908863086238085,0.5151515151515151,-0.0002496694130618393,11.561562508684396,-11.56181217809746
all,1,1,True,0.7199405557649295,0.17679415995623998,0.055842457297512416,0.10773857890948528,1.2177734375,0.012376919200418324,0.17372274126326143,0.2536978991466047,0.4827586206896552,0.010021052278297457,14.54436407883561,-14.534343026557313
all,2,1,True,0.9716264869781881,0.04734216118951011,0.034583632895870964,0.03663295241356424,0.7724609375,-0.005108025946892434,0.14064360879864313,0.19438196033660135,0.5,-0.0007691558304737988,12.722002705869814,-12.72277186170029
all,3,1,True,0.7757419521060724,0.16937179033566113,0.1191219520293498,0.19795079217108197,1.2880859375,-0.014148302171935608,0.1907339322142403,0.25903661001504746,0.5,-0.014736425649851026,15.432548842076383,-15.447285267726235
all,4,1,True,0.9131726387148773,0.14364547651107562,0.010674551933381835,0.012800999301420856,1.3583984375,-0.014695799851753327,0.24509274032471814,0.3397090628320016,0.5416666666666666,-0.002436919487988229,14.763007252913582,-14.765444172401573
all,5,1,True,0.9804780845876344,0.04066126851248806,0.1194579301524803,0.12426224732878074,1.62109375,0.02946439398528379,0.1535928263569863,0.25484826943099964,0.5172413793103449,0.006901071370300505,13.13186230800392,-13.12496123663362
all,6,1,True,0.5556300559858006,0.24717153523230911,0.16641110038562262,0.5390273875758403,0.80859375,0.013448993247047554,0.19941034403795824,0.2855613433034703,0.4722222222222222,0.028404473157269364,13.123179159515841,-13.094774686358575
all,7,1,True,0.9894482449196067,0.004458350552402204,0.0408565215265837,0.0417325789444277,1.77734375,-0.012723632130177845,0.10003183953510679,0.13363227215235654,0.5405405405405406,-0.00011299733885698494,11.440762586058671,-11.440875583397524
all,8,1,True,0.778605176728211,0.21442689678544338,0.08228350306276173,0.1357307343820192,1.2255859375,0.015375188381306061,0.21979695540744712,0.3253161250718959,0.4782608695652174,0.011902618656074839,12.319086822277871,-12.307184203621798
all,9,1,True,0.9947953594002349,0.018353053624843442,0.05573122865168965,0.05631591130710671,0.65234375,0.005384733564595038,0.14083919517504356,0.2067601140153371,0.5,0.0003455057307521194,11.81071979757488,-11.810374291844129
K,0,1,True,0.9975961062665455,0.09514142408763554,0.07236285570548584,0.07271201946002304,0.58984375,-0.007067522772659376,0.5845029496602352,0.8219304006219555,0.5151515151515151,-0.0006992214200675109,11.561579811494939,-11.562279032915008
K,1,1,True,0.8763163509033208,0.5285949504574158,0.08273572427221967,0.10773857890948528,1.2177734375,0.03689654417654979,0.5081840188312678,0.7428194029865551,0.4827586206896552,0.029873524428374734,14.545523538469828,-14.515650014041455
K,2,1,True,0.9895609574833478,0.19333448211099594,0.0358721185430734,0.03663295241356424,0.7724609375,-0.02087196282160479,0.5785024023549185,0.7996724398588754,0.5,-0.0031428563724184523,12.721918379657783,-12.7250612360302
K,3,1,True,0.9006131283441885,0.4880210799181424,0.16055868070808083,0.19795079217108197,1.2880859375,-0.040013763245811504,0.5491881934975155,0.7465303261653926,0.5,-0.04167707473850005,15.430661019998649,-15.472338094737148
K,4,1,True,0.9535313513260716,0.3095882044555647,0.01163895067278448,0.012800999301420856,1.3583984375,-0.031633773245886496,0.5296084620821988,0.734178153508104,0.5416666666666666,-0.005245645645636915,14.762776076340478,-14.768021721986115
K,5,1,True,0.9898042672810494,0.1363785840014447,0.12174127543627145,0.12426224732878074,1.62109375,0.08452077488528789,0.4394413114490662,0.7293919280827801,0.5172413793103449,0.019796229308086215,13.133035771016015,-13.11323954170793
K,6,1,True,0.8944880196463497,0.7437438017454491,0.4312805655606815,0.5390273875758403,0.80859375,0.04244818067029735,0.5974558747703795,0.8576282517781753,0.4722222222222222,0.08965118699045162,13.125784158501538,-13.036132971511089
K,7,1,True,0.9901556744271027,0.0019994654151332925,0.04091496509153392,0.0417325789444277,1.77734375,0.03076538570123678,0.21422731900860292,0.32308916460176973,0.4594594594594595,0.00027322439674306274,11.440848231665495,-11.440575007268754
K,8,1,True,0.8793531216788973,0.4623122963348052,0.10495540726771437,0.1357307343820192,1.2255859375,0.03390450545792544,0.4746414621718435,0.7032051851310159,0.4782608695652174,0.02624698892659775,12.320009105063168,-12.293762116136566
K,9,1,True,0.9975250871700558,0.07330281916723468,0.05603750231011358,0.05631591130710671,0.65234375,0.022040101466060353,0.574611133009712,0.843633546384482,0.5,0.0014141797865266765,11.810777522807996,-11.80936334302147
Kc,0,1,True,0.9975684165776616,0.09485064624194026,0.07235883869471202,0.07271201946002304,0.58984375,-0.007046502450111313,0.5827645130216367,0.8194858040229995,0.5151515151515151,-0.0006971417861908162,11.561579811494939,-11.56227695328113
Kc,1,1,True,0.8752415150300514,0.5268111468265128,0.08253289161262845,0.10773857890948528,1.2177734375,0.036773441537558474,0.5064884997736567,0.7403410400167325,0.4827586206896552,0.029773853584528012,14.545523538469828,-14.515749684885304
Kc,2,1,True,0.9894430931840555,0.19273029872700007,0.03586357376311192,0.03663295241356424,0.7724609375,-0.020806606759217593,0.5766909465075394,0.7971684376088007,0.5,-0.0031330151936608337,12.721918379657783,-12.725051394851443
Kc,3,1,True,0.8997286005991669,0.48638680310499743,0.1602434535316622,0.19795079217108197,1.2880859375,-0.03987983011789281,0.5473499636834571,0.7440315574028735,0.5,-0.04153757421344477,15.430661019998649,-15.472198594212093
Kc,4,1,True,0.9531898376481656,0.30853473867950787,0.011630615028583358,0.012800999301420856,1.3583984375,-0.031525937424949184,0.5278030889817444,0.7316754263347622,0.5416666666666666,-0.005227763855180032,14.762776076340478,-14.768003840195655
Kc,5,1,True,0.9897386556293858,0.13590157134311462,0.12172513612129673,0.12426224732878074,1.62109375,0.0842476446515035,0.43802124983352264,0.7270348864192594,0.5172413793103449,0.019732257476944046,13.133035771016015,-13.11330351353907
Kc,6,1,True,0.8926858818106597,0.7415754236272938,0.4295445018846419,0.5390273875758403,0.80859375,0.042324729642627325,0.5957183081523714,0.8551340320644211,0.4722222222222222,0.08939045658950058,13.125784158501538,-13.03639370191204
Kc,7,1,True,0.9901556175776002,0.001971111928475809,0.04091496039329221,0.0417325789444277,1.77734375,0.03057521868001969,0.2129031369712047,0.32109208565673353,0.4594594594594595,0.0002715355419321063,11.440848231665495,-11.440576696123564
Kc,8,1,True,0.8784902274440703,0.4606688902570625,0.10474952642539087,0.1357307343820192,1.2255859375,0.033783853597193984,0.4729524130375805,0.7007027739347417,0.4782608695652174,0.026153586943297277,12.320009105063168,-12.29385551811987
Kc,9,1,True,0.9975091801888327,0.07308603372214151,0.05603571512620959,0.05631591130710671,0.65234375,0.021974507117395268,0.5729010118896468,0.84112277786228,0.5,0.0014099709945601154,11.810777522807996,-11.809367551813438
KU,0,1,True,0.9974821684284088,0.09430618590061235,0.07234632717965123,0.07271201946002304,0.58984375,-0.007007099460296862,0.5795057808586308,0.8149033617379502,0.5151515151515151,-0.0006932434733902479,11.561579811494939,-11.562273054968328
KU,1,1,True,0.8744835388455536,0.5256885214891969,0.08239000333094115,0.10773857890948528,1.2177734375,0.036695681236245385,0.5054174904607586,0.7387755313251574,0.4827586206896552,0.029710894456168483,14.545523538469828,-14.515812644013662
KU,2,1,True,0.98919829025337,0.19148738614465033,0.03584582959584824,0.03663295241356424,0.7724609375,-0.020672104349788323,0.5729629805446628,0.7920152150377123,0.5,-0.003112762103034261,12.721918379657783,-12.725031141760816
KU,3,1,True,0.897602192556846,0.48239405878817027,0.15948691358367992,0.19795079217108197,1.2880859375,-0.03955261427800446,0.542858932062959,0.7379267442620121,0.5,-0.04119675650702533,15.430661019998649,-15.471857776505674
KU,4,1,True,0.9522747555993951,0.30677935200317696,0.011608294483663737,0.012800999301420856,1.3583984375,-0.03134588364306532,0.5247886522980657,0.7274966155401064,0.5416666666666666,-0.005197906577972598,14.762776076340478,-14.767973982918448
KU,5,1,True,0.9891115306044876,0.13290248931579987,0.1215709283533427,0.12426224732878074,1.62109375,0.08249179343360523,0.4288922095123723,0.7118823549027474,0.5172413793103449,0.019321006711820653,13.133035771016015,-13.113714764304197
KU,6,1,True,0.8874314386691019,0.7353538847237445,0.4245026956067935,0.5390273875758403,0.80859375,0.04197144602933282,0.5907458601725066,0.8479962465841657,0.4722222222222222,0.08864431635979009,13.125784158501538,-13.037139842141752
KU,7,1,True,0.9896774640076357,0.0019507301644404748,0.040875453652499255,0.0417325789444277,1.77734375,0.030314619505153205,0.21108851767438574,0.3183553486458209,0.4594594594594595,0.00026922118601809046,11.440848231665495,-11.440579010479478
KU,8,1,True,0.8755691303302168,0.4552621068744427,0.10405407231162403,0.1357307343820192,1.2255859375,0.03338771539446772,0.4674067307388823,0.6924865668429938,0.4782608695652174,0.025846918703193864,12.320009105063168,-12.294162186359971
KU,9,1,True,0.9973065628505228,0.0723917244076976,0.056012953121481565,0.05631591130710671,0.65234375,0.02176701094184217,0.5674913447557016,0.8331804036081205,0.5,0.001396657222039574,11.810777522807996,-11.809380865585958
KUc,0,1,True,0.9974547190651073,0.09401540805491707,0.07234234548783351,0.07271201946002304,0.58984375,-0.006986079137748798,0.5777673442200322,0.8124587651389941,0.5151515151515151,-0.000691163839513553,11.561579811494939,-11.562270975334453
KUc,1,1,True,0.8734123834023214,0.5239047178582938,0.08218828781236143,0.10773857890948528,1.2177734375,0.036572578597254046,0.5037219714031476,0.7362971683553348,0.4827586206896552,0.029611223612321748,14.545523538469828,-14.515912314857509
KUc,2,1,True,0.9890815110413526,0.19088320276065449,0.03583736657951495,0.03663295241356424,0.7724609375,-0.020606748287401104,0.5711515246972838,0.7895112127876377,0.5,-0.0031029209242766395,12.721918379657783,-12.72502130058206
KUc,3,1,True,0.896724950078566,0.4807597819750253,0.15917532716184335,0.19795079217108197,1.2880859375,-0.039418681150085816,0.5410207022489008,0.735427975499493,0.5,-0.041057255981970096,15.430661019998649,-15.471718275980619
KUc,4,1,True,0.9519358995466852,0.30572588622712016,0.011600034596542715,0.012800999301420856,1.3583984375,-0.031238047822127957,0.5229832791976113,0.7249938883667645,0.5416666666666666,-0.005180024787515706,14.762776076340478,-14.767956101127993
KUc,5,1,True,0.989047549502234,0.13242547665746976,0.12155520112706347,0.12426224732878074,1.62109375,0.08221866319982084,0.42747214789682875,0.7095253132392266,0.5172413793103449,0.019257034880678484,13.133035771016015,-13.113778736135338
KUc,6,1,True,0.8856354835125477,0.7331855066055892,0.42278624445570817,0.5390273875758403,0.80859375,0.04184799500166275,0.5890082935544984,0.8455020268704115,0.4722222222222222,0.08838358595883895,13.125784158501538,-13.037400572542703
KUc,7,1,True,0.9896774085268906,0.0019223766777829914,0.0408754490695909,0.0417325789444277,1.77734375,0.03012445248393571,0.20976433563698818,0.316358269700785,0.4594594594594595,0.0002675323312071304,11.440848231665495,-11.440580699334289
KUc,8,1,True,0.8747157491116425,0.45361870079670014,0.10385133670988772,0.1357307343820192,1.2255859375,0.03326706353373627,0.46571768160461924,0.6899841556467196,0.4782608695652174,0.025753516719893395,12.320009105063168,-12.294255588343274
KUc,9,1,True,0.9972908504324399,0.07217493896260442,0.05601118818372348,0.05631591130710671,0.65234375,0.02170141659317707,0.5657812236356365,0.8306696350859187,0.5,0.0013924484300730118,11.810777522807996,-11.809385074377925
all,0,2,True,0.9927202155656318,0.008160390808459435,0.07165721719758891,0.07271201946002304,0.58984375,-0.000787203156318341,0.06386911880030718,0.0897987164242872,0.5151515151515151,-7.78815048140865e-05,11.561563865010015,-11.561641746514827
all,1,2,True,0.6978148371871081,0.042719986662294374,0.05246282123991716,0.10773857890948528,1.2177734375,0.003263139846104839,0.04602023591791635,0.06719067059528848,0.4827586206896552,0.0026420221752846934,14.54408364328364,-14.541441621108353
all,2,2,True,0.9703362751987317,0.010773707648075071,0.03449184744991865,0.03663295241356424,0.7724609375,-0.0011282313570784518,0.031024461463020334,0.04287719236782009,0.5,-0.0001698867107259296,12.72202002222719,-12.722189908937919
all,3,2,True,0.7583358172646917,0.04456636509021915,0.11383619782158957,0.19795079217108197,1.2880859375,-0.0037362443338995357,0.050138258508887534,0.06807707767653208,0.5,-0.0038915543481536454,15.433077276559763,-15.436968830907917
all,4,2,True,0.899186259923667,0.04714363275324022,0.010350067875558254,0.012800999301420856,1.3583984375,-0.004772908544802601,0.07949858136428131,0.11018247262103435,0.5416666666666666,-0.0007914638171822476,14.763068826471484,-14.763860290288667
all,5,2,True,0.9785842176948274,0.004492669149715778,0.11899689196042301,0.12426224732878074,1.62109375,0.008637130671460132,0.04505103552181165,0.07474486215229818,0.5172413793103449,0.002022965591219296,13.131557259836892,-13.129534294245673
all,6,2,True,0.50188256545978,0.07111549978082936,0.13577351157715972,0.5390273875758403,0.80859375,0.003841517874125408,0.05783362302658672,0.08276324706230175,0.4722222222222222,0.008113342711560943,13.122442533633112,-13.114329190921552
all,7,2,True,0.9802962920784883,0.006836251080367537,0.040104207945699556,0.0417325789444277,1.77734375,-0.030392909008583605,0.2389353325271947,0.31919216816747414,0.5405405405405406,-0.00026991646747998434,11.440705282527587,-11.440975198995064
all,8,2,True,0.7486562191996045,0.06808178552353904,0.07607519465290122,0.1357307343820192,1.2255859375,0.004812696761650458,0.06927470654822823,0.10249878569011607,0.4782608695652174,0.0037257230832306513,12.318884551292552,-12.315158828209322
all,9,2,True,0.9929697485207283,0.0055679362821639666,0.05552686465170646,0.05631591130710671,0.65234375,0.0015000318121767265,0.039259626728326835,0.0576344338957971,0.5,9.624795381245991e-05,11.81069309330813,-11.810596845354318
K,0,2,True,0.9959345133329476,0.07781449661244122,0.07212200176620426,0.07271201946002304,0.58984375,-0.00581455795223301,0.48087942315490007,0.6762145805325974,0.5151515151515151,-0.000575260045026409,11.561579811494939,-11.562155071539967
K,1,2,True,0.7999722791760393,0.39153725716351867,0.0689479120213741,0.10773857890948528,1.2177734375,0.02742750957401685,0.37776497373744866,0.552184133822702,0.4827586206896552,0.02220685962751031,14.545523538469828,-14.523316678842319
K,2,2,True,0.9829158897451661,0.15517439935229538,0.03539196156102277,0.03663295241356424,0.7724609375,-0.016744639619903266,0.46410653034770843,0.6415413314911256,0.5,-0.002521372703806742,12.721918379657783,-12.72443975236159
K,3,2,True,0.8404259208426729,0.3644897964347682,0.13981575796447604,0.19795079217108197,1.2880859375,-0.029884118102611514,0.41015899289996316,0.5575431707649479,0.5,-0.031126355599334313,15.430661019998649,-15.461787375597984
K,4,2,True,0.9257963672376861,0.22667808452164237,0.01097172259412052,0.012800999301420856,1.3583984375,-0.023138112913306162,0.38737523659444617,0.5370050825840735,0.5416666666666666,-0.0038368594321173074,14.762776076340478,-14.766612935772594
K,5,2,True,0.9840931291289668,0.09673986713313701,0.12034044217910564,0.12426224732878074,1.62109375,0.06166651611330151,0.3206172062442975,0.5321657207600696,0.5172413793103449,0.01444336608681758,13.133035771016015,-13.118592404929199
K,6,2,True,0.808145090327602,0.6378421000900395,0.3520379712884522,0.5390273875758403,0.80859375,0.03641078893515962,0.5124799086985948,0.7356480482136603,0.4722222222222222,0.07690012612436885,13.125784158501538,-13.048884032377172
K,7,2,True,0.981530944219258,0.004888202133465978,0.04020529152159784,0.0417325789444277,1.77734375,-0.017070871631722027,0.13419806717276048,0.17927334661354233,0.5405405405405406,-0.00015160474985587494,11.440848231665495,-11.440999836415353
K,8,2,True,0.8116030418814117,0.3243474191743229,0.08940576654511531,0.1357307343820192,1.2255859375,0.02378377402425064,0.3329576741015761,0.4932935310498053,0.4782608695652174,0.018412079604638087,12.320009105063168,-12.301597025458532
K,9,2,True,0.9954066902068586,0.062198044836154015,0.055799746634238485,0.05631591130710671,0.65234375,0.018653606237082683,0.48632125542219934,0.7140079643863236,0.5,0.001196888903934143,11.810777522807996,-11.809580633904062
Kc,0,2,True,0.9958975203689866,0.07733923258838059,0.07211664407043966,0.07271201946002304,0.58984375,-0.005780207149167053,0.4780385202867989,0.6722196914839387,0.5151515151515151,-0.0005718615675014189,11.561579811494939,-11.562151673062441
Kc,1,2,True,0.7986843688960908,0.3888966978720823,0.0687260862243756,0.10773857890948528,1.2177734375,0.027245298577062576,0.3752553425843415,0.5485157722729727,0.4827586206896552,0.022059331321266074,14.545523538469828,-14.523464207148566
Kc,2,2,True,0.9827634178355277,0.1542129669856063,0.035380982266699834,0.03663295241356424,0.7724609375,-0.016640645401578825,0.4612241514528284,0.6375569764494116,0.5,-0.002505713472590724,12.721918379657783,-12.724424093130374
Kc,3,2,True,0.8393713244133092,0.36205552843301025,0.1394650865175207,0.19795079217108197,1.2880859375,-0.02968464146286165,0.40742117954418905,0.5538215672751684,0.5,-0.030918587017999734,15.430661019998649,-15.46157960701665
Kc,4,2,True,0.9254207440501062,0.22512310931870108,0.010962821290321483,0.012800999301420856,1.3583984375,-0.02297894793231745,0.3847105174620317,0.5333110733068009,0.5416666666666666,-0.0038104660239401816,14.762776076340478,-14.766586542364417
