seed,k,act,task,floor_acc,online_acc,online_ce,train_acc,train_ce,zmean_l1,gate_mean_l1,lowgate_l1,tinygate_l1,neggate_l1,zmed_l1,zmean_l2,gate_mean_l2,lowgate_l2,tinygate_l2,neggate_l2,zmed_l2,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1
0,0,LR,1,0.11666666666666667,0.8567395806312561,0.4328807294368744,1.0,0.003140996675938368,-0.3634099066257477,0.47257745265960693,0.0,0.0,0.0,-0.2916916608810425,0.8998146653175354,0.8073999881744385,0.0,0.0,0.0,0.956233024597168,3.022515296936035,1.6505634784698486,2.462571382522583,3.014975070953369
0,0,ELU1,1,0.11666666666666667,0.7906354069709778,0.609719455242157,1.0,0.008020377717912197,-0.6805965304374695,0.586345911026001,0.04721667245030403,0.0,0.0,-0.6835296154022217,0.2252614051103592,0.7774797081947327,0.009491666220128536,0.0,0.0,0.2279108166694641,3.46951961517334,1.6134209632873535,2.4304871559143066,3.4625515937805176
0,0,R,1,0.11666666666666667,0.8619478940963745,0.4157384932041168,1.0,0.001563242869451642,-0.31487539410591125,0.37304165959358215,0.6269583702087402,0.6269583702087402,0.0,-0.40550535917282104,1.4429535865783691,0.8869001269340515,0.11309999227523804,0.11309999227523804,0.0,1.5892767906188965,2.2600417137145996,1.6037133932113647,2.7109782695770264,2.250880002975464
0,0,GELU,1,0.11666666666666667,0.8679583072662354,0.3884047269821167,1.0,0.0012186081148684025,-0.08429151773452759,0.5143332481384277,0.12154166400432587,0.0009250000002793968,0.2915416657924652,-0.06750285625457764,1.6008987426757812,0.9414888024330139,0.013000000268220901,2.499999936844688e-05,0.026991670951247215,1.583071231842041,2.9757347106933594,1.6343119144439697,2.220731496810913,2.9679043292999268
0,0,SILU,1,0.11666666666666667,0.8331145644187927,0.4839000999927521,1.0,0.002976532094180584,-0.05770493671298027,0.5141441822052002,0.08512499183416367,0.0,0.19710832834243774,-0.11445793509483337,1.6900639533996582,0.9062944650650024,0.012533333152532578,0.0,0.01754166930913925,1.6912472248077393,3.3551695346832275,1.7220889329910278,2.263603687286377,3.347243070602417
0,25,LR,1,0.11666666666666667,0.8631874918937683,0.4075528383255005,1.0,0.0014136466197669506,-0.17157620191574097,0.520667552947998,0.0,0.0,0.0,-0.13661718368530273,1.3290305137634277,0.8982999920845032,0.0,0.0,0.0,1.3504254817962646,2.74019718170166,1.632815957069397,2.5196707248687744,2.7335000038146973
0,25,ELU1,1,0.11666666666666667,0.7901874780654907,0.6128700375556946,1.0,0.009252232499420643,-0.6424480676651001,0.5976229906082153,0.04360000044107437,0.0,0.0,-0.6070574522018433,0.2184908092021942,0.7789415717124939,0.00912499986588955,0.0,0.0,0.24741525948047638,3.439821720123291,1.5974420309066772,2.3819940090179443,3.43290376663208
0,25,R,1,0.11666666666666667,0.8637708425521851,0.409187912940979,1.0,0.001130376011133194,-0.23482322692871094,0.39721670746803284,0.6027832627296448,0.6027832627296448,0.0,-0.25832489132881165,1.452541470527649,0.8986583948135376,0.10134166479110718,0.10134166479110718,0.0,1.592379093170166,2.289429187774658,1.618575096130371,2.6841084957122803,2.2812447547912598
0,25,GELU,1,0.11666666666666667,0.8636354207992554,0.40054866671562195,1.0,0.00675832387059927,-0.35754820704460144,0.42000800371170044,0.15027500689029694,0.0009166667005047202,0.3573916554450989,-0.3464151620864868,0.9425511360168457,0.809683084487915,0.030033335089683533,0.0,0.06909167021512985,0.9097568988800049,3.1835668087005615,1.6685409545898438,2.231234312057495,3.176175594329834
0,25,SILU,1,0.11666666666666667,0.8325833082199097,0.4884154796600342,1.0,0.003366156481206417,-0.16262216866016388,0.4860789477825165,0.09430002421140671,0.0,0.21335001289844513,-0.19031751155853271,1.3540481328964233,0.8497307300567627,0.01912499964237213,0.0,0.02619166672229767,1.3398722410202026,3.424023389816284,1.7194067239761353,2.2643678188323975,3.415454626083374
0,107,LR,1,0.11666666666666667,0.8572395443916321,0.4268017113208771,1.0,0.002744395984336734,-0.26926255226135254,0.49768000841140747,0.0,0.0,0.0,-0.2007283866405487,0.9394569993019104,0.8041450381278992,0.0,0.0,0.0,0.9590704441070557,3.0249149799346924,1.6523751020431519,2.4642961025238037,3.0186517238616943
0,107,ELU1,1,0.11666666666666667,0.7896978855133057,0.6130231618881226,0.8741666674613953,0.44511130452156067,-0.826768159866333,0.5423609018325806,0.05680833011865616,0.0,0.0,-0.8085975646972656,0.11411712318658829,0.7527599334716797,0.01055833324790001,0.0,0.0,0.10711024701595306,3.4482100009918213,1.6112213134765625,2.4015109539031982,3.4408044815063477
0,107,R,1,0.11666666666666667,0.8696666359901428,0.3914407789707184,1.0,0.000989168300293386,-0.25571751594543457,0.40843334794044495,0.5915666818618774,0.5915666818618774,0.0,-0.22349119186401367,1.420913577079773,0.8895000219345093,0.11050000041723251,0.11050000041723251,0.0,1.550133466720581,2.336660146713257,1.6083320379257202,2.5564427375793457,2.3286468982696533
0,107,GELU,1,0.11666666666666667,0.8671875,0.39179033041000366,1.0,0.0012407726608216763,-0.1376626342535019,0.4883130192756653,0.12685000896453857,0.0005333333392627537,0.3092583417892456,-0.197598397731781,1.4521876573562622,0.9116765856742859,0.017391668632626534,0.0,0.03907500207424164,1.4150166511535645,3.0632846355438232,1.653833270072937,2.2323131561279297,3.0562920570373535
0,107,SILU,1,0.11666666666666667,0.8332708477973938,0.4859718680381775,0.9991666674613953,0.0064161391928792,-0.2562941312789917,0.4558238089084625,0.10066667199134827,0.0,0.22950001060962677,-0.21909473836421967,1.1465457677841187,0.8069726824760437,0.02500833570957184,0.0,0.03675832971930504,1.1092541217803955,3.457075834274292,1.7312328815460205,2.274602174758911,3.449202537536621
0,270,LR,1,0.11666666666666667,0.8629270792007446,0.4092875123023987,1.0,0.0013331938534975052,-0.12892340123653412,0.5284600257873535,0.0,0.0,0.0,-0.09821425378322601,1.4147181510925293,0.9155200123786926,0.0,0.0,0.0,1.405548334121704,2.76418137550354,1.6530529260635376,2.539532423019409,2.7564198970794678
0,270,ELU1,1,0.11666666666666667,0.7907083034515381,0.6102637052536011,0.9991666674613953,0.017221171408891678,-0.7400643229484558,0.5696760416030884,0.0502583310008049,0.0,0.0,-0.6847649812698364,0.16633233428001404,0.7700896263122559,0.007208332885056734,0.0,0.0,0.17953532934188843,3.4382200241088867,1.6026437282562256,2.3834683895111084,3.4299063682556152
