seed,k,act,late_online_acc,floor_thr,floor_verdict,first_floor_task,neggate_l2_t50,neggate_l2_t100,neggate_l2_t150,tinygate_l2_t150,zmed_l2_t150
0,0,LR,0.44290623962879183,0.1162460908847784,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-11.573038101196289
0,0,ELU1,0.09964999854564667,0.1162460908847784,AT_FLOOR,14,0.0,0.0,0.0,1.0,-196.5992889404297
0,0,R,0.11208854094147683,0.1162460908847784,AT_FLOOR,5,0.0,0.0,0.0,1.0,-0.004251896403729916
0,0,GELU,0.1749270811676979,0.1162460908847784,ABOVE_FLOOR,,0.012133334763348103,0.0375250019133091,0.18227501213550568,0.004924999549984932,-0.1050129383802414
0,0,SILU,0.11216145679354668,0.1162460908847784,AT_FLOOR,35,0.7912916541099548,0.3426666557788849,0.16869999468326569,0.9999417066574097,-137.63491821289062
0,25,LR,0.4672552078962326,0.1162460908847784,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-12.79509162902832
0,25,ELU1,0.09964895695447921,0.1162460908847784,AT_FLOOR,13,0.0,0.0,0.0,1.0,-188.27659606933594
0,25,R,0.11154270693659782,0.1162460908847784,AT_FLOOR,8,0.0,0.0,0.0,0.9599999785423279,-0.6584552526473999
0,25,GELU,0.11208854094147683,0.1162460908847784,AT_FLOOR,54,0.03642499819397926,4.166666985838674e-05,1.6666666851961054e-05,1.0,-191.61154174804688
0,25,SILU,0.11211145743727684,0.1162460908847784,AT_FLOOR,82,0.9744666814804077,0.4150416851043701,0.12160834670066833,0.9997833371162415,-181.12811279296875
0,107,LR,0.4377885371446609,0.1162460908847784,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-16.240222930908203
0,107,ELU1,0.09965416491031646,0.1162460908847784,AT_FLOOR,19,0.0,0.0,0.0,0.9999916553497314,-209.57321166992188
0,107,R,0.11208854094147683,0.1162460908847784,AT_FLOOR,9,0.0,0.0,0.0,1.0,-0.6213515400886536
0,107,GELU,0.17793333381414414,0.1162460908847784,ABOVE_FLOOR,,0.01598333567380905,0.07697500288486481,0.3382583558559418,0.007574999239295721,-0.26025235652923584
0,107,SILU,0.11206979155540467,0.1162460908847784,AT_FLOOR,54,0.7317084670066833,0.11305833607912064,0.04048333317041397,1.0,-222.27174377441406
0,270,LR,0.4315552055835724,0.1162460908847784,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-17.539262771606445
0,270,ELU1,0.10058749914169311,0.1162460908847784,AT_FLOOR,19,0.0,0.0,0.0,0.9999833703041077,-200.28219604492188
0,270,R,0.11255416572093964,0.1162460908847784,AT_FLOOR,9,0.0,0.0,0.0,1.0,-0.6671979427337646
0,270,GELU,0.11208854094147683,0.1162460908847784,AT_FLOOR,22,0.0018749999580904841,0.0006500000017695129,0.0007250000489875674,1.0,-60.62779998779297
0,270,SILU,0.22585728615522385,0.1162460908847784,ABOVE_FLOOR,,0.6124916672706604,0.9332082867622375,0.9655666351318359,0.004058333113789558,-5.347015380859375
0,784,LR,0.4509645730257034,0.1162460908847784,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-22.276782989501953
0,784,ELU1,0.09997395649552346,0.1162460908847784,AT_FLOOR,30,0.0,0.0,0.0,1.0,-172.76669311523438
0,784,R,0.1129093736410141,0.1162460908847784,AT_FLOOR,8,0.0,0.0,0.0,0.9800000190734863,-0.8861227631568909
0,784,GELU,0.11207708269357682,0.1162460908847784,AT_FLOOR,17,0.004925000015646219,0.001500000013038516,0.00024166665389202535,1.0,-54.882144927978516
0,784,SILU,0.11328541561961174,0.1162460908847784,AT_FLOOR,28,0.8182249665260315,0.7507416605949402,0.571066677570343,0.987375020980835,-84.14363098144531
1,0,LR,0.4583395779132843,0.11953097586959913,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-11.881914138793945
1,0,ELU1,0.10019791573286056,0.11953097586959913,AT_FLOOR,11,0.0,0.0,0.0,1.0,-187.24679565429688
1,0,R,0.11361041590571404,0.11953097586959913,AT_FLOOR,5,0.0,0.0,0.0,1.0,-0.004888603929430246
1,0,GELU,0.16863124817609787,0.11953097586959913,ABOVE_FLOOR,,0.015000001527369022,0.05283333361148834,0.22368334233760834,0.004124999511986971,-0.13075873255729675
1,0,SILU,0.11365937367081642,0.11953097586959913,AT_FLOOR,31,0.8402499556541443,0.39905837178230286,0.22379165887832642,0.9991000294685364,-133.1922607421875
1,25,LR,0.455259370803833,0.11953097586959913,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-13.32797908782959
1,25,ELU1,0.10019583255052567,0.11953097586959913,AT_FLOOR,14,0.0,0.0,0.0,1.0,-176.1984100341797
1,25,R,0.11361041590571404,0.11953097586959913,AT_FLOOR,15,0.0,0.0,0.0,1.0,-13.655261993408203
1,25,GELU,0.18106354027986526,0.11953097586959913,ABOVE_FLOOR,,0.013816666789352894,0.033525001257658005,0.16966664791107178,0.008608332835137844,-0.17088153958320618
1,25,SILU,0.11368124857544899,0.11953097586959913,AT_FLOOR,47,0.8691083788871765,0.46474167704582214,0.23386667668819427,0.9998416304588318,-131.36212158203125
1,107,LR,0.43671353459358214,0.11953097586959913,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-15.39303207397461
1,107,ELU1,0.100187499076128,0.11953097586959913,AT_FLOOR,19,0.0,0.0,0.0,1.0,-192.57525634765625
1,107,R,0.12002395763993264,0.11953097586959913,ABOVE_FLOOR,39,0.0,0.0,0.0,0.9752333164215088,-10.908823013305664
1,107,GELU,0.1845499962568283,0.11953097586959913,ABOVE_FLOOR,,0.014491668902337551,0.06170833483338356,0.29040005803108215,0.004916666075587273,-0.25374218821525574
1,107,SILU,0.22071353942155839,0.11953097586959913,ABOVE_FLOOR,,0.19624166190624237,0.8158917427062988,0.9618000984191895,0.00426666671410203,-4.238194465637207
1,270,LR,0.43481041193008424,0.11953097586959913,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-18.149860382080078
1,270,ELU1,0.10105103999376297,0.11953097586959913,AT_FLOOR,35,0.0,0.0,0.0,1.0,-197.62924194335938
1,270,R,0.11406458094716072,0.11953097586959913,AT_FLOOR,7,0.0,0.0,0.0,1.0,-0.6745611429214478
1,270,GELU,0.11360937431454658,0.11953097586959913,AT_FLOOR,39,0.00013333333481568843,8.333333425980527e-06,0.0,1.0,-126.28450012207031
1,270,SILU,0.2044854134321213,0.11953097586959913,ABOVE_FLOOR,,0.526324987411499,0.939799964427948,0.9836167097091675,0.005216666497290134,-5.312391757965088
1,784,LR,0.444666662812233,0.11953097586959913,ABOVE_FLOOR,,0.0,0.0,0.0,0.0,-23.795316696166992
1,784,ELU1,0.10028958171606064,0.11953097586959913,AT_FLOOR,27,0.0,0.0,0.0,0.9999333024024963,-183.8404541015625
1,784,R,0.11361041590571404,0.11953097586959913,AT_FLOOR,38,0.0,0.0,0.0,1.0,-33.44072341918945
1,784,GELU,0.11361041590571404,0.11953097586959913,AT_FLOOR,15,0.00570000009611249,0.0038833331782370806,0.005441667046397924,1.0,-43.718040466308594
