arm,arm_kind,T0b_window,M_40,M_40_ci_lo,M_40_ci_hi,M_1,M_1_ci_lo,M_1_ci_hi,baseline_gate,guard,n_seed_contrib,n_seed_total,n_pair_window,strict_off_in_window_k40,ci_method,bootstrap_B,bootstrap_seed,window_lo,window_hi,spec_vault_commit
C,pre-registered (new seeds),H_POSITIVE,9.861239708319324e-05,3.906182720649411e-05,0.00025054269124777666,1.4544096095125936e-05,-6.178449979355484e-05,8.072114294873866e-05,PASS,PASS,10,10,163072,0,studentized,10000,20260829,0.1,0.9,b44078c
