seed,k,variant,n,sum_H,mean_H,sum_F0,mean_F0,sum_D,mean_D,sum_F_path,mean_F_path,sum_T1,mean_T1,sum_T2,mean_T2
10,1,main,13585,1.318876825661588,9.708331436596157e-05,-3.5701246055705464,-0.00026279901402801223,-2.2512477799089585,-0.0001657156996620507,-3.5701246055705464,-0.00026279901402801223,0.0,0.0,1.318876825661588,9.708331436596157e-05
10,1,win_lo_m1,23729,2.397228784192809,0.00010102527642095365,-3.484500868415184,-0.0001468456685243872,-1.087272084222375,-4.582039210343357e-05,-3.484500868415184,-0.0001468456685243872,0.0,0.0,2.397228784192809,0.00010102527642095365
10,1,win_lo_p1,6721,0.7531462643468402,0.00011205866156030951,-3.6190625356118766,-0.0005384708429715633,-2.8659162712650366,-0.0004264121814112538,-3.6190625356118766,-0.0005384708429715633,0.0,0.0,0.7531462643468402,0.00011205866156030951
10,1,win_hi_m1,13524,1.3581721376831175,0.0001004268069863293,-3.5303097737141993,-0.00026104035593864236,-2.172137636031082,-0.00016061354895231307,-3.5303097737141993,-0.00026104035593864236,0.0,0.0,1.3581721376831175,0.0001004268069863293
10,1,win_hi_p1,13585,1.318876825661588,9.708331436596157e-05,-3.5701246055705464,-0.00026279901402801223,-2.2512477799089585,-0.0001657156996620507,-3.5701246055705464,-0.00026279901402801223,0.0,0.0,1.318876825661588,9.708331436596157e-05
10,1,a_no_near,13585,1.318876825661588,9.708331436596157e-05,-3.5701246055705464,-0.00026279901402801223,-2.2512477799089585,-0.0001657156996620507,-3.5701246055705464,-0.00026279901402801223,0.0,0.0,1.318876825661588,9.708331436596157e-05
10,1,no_blip,13428,1.2498912872141097,9.30809716423972e-05,-3.5564973570453926,-0.0002648568183679917,-2.306606069831283,-0.0001717758467255945,-3.5564973570453926,-0.0002648568183679917,0.0,0.0,1.2498912872141097,9.30809716423972e-05
10,1,no_strict_off,13585,1.318876825661588,9.708331436596157e-05,-3.5701246055705464,-0.00026279901402801223,-2.2512477799089585,-0.0001657156996620507,-3.5701246055705464,-0.00026279901402801223,0.0,0.0,1.318876825661588,9.708331436596157e-05
10,2,main,13585,1.8466132804169706,0.00013593031140353114,-3.5701246055705464,-0.00026279901402801223,-1.7235113251535759,-0.00012686870262448112,-3.292804813176744,-0.0002423853377384427,0.27731979239380244,2.0413676289569558e-05,1.5692934880231681,0.00011551663511396158
10,2,win_lo_m1,23729,2.5463647065224095,0.0001073102409086944,-3.484500868415184,-0.0001468456685243872,-0.938136161892775,-3.953542761569283e-05,-3.351601223549392,-0.0001412449417821818,0.13289964486579198,5.6007267422054015e-06,2.4134650616566176,0.000101709514166489
10,2,win_lo_p1,6721,1.1630001087812487,0.0001730397424164929,-3.6190625356118766,-0.0005384708429715633,-2.456062426830628,-0.00036543110055507034,-3.203739873329129,-0.0004766760710205519,0.4153226622827475,6.179477195101139e-05,0.7476774464985013,0.00011124497046548153
10,2,win_hi_m1,13524,1.8618882845694613,0.00013767289888860258,-3.5303097737141993,-0.00026104035593864236,-1.668421489144738,-0.00012336745705003978,-3.2662684203211114,-0.0002415164463414013,0.2640413533930879,1.9523909597241043e-05,1.5978469311763734,0.00011814898929136154
10,2,win_hi_p1,13585,1.8466132804169706,0.00013593031140353114,-3.5701246055705464,-0.00026279901402801223,-1.7235113251535759,-0.00012686870262448112,-3.292804813176744,-0.0002423853377384427,0.27731979239380244,2.0413676289569558e-05,1.5692934880231681,0.00011551663511396158
10,2,a_no_near,13585,1.8466132804169706,0.00013593031140353114,-3.5701246055705464,-0.00026279901402801223,-1.7235113251535759,-0.00012686870262448112,-3.292804813176744,-0.0002423853377384427,0.27731979239380244,2.0413676289569558e-05,1.5692934880231681,0.00011551663511396158
10,2,no_blip,13428,1.857676031975497,0.00013834346380514574,-3.5564973570453926,-0.0002648568183679917,-1.6988213250698956,-0.00012651335456284596,-3.2623901357579683,-0.00024295428476005126,0.2941072212874243,2.1902533607940445e-05,1.5635688106880727,0.0001164409301972053
10,2,no_strict_off,13585,1.8466132804169706,0.00013593031140353114,-3.5701246055705464,-0.00026279901402801223,-1.7235113251535759,-0.00012686870262448112,-3.292804813176744,-0.0002423853377384427,0.27731979239380244,2.0413676289569558e-05,1.5692934880231681,0.00011551663511396158
10,5,main,13585,2.514650965326026,0.00018510496616312298,-3.5701246055705464,-0.00026279901402801223,-1.0554736402445206,-7.769404786488926e-05,-2.865408797979209,-0.0002109244606536039,0.704715807591337,5.187455337440832e-05,1.8099351577346885,0.00013323041278871464
10,5,win_lo_m1,23729,2.6755910347142624,0.00011275616480737757,-3.484500868415184,-0.0001468456685243872,-0.808909833700922,-3.408950371700965e-05,-3.1482036628052446,-0.00013267325478550485,0.33629720560993975,1.417241373888237e-05,2.339293829104322,9.858375106849519e-05
10,5,win_lo_p1,6721,2.194102485212693,0.00032645476643545503,-3.6190625356118766,-0.0005384708429715633,-1.424960050399183,-0.00021201607653610816,-2.4255400371883296,-0.00036088975408247727,1.193522498423547,0.000177581088889086,1.000579986789146,0.000148873677546369
10,5,win_hi_m1,13524,2.524468362107141,0.00018666580613037125,-3.5303097737141993,-0.00026104035593864236,-1.0058414116070586,-7.437454980827113e-05,-2.8679846270411797,-0.00021206629895305972,0.6623251466730196,4.897405698558264e-05,1.8621432154341213,0.0001376917491447886
10,5,win_hi_p1,13585,2.514650965326026,0.00018510496616312298,-3.5701246055705464,-0.00026279901402801223,-1.0554736402445206,-7.769404786488926e-05,-2.865408797979209,-0.0002109244606536039,0.704715807591337,5.187455337440832e-05,1.8099351577346885,0.00013323041278871464
10,5,a_no_near,13585,2.514650965326026,0.00018510496616312298,-3.5701246055705464,-0.00026279901402801223,-1.0554736402445206,-7.769404786488926e-05,-2.865408797979209,-0.0002109244606536039,0.704715807591337,5.187455337440832e-05,1.8099351577346885,0.00013323041278871464
10,5,no_blip,13428,2.5470359433529515,0.00018968096092887633,-3.5564973570453926,-0.0002648568183679917,-1.0094614136924411,-7.517585743911537e-05,-2.8430214117111903,-0.00021172336995168233,0.7134759453342026,5.3133448416309395e-05,1.8335599980187485,0.0001365475125125669
10,5,no_strict_off,13585,2.514650965326026,0.00018510496616312298,-3.5701246055705464,-0.00026279901402801223,-1.0554736402445206,-7.769404786488926e-05,-2.865408797979209,-0.0002109244606536039,0.704715807591337,5.187455337440832e-05,1.8099351577346885,0.00013323041278871464
10,10,main,13585,3.0836799882552857,0.000226991533916473,-3.5701246055705464,-0.00026279901402801223,-0.4864446173152612,-3.580748011153928e-05,-2.7836733749955207,-0.0002049078671325374,0.7864512305750266,5.789114689547491e-05,2.2972287576802586,0.00016910038702099806
10,10,win_lo_m1,23729,2.9030622919428692,0.00012234237818462088,-3.484500868415184,-0.0001468456685243872,-0.5814385764723153,-2.4503290339766334e-05,-3.1297833222613276,-0.00013189697510478012,0.35471754615385687,1.49486934196071e-05,2.548344745789012,0.00010739368476501378
10,10,win_lo_p1,6721,2.7446674605579346,0.0004083718881949017,-3.6190625356118766,-0.0005384708429715633,-0.8743950750539414,-0.00013009895477666142,-2.143082815921395,-0.0003188636833687539,1.4759797196904814,0.00021960715960280932,1.2686877408674537,0.0001887647285920925
10,10,win_hi_m1,13524,3.090544015479407,0.00022852292335695114,-3.5303097737141993,-0.00026104035593864236,-0.4397657582347921,-3.251743258169122e-05,-2.8029176871638226,-0.0002072550789088896,0.7273920865503765,5.378527702975277e-05,2.363151928929031,0.00017473764632719836
10,10,win_hi_p1,13585,3.0836799882552857,0.000226991533916473,-3.5701246055705464,-0.00026279901402801223,-0.4864446173152612,-3.580748011153928e-05,-2.7836733749955207,-0.0002049078671325374,0.7864512305750266,5.789114689547491e-05,2.2972287576802586,0.00016910038702099806
10,10,a_no_near,13585,3.0836799882552857,0.000226991533916473,-3.5701246055705464,-0.00026279901402801223,-0.4864446173152612,-3.580748011153928e-05,-2.7836733749955207,-0.0002049078671325374,0.7864512305750266,5.789114689547491e-05,2.2972287576802586,0.00016910038702099806
10,10,no_blip,13428,3.0431592285563887,0.0002266278841641636,-3.5564973570453926,-0.0002648568183679917,-0.5133381284890038,-3.8228934203828107e-05,-2.6976194902691404,-0.00020089510651393657,0.8588778667762523,6.396171185405513e-05,2.184281361780137,0.0001626661723101085
10,10,no_strict_off,13585,3.0836799882552857,0.000226991533916473,-3.5701246055705464,-0.00026279901402801223,-0.4864446173152612,-3.580748011153928e-05,-2.7836733749955207,-0.0002049078671325374,0.7864512305750266,5.789114689547491e-05,2.2972287576802586,0.00016910038702099806
10,20,main,13585,3.077885202039045,0.00022656497622665033,-3.5701246055705464,-0.00026279901402801223,-0.4922394035315024,-3.6234037801361975e-05,-2.615230370023141,-0.00019250867648311674,0.9548942355474056,7.029033754489552e-05,2.122990966491639,0.00015627463868175478
10,20,win_lo_m1,23729,2.9052943523360875,0.00012243644284782703,-3.484500868415184,-0.0001468456685243872,-0.5792065160790969,-2.4409225676560196e-05,-3.035879202262217,-0.00012793961828404978,0.44862166615296695,1.8906050240337432e-05,2.4566726861831203,0.00010353039260748958
10,20,win_lo_p1,6721,2.926953945479778,0.00043549381721169145,-3.6190625356118766,-0.0005384708429715633,-0.6921085901320985,-0.00010297702575987182,-1.8523540210222782,-0.0002756069068624131,1.7667085145895989,0.00026286393610915027,1.16024543089018,0.0001726298811025413
