seed,unit,utility_nmse,tau,censored,pre_max_pre,pre_max_post,p_count_post,strict_dead_short,premax_cell,utility_code,utility_group
0,84,0.0068894751797089655,100,False,0.11260782182216644,0.60528779029846191,4,True,3,2,high
0,88,0.02213196646221537,100,False,-1.0525514259934425,0.77261652797460556,2,True,4,1,mid
0,89,0.00086877285354299537,100,False,-0.44669030606746674,0.42358441650867462,6,True,1,1,mid
0,90,0.0082025353223774879,100,False,-0.75943255983293056,0.47224807180464268,3,True,2,2,high
0,91,0.0017504726101990439,100,False,-0.75797566398978233,0.3674110509455204,4,True,1,2,high
0,94,0.034318853072177052,100,False,-1.5853028744459152,0.8331914097070694,4,True,4,2,high
0,95,0.0016591209505710737,100,False,-0.65569727122783661,0.41551084816455841,2,True,1,1,mid
1,0,0.017832413048139123,100,False,-0.38595811859704554,1.1347606347408146,31,True,4,1,mid
1,2,0.00033656005997085089,100,False,-1.2552648931741714,0.10495953261852264,2,True,0,1,mid
1,3,0.022470312691385896,51000,False,-2.627990759909153,0.63507410138845444,2,False,2,2,high
1,8,0.0012216551003509768,41000,False,-1.3562673111446202,0.24753280682489276,2,False,1,0,low
1,10,0.013636596652105933,100,False,-1.7672892808914185,0.44838631153106689,3,True,2,1,mid
1,21,0.012568268945747548,200000,True,-0.32689068466424942,0.63843477517366409,2,False,2,1,mid
1,28,0.0050705631240951267,51000,False,-2.5652439892292023,0.44005438685417175,2,False,2,0,low
1,38,0.0020504026270089454,100,False,-2.347850801423192,0.41356873326003551,4,True,1,0,low
1,45,4.3852271850982202e-05,100,False,-0.75345371477305889,0.074253963306546211,2,True,0,0,low
1,46,0.011940212985690367,100,False,-2.4469472821801901,0.72519376315176487,2,True,3,0,low
1,49,0.029636703184585052,300,False,-1.3069241866469383,0.66662309318780899,2,True,3,2,high
1,52,0.0030454580552414876,138000,False,-1.9289052747189999,0.84161452949047089,22,False,4,0,low
1,53,0.0039225518543444639,73000,False,-0.71245363540947437,0.79642004333436489,32,False,4,0,low
1,55,0.0001742349185400663,100,False,-1.5109611712396145,0.082631949335336685,2,True,0,1,mid
1,59,0.0048831608192716949,100,False,-1.0978028848767281,0.33060210198163986,3,True,1,2,high
1,68,0.015783256867154174,100,False,-1.26535988971591,0.71683352068066597,4,True,3,1,mid
1,69,0.017536185018587967,31000,False,-2.4279840774834156,0.61447278782725334,2,False,2,2,high
1,71,0.0048435651445262557,100,False,-2.5087435990571976,0.61421357095241547,5,True,2,0,low
1,75,0.003111913737784596,100,False,-0.99931483715772629,0.38420940190553665,2,True,1,1,mid
1,77,4.1612578722904141e-08,11000,False,-0.99921897798776627,0.13220461457967758,2,False,0,0,low
1,79,0.0012822273314920891,11000,False,-0.31816776283085346,0.18497630022466183,2,False,0,2,high
1,82,0.012401625245594574,100,False,-1.798972450196743,0.70069043338298798,6,True,3,1,mid
1,83,0.0038020488910093463,100,False,-1.4042486241087317,0.38553050253540277,2,True,1,2,high
1,85,0.0033486365758195109,100,False,-0.58245524391531944,0.25046331062912941,2,True,1,1,mid
1,88,0.013153954539625635,100,False,-1.4251646967604756,0.80427855532616377,3,True,4,1,mid
1,89,0.019834033808964445,100,False,-1.6315393093973398,0.74951002560555935,2,True,3,2,high
1,90,0.066574625691093056,100,False,-0.54928412660956383,1.0001872964203358,3,True,4,2,high
1,91,0.00090060279032349515,100,False,-2.6919196620583534,0.11025359481573105,2,True,0,2,high
1,96,0.0079944381857129845,100,False,-1.2091068886220455,0.7799202986061573,18,True,3,0,low
1,97,0.041119412516813121,100,False,-0.58257954753935337,1.1792113240808249,17,True,4,2,high
2,4,0.006785355034675351,100,False,-0.37016888521611691,0.53888786770403385,7,True,2,1,mid
2,5,0.002249044580483649,100,False,-1.106297954916954,0.36892624199390411,2,True,1,1,mid
2,6,0.03583299832982173,100,False,-0.042874269187450409,0.74535510689020157,2,True,3,2,high
2,9,0.011718919358970199,100,False,-0.32437695190310478,0.67997002974152565,5,True,3,1,mid
2,15,0.0096088324284250293,21000,False,-0.23380187898874283,0.54337774962186813,6,False,2,2,high
2,16,0.0022864521287786969,1500,False,-0.48073098808526993,0.45202448219060898,2,True,2,0,low
2,18,0.0022239238227721161,200000,True,-1.1025250107049942,0.28413514792919159,2,False,0,2,high
2,22,0.0022573270448386453,200,False,-0.57699186820536852,0.35528604965656996,5,True,1,1,mid
2,28,0.014335231921070007,100,False,-0.59011581912636757,0.61290359124541283,4,True,3,2,high
2,30,0.0011637821020724951,100,False,-0.22865975089371204,0.21685107611119747,2,True,0,1,mid
2,31,0.0034368845537800104,100,False,-0.61620925739407539,0.40032108500599861,2,True,1,2,high
2,32,0.0024237777204593144,100,False,-0.82558928430080414,0.32280208170413971,2,True,0,2,high
2,33,0.0064454376064051839,100,False,-0.35872113145887852,0.48293176852166653,4,True,2,1,mid
2,37,0.012775374394769711,200000,True,-1.3284115791320801,0.69024255871772766,5,False,3,1,mid
2,39,0.042697582249788903,100,False,-1.4175130352377892,0.84949920326471329,10,True,4,2,high
2,40,0.0025773823563643161,200,False,-0.39132430404424667,0.34648732095956802,3,True,1,2,high
2,41,0.0072576928465029099,100,False,-1.5524704605340958,0.53145675361156464,4,True,2,1,mid
2,43,0.0062750130184397006,200,False,-0.10053253918886185,0.41591807454824448,2,True,1,2,high
2,44,0.0087564743408245129,11000,False,-0.30712973698973656,0.4520229734480381,2,False,2,2,high
2,46,0.0068778044926402658,300,False,-0.22260184772312641,0.54800443165004253,3,True,3,0,low
2,49,1.7603307569762767e-05,192000,False,-0.57633970677852631,0.24844761192798615,6,False,0,0,low
2,50,0.011584699399871454,100,False,-1.2122018896043301,0.49078131094574928,4,True,2,2,high
2,53,0.0015301408918710702,100,False,-0.80115756019949913,0.38739964738488197,3,True,1,0,low
2,56,0.030047512166146411,100,False,-0.67918948084115982,0.95751228183507919,5,True,4,1,mid
2,60,0.0270753777740502,700,False,-0.89795162342488766,0.7604419831186533,5,True,4,1,mid
2,63,0.023752479751304491,100,False,-0.91700366884469986,0.92232968658208847,5,True,4,0,low
2,65,0.021365712423109882,16000,False,-1.7615291327238083,0.75288192927837372,12,False,4,0,low
2,66,0.0016580293359806572,100,False,-1.4070617146790028,0.38550319150090218,2,True,1,0,low
2,67,0.0015326632351540745,100,False,-0.41188077628612518,0.33606518805027008,2,True,0,2,high
2,68,0.028991663273377814,100,False,-1.2594446018338203,0.75915413349866867,6,True,4,1,mid
2,69,0.00099038732226604232,11000,False,-0.33645441615954041,0.73944481974467635,31,False,3,0,low
2,71,0.057258061868335493,100,False,-1.6564899049699306,0.99870229139924049,4,True,4,2,high
2,73,0.00013047423869216027,11000,False,-1.6585000585764647,0.317717045545578,9,False,0,0,low
2,77,0.01518623837294558,100,False,-0.99334932863712311,0.73877798020839691,3,True,3,2,high
2,78,0.012054657599176292,21000,False,-0.14428582787513733,0.78331673145294189,3,False,4,0,low
2,79,0.00054949404028363741,22000,False,-0.28354222327470779,0.25652848929166794,2,False,0,1,mid
2,80,0.0024946411357641648,100,False,-1.3089329674839973,0.41682856529951096,5,True,1,1,mid
2,84,0.051595276407075383,1500,False,-0.61032436601817608,0.97699643857777119,16,True,4,2,high
2,86,0.012768904826967561,100,False,-1.4152073934674263,0.64555489271879196,6,True,3,1,mid
2,87,2.4364002435097269e-06,200000,True,-2.7759672980755568,0.22477537579834461,6,False,0,0,low
2,88,0.0015739546035731852,21000,False,-0.63682264089584351,0.42585653066635132,18,False,1,0,low
2,89,0.0061522572472348077,100,False,-0.6689977515488863,0.53636750392615795,4,True,2,0,low
2,96,8.9444593312847155e-05,200000,True,-0.51847730949521065,0.55730016529560089,11,False,3,0,low
2,97,0.00069572789888693043,100,False,-0.32029729709029198,0.21713725104928017,2,True,0,1,mid
2,98,0.0030233333304689925,100,False,-0.69211897253990173,0.4356783926486969,3,True,2,0,low
3,0,0.012278479704794079,11000,False,-1.913565456867218,0.5456748902797699,4,False,2,0,low
3,1,0.0076525060558187861,100,False,-2.5824548080563545,0.42576312273740768,2,True,1,1,mid
3,2,0.0027783607774115766,21000,False,-1.2261233069002628,0.57091090455651283,9,False,2,0,low
3,3,0.1654667821316356,11000,False,-0.84650210291147232,1.1876466199755669,7,False,4,2,high
3,4,0.011040503459940666,31000,False,-0.93111053854227066,0.43858333677053452,2,False,1,2,high
3,5,0.0010500707148809443,121000,False,-1.6004679352045059,0.99999116361141205,22,False,4,0,low
3,7,0.00053550912404224586,700,False,-0.30693447962403297,0.16212072595953941,2,True,0,0,low
3,9,0.002866297433328514,41000,False,-1.4572733510285616,0.51167370192706585,5,False,1,0,low
3,11,0.019991818910876705,11000,False,-0.32107593864202499,1.0214379951357841,15,False,4,0,low
3,15,0.059450768965058326,31000,False,-1.829350683838129,1.0453703068196774,28,False,4,1,mid
3,23,-0.00052170130285755789,11000,False,-1.3405498005449772,0.4279807023704052,16,False,1,0,low
3,26,0.020927550457869031,21000,False,-1.9243614785373211,0.65656303241848946,3,False,2,1,mid
3,29,0.056555113424033021,100,False,-0.65882662683725357,0.84129758924245834,4,True,3,1,mid
3,32,0.076296099067318351,11000,False,-0.17287977039813995,0.90796901285648346,2,False,3,2,high
3,39,0.035854341664716446,21000,False,-0.26134026981890202,1.1739628221839666,4,False,4,1,mid
3,42,0.0061687280718467474,21000,False,-0.61432383581995964,1.1543360594660044,29,False,4,0,low
3,45,0.006956211205388225,11000,False,-1.1770255044102669,0.28462254256010056,2,False,0,2,high
3,47,0.0059758982761775412,100,False,-0.81970533728599548,0.39555048942565918,3,True,0,2,high
3,49,0.031441303435501639,11000,False,-2.7230070009827614,0.61713405698537827,2,False,2,2,high
3,52,8.3055561920426185e-06,21000,False,-1.4240886978805065,0.12067665532231331,3,False,0,0,low
3,54,0.00094852008589657556,100,False,-0.97330182045698166,0.17291078716516495,2,True,0,1,mid
3,55,0.091196452505872938,2900,False,-0.98963777720928192,1.0002754479646683,3,True,4,2,high
3,59,0.013983593133291427,11000,False,-0.9612252083607018,0.54261595336720347,4,False,2,1,mid
3,60,0.040918266460468436,300,False,-1.5040644127875566,0.66926339082419872,2,True,2,2,high
3,62,0.0049787579636727834,31000,False,-0.39307727664709091,0.82581710070371628,12,False,3,0,low
3,63,0.01235691499358048,4800,False,-2.3830235823988914,0.75894410163164139,21,True,3,0,low
3,64,0.061217173409682669,100,False,-0.021480008028447628,0.87876029405742884,4,True,3,2,high
3,72,0.0011921554654476282,21000,False,-1.7567826015874743,0.44087732303887606,8,False,1,0,low
3,76,0.033012012759095641,100,False,-0.96786747127771378,0.91153766959905624,6,True,3,1,mid
3,79,0.0023773550214551053,21000,False,-0.77335942722856998,0.6985942367464304,16,False,3,0,low
3,83,1.4248447974711379e-05,21000,False,-1.1454023801488802,0.14422302611637861,4,False,0,0,low
3,87,0.013970473576215845,100,False,-0.7752885278314352,0.501420883461833,6,True,1,2,high
3,89,0.00077792151666920644,100,False,-1.1408556997776031,0.13210269808769226,2,True,0,1,mid
3,92,0.0056425221529302202,41000,False,-0.4520067572593689,0.44588843360543251,4,False,1,1,mid
3,95,0.00090507922853273835,100,False,-1.7185725718736649,0.13939745724201202,2,True,0,1,mid
3,96,0.016476892150705955,200,False,-1.3440336734056473,0.63979391753673553,2,True,2,1,mid
3,98,0.0066262788185812152,11000,False,-0.0063869114965200424,0.66177248768508434,2,False,2,0,low
4,1,1.6770653401238047e-06,100,False,-1.5237703071907163,0.080604750663042068,2,True,0,0,low
4,3,0.0017622475374626922,31000,False,-0.59471417590975761,0.27933003380894661,2,False,0,1,mid
4,4,0.0055671033102578042,11000,False,-0.82150029949843884,1.7483129519969225,3,False,4,0,low
4,5,0.00063334534228901018,11000,False,-1.5191434249281883,0.33825371414422989,3,False,0,1,mid
4,6,0.059575813309761964,100,False,-0.11578021943569183,1.2151494845747948,5,True,4,2,high
4,7,0.0098386854661363134,21000,False,-2.1825664648786187,0.61792233493179083,2,False,1,2,high
4,8,0.016736633514804075,100,False,-0.72071094810962677,0.73793376982212067,2,True,2,2,high
4,9,0.043749509388920686,101000,False,-0.50561528094112873,1.6387948524206877,16,False,4,1,mid
4,13,0.0024943713125314014,41000,False,-1.8512856438755989,0.76022611558437347,13,False,2,0,low
4,16,0.0024894859005854374,100,False,-1.9520836062729359,0.33541921898722649,2,True,0,2,high
4,19,0.029166715198650439,100,False,-1.7008085530251265,0.73699158616364002,9,True,2,2,high
4,20,0.0094423456640288714,100,False,-1.3169938512146473,0.69430125877261162,3,True,2,1,mid
4,21,0.0055058199289517926,100,False,-2.1874469295144081,0.37199451774358749,2,True,1,1,mid
4,24,0.020151168140144168,1300,False,-2.7208948470652103,1.034483578056097,4,True,3,1,mid
4,28,0.0093031938565902271,100,False,-1.1300703957676888,0.37199433892965317,2,True,0,2,high
4,29,0.014166394020996623,21000,False,-1.616209652274847,2.2051785923540592,32,False,4,0,low
4,34,0.0059053615298750089,100,False,-0.1445029154419899,0.53642227500677109,3,True,1,2,high
4,36,3.5388100015001815e-05,100,False,-0.53688080236315727,0.1494864709675312,2,True,0,0,low
4,40,0.012912723063585674,24000,False,-1.1946551650762558,0.7781078964471817,2,False,3,0,low
4,46,0.0025949340513194128,100,False,-0.57398911961354315,0.43053914955817163,2,True,1,0,low
4,48,0.056668651623008194,100,False,-2.3062442094087601,1.164064809679985,6,True,3,2,high
4,50,0.00056057120282965167,11000,False,-0.14064334332942963,0.26160670816898346,2,False,0,0,low
4,51,0.022563834380975156,100,False,-0.68392014876008034,0.82990878447890282,8,True,3,1,mid
4,54,0.006197716837805488,11000,False,-0.49643110949546099,1.2144550709053874,4,False,4,0,low
4,55,0.014271358193065891,41000,False,-1.9368523750454187,0.7676368560642004,3,False,2,1,mid
4,58,0.026189583842850132,41000,False,-0.52703917771577835,1.290817491710186,4,False,4,1,mid
4,61,0.0031245070845350026,100,False,-1.7593782525509596,0.50003528781235218,4,True,1,1,mid
4,69,0.016345143130098817,11000,False,-0.52153025567531586,1.0307304039597511,16,False,3,0,low
4,72,0.00033769461388058204,11000,False,-1.3904501628130674,0.98507373780012131,24,False,3,0,low
4,76,0.033751713640557207,100,False,-2.5409396793693304,1.0880717728286982,32,True,3,1,mid
4,81,0.014992997584432772,100,False,-1.7880663946270943,0.73286955803632736,2,True,2,1,mid
4,82,0.43550151871847204,171000,False,-1.820626437664032,2.3853568136692047,31,False,4,2,high
4,86,0.034839697562098343,100,False,-1.0695552378892899,1.0289625376462936,21,True,3,2,high
4,87,0.0016115535595270061,100,False,-0.79240399599075317,0.30928255617618561,2,True,0,1,mid
4,90,0.0029100167135389116,21000,False,-1.0081702899187803,0.48991970904171467,8,False,1,0,low
4,91,0.0067583785602427513,42000,False,-1.5208324864506721,0.71861862391233444,6,False,2,0,low
4,96,0.00042655894590507763,12000,False,-1.4159547984600067,0.38665845990180969,2,False,1,0,low
4,97,0.0085657311906337484,11000,False,-1.6202272549271584,0.73359521478414536,2,False,2,0,low
4,98,0.0052641365224258066,11000,False,-1.257721921429038,0.62275389768183231,3,False,1,1,mid
5,0,0.0089799605548095407,100,False,-0.780423853546381,0.54650869593024254,2,True,2,2,high
5,3,0.030922550711006625,51000,False,-0.4934590756893158,1.1886838376522064,14,False,4,2,high
5,8,0.0024869735453805467,100,False,-1.2423969134688377,0.44004968553781509,3,True,1,2,high
5,11,0.0018982063341832223,200,False,-2.0854769647121429,0.28191235661506653,3,True,0,2,high
5,12,0.00076336419441950956,100,False,-1.3160209022462368,0.2088322676718235,2,True,0,1,mid
5,15,0.0087509691232689948,100,False,-1.1898957937955856,0.5413118451833725,2,True,2,2,high
5,16,0.017384043233931688,71000,False,-1.2432367000728846,1.0479470398277044,27,False,4,1,mid
5,21,0.0038084108615173127,100,False,-0.49647993594408035,0.69029866904020309,5,True,3,0,low
5,22,0.0029040474372015166,100,False,-0.83404118567705154,0.49704747647047043,6,True,2,1,mid
5,23,0.00023175091355437461,31000,False,-0.010431723669171333,0.86500757373869419,30,False,4,0,low
5,24,0.014746870487116107,100,False,-1.0243750214576721,0.73591262102127075,2,True,3,1,mid
5,31,0.00011289714654080312,61000,False,-1.1717249527573586,0.29172105342149734,2,False,0,0,low
5,33,0.00091715054948358573,11000,False,-1.142771627753973,0.40583840385079384,4,False,1,1,mid
5,34,0.0091922300221840298,71000,False,-0.91853630915284157,0.63638048991560936,2,False,3,1,mid
5,35,0.00056871757219886668,100,False,-0.94775927066802979,0.30396893620491028,4,True,1,0,low
5,40,0.00019232120719079888,11000,False,-0.26995397172868252,0.27446478046476841,5,False,0,0,low
5,41,0.0010310204242033715,100,False,-0.49244596436619759,0.26264071092009544,2,True,0,1,mid
5,44,0.0013172777571602047,100,False,-0.9327678456902504,0.39998307079076767,2,True,1,1,mid
5,46,0.0096654302488474661,100,False,-0.2610560804605484,0.64034855365753174,3,True,3,1,mid
5,47,0.0086000005086284068,71000,False,-0.11642990261316299,0.70668091624975204,3,False,3,0,low
5,48,0.0005533548046680898,100,False,-1.0487885307520628,0.45883706398308277,5,True,2,0,low
5,49,0.014601630214049104,2000,False,-0.25009606033563614,0.93674971908330917,3,True,4,0,low
5,53,0.0010290626348602239,11000,False,-0.10360303707420826,0.51144230179488659,6,False,2,0,low
5,55,0.0032207208068706053,100,False,-2.1176526881754398,0.29410013183951378,2,True,0,2,high
5,59,0.00011990790589626825,100,False,-0.04786272719502449,0.19864316657185555,2,True,0,0,low
5,63,8.1436155196382449e-05,51000,False,-1.0490262294188142,0.62974265869706869,18,False,3,0,low
5,64,0.019153615518407014,100,False,-0.69830136746168137,0.66239119321107864,2,True,3,2,high
5,65,0.022597042920620335,200,False,-1.0288778049871325,0.72984044719487429,5,True,3,2,high
5,67,0.015777022598022283,200,False,-1.489708423614502,0.83921384811401367,5,True,4,1,mid
5,71,0.0079553724139563471,71000,False,-0.47192655503749847,0.60754190385341644,2,False,2,1,mid
5,75,0.00050569311719453986,100,False,-1.104522816836834,0.30343329161405563,2,True,1,0,low
5,77,0.0016570659557345511,200,False,-0.41377198696136475,0.8037450909614563,4,True,4,0,low
5,83,0.052936375280658081,100,False,-1.0945578143000603,1.0447213426232338,4,True,4,2,high
5,85,0.0023424725556877505,100,False,-0.25049103796482086,0.59976813942193985,2,True,2,1,mid
5,90,0.00063308150042035714,100,False,-0.69326834380626678,0.32232894003391266,4,True,1,0,low
5,94,0.0012386843034986137,1800,False,-1.1106337700039148,0.50095420144498348,3,True,2,0,low
5,95,0.0015955375068742045,200000,True,-1.3634447939693928,0.44825757667422295,5,False,1,1,mid
5,96,0.005112143297202559,100,False,-3.0966971516609192,0.43232548236846924,4,True,1,2,high
5,98,0.00054447556388633649,100,False,-0.991267379373312,0.25776061788201332,4,True,0,1,mid
6,21,0.0073573773281027854,100,False,-0.029907852411270142,0.3200567364692688,2,True,1,0,low
6,22,0.064585802389651059,100,False,-0.35731934010982513,0.87720577418804169,14,True,3,2,high
6,23,0.026418413473696497,100,False,-0.7583746425807476,0.39551519230008125,2,True,2,2,high
6,26,0.0051310286315680116,100,False,-1.5271679759025574,0.53167898952960968,3,True,2,0,low
6,27,0.039855712156119841,100,False,-0.41260484792292118,0.79202335141599178,6,True,3,1,mid
6,53,0.013894843890601454,100,False,-0.76216134428977966,0.35515168309211731,2,True,1,2,high
6,55,0.00092337746264833421,100,False,-0.089140718802809715,0.14075666107237339,2,True,0,2,high
6,56,7.3726679289959027e-06,100,False,-1.2391944918781519,0.093324089422821999,2,True,0,0,low
6,62,0.018087723608472963,100,False,0.27848510816693306,0.59007470682263374,2,True,3,0,low
6,65,0.00042865387523830287,100,False,-0.33259599655866623,0.14853747002780437,2,True,0,1,mid
6,75,2.5545227284882894e-05,300,False,-1.2864120900630951,0.03831559419631958,2,True,0,0,low
6,82,0.075764976554742083,400,False,-0.22954519651830196,0.9869231078773737,4,True,4,2,high
6,83,0.021887915530948987,100,False,-0.736766017973423,0.44015022367238998,2,True,2,1,mid
6,90,0.00096143887919832157,88000,False,-0.2316669300198555,1.3021659087389708,32,False,4,1,mid
6,93,0.01825553690892882,100,False,-0.033991200849413872,0.55984398163855076,2,True,2,0,low
6,95,9.0653586639247983e-06,91000,False,-0.25123646855354309,1.3103767335414886,32,False,4,0,low
6,97,0.012463385282795211,23000,False,-2.4639153629541397,0.32669998705387115,2,False,1,1,mid
7,0,0.0014383716885555814,51000,False,-1.7579246629029512,0.55887729488313198,10,False,3,0,low
7,1,0.00044924201235663615,61000,False,-1.0806986764073372,0.21526487916707993,3,False,0,0,low
7,2,0.058329109283275823,102000,False,-1.0138194411993027,0.79946254193782806,2,False,4,2,high
7,4,0.0031292289277750959,31000,False,-0.033848531544208527,0.40724153444170952,2,False,2,0,low
7,5,0.0048514529985150007,300,False,-0.97632623463869095,0.28960429131984711,2,True,1,2,high
7,7,0.039584359862221127,200,False,-0.90236489241942763,0.85502492124214768,6,True,4,1,mid
7,8,0.010768295565681639,100,False,-0.49830535054206848,0.31465569138526917,2,True,1,2,high
7,9,0.00063648869305351849,21000,False,-0.28948615770787001,0.17347484547644854,2,False,0,1,mid
7,10,0.00073705087487673676,62000,False,-1.2399349608458579,0.25132740056142211,4,False,0,1,mid
7,15,0.021577765730922314,31000,False,-0.10934636928141117,0.72723073326051235,15,False,3,2,high
7,16,0.047262990932769394,100,False,-1.1078071631491184,0.71252071484923363,2,True,3,2,high
7,22,0.013773326395384079,41000,False,-0.20758282393217087,0.65956325083971024,2,False,3,1,mid
7,23,0.00035890541520258468,71000,False,-0.59206127747893333,0.44594324007630348,9,False,2,0,low
7,24,0.044876717968024463,100,False,-1.8262950330972672,0.53317837417125702,2,True,3,2,high
7,26,0.011051177689427736,200,False,-0.81490644812583923,0.54711879044771194,6,True,3,1,mid
7,28,0.0089579578560575902,21000,False,-0.86674021929502487,0.48262489587068558,4,False,2,0,low
7,30,0.0022850119301124137,100,False,-1.4576200619339943,0.22182341665029526,2,True,0,2,high
7,31,0.0036048420458496128,61000,False,-1.403111781924963,0.27575782313942909,4,False,1,1,mid
7,34,0.010458263787489651,111000,False,-0.59551690425723791,0.49920782539993525,9,False,2,1,mid
7,43,0.027070212674061473,122000,False,-0.64243120327591896,0.88485365733504295,4,False,4,0,low
7,44,5.4370864807891832e-05,131000,False,-1.7965318113565445,0.20378692075610161,8,False,0,0,low
7,46,9.2731579634259268e-05,71000,False,-0.655517702922225,0.23372151423245668,4,False,0,0,low
7,47,0.045219645444020844,41000,False,-1.1470922045409679,0.77413387969136238,7,False,4,1,mid
7,50,0.03999065581336609,141000,False,-1.0352974738925695,0.84212205745279789,3,False,4,1,mid
7,52,0.0030910303532209718,200,False,-1.0897536240518093,0.33211639896035194,2,True,1,1,mid
7,53,0.00034138331716209385,191000,False,-1.0607384350150824,0.60142573900520802,22,False,3,0,low
7,54,0.074237186632281266,100,False,-1.6304668076336384,0.97127644345164299,8,True,4,2,high
7,55,0.00058884349724303898,200,False,-0.9773696418851614,0.19049828685820103,2,True,0,1,mid
7,56,0.013200024481663443,200000,True,-0.038904760032892227,0.83926792070269585,10,False,4,0,low
7,62,0.0015276408767349087,31000,False,-0.98206168599426746,0.17427667789161205,2,False,0,2,high
7,67,0.0040658019858426028,131000,False,-1.8256271567661315,0.75317713618278503,24,False,3,0,low
7,68,0.012301407675243839,41000,False,-0.49461093544960022,0.52263447642326355,4,False,2,2,high
7,69,0.0048028512610108244,100,False,-0.24096332676708698,0.27531727962195873,4,True,1,2,high
7,71,8.8469182781611891e-06,35000,False,-0.75406594015657902,0.26001467555761337,9,False,1,0,low
7,72,0.0024696313559572991,100,False,-0.84261335432529449,0.19394056499004364,2,True,0,2,high
7,74,0.016331831678942921,21000,False,-0.91992473974823952,0.57782023772597313,3,False,3,1,mid
7,75,0.0032845260134497694,21000,False,-1.7290960401296616,0.33905379474163055,4,False,1,1,mid
7,80,0.018580201383916181,51000,False,-0.73221500590443611,0.50287840887904167,6,False,2,2,high
7,82,0.00081560781875286172,300,False,-0.87385765463113785,0.31677604466676712,2,True,1,0,low
7,86,0.01909774567308797,21000,False,-1.6764018014073372,0.45501738041639328,2,False,2,2,high
7,90,0.033322391853277226,31000,False,-0.47802571952342987,0.81811879575252533,5,False,4,0,low
7,92,0.060084343556125505,500,False,-1.9391491953283548,0.81118482910096645,2,True,4,2,high
7,94,2.6444783737734345e-05,81000,False,-0.82560744881629944,0.22696718573570251,4,False,0,0,low
7,96,0.00087826836319700706,31000,False,-1.0266493663657457,0.29429348255507648,2,False,1,0,low
7,97,0.0090613321010022205,100,False,-0.65988945960998535,0.41154658794403076,3,True,2,1,mid
