arm,seed,unit,step,utility_nmse
A0,0,5,530001,0
A0,0,5,540001,0
A0,0,5,550001,0
A0,0,5,560001,0
A0,0,5,570001,0
A0,0,5,580001,0.00017651914923697733
A0,0,5,590001,0
A0,0,5,600001,0
A0,0,5,610001,-0.015396711170890068
A0,0,5,620001,0
A0,0,5,630001,0
A0,0,5,640001,0
A0,0,5,650001,0
A0,0,5,660001,0
A0,0,5,670001,0
A0,0,5,680001,0
A0,0,5,690001,0
A0,0,6,500000,0
A0,0,6,500001,0
A0,0,6,510001,0
A0,0,6,520001,0
A0,0,6,530001,0
A0,0,6,540001,0
A0,0,6,550001,0
A0,0,6,560001,0
A0,0,6,570001,0
A0,0,6,580001,0
A0,0,6,590001,0
A0,0,6,600001,0
A0,0,6,610001,0
A0,0,6,620001,0
A0,0,6,630001,0
A0,0,6,640001,0
A0,0,6,650001,0
A0,0,6,660001,0
A0,0,6,670001,0
A0,0,6,680001,0
A0,0,6,690001,0
A0,0,7,500000,0
A0,0,7,500001,0
A0,0,7,510001,0
A0,0,7,520001,0
A0,0,7,530001,0
A0,0,7,540001,0
A0,0,7,550001,0
A0,0,7,560001,0
A0,0,7,570001,0
A0,0,7,580001,0
A0,0,7,590001,0
A0,0,7,600001,0
A0,0,7,610001,0
A0,0,7,620001,0
A0,0,7,630001,0
A0,0,7,640001,0
A0,0,7,650001,0
A0,0,7,660001,0
A0,0,7,670001,0
A0,0,7,680001,0
A0,0,7,690001,0
A0,0,8,500000,0
A0,0,8,500001,0
A0,0,8,510001,0
A0,0,8,520001,0
A0,0,8,530001,0
A0,0,8,540001,0
A0,0,8,550001,-0.0020374960054020982
A0,0,8,560001,0.12748192879654041
A0,0,8,570001,-0.17461546435626765
A0,0,8,580001,0.0020883143517951759
A0,0,8,590001,0.00097509411073738717
A0,0,8,600001,-0.03995748025253669
A0,0,8,610001,0
A0,0,8,620001,0
A0,0,8,630001,0
A0,0,8,640001,0
A0,0,8,650001,0
A0,0,8,660001,0
A0,0,8,670001,0
A0,0,8,680001,0
A0,0,8,690001,0
A0,0,9,500000,0
A0,0,9,500001,0
A0,0,9,510001,0
A0,0,9,520001,0
A0,0,9,530001,0
A0,0,9,540001,0
A0,0,9,550001,0
A0,0,9,560001,0
A0,0,9,570001,0
A0,0,9,580001,0
A0,0,9,590001,0
A0,0,9,600001,0
A0,0,9,610001,0
A0,0,9,620001,0
A0,0,9,630001,0
A0,0,9,640001,0
A0,0,9,650001,0
A0,0,9,660001,0
A0,0,9,670001,0
A0,0,9,680001,0
A0,0,9,690001,0
A0,0,10,500000,0.13396254155897941
A0,0,10,500001,-0.10766307441685309
A0,0,10,510001,0.00028732089483930165
A0,0,10,520001,0.21264230456365085
A0,0,10,530001,0.51235432217047594
A0,0,10,540001,0.96031744087858928
A0,0,10,550001,0.70880618007282703
A0,0,10,560001,1.2087104552831371
A0,0,10,570001,1.7114790703407696
A0,0,10,580001,0.56828693374166117
A0,0,10,590001,0.39618315100325852
A0,0,10,600001,-0.007713596867096861
A0,0,10,610001,2.2250723316326639
A0,0,10,620001,-0.25426966223702108
A0,0,10,630001,0.2301212730082064
A0,0,10,640001,2.7453904957188904
A0,0,10,650001,0.49328862860554124
A0,0,10,660001,0.13128535791403292
A0,0,10,670001,1.2048563789612825
A0,0,10,680001,0.099086456718930016
A0,0,10,690001,1.8525345233097716
A0,0,11,500000,0
A0,0,11,500001,0
A0,0,11,510001,0
A0,0,11,520001,0
A0,0,11,530001,0
A0,0,11,540001,0
A0,0,11,550001,0
A0,0,11,560001,0
A0,0,11,570001,0
A0,0,11,580001,0
A0,0,11,590001,0
A0,0,11,600001,0
A0,0,11,610001,0
A0,0,11,620001,0
A0,0,11,630001,0
A0,0,11,640001,0
A0,0,11,650001,0
A0,0,11,660001,0
A0,0,11,670001,0
A0,0,11,680001,0
A0,0,11,690001,0
A0,0,12,500000,0
A0,0,12,500001,0
A0,0,12,510001,0
A0,0,12,520001,0
A0,0,12,530001,0
A0,0,12,540001,0
A0,0,12,550001,0
A0,0,12,560001,0
A0,0,12,570001,0
A0,0,12,580001,0
A0,0,12,590001,0
A0,0,12,600001,0
A0,0,12,610001,0
A0,0,12,620001,0
A0,0,12,630001,0
A0,0,12,640001,0
A0,0,12,650001,0
A0,0,12,660001,0
A0,0,12,670001,0
A0,0,12,680001,0
A0,0,12,690001,0
A0,0,13,500000,0
A0,0,13,500001,0
A0,0,13,510001,0
A0,0,13,520001,0
A0,0,13,530001,0
A0,0,13,540001,0
A0,0,13,550001,0
A0,0,13,560001,0
A0,0,13,570001,0
A0,0,13,580001,0
A0,0,13,590001,0
A0,0,13,600001,0
A0,0,13,610001,0
A0,0,13,620001,0
A0,0,13,630001,0
A0,0,13,640001,0
A0,0,13,650001,0
A0,0,13,660001,0
A0,0,13,670001,0
A0,0,13,680001,0
A0,0,13,690001,0
A0,0,14,500000,0.075983316651998326
A0,0,14,500001,-0.024524858713024594
A0,0,14,510001,0
A0,0,14,520001,0
A0,0,14,530001,0
A0,0,14,540001,0
A0,0,14,550001,0
A0,0,14,560001,0
A0,0,14,570001,0
A0,0,14,580001,0
A0,0,14,590001,0
A0,0,14,600001,0
A0,0,14,610001,0
A0,0,14,620001,0
A0,0,14,630001,0
A0,0,14,640001,0
A0,0,14,650001,0
A0,0,14,660001,0
A0,0,14,670001,0
A0,0,14,680001,0
A0,0,14,690001,0
A0,0,15,500000,0
A0,0,15,500001,0
A0,0,15,510001,0
A0,0,15,520001,0
A0,0,15,530001,0
A0,0,15,540001,0
A0,0,15,550001,0
A0,0,15,560001,0
A0,0,15,570001,0
A0,0,15,580001,0
A0,0,15,590001,0
A0,0,15,600001,0
A0,0,15,610001,0
A0,0,15,620001,0
A0,0,15,630001,0
A0,0,15,640001,0
A0,0,15,650001,0
A0,0,15,660001,0
A0,0,15,670001,0
A0,0,15,680001,3.3208870156081424e-05
A0,0,15,690001,0.00036288463863271101
A0,0,16,500000,0.18748641980528938
A0,0,16,500001,0.11224549175752757
A0,0,16,510001,0
A0,0,16,520001,0
A0,0,16,530001,0
A0,0,16,540001,0
A0,0,16,550001,0
A0,0,16,560001,0
A0,0,16,570001,0.0041498364526737653
A0,0,16,580001,0
A0,0,16,590001,0
A0,0,16,600001,0.002722327285450442
A0,0,16,610001,-0.020410412856644328
A0,0,16,620001,0.022410086153631402
A0,0,16,630001,0
A0,0,16,640001,-0.11755564578269592
A0,0,16,650001,0
A0,0,16,660001,0.0098257760348351188
A0,0,16,670001,-0.010383277375211048
A0,0,16,680001,0
A0,0,16,690001,0
A0,0,17,500000,0
A0,0,17,500001,0
A0,0,17,510001,0
A0,0,17,520001,0
A0,0,17,530001,0
A0,0,17,540001,0
A0,0,17,550001,0
A0,0,17,560001,0
A0,0,17,570001,0
A0,0,17,580001,0
A0,0,17,590001,0
A0,0,17,600001,0
A0,0,17,610001,0
A0,0,17,620001,0
A0,0,17,630001,0
A0,0,17,640001,0
A0,0,17,650001,0
A0,0,17,660001,0
A0,0,17,670001,0
A0,0,17,680001,0
A0,0,17,690001,0
A0,0,18,500000,0.028367871970874602
A0,0,18,500001,-0.033058564976832225
A0,0,18,510001,0
A0,0,18,520001,0
A0,0,18,530001,0
A0,0,18,540001,0
A0,0,18,550001,0
A0,0,18,560001,0
A0,0,18,570001,0
A0,0,18,580001,0
A0,0,18,590001,0
A0,0,18,600001,0
A0,0,18,610001,0
A0,0,18,620001,0
A0,0,18,630001,0
A0,0,18,640001,0
A0,0,18,650001,0
A0,0,18,660001,0
A0,0,18,670001,0
A0,0,18,680001,0
A0,0,18,690001,0
A0,0,19,500000,0
A0,0,19,500001,0
A0,0,19,510001,0
A0,0,19,520001,0
A0,0,19,530001,0
A0,0,19,540001,0
A0,0,19,550001,0
A0,0,19,560001,0
A0,0,19,570001,0
A0,0,19,580001,0
A0,0,19,590001,0
A0,0,19,600001,0
A0,0,19,610001,0
A0,0,19,620001,0
A0,0,19,630001,0
A0,0,19,640001,0
A0,0,19,650001,0
A0,0,19,660001,0
A0,0,19,670001,0
A0,0,19,680001,0
A0,0,19,690001,0
A0,0,20,500000,0
A0,0,20,500001,0
A0,0,20,510001,0
A0,0,20,520001,0
A0,0,20,530001,0
A0,0,20,540001,0
A0,0,20,550001,0
A0,0,20,560001,0
A0,0,20,570001,0
A0,0,20,580001,0
A0,0,20,590001,0
A0,0,20,600001,0
A0,0,20,610001,0
A0,0,20,620001,0
A0,0,20,630001,0
A0,0,20,640001,0
A0,0,20,650001,0
A0,0,20,660001,0
A0,0,20,670001,0
A0,0,20,680001,0
A0,0,20,690001,0
A0,0,21,500000,0
A0,0,21,500001,0
A0,0,21,510001,0
A0,0,21,520001,0
A0,0,21,530001,0
A0,0,21,540001,0
A0,0,21,550001,0
A0,0,21,560001,0
A0,0,21,570001,0
A0,0,21,580001,0
A0,0,21,590001,0
A0,0,21,600001,0
A0,0,21,610001,0
A0,0,21,620001,0
A0,0,21,630001,0
A0,0,21,640001,0
A0,0,21,650001,0
A0,0,21,660001,0
A0,0,21,670001,0
A0,0,21,680001,0
A0,0,21,690001,0
A0,0,22,500000,0
A0,0,22,500001,0
A0,0,22,510001,0
A0,0,22,520001,0
A0,0,22,530001,0
A0,0,22,540001,0
A0,0,22,550001,0
A0,0,22,560001,0
A0,0,22,570001,0
A0,0,22,580001,0
A0,0,22,590001,0
A0,0,22,600001,0
A0,0,22,610001,0
A0,0,22,620001,0
A0,0,22,630001,0
A0,0,22,640001,0
A0,0,22,650001,0
A0,0,22,660001,0
A0,0,22,670001,0
A0,0,22,680001,0
A0,0,22,690001,0
A0,0,23,500000,0
A0,0,23,500001,0
A0,0,23,510001,0
A0,0,23,520001,0
A0,0,23,530001,0
A0,0,23,540001,0
A0,0,23,550001,0
A0,0,23,560001,0
A0,0,23,570001,0
A0,0,23,580001,0
A0,0,23,590001,0
A0,0,23,600001,0
A0,0,23,610001,0
A0,0,23,620001,0
A0,0,23,630001,0
A0,0,23,640001,0
A0,0,23,650001,0
A0,0,23,660001,0
A0,0,23,670001,0
A0,0,23,680001,0
A0,0,23,690001,0
A0,0,24,500000,0.034194379074899514
A0,0,24,500001,0.01626430324886741
A0,0,24,510001,0
A0,0,24,520001,0
A0,0,24,530001,0
A0,0,24,540001,0
A0,0,24,550001,0
A0,0,24,560001,0
A0,0,24,570001,0
A0,0,24,580001,0
A0,0,24,590001,0
A0,0,24,600001,0
A0,0,24,610001,0
A0,0,24,620001,0
A0,0,24,630001,0
A0,0,24,640001,0
A0,0,24,650001,0
A0,0,24,660001,0
A0,0,24,670001,0
A0,0,24,680001,0
A0,0,24,690001,0
A0,0,25,500000,0
A0,0,25,500001,-0.00012364330560909963
A0,0,25,510001,0
A0,0,25,520001,0
A0,0,25,530001,0
A0,0,25,540001,0
A0,0,25,550001,0
A0,0,25,560001,0
A0,0,25,570001,0
A0,0,25,580001,0
A0,0,25,590001,0
A0,0,25,600001,0
A0,0,25,610001,0
A0,0,25,620001,0
A0,0,25,630001,0
A0,0,25,640001,0
A0,0,25,650001,0
A0,0,25,660001,0
A0,0,25,670001,0
A0,0,25,680001,0
A0,0,25,690001,0
A0,0,26,500000,0
A0,0,26,500001,0
A0,0,26,510001,0
A0,0,26,520001,0
A0,0,26,530001,0
A0,0,26,540001,0
A0,0,26,550001,0
A0,0,26,560001,0.0010283173916597326
A0,0,26,570001,0.0030263169788050542
A0,0,26,580001,0.0055197152679465674
A0,0,26,590001,-0.031691246704292381
A0,0,26,600001,0
A0,0,26,610001,0
A0,0,26,620001,0
A0,0,26,630001,0
A0,0,26,640001,0
A0,0,26,650001,0
A0,0,26,660001,0
A0,0,26,670001,0
A0,0,26,680001,0
A0,0,26,690001,0
A0,0,27,500000,0
A0,0,27,500001,0
A0,0,27,510001,0
A0,0,27,520001,0
A0,0,27,530001,0
A0,0,27,540001,0
A0,0,27,550001,0
A0,0,27,560001,0
A0,0,27,570001,0
A0,0,27,580001,0
A0,0,27,590001,0
A0,0,27,600001,0
A0,0,27,610001,0
A0,0,27,620001,0
A0,0,27,630001,0
A0,0,27,640001,0
A0,0,27,650001,0
A0,0,27,660001,0
A0,0,27,670001,0
A0,0,27,680001,0
A0,0,27,690001,0
A0,0,28,500000,0.098699115627620737
A0,0,28,500001,0.019077912726418823
A0,0,28,510001,0.02431364911695217
A0,0,28,520001,0.025527183529906884
A0,0,28,530001,0
A0,0,28,540001,0
A0,0,28,550001,0
A0,0,28,560001,0.010755831577270893
A0,0,28,570001,0.066257331358622717
A0,0,28,580001,0.01223058392185169
A0,0,28,590001,0.0046907025371668116
A0,0,28,600001,-0.0036389949995973129
A0,0,28,610001,0
A0,0,28,620001,0
A0,0,28,630001,0
A0,0,28,640001,0
A0,0,28,650001,0
A0,0,28,660001,0.027291632678270256
A0,0,28,670001,0.26751859134284572
A0,0,28,680001,0.23245434354975381
A0,0,28,690001,0.58090568460428038
A0,0,29,500000,0
A0,0,29,500001,0
A0,0,29,510001,0
A0,0,29,520001,0
A0,0,29,530001,0
A0,0,29,540001,0
A0,0,29,550001,0
A0,0,29,560001,0
A0,0,29,570001,0
A0,0,29,580001,0
A0,0,29,590001,0
A0,0,29,600001,0
A0,0,29,610001,0
A0,0,29,620001,0
A0,0,29,630001,0
A0,0,29,640001,0
A0,0,29,650001,0
A0,0,29,660001,0
A0,0,29,670001,0
A0,0,29,680001,0
A0,0,29,690001,0
A0,0,30,500000,0
A0,0,30,500001,0
A0,0,30,510001,0
A0,0,30,520001,0
A0,0,30,530001,0
A0,0,30,540001,0
A0,0,30,550001,0
A0,0,30,560001,0
A0,0,30,570001,0
A0,0,30,580001,0
A0,0,30,590001,0
A0,0,30,600001,0
A0,0,30,610001,0
A0,0,30,620001,0
A0,0,30,630001,0
A0,0,30,640001,0
A0,0,30,650001,0
A0,0,30,660001,0
A0,0,30,670001,0
A0,0,30,680001,0
A0,0,30,690001,0
A0,0,31,500000,0
A0,0,31,500001,0
A0,0,31,510001,0
A0,0,31,520001,0
A0,0,31,530001,0
A0,0,31,540001,0
A0,0,31,550001,0
A0,0,31,560001,0
A0,0,31,570001,0
A0,0,31,580001,0
A0,0,31,590001,0
A0,0,31,600001,0
A0,0,31,610001,0
A0,0,31,620001,0
A0,0,31,630001,0
A0,0,31,640001,0
A0,0,31,650001,0
A0,0,31,660001,0
A0,0,31,670001,0
A0,0,31,680001,0
A0,0,31,690001,0
A0,0,32,500000,0
A0,0,32,500001,0
A0,0,32,510001,0
A0,0,32,520001,0
A0,0,32,530001,0
A0,0,32,540001,0
A0,0,32,550001,0
A0,0,32,560001,0
A0,0,32,570001,0
A0,0,32,580001,0
A0,0,32,590001,0
A0,0,32,600001,0
A0,0,32,610001,0
A0,0,32,620001,0
A0,0,32,630001,0
A0,0,32,640001,0
A0,0,32,650001,0
A0,0,32,660001,-0.0022975384074558863
A0,0,32,670001,0
A0,0,32,680001,0
A0,0,32,690001,0
A0,0,33,500000,0
A0,0,33,500001,0.0016232680702106801
A0,0,33,510001,0
A0,0,33,520001,0
A0,0,33,530001,0
A0,0,33,540001,0
A0,0,33,550001,0
A0,0,33,560001,0
A0,0,33,570001,0
A0,0,33,580001,0
A0,0,33,590001,0
A0,0,33,600001,0
A0,0,33,610001,0
A0,0,33,620001,0
A0,0,33,630001,0
A0,0,33,640001,0
A0,0,33,650001,0
A0,0,33,660001,0
A0,0,33,670001,0
A0,0,33,680001,0
A0,0,33,690001,0
A0,0,34,500000,0
A0,0,34,500001,0.0016458988060073943
A0,0,34,510001,0.43188238687923064
A0,0,34,520001,-0.37638486255476478
A0,0,34,530001,0
A0,0,34,540001,0
A0,0,34,550001,0
A0,0,34,560001,0
A0,0,34,570001,0
A0,0,34,580001,0
A0,0,34,590001,0
A0,0,34,600001,0
A0,0,34,610001,0
A0,0,34,620001,0
A0,0,34,630001,0
A0,0,34,640001,0
A0,0,34,650001,0
A0,0,34,660001,0
A0,0,34,670001,0
A0,0,34,680001,0
A0,0,34,690001,0
A0,0,35,500000,0
A0,0,35,500001,0
A0,0,35,510001,0
A0,0,35,520001,0
A0,0,35,530001,0
A0,0,35,540001,0
A0,0,35,550001,0
A0,0,35,560001,0
A0,0,35,570001,0
A0,0,35,580001,0
A0,0,35,590001,0
A0,0,35,600001,0
A0,0,35,610001,0
A0,0,35,620001,0
A0,0,35,630001,0
A0,0,35,640001,0
A0,0,35,650001,0
A0,0,35,660001,0
A0,0,35,670001,0
A0,0,35,680001,0
A0,0,35,690001,0
A0,0,36,500000,0
A0,0,36,500001,0
A0,0,36,510001,0
A0,0,36,520001,0
A0,0,36,530001,0
A0,0,36,540001,0
A0,0,36,550001,0
A0,0,36,560001,0
A0,0,36,570001,0
A0,0,36,580001,0
A0,0,36,590001,0
A0,0,36,600001,0
A0,0,36,610001,0.013892450656830008
A0,0,36,620001,-0.017539803931022339
A0,0,36,630001,0
A0,0,36,640001,0
A0,0,36,650001,0
A0,0,36,660001,0
A0,0,36,670001,0
A0,0,36,680001,0
A0,0,36,690001,0
A0,0,37,500000,8.278019078253375e-05
A0,0,37,500001,0.016828564787603566
A0,0,37,510001,0.0094604754990659096
A0,0,37,520001,0.011465138661403661
A0,0,37,530001,0
A0,0,37,540001,0
A0,0,37,550001,0
A0,0,37,560001,0
A0,0,37,570001,0
A0,0,37,580001,0
A0,0,37,590001,0
A0,0,37,600001,0
A0,0,37,610001,0.044208448675410711
A0,0,37,620001,0
A0,0,37,630001,0
A0,0,37,640001,0
A0,0,37,650001,0
A0,0,37,660001,0
A0,0,37,670001,0
A0,0,37,680001,0
A0,0,37,690001,0
A0,0,38,500000,0
A0,0,38,500001,0
A0,0,38,510001,0
A0,0,38,520001,0
A0,0,38,530001,0
A0,0,38,540001,0
A0,0,38,550001,0
A0,0,38,560001,0
A0,0,38,570001,0
A0,0,38,580001,0
A0,0,38,590001,0
A0,0,38,600001,0
A0,0,38,610001,0
A0,0,38,620001,0
A0,0,38,630001,0
A0,0,38,640001,0
A0,0,38,650001,0.0090226542514316513
A0,0,38,660001,0
A0,0,38,670001,0.0036664490338535294
A0,0,38,680001,0
A0,0,38,690001,0
A0,0,39,500000,0
A0,0,39,500001,0
A0,0,39,510001,0
A0,0,39,520001,0
A0,0,39,530001,0
A0,0,39,540001,0
A0,0,39,550001,0
A0,0,39,560001,0
A0,0,39,570001,0
A0,0,39,580001,0
A0,0,39,590001,0
A0,0,39,600001,0
A0,0,39,610001,0
A0,0,39,620001,0
A0,0,39,630001,0
A0,0,39,640001,0
A0,0,39,650001,0
A0,0,39,660001,0
A0,0,39,670001,0
A0,0,39,680001,0
A0,0,39,690001,0
A0,0,40,500000,0
A0,0,40,500001,0
A0,0,40,510001,0
A0,0,40,520001,0
A0,0,40,530001,0
A0,0,40,540001,0
A0,0,40,550001,0
A0,0,40,560001,0
A0,0,40,570001,0
A0,0,40,580001,0
A0,0,40,590001,0
A0,0,40,600001,0
A0,0,40,610001,0
A0,0,40,620001,0
A0,0,40,630001,0
A0,0,40,640001,0
A0,0,40,650001,0
A0,0,40,660001,0
A0,0,40,670001,0
A0,0,40,680001,0
A0,0,40,690001,0
A0,0,41,500000,0.085416795290235423
A0,0,41,500001,0.029725802696749491
A0,0,41,510001,-0.0058096077018505166
A0,0,41,520001,0.088129452272600897
A0,0,41,530001,-0.046923612969747577
A0,0,41,540001,0.021983341374066892
A0,0,41,550001,-0.087382433754217725
A0,0,41,560001,0.0097263084894884874
A0,0,41,570001,-0.0067044266776490795
A0,0,41,580001,-0.011384359933790507
A0,0,41,590001,-0.015250633914571465
A0,0,41,600001,-0.0068692295635187249
A0,0,41,610001,0
A0,0,41,620001,0
A0,0,41,630001,0
A0,0,41,640001,0.0019932680947817422
A0,0,41,650001,0
A0,0,41,660001,0
A0,0,41,670001,0
A0,0,41,680001,0
A0,0,41,690001,0
A0,0,42,500000,0
A0,0,42,500001,0
A0,0,42,510001,0
A0,0,42,520001,0
A0,0,42,530001,0
A0,0,42,540001,0
A0,0,42,550001,0
A0,0,42,560001,0
A0,0,42,570001,0.0052783966155274245
A0,0,42,580001,0.0028629508074403385
A0,0,42,590001,0
A0,0,42,600001,0
A0,0,42,610001,0
A0,0,42,620001,0
A0,0,42,630001,0
A0,0,42,640001,0
A0,0,42,650001,0
A0,0,42,660001,0
A0,0,42,670001,0
A0,0,42,680001,0
A0,0,42,690001,0
A0,0,43,500000,0
A0,0,43,500001,0
A0,0,43,510001,0
A0,0,43,520001,0
A0,0,43,530001,0
A0,0,43,540001,0
A0,0,43,550001,0
A0,0,43,560001,0
A0,0,43,570001,0
A0,0,43,580001,0
A0,0,43,590001,0
A0,0,43,600001,0
A0,0,43,610001,0
A0,0,43,620001,0
A0,0,43,630001,0
A0,0,43,640001,0
A0,0,43,650001,0
A0,0,43,660001,0
A0,0,43,670001,0
A0,0,43,680001,0
A0,0,43,690001,0
A0,0,44,500000,0
A0,0,44,500001,0
A0,0,44,510001,0
A0,0,44,520001,0
A0,0,44,530001,0
A0,0,44,540001,0
A0,0,44,550001,0
A0,0,44,560001,0
A0,0,44,570001,0
A0,0,44,580001,0
A0,0,44,590001,0
A0,0,44,600001,0
A0,0,44,610001,0
A0,0,44,620001,0
A0,0,44,630001,0
A0,0,44,640001,0
A0,0,44,650001,0
A0,0,44,660001,0
A0,0,44,670001,0
A0,0,44,680001,0
A0,0,44,690001,0
A0,0,45,500000,0
A0,0,45,500001,0
A0,0,45,510001,0
A0,0,45,520001,0
A0,0,45,530001,0
A0,0,45,540001,0
A0,0,45,550001,0
A0,0,45,560001,0
A0,0,45,570001,0
A0,0,45,580001,0
A0,0,45,590001,0
A0,0,45,600001,0
A0,0,45,610001,0
A0,0,45,620001,0
A0,0,45,630001,0
A0,0,45,640001,0
A0,0,45,650001,0
A0,0,45,660001,0
A0,0,45,670001,0
A0,0,45,680001,0
A0,0,45,690001,0
A0,0,46,500000,0
A0,0,46,500001,-0.0048804066254741676
A0,0,46,510001,0
A0,0,46,520001,0
A0,0,46,530001,0
A0,0,46,540001,0
A0,0,46,550001,0
A0,0,46,560001,0
A0,0,46,570001,0
A0,0,46,580001,0
A0,0,46,590001,0
A0,0,46,600001,0
A0,0,46,610001,0
A0,0,46,620001,0
A0,0,46,630001,0
A0,0,46,640001,0
A0,0,46,650001,0
A0,0,46,660001,0
A0,0,46,670001,0
A0,0,46,680001,0
A0,0,46,690001,0
A0,0,47,500000,0
A0,0,47,500001,0
A0,0,47,510001,0
A0,0,47,520001,0
A0,0,47,530001,0
A0,0,47,540001,0
A0,0,47,550001,0
A0,0,47,560001,0
A0,0,47,570001,0
A0,0,47,580001,0
A0,0,47,590001,0
A0,0,47,600001,0
A0,0,47,610001,0
A0,0,47,620001,0
A0,0,47,630001,0
A0,0,47,640001,0
A0,0,47,650001,0
A0,0,47,660001,0
A0,0,47,670001,0
A0,0,47,680001,0
A0,0,47,690001,0
A0,0,48,500000,0
A0,0,48,500001,0
A0,0,48,510001,0
A0,0,48,520001,0
A0,0,48,530001,0
A0,0,48,540001,0
A0,0,48,550001,0
A0,0,48,560001,0
A0,0,48,570001,0
A0,0,48,580001,0
A0,0,48,590001,0
A0,0,48,600001,0
A0,0,48,610001,0
A0,0,48,620001,0
A0,0,48,630001,0
A0,0,48,640001,0
A0,0,48,650001,0
A0,0,48,660001,0
A0,0,48,670001,0
A0,0,48,680001,0
A0,0,48,690001,0
A0,0,49,500000,0
A0,0,49,500001,0
A0,0,49,510001,-0.00080832650691873328
A0,0,49,520001,0
A0,0,49,530001,0
A0,0,49,540001,0
A0,0,49,550001,0
A0,0,49,560001,0
A0,0,49,570001,0
A0,0,49,580001,0
A0,0,49,590001,0
A0,0,49,600001,0
A0,0,49,610001,0
A0,0,49,620001,0
A0,0,49,630001,0
A0,0,49,640001,0
A0,0,49,650001,0
A0,0,49,660001,0
A0,0,49,670001,0
A0,0,49,680001,0
A0,0,49,690001,0
A0,0,50,500000,0
A0,0,50,500001,0
A0,0,50,510001,0
A0,0,50,520001,0
A0,0,50,530001,0
A0,0,50,540001,0
A0,0,50,550001,0
A0,0,50,560001,0
A0,0,50,570001,0
A0,0,50,580001,0
A0,0,50,590001,0
A0,0,50,600001,0
A0,0,50,610001,0
A0,0,50,620001,0
A0,0,50,630001,0
A0,0,50,640001,0
A0,0,50,650001,0
A0,0,50,660001,0
A0,0,50,670001,0
A0,0,50,680001,0
A0,0,50,690001,0
A0,0,51,500000,0
A0,0,51,500001,0
A0,0,51,510001,0
A0,0,51,520001,0
A0,0,51,530001,0
A0,0,51,540001,0
A0,0,51,550001,0
A0,0,51,560001,0
A0,0,51,570001,0
A0,0,51,580001,0
A0,0,51,590001,0
A0,0,51,600001,0
A0,0,51,610001,0
A0,0,51,620001,0
A0,0,51,630001,0
A0,0,51,640001,0
A0,0,51,650001,0
A0,0,51,660001,0
A0,0,51,670001,0
A0,0,51,680001,0
A0,0,51,690001,0
A0,0,52,500000,0
A0,0,52,500001,0
A0,0,52,510001,0
A0,0,52,520001,0
A0,0,52,530001,0
A0,0,52,540001,0
A0,0,52,550001,0
A0,0,52,560001,0
