step,arm,current_nmse_median,current_unfit_median,best_nmse_median
0,repair_dead_0.05_k0.1,0.23319583484764433,0.22602977971627494,0.23319583484764433
0,repair_dead_0.05_k0.25,0.35235326704709513,0.3310572706758975,0.35235326704709513
0,repair_dead_0.05_k0.5,0.8844795172088353,0.8254510084920088,0.8844795172088353
0,repair_dead_0.05_k1,3.360149979148647,2.7639019283925284,3.360149979148647
0,repair_strict_dead_k0.1,0.11076885918415157,0.10327800040649554,0.11076885918415157
0,repair_strict_dead_k0.25,0.35235326704709513,0.3310572706758975,0.35235326704709513
0,repair_strict_dead_k0.5,0.8868985870642221,0.8251894918167083,0.8868985870642221
0,repair_strict_dead_k1,3.3960772314209127,2.793662159454044,3.3960772314209127
0,control_learned,2.440146611553186,0.3890143584267584,2.440146611553186
0,control_fresh_he,27.302526481051377,5.263806677970855,27.302526481051377
0,control_row_shuffle,5.798891145474507,4.115893594856471,5.798891145474507
0,control_rnd_randomized,3.140231300858379,1.2893033922043415,3.140231300858379
5000,repair_dead_0.05_k0.1,0.004850018529263374,0.004847269644459883,0.004846575217535749
5000,repair_dead_0.05_k0.25,0.0014613382009890925,0.0013567055652375646,0.001329487629807164
5000,repair_dead_0.05_k0.5,3.447739921194963e-08,6.2822861393579515e-09,5.313461207559615e-30
5000,repair_dead_0.05_k1,1.3545276518377226e-11,1.137928524488569e-12,3.569197755610918e-32
5000,repair_strict_dead_k0.1,0.004855691606207951,0.004854392591724209,0.004854127506544203
5000,repair_strict_dead_k0.25,0.0006686309539023702,0.0005918775144457703,0.000578278252042
5000,repair_strict_dead_k0.5,1.9152490527969152e-06,2.2056316716650943e-07,6.570384060591916e-26
5000,repair_strict_dead_k1,7.539815547095989e-16,6.731019368985703e-17,4.3570805811625653e-32
5000,control_learned,0.045577753837087426,0.0455721093124903,0.04543447550069929
5000,control_fresh_he,0.16850550469670622,0.168481505697962,0.1679090500581285
5000,control_row_shuffle,0.32155611925920213,0.3215508950331958,0.3214067148401808
5000,control_rnd_randomized,0.6392739204100337,0.6392342571561699,0.6389912619880772
10000,repair_dead_0.05_k0.1,0.004847410584964238,0.004846818485099615,0.004846575217535749
10000,repair_dead_0.05_k0.25,0.0013359055642604813,0.0013335567701290552,0.001329487629807164
10000,repair_dead_0.05_k0.5,3.9540011135231794e-07,1.0654690237657347e-07,5.313461207559615e-30
10000,repair_dead_0.05_k1,1.2290227839459802e-18,1.1125724826014063e-19,3.569197755610918e-32
10000,repair_strict_dead_k0.1,0.004854171601830258,0.004854135137301995,0.004854127506544202
10000,repair_strict_dead_k0.25,0.0006600878914067731,0.0005915748069171836,0.000578278252042
10000,repair_strict_dead_k0.5,5.496690574071171e-08,7.387710616652122e-09,3.751177090990346e-26
10000,repair_strict_dead_k1,1.1050267751961108e-16,5.349674795308336e-18,4.3570805811625653e-32
10000,control_learned,0.04550425442926932,0.04550331887263317,0.04543447550069929
10000,control_fresh_he,0.1686450019893864,0.16862703206981974,0.1679090500581285
10000,control_row_shuffle,0.32149991533319977,0.3214963398622507,0.3214067148401808
10000,control_rnd_randomized,0.6391213426445993,0.6391211989465986,0.6389912619880772
20000,repair_dead_0.05_k0.1,0.004848388012012292,0.004847461112539169,0.004846575217535749
20000,repair_dead_0.05_k0.25,0.001346105354249994,0.0013458924863241977,0.001329487629807164
20000,repair_dead_0.05_k0.5,6.757664674830499e-09,8.83694487683484e-10,5.313461207559615e-30
20000,repair_dead_0.05_k1,2.7544842001039606e-16,9.69394088311634e-18,3.569197755610918e-32
20000,repair_strict_dead_k0.1,0.004854127506553191,0.004854127506545768,0.004854127506544202
20000,repair_strict_dead_k0.25,0.0005889284336253901,0.0005814513056144145,0.000578278252042
20000,repair_strict_dead_k0.5,3.1238735877979816e-05,5.453556703494999e-06,3.721751708781938e-27
20000,repair_strict_dead_k1,1.6313414712394946e-13,2.1420556558034754e-14,4.3570805811625653e-32
20000,control_learned,0.04548677999340225,0.045481599817753314,0.04543447550069929
20000,control_fresh_he,0.16891667172875172,0.16888564241533832,0.1679090500581285
20000,control_row_shuffle,0.3215605174981795,0.3215564430668274,0.3214067148401808
20000,control_rnd_randomized,0.6393370042503125,0.6393234340356184,0.6389912619880772
