arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3,1,0.001,1,none,0.9739416667,1,1,0,0,-0.8631024361,1.571383715,-6.527491093,0.27163288,78.99611415,0,0,1.147051096,1.226971507,-0.6610596776,0.8504801393,44.52514317,3.294053793,2.208517313,3.419718504,1.971873522,0.8407406807,3.54420042,0,3,2.534399271,2.027673483,2.895166874,0,3
SWA3,1,0.001,2,none,0.9590083333,1,1,0,0,-4.517789841,2.400389194,-8.508675575,-0.006499291863,73.97169125,0,0,0.7258558869,0.85156703,0.3492738903,0.9022138715,43.89976374,5.754224777,4.507610321,8.489359856,1.286200523,0.7559912205,2.150830269,0,3,3.637972355,2.601983547,4.642828941,0,3
SWA3,1,0.001,3,none,0.94706875,1,1,0,0,-5.468782902,2.751328468,-11.36719799,-0.01664038375,82.61260504,0,0,0.9245776534,0.5935387015,0.6170729399,1.010633707,26.07933635,7.355029583,6.287969589,10.26356792,1.121670961,0.59575212,2.66236949,0,3,5.252375603,4.162599564,6.512127876,0,3
SWA3,1,0.001,4,none,0.9425416667,1,1,0,0,-7.991334438,3.591072321,-23.38926125,-0.01744347624,78.00419163,0,0,0.7905238271,0.5479669571,0.3819147646,0.9995216131,27.05155403,8.784524918,6.86161232,10.6737318,0.857762754,0.3765836954,1.759426355,0,3,5.677118301,4.235335827,7.561122894,0,3
SWA3,1,0.001,5,none,0.93873125,1,1,0,0,-9.94692421,4.33373785,-21.95395279,-0.01669299603,77.07061724,0,0,0.7167420387,0.5947243571,0.3484363854,0.9758535624,32.17707397,10.16682625,7.201271057,11.56769085,0.7156451941,0.3786133528,1.630680561,0,3,5.260822296,4.056653976,7.019898415,0,3
SWA3,1,0.001,6,none,0.9397604167,1,1,0,0,-11.46392536,5.037444592,-22.85073662,-0.01527886372,76.34743421,0,0,0.4808287024,0.6878798008,-0.7157570124,0.864849031,46.90614993,11.24593735,7.547605991,12.64247417,0.6129033566,0.3704631329,1.154062748,0,3,4.488077641,2.720624685,5.595198631,0,3
SWA3,1,0.001,7,none,0.94016875,1,1,0,0,-11.18925858,5.267296791,-21.47509193,-0.01809256896,77.11818437,0,0,0.08240349591,0.9610586762,-1.895505786,0.5490561724,58.85847487,12.51485062,8.16218853,15.03477001,0.5907257795,0.3309038281,1.07858479,0,3,3.215899229,1.688094854,4.058962822,0,3
SWA3,1,0.001,8,none,0.94285,1,1,0,0,-11.43578243,5.546391487,-20.69445038,-0.01702155359,78.45513631,0,0,-1.044346333,1.462109566,-3.205887318,0.1986503601,69.16322413,13.77882862,9.25245285,19.67361641,0.5567209721,0.3258586824,0.9664372802,0,3,2.128722191,1.124187469,3.011427641,0,3
SWA3,1,0.001,9,none,0.949775,1,1,0,0,-10.89229965,5.367269039,-19.45492744,-0.01731304824,81.0703513,0,0,-1.632740021,1.711802721,-3.073407888,0.1063303128,73.68240437,14.84374809,10.50390244,26.65901947,0.5719097853,0.2983394861,0.957298398,0,3,1.812501669,1.197159052,2.632796049,0,3
SWA3,1,0.001,10,none,0.9391104167,1,1,0,0,-10.315732,5.097206116,-28.52667618,-0.01688252762,83.52449776,0,0,-2.212862968,1.845607877,-3.431131601,0.03535737842,67.60469133,15.91885662,11.32269573,31.6610508,0.5814902782,0.2471939921,0.9378852844,0,3,1.673331261,1.129422426,2.563918829,0,3
SWA3,1,0.001,11,none,0.9280125,1,1,0,0,-10.57434273,5.114522457,-29.17457962,-0.0164185483,83.28033374,0,0,-2.580402613,1.809957027,-4.509891987,0.0110873552,65.83860498,17.15193367,11.8313303,36.77983093,0.6051033139,0.2451316863,0.9162871838,0,3,1.70353508,1.094184399,2.510458469,0,3
SWA3,1,0.001,12,none,0.9250916667,1,1,0,0,-10.20618534,4.972184658,-32.59928894,-0.0158083383,84.13140854,0,0,-3.252837181,2.114298344,-5.530100346,-0.003783486318,59.66451976,18.10282135,12.55574226,40.31658554,0.6215755939,0.222812593,0.9738987684,0,3,1.448539972,0.9386799932,2.325350761,0,3
SWA3,1,0.001,13,none,0.9122458333,0.9933333397,0.9933333397,0,0,-9.874484062,4.838050842,-38.26988983,-0.01500849519,83.07807097,0,0,-3.918338537,2.295444727,-5.911253452,-0.01222472638,46.10314312,18.75851822,13.27511883,43.19831085,0.6444417834,0.1733590961,1.07950592,0,3,1.316553235,0.8256342411,2.098340988,0,3
SWA3,1,0.001,14,none,0.9119083333,1,1,0,0,-9.796527863,4.796216965,-30.60888672,-0.01454108115,83.86819708,0,0,-4.089268208,2.365958691,-6.772932053,-0.01564689912,45.13358305,19.73471832,13.91366959,46.30358124,0.6468992829,0.2263889015,1.124644995,0,3,1.299425602,0.6194407344,2.151722908,0,3
