arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
DF,std,0,0,0.0001,1,1,5,0.7642227564,0.9120000005,0.7520000339,0.9120000005,0,0,-0.08097863197,1.135271907,-1.489871502,1,140.4928868,0,0,0.01827460341,0.7415296435,-1.46422863,1,85.26483365,0.6156554222,0.6401002407,0.6721513271
DF,std,0,0,0.0001,2,0,1,0.9458733974,1,1,1,0,0,-0.01632074453,0.7049502134,-3.410812616,1,129.9800172,0,0,-0.08328354359,0.2962729335,-2.518111706,1,68.14274348,0.6104771495,0.6574314237,0.7562585473
DF,std,0,0,0.0001,3,1,5,0.747275641,0.9707999825,0.6720000505,0.9707999825,0,0,0.00256011961,2.933616161,-3.293919086,1,181.7016912,0,0,0.04593446478,0.6669098139,-0.9820786715,1,114.6151236,0.6736906171,0.7128769159,0.8540311456
DF,std,0,0,0.0001,4,0,1,0.9165865385,1,1,1,0,0,-0.06898681819,1.256736398,-3.079525948,1,140.3927314,0,0,0.4206054211,0.3705844283,-3.165405512,1,83.42984183,0.6597669125,0.7551459074,0.9269538522
DF,std,0,0,0.0001,5,1,5,0.6766826923,0.9475999475,0.7320000529,0.9475999475,0,0,-0.1567182392,1.930709481,-3.510083437,1,169.212434,0,0,0.02010797523,0.8597856164,-2.060071707,1,117.5581702,0.6609529853,0.8185558319,1.105153799
DF,std,0,0,0.0001,6,0,1,0.9435496795,1,1,1,0,0,-0.08919141442,0.7599588633,-3.863821507,1,131.5826537,0,0,0.6348612309,0.3955188394,-4.474882603,1,84.34211724,0.6509817839,0.8614829183,1.16525209
DF,std,0,0,0.0001,7,1,5,0.6926282051,0.9311999679,0.7020000219,0.9311999679,0,0,-0.007396933623,1.06248033,-1.847852468,1,157.6409408,0,0,0.06868352741,0.7873489261,-3.933149576,1,113.1414179,0.6421325803,0.9436286688,1.269369006
DF,std,0,0,0.0001,8,0,1,0.9481971154,1,1,1,0,0,-0.02749975026,0.5756340623,-4.766367435,1,127.4238786,0,0,-0.3727016747,0.3846583068,-5.719752312,1,81.92745634,0.636765182,0.9631811976,1.282039762
DF,std,0,0,0.0001,9,1,5,0.5926282051,0.8876000047,0.5440000296,0.8876000047,0,0,0.01057446655,0.8164079189,-2.372249126,1,153.6865827,0,0,-0.3411884308,0.6956068277,-7.010694504,1,111.8491308,0.6474747658,1.036543012,1.234456658
DF,std,0,0,0.0001,10,0,1,0.9054887821,1,1,1,0,0,-0.01124987006,3.151607275,-3.165079355,1,139.9432157,0,0,-0.3202868998,2.573994875,-2.397651434,1,102.2282359,0.6556228995,1.102163792,1.321353436
DF,std,0,0,0.0001,11,1,5,0.4687900641,0.8075999618,0.4820000231,0.8075999618,0,0,0.06942105293,4.502560616,-3.28687501,1,182.9005875,0,0,-0.02207532525,1.026468396,-0.8653439283,1,140.1349058,0.6811223626,1.108953476,1.535981178
DF,std,0,0,0.0001,12,0,1,0.877724359,1,0.969999969,1,0,0,0.1815707833,2.868536711,-3.129846096,1,149.8403806,0,0,-0.0214479994,2.669370651,-1.026364088,1,111.6541954,0.6746053696,1.156589746,1.520334721
DF,std,0,0,0.0001,13,1,5,0.4599759615,0.8215999603,0.5139999986,0.8215999603,0,0,-0.2113357782,3.764806986,-3.748347521,1,165.4352553,0,0,-0.08021570742,2.360560656,-1.018881798,1,136.7961875,0.7032567263,1.173461318,1.546362281
DF,std,0,0,0.0001,14,0,1,0.8892628205,1,0.9599999785,1,0,0,1.101070523,3.780891418,-9.193434715,1,166.2325224,0,0,0.0210353639,0.7018003464,-0.8273597956,1,122.0207719,0.7250638008,1.160762787,1.721337676
DF,std,0,0,0.0001,15,1,5,0.4200721154,0.7707999945,0.4520000219,0.7707999945,0,0,-0.03802334145,5.159017563,-3.226888895,1,169.7522156,0,0,-0.01462174207,2.275375605,-0.7170268297,1,142.1362401,0.7361022234,1.181462288,1.75277245
DF,std,0,0,0.0001,16,0,1,0.8399038462,1,0.9599999785,1,0,0,-0.1371943057,4.796827793,-3.696300983,1,159.4998527,0,0,-0.07220515609,1.90674293,-1.110241294,1,124.6269019,0.756942749,1.22273016,1.792676926
DF,std,0,0,0.0001,17,1,5,0.3745192308,0.7663999796,0.324000001,0.7663999796,0,0,-0.1210877672,5.057398796,-2.24861002,1,171.1615261,0,0,-0.006466532592,2.332067013,-0.6672091484,1,143.6498623,0.759768486,1.237649322,1.811620593
DF,std,0,0,0.0001,18,0,1,0.8470753205,1,0.9499999881,1,0,0,0.7175425291,4.107153893,-8.762126923,1,161.6930206,0,0,-0.1180564314,1.355700374,-1.632404327,1,124.0854492,0.7889028788,1.256467342,1.891758204
DF,std,0,0,0.0001,19,1,5,0.3757211538,0.7468000054,0.2840000093,0.7468000054,0,0,-0.1864571273,5.23119545,-2.062329769,1,172.2407039,0,0,0.04519627616,2.462450266,-0.7184025645,1,145.7099066,0.807097137,1.285339713,1.838427305
DF,std,0,0,0.0001,20,0,1,0.8610977564,1,0.9799999595,1,0,0,-0.05342553183,5.355800629,-3.835459232,1,171.4944693,0,0,0.1104696393,0.7006524801,-1.160556793,1,127.8734946,0.8217513561,1.244737625,2.029106855
DF,std,0,0,0.0001,21,1,5,0.3600560897,0.7287999988,0.324000001,0.7287999988,0,0,0.003371624742,5.461191177,-2.955238104,1,178.4615155,0,0,-0.03903008252,1.351129055,-0.3050300181,1,148.2400571,0.8356486559,1.287788987,2.206521511
DF,std,0,0,0.0001,22,0,1,0.7857772436,1,0.9799999595,1,0,0,-0.03270149976,8.024754524,-2.407069921,1,158.5831052,0,0,-0.101841554,2.213429928,-0.7139586806,1,132.8063157,0.8696919084,1.339640021,2.272838593
DF,std,0,0,0.0001,23,1,5,0.2634214744,0.5927999616,0.2440000176,0.5927999616,0,0,0.03860502318,5.591588974,-4.500285625,1,174.1066483,0,0,-0.02221842855,2.615975618,-0.625156939,1,150.538243,0.8747826815,1.340029716,2.215286493
DF,std,0,0,0.0001,24,0,1,0.8357371795,1,0.9099999666,1,0,0,0.3132283986,6.381398201,-3.947546959,1,172.5505581,0,0,0.02414004505,1.346957207,-1.04631424,1,135.2942138,0.8990396261,1.358914256,2.35533309
DF,std,0,0,0.0001,25,1,5,0.2567307692,0.5952000022,0.2639999986,0.5952000022,0,0,-0.3502081931,5.636735439,-6.89715004,1,177.1659186,0,0,0.004744748119,2.410572529,-0.3500092328,1,152.719167,0.9300063848,1.385401011,2.354673624
DF,std,0,0,0.0001,26,0,1,0.8153044872,1,0.8700000048,1,0,0,-0.02241943404,5.566455364,-1.80679667,1,174.4898004,0,0,-0.08609755337,1.218079448,-0.7077634931,1,138.1398879,0.9474101663,1.391338825,2.52790761
DF,std,0,0,0.0001,27,1,5,0.3017227564,0.6755999923,0.3860000074,0.6755999923,0,0,-0.0790355131,6.277940273,-1.663565397,1,188.0822022,0,0,-0.01729526557,1.216180563,-0.5529686213,1,154.9056207,0.980122149,1.289104342,2.706655025
DF,std,0,0,0.0001,28,0,1,0.7861778846,1,0.7899999619,1,0,0,-0.4520817995,5.842215061,-5.826835632,1,170.3655146,0,0,-0.02189489827,2.499468565,-0.7400649786,1,141.7786635,1.000298858,1.430778742,2.621387005
DF,std,0,0,0.0001,29,1,5,0.2152644231,0.5631999969,0.2639999986,0.5631999969,0,0,-0.01389712468,6.948806286,-2.98406291,1,180.9071499,0,0,-0.03306375816,2.312051535,-0.5064879656,1,155.9025842,1.015232682,1.459466577,2.611346006
DF,std,0,0,0.0001,30,0,1,0.8564102564,1,0.7899999619,1,0,0,0.04709405825,7.112519741,-6.702831268,1,178.3874028,0,0,-0.01250272989,0.7905938029,-0.6214818358,1,136.2171298,1.019917369,1.420416594,2.898460388
