experiment,unregistered,lr,act_alpha,arm,capacity_status,n_onset_1m,n_onset_5m,median_log10_U_1m,median_log10_U_5m,U_5m_seed_values,k_star_median,n_crossed,frac_windows_over_median,median_span_all,median_absv_all,median_frozen_abs_frac,exact_fit,note
snake_lr_diag_0903,True,0.005,1.0,SN_a1_1216,OK,0,0,-10.668973457730914,-11.819359383085636,"[1.524010937009343e-12, 1.7143480074308463e-13, 3.3512809492603356e-10, 1.519275119379655e-11, 1.9756804592517068e-12, 9.974891624644643e-12, 1.1589955974337854e-13, 1.4838253165082477e-12, 2.3781718061445577e-13, 1.5076243739094554e-12]",500.0,0,0.0,2.0529619604349136,0.10021376237273216,0.0,True,この走は事前登録されていない。Issa の指示で回した診断で、変えた軸は lr（0.01 → 0.005） の 1 本だけ。**verdict には入れない。** lr が登録値と違うので他腕と同じハーネスではなく、**水準の比較には使わない**。
