arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,pool
SN3_avg,6,0.001,1,none,0.9597583333,1,1,0,0,-0.04180506617,0.1469092816,-0.1701465696,0.8727722168,1.024570704,12.7579622,0,0,-0.1078033224,0.2083270252,-0.1704075336,0.6817967296,1.022204399,15.15715899,0,0,-0.08029355854,0.4733983278,-0.5892130733,0.9334141016,79.03394728,0,0,0.2057029307,1.046663284,-0.8335669041,0.9911690354,42.438022,0.6130872965,1.196751237,2.330513954,1.435670376,2.419680119,avg
SN3_avg,6,0.001,2,none,0.9517145833,1,1,0,0,-0.03350292146,0.1140699461,-0.184187755,0.8538600802,1.076004624,13.78295519,0,0,-0.119066976,0.1781016737,-0.1979053915,0.6263659596,0.9877419472,15.04727544,0,0,-0.2348868847,0.3811567724,-2.819446802,0.8906189203,60.34831773,0,0,0.2380865812,0.8620055318,-2.291897774,0.9911901951,37.17036817,0.6308296919,1.43544054,2.979260921,1.621147394,2.634641886,avg
SN3_avg,6,0.001,3,none,0.9492125,1,1,0,0,-0.05216587707,0.1140933782,-0.1835729927,0.8002946377,1.036347508,13.90974405,0,0,-0.1330801696,0.1819417924,-0.2215059996,0.6037442088,1.004778266,15.19393731,0,0,-0.1737991422,0.4021273553,-4.256448746,0.8774337173,50.58012452,0,0,0.3935720026,1.016877413,-5.321259022,0.9936640859,27.80069354,0.6819628477,1.578065038,3.483654976,1.813871026,2.586685181,avg
SN3_avg,6,0.001,4,none,0.9352375,1,1,0,0,-0.05482856929,0.1291713566,-0.1232431829,0.7654063106,1.032035589,14.27564842,0,0,-0.1621816605,0.1923021972,-0.227814436,0.5470744967,0.9166630507,15.30252752,0,0,-0.1717135161,0.4672279656,-4.957539082,0.923553884,49.98350305,0,0,0.1485399753,1.254797935,-8.624855042,0.9963935614,26.08282196,0.7253924012,1.833797574,3.916538477,1.857585192,2.193868637,avg
SN3_avg,6,0.001,5,none,0.9364354167,1,1,0,0,-0.08265928179,0.1342037618,-0.1850295067,0.6920151711,0.9706720114,14.10521043,0,0,-0.1513027996,0.2103973925,-0.2217439264,0.6337727904,1.053025126,15.50854949,0,0,-0.1474633366,0.5495650768,-3.71641326,0.9579447508,56.57040544,0,0,0.3202979565,1.687621832,-6.679210186,0.9952209592,27.52568686,0.8123508096,2.081336975,4.380202293,2.004150629,1.910113335,avg
SN3_avg,6,0.001,6,none,0.95391875,1,1,0,0,-0.107459195,0.1530673057,-0.1673637629,0.6321136951,0.8599175215,14.0605515,0,0,-0.1385946125,0.2187394351,-0.243699953,0.6330777407,1.078168511,15.6528735,0,0,-0.1262430549,0.6039636731,-3.252403736,0.9758723974,59.25178608,0,0,-0.04817696288,1.960784912,-4.23777914,0.9970865846,30.00749966,0.8181061149,2.20801425,4.748901844,2.166674852,1.787264466,avg
SN3_avg,6,0.001,7,none,0.9524583333,1,1,0,0,-0.07761117816,0.1479610354,-0.2440988272,0.672128737,0.9039223194,14.00260515,0,0,-0.1577521861,0.2236634642,-0.2346271873,0.6902163625,1.123489261,15.54940982,0,0,-0.06233074889,0.5990070105,-4.577194691,0.9675183296,58.41690372,0,0,0.5500525832,2.134477615,-4.2765975,0.9918026924,31.20842103,0.847972393,2.312259436,5.14246273,2.283919096,1.639713407,avg
SN3_avg,6,0.001,8,none,0.96476875,1,1,0,0,-0.07290587574,0.1345238239,-0.2015386075,0.7308543324,0.9924739599,14.00665976,0,0,-0.1153415442,0.2281755358,-0.1434522718,0.730207026,1.232986331,15.73775768,0,0,-0.1314593852,0.6676156521,-1.627781868,0.9869658351,79.83851295,0,0,0.1416989416,2.462434053,-3.299077749,0.9912172556,42.25168237,0.8912498951,2.383330822,5.42655611,2.458084822,1.707863569,avg
SN3_avg,6,0.001,9,none,0.9613125,1,1,0,0,-0.1018410921,0.1437140256,-0.3146308362,0.6729749441,0.9416159391,14.15370723,0,0,-0.1273830533,0.2204303741,-0.2088531852,0.6514207721,1.127973676,15.68622101,0,0,-0.2009286731,0.6466521621,-2.457312107,0.9756569862,74.01257011,0,0,0.4641901255,2.388474703,-3.603509903,0.995889008,40.14419803,0.919216156,2.457988262,5.721867561,2.632089615,1.822249055,avg
SN3_avg,6,0.001,10,none,0.95663125,1,1,0,0,-0.09750885516,0.1401418895,-0.2297744304,0.6150190234,0.8628796339,14.27541752,0,0,-0.1328151822,0.215850547,-0.2544854283,0.6050423384,1.076319456,15.66963817,0,0,-0.2914940417,0.6582968831,-2.392181873,0.9691023827,69.91875237,0,0,-0.1522050202,2.487723112,-4.321718216,0.9920481443,40.60665854,0.9361980557,2.554500818,6.007336617,2.729498863,1.796756029,avg
