arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW3,1,0.001,1,none,0.9733041667,1,1,0,0,-0.06861986965,0.5111625791,-1.638851762,0.4576901495,0.5654147267,9.391185476,0,0,-1.082099438,1.59915328,-2.133369446,0.224215731,0.4428534508,14.71371254,0,0,-1.599122167,5.196581841,-8.234363556,0.3623476624,79.07549885,0,0,2.600498199,3.789905548,-4.790459156,0.7739275098,51.42834778,0.95537889,1.999673963,2.86164093,1.242189765,1.573376417
SW3,1,0.001,2,none,0.9567395833,1,1,0,0,-1.119194269,0.8840749264,-1.744498372,0.05834074691,0.1123940796,4.310075909,0,0,-27.84779358,12.24401379,-40.07278061,0.00167511194,0.003186936025,4.872740417,0.02999999933,0,-14.76953506,10.93263245,-41.99918747,0.03343334422,50.73516786,0,0,-0.9384385347,5.965031147,-13.45810604,0.4414101243,65.721719,1.215729356,2.655433893,3.564644098,1.801607966,3.020155907
SW3,1,0.001,3,none,0.2998354167,0.3875000179,0.3875000179,0,0,-1.164848089,1.04523468,-8.025163651,0.03579853103,0.0828461498,6.225296677,0,0,-12.96918106,5.803952217,-18.74959373,0.0005721187918,0.00189783622,4.100383066,0.009999999776,0,-14.07437038,4.158416271,-19.08404732,-5.349675689e-07,17.73042255,0,0,-0.4249593318,1.819687724,-3.42304945,0.659265995,35.7125906,1.634245872,4.425196171,4.208076477,2.972340345,6.508229256
SW3,1,0.001,4,none,0.10169375,0.1125000045,0.1125000045,0,0,-2.476046562,1.418444037,-10.50767136,-0.0009438595152,0.008131215349,3.432903671,0,0,-35.48578262,14.98107052,-59.41433716,0.0001015131202,0.0002140450815,1.713115656,1,0.7799999714,-124.7995834,29.12849236,-186.2803192,0,1.023524032,0.01999999955,0,0.07540133595,0,-1.767886162,0.612144649,1.0000017,1.88517797,4.665673256,4.207521915,2.986083746,5.925121307
SW3,1,0.001,5,none,0.09528541667,0.1041666716,0.1041666716,0,0,-2.534084797,1.422902107,-10.51445007,-0.0009441834991,0.00718187727,3.41984617,0,0,-35.92298126,15.01551342,-59.8864212,7.26456492e-05,0.0001957386994,1.708817136,1,0.7999999523,-126.2362289,29.11842918,-186.7632751,0,1.000000181,0.02999999933,0,0.01496591792,0,-1.847201943,0.522441268,1.00000167,1.888077736,4.66567564,4.207521915,2.986085653,5.409890652
SW3,1,0.001,6,none,0.1107791667,0.1125000045,0.1125000045,0,0,-2.534084797,1.422902346,-10.51445007,-0.0009441834991,0.00718187727,3.41986378,0,0,-35.92266846,15.0154438,-59.88618469,7.264847227e-05,0.0001957427594,1.708836412,1,0.7999999523,-126.2349243,29.1182251,-186.7608337,0,1.000000344,0.01999999955,0,0.00075701077,0,-1.932216883,0.5011355877,1.000001535,1.888077736,4.66567564,4.207521915,2.986085653,4.7227211
SW3,1,0.001,7,none,0.1217229167,0.1233333349,0.1233333349,0,0,-2.534084797,1.422901511,-10.51445007,-0.0009441834991,0.00718187727,3.419888618,0,0,-35.92231369,15.01536369,-59.88579559,7.265516615e-05,0.0001957520435,1.708862929,1,0.7999999523,-126.2330627,29.11793518,-186.75737,0,1.000000343,0.01999999955,0,0.0002115271054,0,-2.004745007,0.5003173947,1.000001389,1.888077736,4.66567564,4.207521915,2.986085653,4.437545776
SW3,1,0.001,8,none,0.10349375,0.1099999994,0.1099999994,0,0,-2.534084797,1.42290163,-10.51445007,-0.0009441834991,0.00718187727,3.419907618,0,0,-35.92198944,15.01528454,-59.88537979,7.265813474e-05,0.0001957564527,1.70888366,1,0.7999999523,-126.231514,29.11768913,-186.7545166,0,1.000000281,0.01999999955,0,0.0002384064719,0,-2.067687511,0.5003578067,1.000001152,1.888077736,4.66567564,4.207521915,2.986085653,3.970686197
SW3,1,0.001,9,none,0.1017229167,0.1083333343,0.1083333343,0,0,-2.534084797,1.42290163,-10.51445007,-0.0009441834991,0.00718187727,3.419907618,0,0,-35.92198944,15.01528454,-59.88537979,7.265813474e-05,0.0001957564527,1.708883713,1,0.7999999523,-126.231514,29.11768913,-186.7545166,0,1.000000266,0.03999999911,0,-0.0008020494715,0,-2.091889143,0.4987966418,1.000001143,1.888077736,4.66567564,4.207521915,2.986085653,3.722067833
SW3,1,0.001,10,none,0.1193395833,0.1208333373,0.1208333373,0,0,-2.534084797,1.42290175,-10.51445007,-0.0009441834991,0.00718187727,3.419900592,0,0,-35.92211151,15.01531219,-59.88551712,7.265713066e-05,0.0001957550267,1.708880045,1,0.7999999523,-126.2319412,29.11775398,-186.7552643,0,1.000000188,0.01999999955,0,-1.087054261e-05,0,-2.180449724,0.4999836981,1.000000901,1.888077736,4.66567564,4.207521915,2.986085653,3.518085957
