step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,A_w100_T10000_std_lr0.01_s0_none,0.85,0.00020202,0.78,13.4562,4.16751,0.259554,0.591232,0.0020202,1.69771e-05,0.000410864,0.0413204,15.9599,0.226097,4.42288,2.43362,0.85,2.22778e-05,-0.369759,-0.457983,0.320455,-1.41412,-0.971332,-1.37601,-5.96967,0,0.031965,0.0117647,nan,0.78,nan
500000,A_w100_T10000_std_lr0.01_s1_none,0.98,0,0.97,1.44962,1.04134,0.264827,0.591939,0.000808081,0.265112,9.03186,0.029353,15.241,0.247929,4.03342,1.75875,0.98,0.344162,-0.0746919,-0.620485,0.445906,-2.62202,0.22638,-0.969091,-10.6799,0,0.01164,0,nan,0.97,nan
500000,A_w100_T10000_std_lr0.01_s2_none,0.97,0,0.94,2.94657,1.52902,0.250686,0.589354,0.00040404,0.216073,2.03885,0.105978,16.0577,0.195971,5.1028,1.73791,0.97,0.181649,-0.267647,-0.447754,0.268688,-1.41701,-0.218978,-1.28149,-11.4034,0,0.013695,0,nan,0.94,nan
500000,A_w100_T10000_std_lr0.01_s3_none,0.96,0,0.94,3.63179,2.10509,0.261369,0.589818,0.000808081,0.291349,8.43335,0.0345473,16.0487,0.194957,5.12932,1.88507,0.96,0.326222,-0.407437,-0.438983,0.276601,-1.54099,-0.702967,-1.41072,-9.22929,0,0.011445,0,nan,0.94,nan
500000,A_w100_T10000_std_lr0.01_s4_none,0.97,0,0.95,2.81402,1.85788,0.253941,0.584162,0.00040404,0.596835,8.76442,0.0680974,15.7931,0.186184,5.37104,1.88434,0.97,0.734489,-0.159862,-0.434707,0.282486,-1.42115,-0.602814,-1.26294,-11.4631,0,0.010445,0,nan,0.95,nan
500000,A_w100_T10000_std_lr0.01_s5_none,0.92,0,0.91,5.78951,2.86915,0.242824,0.561374,0.00040404,0.571239,6.50428,0.0878252,16.9288,0.187167,5.34281,2.50199,0.92,0.0573096,-0.146118,-0.449645,0.267539,-1.29808,-0.591275,-1.37055,-6.78426,0,0.02489,0,nan,0.91,nan
500000,A_w100_T10000_std_lr0.01_s6_none,0.81,0.00141414,0.73,12.7987,3.4038,0.273513,0.602354,0.00222222,9.58142e-06,0.000773805,0.0123822,15.9488,0.227294,4.39958,3.1597,0.81,8.38215e-06,-0.397397,-0.488717,0.302047,-1.63541,-0.85486,-1.39271,-6.12102,0,0.044215,0,nan,0.73,nan
500000,A_w100_T10000_std_lr0.01_s7_none,0.95,0,0.91,5.28131,2.61704,0.257176,0.589848,0.000606061,0.0107999,3.02842,0.00356619,16.2611,0.217754,4.59233,2.53813,0.95,0.0715734,-0.170996,-0.388503,0.262215,-1.4541,-0.374085,-1.05176,-8.1053,0,0.020015,0,nan,0.91,nan
500000,A_w100_T10000_std_lr0.01_s8_none,0.76,0.00040404,0.69,16.6706,6.89952,0.266982,0.58403,0.000808081,1.0409e-05,0.000224288,0.0464089,16.3801,0.224613,4.45211,3.46021,0.76,2.33427e-06,-0.547875,-0.55264,0.29957,-1.33977,-0.92842,-1.49902,-5.27724,0,0.050065,0.0789474,nan,0.69,nan
500000,A_w100_T10000_std_lr0.01_s9_none,0.98,0,0.98,1.28176,1.0366,0.267894,0.587788,0.000606061,0.528527,38.7501,0.0136394,16.2891,0.21488,4.65376,1.67876,0.98,1.18753,-0.0041272,-0.505793,0.311776,-1.13732,-0.00907516,-1.18494,-8.99814,0,0.009875,0,nan,0.98,nan
