step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,B_w20_K100_c0.0_lr0.01_s0_cont,0,0,0,17.4192,12.9174,0.17455,0.502005,0,1.17102,65.7093,0.0178212,15.8562,0.160105,6.24591,6.24591,0,1.52477,-0.000752779,nan,0.00595171,-0.013332,-0.000524378,-0.00513407,-0.00880661,0.4895,0.501225,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s1_cont,0,0,0,17.5875,13.4363,0.165808,0.496491,0,1.23593,77.4036,0.0159673,16.2686,0.164448,6.08094,6.08094,0,1.38222,0.000255153,nan,0.00277365,-0.00681808,0.000106386,-0.00181939,-0.00519903,0.4845,0.497875,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s2_cont,0,0,0,17.1701,12.375,0.182539,0.500752,0,2.83196,157.43,0.0179887,15.9613,0.173294,5.77054,5.77054,0,2.65348,-8.54023e-07,nan,0.00132022,-0.00278501,-9.62509e-05,-0.00168801,-0.00302419,0.487,0.501475,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s3_cont,0,0,0,17.3571,12.2885,0.183919,0.493734,0,1.80147,104.41,0.0172537,15.8969,0.192428,5.19674,5.19674,0,2.16069,-0.000132856,nan,0.00204703,-0.00433079,-0.000128259,-0.0019293,-0.00382432,0.4795,0.50155,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s4_cont,0,0,0,17.3663,13.0975,0.171735,0.518546,0,2.57394,145.172,0.0177303,16.4614,0.159902,6.25381,6.25381,0,2.84855,-0.00323683,nan,0.00640207,-0.013234,-0.00252336,-0.00877495,-0.0126813,0.484,0.499025,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s5_cont,0,0,0,17.3594,12.7855,0.174434,0.498496,0,1.58373,111.725,0.0141752,15.6857,0.164459,6.08055,6.08055,0,2.05459,-0.000506051,nan,0.00243876,-0.00548122,-0.000365602,-0.00325196,-0.00420347,0.4835,0.498825,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s6_cont,0,0,0,17.6275,13.5384,0.161471,0.508271,0,2.81181,167.206,0.0168164,16.4672,0.161097,6.20742,6.20742,0,3.00889,-0.00115898,nan,0.00339555,-0.00779199,-0.000867226,-0.0040447,-0.00557955,0.483,0.503375,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s7_cont,0,0,0,17.1051,12.9967,0.167315,0.508772,0,1.50882,80.0383,0.0188512,15.913,0.145984,6.85005,6.85005,0,1.73465,0.000106103,nan,0.000379833,-0.000510892,7.46234e-05,0,-0.000362657,0.4895,0.50245,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s8_cont,0,0,0,17.6941,13.6437,0.16405,0.50401,0,0.542973,34.1778,0.0158867,16.8341,0.146874,6.80854,6.80854,0,1.03642,0.000119555,nan,0.000326801,-0.000554092,8.71987e-05,-9.12483e-05,-0.000355547,0.485,0.500475,nan,nan,0,nan
0,B_w20_K100_c0.0_lr0.01_s9_cont,0,0,0,17.5397,13.253,0.170221,0.495739,0,0.609185,44.1431,0.0138003,16.542,0.155375,6.43602,6.43602,0,1.16682,0.000891772,nan,0.00146872,-0.0014953,0.00060927,-0.000592742,-0.0010948,0.483,0.50005,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s0_cont,0,0,0,17.6393,13.3356,0.170209,0.495238,0,0.0829285,9.31972,0.00889817,16.157,0.152193,6.57062,6.57062,0,0.380575,-0.0671853,nan,0.0298253,-0.12275,-0.0503066,-0.0778359,-0.101983,0.4545,0.480125,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s1_cont,0,0,0,17.8092,13.9659,0.16106,0.493484,0,0.125985,10.0887,0.0124877,16.4969,0.157465,6.3506,6.3506,0,0.55132,-0.0732027,nan,0.0361396,-0.126125,-0.053553,-0.0779049,-0.0951429,0.4535,0.478525,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s2_cont,0,0,0,17.3825,12.9256,0.176642,0.498998,0,0.0843973,9.0956,0.00927891,16.1201,0.165394,6.04618,6.04618,0,0.430152,-0.0698596,nan,0.0345154,-0.130474,-0.0520109,-0.0783722,-0.0920176,0.467,0.481975,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s3_cont,0,0,0,17.5168,12.7317,0.175339,0.504511,0,0.236407,19.7351,0.011979,16.0005,0.184594,5.4173,5.4173,0,0.707307,-0.0666416,nan,0.027204,-0.114568,-0.052604,-0.0775237,-0.0924767,0.458,0.48145,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s4_cont,0,0,0,17.5804,13.4864,0.164945,0.518045,0,0.127943,9.92719,0.0128881,16.6348,0.15282,6.54364,6.54364,0,0.514975,-0.0692114,nan,0.0321279,-0.143287,-0.0522759,-0.0865029,-0.108807,0.4545,0.4767,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s5_cont,0,0,0,17.5811,13.4262,0.16374,0.503509,0,0.21048,17.1665,0.0122611,15.9514,0.151872,6.5845,6.5845,0,0.537198,-0.0760432,nan,0.0433049,-0.161697,-0.0586259,-0.112002,-0.121891,0.442,0.474175,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s6_cont,0,0,0,17.7682,13.8378,0.156555,0.499499,0,0.0989011,6.54838,0.0151031,16.7752,0.154957,6.45341,6.45341,0,0.549802,-0.067818,nan,0.0339562,-0.128468,-0.0534378,-0.0870404,-0.09526,0.4575,0.482275,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s7_cont,0,0,0,17.3853,13.5469,0.159257,0.508772,0,0.195675,12.569,0.015568,16.2227,0.138325,7.22935,7.22935,0,0.871195,-0.0703661,nan,0.0384621,-0.148099,-0.0519969,-0.0858632,-0.0996584,0.4475,0.477925,nan,nan,0,nan
1000,B_w20_K100_c0.0_lr0.01_s8_cont,0,0,0,17.8918,14.1667,0.15488,0.496241,0,0.0717268,6.41159,0.011187,17.0639,0.148242,6.74572,6.74572,0,0.493015,-0.0622363,nan,0.0381875,-0.128327,-0.0469693,-0.0748696,-0.10329,0.453,0.481075,nan,nan,0,nan
