step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,A_w100_T10000_std_lr0.01_s0_full,0.17,0.0117172,0.85,12.0589,6.44184,0.181382,0.499677,0.00020202,0.994449,27.7212,0.0358732,18.0307,0.259713,3.85041,3.61201,0.17,0.175204,-0.066824,0,0.208035,-1.10979,0.824362,-1.25619,-8.92152,0,0.500725,0,nan,0.16,nan
500000,A_w100_T10000_std_lr0.01_s1_full,0.26,0.0323232,0.98,6.19456,4.05636,0.177381,0.500364,0,0.106393,10.0529,0.0105834,19.4431,0.113102,8.84159,7.49641,0.26,0.383756,-0.0020187,0,0.0213739,-0.206506,1.73391,-1.35144,-8.74465,0,0.54998,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s2_full,0.25,0.0151515,0.97,7.95932,4.64131,0.182245,0.500152,0,1.7281,29.2958,0.0589882,19.3478,0.11877,8.41963,7.53684,0.25,0.440399,-0.0107059,0,0.0554186,-0.438197,1.2308,-1.3083,-7.9249,0,0.49692,0,nan,0.19,nan
500000,A_w100_T10000_std_lr0.01_s3_full,0.2,0.0189899,0.96,8.02599,5.10851,0.179704,0.499949,0.00020202,0.370116,9.11358,0.0406115,19.2312,0.147647,6.7729,6.08362,0.2,0.354983,-0.0203719,0,0.0830026,-0.55105,1.37689,-1.26391,-5.89662,0,0.553515,0,nan,0.17,nan
500000,A_w100_T10000_std_lr0.01_s4_full,0.37,0.020404,0.97,8.02006,4.52632,0.180297,0.497929,0,0.492726,9.22436,0.0534157,18.9902,0.169857,5.88729,4.49047,0.37,0.745591,-0.00761246,0,0.0355178,-0.343733,1.73514,-0.878298,-8.57579,0,0.44061,0,nan,0.33,nan
500000,A_w100_T10000_std_lr0.01_s5_full,0.23,0.0107071,0.92,10.2582,4.97127,0.184463,0.500202,0,0.772072,7.51998,0.102669,18.7415,0.180946,5.52651,4.89989,0.23,0.066336,-0.0151811,0,0.0984125,-0.841325,0.842894,-1.29828,-9.80533,0,0.45314,0,nan,0.2,nan
500000,A_w100_T10000_std_lr0.01_s6_full,0.26,0.0107071,0.81,11.9237,4.90778,0.184411,0.503121,0,0.363765,36.608,0.00993676,18.4763,0.195297,5.12039,4.48836,0.26,0.220039,-0.102034,0,0.216069,-1.23182,0.817874,-1.31897,-7.62586,0,0.442995,0,nan,0.26,nan
500000,A_w100_T10000_std_lr0.01_s7_full,0.26,0.0175758,0.95,8.51026,5.36017,0.182413,0.50003,0,0.446406,17.6851,0.025242,19.2091,0.118679,8.42611,7.29725,0.26,0.218841,-0.0115538,0,0.0487187,-0.420931,1.20922,-1.07833,-13.4945,0,0.485905,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s8_full,0.24,0.00444444,0.76,14.4468,6.90329,0.184664,0.509384,0.00020202,0.436085,15.0421,0.028991,18.2741,0.192677,5.19004,4.68208,0.24,0.120396,-0.173013,0,0.294851,-1.22894,0.334339,-1.37973,-5.68638,0,0.405555,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s9_full,0.26,0.0149495,0.98,7.62655,3.5868,0.179755,0.499838,0,0.528527,38.7501,0.0136394,19.119,0.160297,6.2384,5.18309,0.26,1.18753,-0.000111546,0,0.135202,-0.96014,1.31761,-0.908758,-8.22998,0,0.51229,0,nan,0.24,nan
