step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,B_w20_K100_c0.0_lr0.01_s0_full,0,0,0.95,17.4729,13.591,0.162597,0.488221,0,0.0177102,0.706458,0.0250691,16.4239,0.153674,6.50728,6.50728,0,0.566759,0.0541982,nan,0.236244,0,0.0696524,0,0,0.4805,0.521025,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s1_full,0,0,0.95,17.0512,12.6329,0.181024,0.509524,0,1.0801e-10,3.03287e-08,0.00356131,16.3153,0.156024,6.40926,6.40926,0,0.547992,-0.0619772,nan,0.270153,-1.23954,-0.0674635,0,-1.34927,0.0975,0.476975,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s2_full,0,0,1,17.6055,13.7279,0.166353,0.497744,0,0,0,0,16.7499,0.151336,6.60781,6.60781,0,0.760305,0,nan,0,0,0,0,0,0.4815,0.49995,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s3_full,0,0,0.9,16.6773,11.6564,0.194618,0.507519,0,0.00207394,0.071309,0.0290838,15.8044,0.184504,5.41994,5.41994,0,0.664765,-0.0078581,nan,0.330276,-1.12034,-0.014726,0,-1.47502,0.0715,0.4972,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s4_full,0,0,0.95,17.2774,13.1099,0.167439,0.502256,0,0.00032512,0.0693599,0.00468743,16.5601,0.163309,6.12338,6.12338,0,0.699367,-0.0558409,nan,0.243405,-1.11682,-0.0658183,0,-1.31637,0.096,0.48215,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s5_full,0,0,0.95,17.207,13.4414,0.161718,0.484461,0,7.90128e-05,0.0243871,0.00323994,16.7239,0.146366,6.8322,6.8322,0,0.480227,-0.0701079,nan,0.305593,-1.40216,-0.0805169,0,-1.61034,0.0585,0.475625,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s6_full,0,0,0.95,16.971,12.9464,0.158329,0.517794,0,0.000103404,0.0515018,0.00200777,16.9394,0.160463,6.23195,6.23195,0,0.547502,-0.060843,nan,0.265208,-1.21686,-0.0801161,0,-1.60232,0.0575,0.48015,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s7_full,0,0,0.9,16.6105,12.159,0.176066,0.509774,0,0.000263144,0.0892673,0.00294782,16.4356,0.179138,5.5823,5.5823,0,0.708665,-0.130429,nan,0.391356,-1.32738,-0.146461,-0.134532,-1.5839,0.062,0.4577,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s8_full,0,0,0.95,17.3334,12.6183,0.177979,0.507519,0,0.0678935,3.69171,0.0183908,16.2446,0.165359,6.04745,6.04745,0,0.531056,0.0142822,nan,0.0622546,0,0.0138178,0,0,0.474,0.50255,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s9_full,0,0,0.95,16.8057,12.1086,0.173079,0.518296,0,0.000709144,0.221244,0.00320526,16.2884,0.171728,5.82315,5.82315,0,0.868965,-0.063398,nan,0.276346,-1.26796,-0.0703336,0,-1.40667,0.0905,0.48395,nan,nan,0,nan
