step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,B_w20_K100_c0.0_lr0.01_s0_none,0.95,0,0.9,1.87148,1.01435,0.184673,0.490476,0,0.0177226,0.733419,0.0241644,15.3535,0.178227,5.61081,1,0.95,0.566508,1.08396,-1.24113,0.527491,-1.53013,1.39305,1.39305,-4.71491,0,0.0487,1,nan,0.05,nan
500000,B_w20_K100_c0.0_lr0.01_s1_none,0.95,0,0.8,8.2053,1.33213,0.173045,0.498246,0,2.05606e-05,0.0210185,0.00097821,15.8444,0.194416,5.1436,1,0.95,0.548103,-1.23954,-1.26399,0.155819,-1.53445,-1.34927,-1.34927,-3.59657,0,0.0092,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s2_none,1,0,0.9,13.1217,5.64286,0.165155,0.496241,0,7.81526e-05,0.0616377,0.00126793,16.5597,0.177426,5.63617,nan,1,0.760291,nan,-1.32295,0.142569,-1.59809,nan,nan,-3.51692,0,0.0053,1,nan,0.15,nan
500000,B_w20_K100_c0.0_lr0.01_s3_none,0.9,0,0.8,2.22542,1.06065,0.154011,0.500251,0,0.00207823,0.0773419,0.0268707,16.4029,0.190476,5.25001,1.75383,0.9,0.664699,-0.078581,-1.18627,0.491789,-1.60435,-0.14726,-1.20947,-3.86719,0,0.0502,1,nan,0.2,nan
500000,B_w20_K100_c0.0_lr0.01_s4_none,0.95,0,0.7,8.96958,1.97406,0.177289,0.503759,0,0.0005919,0.269948,0.00219265,15.6447,0.236645,4.22574,1,0.95,0.699547,-1.11682,-1.263,0.156298,-1.68058,-1.31637,-1.31637,-3.5576,0,0.01185,1,nan,0.15,nan
500000,B_w20_K100_c0.0_lr0.01_s5_none,0.95,0,0.75,9.94275,2.62039,0.177035,0.492982,0,0.000103859,0.0495936,0.0020942,15.9134,0.229524,4.35685,1,0.95,0.480134,-1.40216,-1.20496,0.162247,-1.5348,-1.61034,-1.61034,-3.45725,0,0.00955,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s6_none,0.95,0,0.8,8.0196,1.80058,0.166831,0.505764,0,0.000120048,0.0717806,0.00167243,15.8619,0.203551,4.91278,1,0.95,0.547578,-1.21686,-1.26707,0.164866,-1.50836,-1.60232,-1.60232,-3.67425,0,0.006825,1,nan,0.15,nan
500000,B_w20_K100_c0.0_lr0.01_s7_none,0.9,0,0.8,7.78322,2.20582,0.183812,0.492231,0,0.00033153,0.156386,0.00211995,15.3423,0.274964,3.63684,1.54158,0.9,0.708489,-1.30429,-1.25406,0.129768,-1.49204,-1.46461,-1.56004,-3.20611,0,0.011625,1,nan,0.05,nan
500000,B_w20_K100_c0.0_lr0.01_s8_none,0.95,0,0.85,2.30637,1.02079,0.175128,0.514787,0,0.0679314,3.70675,0.0183264,15.2607,0.281631,3.55074,1,0.95,0.531228,0.285644,-1.15626,0.348518,-1.44056,0.276356,0.276356,-3.47312,0,0.0352,1,nan,0.25,nan
500000,B_w20_K100_c0.0_lr0.01_s9_none,0.95,0,0.8,6.49274,2.01697,0.169452,0.488722,0,0.000782557,0.266347,0.00293811,15.9249,0.207855,4.81105,1,0.95,0.868061,-1.26796,-1.21967,0.135279,-1.5039,-1.40667,-1.40667,-3.76289,0,0.010075,1,nan,0.3,nan
501000,B_w20_K100_c0.0_lr0.01_s0_none,0.95,0,0.85,1.88254,1.01567,0.18894,0.489724,0,0.0237258,0.766635,0.0309479,15.8571,0.203506,4.91385,1,0.95,0.639538,1.04503,-1.24144,0.519403,-1.52728,1.40811,1.40811,-4.71491,0,0.049175,1,1,0.05,1
501000,B_w20_K100_c0.0_lr0.01_s1_none,0.95,0,0.8,7.95292,1.34863,0.172667,0.497494,0,0.000428044,0.149721,0.00285893,15.8475,0.195853,5.10586,1,0.95,0.905475,-1.23606,-1.26404,0.156402,-1.53445,-1.33468,-1.33468,-3.59657,0,0.0095,1,1,0.1,1
501000,B_w20_K100_c0.0_lr0.01_s2_none,1,0,0.9,12.3295,3.48465,0.164446,0.493734,0,0.000205367,0.105306,0.0019502,16.5477,0.175172,5.70869,nan,1,0.953321,nan,-1.32285,0.14258,-1.59817,nan,nan,-3.51692,0,0.005425,1,1,0.15,1
501000,B_w20_K100_c0.0_lr0.01_s3_none,0.9,0,0.7,2.32053,1.0584,0.158296,0.494236,0,0.00195823,0.0825075,0.023734,16.304,0.172568,5.79481,1.80095,0.9,0.55337,-0.134058,-1.18591,0.470467,-1.60435,-0.216142,-1.25647,-3.86719,0,0.049375,1,1,0.15,0.75
501000,B_w20_K100_c0.0_lr0.01_s4_none,0.95,0,0.75,8.5559,1.94509,0.176591,0.510276,0,0.000886076,0.291139,0.00304348,15.6648,0.24201,4.13206,1,0.95,0.908579,-1.10919,-1.26355,0.157277,-1.68051,-1.30221,-1.30221,-3.5576,0,0.011875,1,1,0.15,1
501000,B_w20_K100_c0.0_lr0.01_s5_none,0.95,0,0.8,9.72886,2.45124,0.176814,0.495238,0,0.000183164,0.0836628,0.00218931,15.9158,0.235108,4.25337,1,0.95,1.01644,-1.38914,-1.20511,0.161387,-1.53296,-1.56982,-1.56982,-3.45725,0,0.0099,1,1,0.1,1
501000,B_w20_K100_c0.0_lr0.01_s6_none,0.95,0,0.8,8.08087,2.07089,0.16597,0.505764,0,0.000129767,0.0654586,0.00198243,15.886,0.201826,4.95476,1,0.95,0.682545,-1.22166,-1.26671,0.164681,-1.50828,-1.63999,-1.63999,-3.67425,0,0.006775,1,1,0.2,1
501000,B_w20_K100_c0.0_lr0.01_s7_none,0.9,0,0.8,7.59931,2.25812,0.184002,0.490226,0,0.000575592,0.141135,0.0040783,15.3453,0.262588,3.80824,1.5909,0.9,0.64364,-1.30613,-1.2559,0.129833,-1.49136,-1.46855,-1.51924,-3.20611,0,0.010475,1,1,0.05,1
501000,B_w20_K100_c0.0_lr0.01_s8_none,0.95,0,0.8,2.36105,1.024,0.176982,0.510025,0,0.0333089,2.21009,0.0150713,15.3225,0.256048,3.90551,1,0.95,0.436558,0.291172,-1.15632,0.349653,-1.44038,0.31017,0.31017,-3.47312,0,0.036325,1,1,0.25,1
