step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,B_w20_K100_c0.0_lr0.01_s0_dironly,0.95,0,0.95,1.85582,1.01308,0.162597,0.488221,0,0.0177102,0.706458,0.0250691,15.9171,0.19628,5.09475,1,0.95,0.566759,1.08396,-1.24113,0.527491,-1.53013,1.39305,1.39305,-4.71491,0,0.0489,1,nan,0.2,nan
500000,B_w20_K100_c0.0_lr0.01_s1_dironly,0.95,0,0.95,7.01525,1.24303,0.181024,0.509524,0,1.0801e-10,3.03287e-08,0.00356131,15.9037,0.218659,4.57333,1,0.95,0.547992,-1.23954,-1.26399,0.155819,-1.53445,-1.34927,-1.34927,-3.59657,0,0.00875,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s2_dironly,1,0,1,12.5538,5.39268,0.166353,0.497744,0,0,0,0,16.57,0.154051,6.49136,nan,1,0.760305,nan,-1.32295,0.142569,-1.59809,nan,nan,-3.51692,0,0.00555,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s3_dironly,0.9,0,0.9,2.47993,1.06404,0.194618,0.507519,0,0.00207394,0.071309,0.0290838,15.4712,0.202373,4.94136,1.75383,0.9,0.664765,-0.078581,-1.18627,0.491789,-1.60435,-0.14726,-1.20947,-3.86719,0,0.05115,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s4_dironly,0.95,0,0.95,8.68829,2.22166,0.167439,0.502256,0,0.00032512,0.0693599,0.00468743,16.164,0.18307,5.46238,1,0.95,0.699367,-1.11682,-1.263,0.156298,-1.68058,-1.31637,-1.31637,-3.5576,0,0.012,1,nan,0.25,nan
500000,B_w20_K100_c0.0_lr0.01_s5_dironly,0.95,0,0.95,10.145,2.99828,0.161718,0.484461,0,7.90128e-05,0.0243871,0.00323994,16.1681,0.212313,4.71003,1,0.95,0.480227,-1.40216,-1.20496,0.162247,-1.5348,-1.61034,-1.61034,-3.45725,0,0.009075,1,nan,0.1,nan
500000,B_w20_K100_c0.0_lr0.01_s6_dironly,0.95,0,0.95,7.44841,1.60436,0.158329,0.517794,0,0.000103404,0.0515018,0.00200777,16.6029,0.186604,5.35893,1,0.95,0.547502,-1.21686,-1.26707,0.164866,-1.50836,-1.60232,-1.60232,-3.67425,0,0.00635,1,nan,0.3,nan
500000,B_w20_K100_c0.0_lr0.01_s7_dironly,0.9,0,0.9,7.47697,2.21024,0.176066,0.509774,0,0.000263144,0.0892673,0.00294782,15.9883,0.233668,4.27958,1.54158,0.9,0.708665,-1.30429,-1.25406,0.129768,-1.49204,-1.46461,-1.56004,-3.20611,0.0005,0.01155,1,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s8_dironly,0.95,0,0.95,2.48138,1.02471,0.177979,0.507519,0,0.0678935,3.69171,0.0183908,15.4603,0.261591,3.82275,1,0.95,0.531056,0.285644,-1.15626,0.348518,-1.44056,0.276356,0.276356,-3.47312,0,0.0353,1,nan,0.15,nan
500000,B_w20_K100_c0.0_lr0.01_s9_dironly,0.9,0,0.95,6.07325,1.8453,0.173079,0.518296,0,0.000709144,0.221244,0.00320526,15.6641,0.21512,4.64857,1.60262,0.9,0.868965,-1.21179,-1.22323,0.135279,-1.5039,-1.51937,-1.60953,-3.76289,0,0.010225,1,nan,0.25,nan
501000,B_w20_K100_c0.0_lr0.01_s0_dironly,0.95,0,0.85,1.89593,1.01456,0.16605,0.491479,0,0.0237055,0.745513,0.0317975,15.9823,0.21006,4.76055,1,0.95,0.640102,1.04549,-1.24114,0.519445,-1.53035,1.40965,1.40965,-4.71491,0,0.04945,1,1,0.2,1
